"time","OAT","fanspeed","valveopen","room.Awall","room.LWT","room.RATinit","room.cAir","room.cWater","room.eps","room.hAir","room.mdotat","room.mdotwt","room.rohAir","room.vAir","wall.TisurfInit","wall.TosurfInit","wall.aWall","wall.cWall","wall.hi","wall.ho","wall.lWall","wall.lambda_Wall","wall.rhoWall","RAT","wall.RAT","room.energy","room.Tisurf","wall.Tosurf","room.der(RAT)","room.der(energy)","wall.der(Tisurf)","wall.der(Tosurf)","room.DT","room.EWT","room.Qin","room.Qout","room.SAT","room.fs","room.mdota","room.mdotw","room.vo","wall.C","wall.R"
0.492,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000058,16.00000058,0.238993917,15.99956184,9.994316295,1.040833934e-006,0.4857599882,-0.0008908992093,-0.01154831561,0.3804606076,28.38172714,0.4857599882,0.1052993806,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.4925,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000058,16.00000058,0.239236797,15.99956139,9.994310521,1.040541122e-006,0.4857599882,-0.0008908998613,-0.01154830763,0.3803535748,28.38172714,0.4857599882,0.1054064134,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.493,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000058,16.00000058,0.239479677,15.99956094,9.994304747,1.04024831e-006,0.4857599882,-0.0008909005132,-0.01154829965,0.3802465419,28.38172714,0.4857599882,0.1055134463,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.4935,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000058,16.00000058,0.239722557,15.9995605,9.994298973,1.039955498e-006,0.4857599882,-0.0008909011651,-0.01154829167,0.380139509,28.38172714,0.4857599882,0.1056204792,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.494,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.239965437,15.99956005,9.994293199,1.039662686e-006,0.4857599882,-0.000890901817,-0.0115482837,0.380032476,28.38172714,0.4857599882,0.1057275121,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.4945,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.240208317,15.99955961,9.994287425,1.039369873e-006,0.4857599881,-0.000890902469,-0.01154827572,0.3799254431,28.38172714,0.4857599881,0.1058345451,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.495,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2404511969,15.99955916,9.99428165,1.039077061e-006,0.4857599881,-0.0008909031209,-0.01154826774,0.37981841,28.38172714,0.4857599881,0.1059415781,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.4955,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2406940769,15.99955872,9.994275876,1.038784248e-006,0.4857599881,-0.0008909037728,-0.01154825976,0.379711377,28.38172714,0.4857599881,0.1060486112,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.496,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2409369569,15.99955827,9.994270102,1.038491436e-006,0.4857599881,-0.0008909044247,-0.01154825179,0.3796043438,28.38172714,0.4857599881,0.1061556443,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.4965,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2411798369,15.99955783,9.994264328,1.038198623e-006,0.4857599881,-0.0008909050766,-0.01154824381,0.3794973107,28.38172714,0.4857599881,0.1062626774,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.497,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2414227169,15.99955738,9.994258554,1.03790581e-006,0.4857599881,-0.0008909057286,-0.01154823583,0.3793902775,28.38172714,0.4857599881,0.1063697106,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.4975,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2416655969,15.99955694,9.99425278,1.037612997e-006,0.4857599881,-0.0008909063805,-0.01154822785,0.3792832442,28.38172714,0.4857599881,0.1064767439,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.498,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2419084769,15.99955649,9.994247006,1.037320184e-006,0.4857599881,-0.0008909070324,-0.01154821988,0.3791762109,28.38172714,0.4857599881,0.1065837771,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.4985,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2421513569,15.99955604,9.994241232,1.03702737e-006,0.4857599881,-0.0008909076843,-0.0115482119,0.3790691776,28.38172714,0.4857599881,0.1066908105,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.499,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2423942369,15.9995556,9.994235457,1.036734557e-006,0.4857599881,-0.0008909083362,-0.01154820392,0.3789621442,28.38172715,0.4857599881,0.1067978438,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.4995,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2426371169,15.99955515,9.994229683,1.036441743e-006,0.485759988,-0.0008909089882,-0.01154819595,0.3788551108,28.38172715,0.485759988,0.1069048772,25.60000035,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2428799969,15.99955471,9.994223909,1.03614893e-006,0.485759988,-0.0008909096401,-0.01154818797,0.3787480773,28.38172715,0.485759988,0.1070119107,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5005,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2431228769,15.99955426,9.994218135,1.035856116e-006,0.485759988,-0.000890910292,-0.01154817999,0.3786410438,28.38172715,0.485759988,0.1071189442,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.501,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2433657569,15.99955382,9.994212361,1.035563302e-006,0.485759988,-0.0008909109439,-0.01154817201,0.3785340103,28.38172715,0.485759988,0.1072259777,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5015,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2436086369,15.99955337,9.994206587,1.035270488e-006,0.485759988,-0.0008909115958,-0.01154816404,0.3784269767,28.38172715,0.485759988,0.1073330113,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.502,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2438515169,15.99955293,9.994200813,1.034977674e-006,0.485759988,-0.0008909122477,-0.01154815606,0.3783199431,28.38172715,0.485759988,0.1074400449,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5025,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2440943969,15.99955248,9.994195039,1.03468486e-006,0.485759988,-0.0008909128996,-0.01154814808,0.3782129094,28.38172715,0.485759988,0.1075470786,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.503,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2443372769,15.99955204,9.994189265,1.034392045e-006,0.485759988,-0.0008909135516,-0.0115481401,0.3781058757,28.38172715,0.485759988,0.1076541123,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5035,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000059,16.00000059,0.2445801568,15.99955159,9.994183491,1.034099231e-006,0.485759988,-0.0008909142035,-0.01154813213,0.3779988419,28.38172715,0.485759988,0.1077611461,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.504,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2448230368,15.99955114,9.994177717,1.033806416e-006,0.4857599879,-0.0008909148554,-0.01154812415,0.3778918081,28.38172715,0.4857599879,0.1078681798,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5045,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2450659168,15.9995507,9.994171943,1.033513602e-006,0.4857599879,-0.0008909155073,-0.01154811617,0.3777847742,28.38172715,0.4857599879,0.1079752137,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.505,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2453087968,15.99955025,9.994166168,1.033220787e-006,0.4857599879,-0.0008909161592,-0.0115481082,0.3776777404,28.38172715,0.4857599879,0.1080822476,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5055,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2455516768,15.99954981,9.994160394,1.032927972e-006,0.4857599879,-0.0008909168111,-0.01154810022,0.3775707064,28.38172715,0.4857599879,0.1081892815,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.506,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2457945568,15.99954936,9.99415462,1.032635157e-006,0.4857599879,-0.000890917463,-0.01154809224,0.3774636724,28.38172715,0.4857599879,0.1082963155,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5065,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2460374368,15.99954892,9.994148846,1.032342342e-006,0.4857599879,-0.0008909181149,-0.01154808426,0.3773566384,28.38172715,0.4857599879,0.1084033495,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.507,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2462803168,15.99954847,9.994143072,1.032049526e-006,0.4857599879,-0.0008909187668,-0.01154807629,0.3772496044,28.38172715,0.4857599879,0.1085103835,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5075,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2465231968,15.99954803,9.994137298,1.031756711e-006,0.4857599879,-0.0008909194187,-0.01154806831,0.3771425702,28.38172715,0.4857599879,0.1086174176,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.508,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2467660768,15.99954758,9.994131524,1.031463895e-006,0.4857599879,-0.0008909200706,-0.01154806033,0.3770355361,28.38172715,0.4857599879,0.1087244518,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5085,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2470089568,15.99954714,9.99412575,1.03117108e-006,0.4857599879,-0.0008909207226,-0.01154805235,0.3769285019,28.38172715,0.4857599879,0.108831486,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.509,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2472518368,15.99954669,9.994119976,1.030878264e-006,0.4857599878,-0.0008909213745,-0.01154804438,0.3768214677,28.38172715,0.4857599878,0.1089385202,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5095,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2474947168,15.99954624,9.994114202,1.030585448e-006,0.4857599878,-0.0008909220264,-0.0115480364,0.3767144334,28.38172715,0.4857599878,0.1090455545,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.51,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2477375968,15.9995458,9.994108428,1.030292632e-006,0.4857599878,-0.0008909226783,-0.01154802842,0.3766073991,28.38172715,0.4857599878,0.1091525888,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5105,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2479804768,15.99954535,9.994102654,1.029999816e-006,0.4857599878,-0.0008909233302,-0.01154802045,0.3765003647,28.38172715,0.4857599878,0.1092596231,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.511,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2482233568,15.99954491,9.99409688,1.029707e-006,0.4857599878,-0.0008909239821,-0.01154801247,0.3763933303,28.38172715,0.4857599878,0.1093666575,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5115,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2484662367,15.99954446,9.994091106,1.029414183e-006,0.4857599878,-0.000890924634,-0.01154800449,0.3762862958,28.38172715,0.4857599878,0.109473692,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.512,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2487091167,15.99954402,9.994085332,1.029121367e-006,0.4857599878,-0.0008909252859,-0.01154799651,0.3761792613,28.38172715,0.4857599878,0.1095807264,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5125,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2489519967,15.99954357,9.994079558,1.02882855e-006,0.4857599878,-0.0008909259378,-0.01154798854,0.3760722268,28.38172715,0.4857599878,0.109687761,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.513,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000006,16.0000006,0.2491948767,15.99954313,9.994073784,1.028535733e-006,0.4857599878,-0.0008909265897,-0.01154798056,0.3759651922,28.38172715,0.4857599878,0.1097947956,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5135,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2494377567,15.99954268,9.99406801,1.028242917e-006,0.4857599877,-0.0008909272416,-0.01154797258,0.3758581576,28.38172715,0.4857599877,0.1099018302,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.514,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2496806367,15.99954224,9.994062236,1.0279501e-006,0.4857599877,-0.0008909278935,-0.01154796461,0.3757511229,28.38172715,0.4857599877,0.1100088648,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5145,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2499235167,15.99954179,9.994056462,1.027657283e-006,0.4857599877,-0.0008909285454,-0.01154795663,0.3756440882,28.38172715,0.4857599877,0.1101158995,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.515,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2501663967,15.99954134,9.994050688,1.027364465e-006,0.4857599877,-0.0008909291972,-0.01154794865,0.3755370534,28.38172715,0.4857599877,0.1102229343,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5155,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2504092767,15.9995409,9.994044914,1.027071648e-006,0.4857599877,-0.0008909298491,-0.01154794067,0.3754300186,28.38172715,0.4857599877,0.1103299691,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.516,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2506521567,15.99954045,9.99403914,1.026778831e-006,0.4857599877,-0.000890930501,-0.0115479327,0.3753229838,28.38172715,0.4857599877,0.1104370039,25.60000036,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5165,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2508950367,15.99954001,9.994033366,1.026486013e-006,0.4857599877,-0.0008909311529,-0.01154792472,0.3752159489,28.38172715,0.4857599877,0.1105440388,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.517,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2511379167,15.99953956,9.994027592,1.026193195e-006,0.4857599877,-0.0008909318048,-0.01154791674,0.375108914,28.38172715,0.4857599877,0.1106510737,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5175,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2513807967,15.99953912,9.994021818,1.025900378e-006,0.4857599877,-0.0008909324567,-0.01154790877,0.375001879,28.38172715,0.4857599877,0.1107581086,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.518,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2516236767,15.99953867,9.994016044,1.02560756e-006,0.4857599877,-0.0008909331086,-0.01154790079,0.374894844,28.38172715,0.4857599877,0.1108651436,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5185,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2518665567,15.99953823,9.99401027,1.025314742e-006,0.4857599876,-0.0008909337605,-0.01154789281,0.374787809,28.38172715,0.4857599876,0.1109721787,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.519,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2521094367,15.99953778,9.994004496,1.025021924e-006,0.4857599876,-0.0008909344124,-0.01154788483,0.3746807739,28.38172716,0.4857599876,0.1110792138,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5195,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2523523167,15.99953734,9.993998723,1.024729105e-006,0.4857599876,-0.0008909350643,-0.01154787686,0.3745737387,28.38172716,0.4857599876,0.1111862489,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.52,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2525951966,15.99953689,9.993992949,1.024436287e-006,0.4857599876,-0.0008909357162,-0.01154786888,0.3744667035,28.38172716,0.4857599876,0.1112932841,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5205,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2528380766,15.99953644,9.993987175,1.024143469e-006,0.4857599876,-0.0008909363681,-0.0115478609,0.3743596683,28.38172716,0.4857599876,0.1114003193,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.521,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2530809566,15.999536,9.993981401,1.02385065e-006,0.4857599876,-0.0008909370199,-0.01154785293,0.374252633,28.38172716,0.4857599876,0.1115073546,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5215,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2533238366,15.99953555,9.993975627,1.023557831e-006,0.4857599876,-0.0008909376718,-0.01154784495,0.3741455977,28.38172716,0.4857599876,0.1116143899,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.522,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2535667166,15.99953511,9.993969853,1.023265012e-006,0.4857599876,-0.0008909383237,-0.01154783697,0.3740385624,28.38172716,0.4857599876,0.1117214252,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5225,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000061,16.00000061,0.2538095966,15.99953466,9.993964079,1.022972193e-006,0.4857599876,-0.0008909389756,-0.01154782899,0.373931527,28.38172716,0.4857599876,0.1118284606,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.523,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000062,16.00000062,0.2540524766,15.99953422,9.993958305,1.022679374e-006,0.4857599876,-0.0008909396275,-0.01154782102,0.3738244915,28.38172716,0.4857599876,0.111935496,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5235,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000062,16.00000062,0.2542953566,15.99953377,9.993952531,1.022386555e-006,0.4857599875,-0.0008909402794,-0.01154781304,0.373717456,28.38172716,0.4857599875,0.1120425315,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.524,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000062,16.00000062,0.2545382366,15.99953333,9.993946757,1.022093736e-006,0.4857599875,-0.0008909409312,-0.01154780506,0.3736104205,28.38172716,0.4857599875,0.112149567,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.5245,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000062,16.00000062,0.2547811166,15.99953288,9.993940983,1.021800916e-006,0.4857599875,-0.0008909415831,-0.01154779709,0.3735033849,28.38172716,0.4857599875,0.1122566026,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.525,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000062,16.00000062,0.2550239966,15.99953244,9.993935209,1.021508097e-006,0.4857599875,-0.000890942235,-0.01154778911,0.3733963493,28.38172716,0.4857599875,0.1123636382,25.60000037,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
