"time","OAT","fanspeed","valveopen","room.Awall","room.LWT","room.RATinit","room.cAir","room.cWater","room.eps","room.hAir","room.mdotat","room.mdotwt","room.rohAir","room.vAir","wall.TisurfInit","wall.TosurfInit","wall.aWall","wall.cWall","wall.hi","wall.ho","wall.lWall","wall.lambda_Wall","wall.rhoWall","RAT","wall.RAT","room.energy","room.Tisurf","wall.Tosurf","room.der(RAT)","room.der(energy)","wall.der(Tisurf)","wall.der(Tosurf)","room.DT","room.EWT","room.Qin","room.Qout","room.SAT","room.fs","room.mdota","room.mdotw","room.vo","wall.C","wall.R"
0.233,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000029,16.00000029,0.1131820793,15.99979253,9.997307845,1.192494637e-006,0.4857599941,-0.0008905614176,-0.01155244866,0.4358978115,28.381727,0.4857599941,0.04986218253,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2335,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000029,16.00000029,0.1134249593,15.99979209,9.997302069,1.192201886e-006,0.485759994,-0.0008905620699,-0.01155244068,0.435790801,28.381727,0.485759994,0.049969193,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.234,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000029,16.00000029,0.1136678393,15.99979164,9.997296293,1.191909135e-006,0.485759994,-0.0008905627222,-0.0115524327,0.4356837905,28.381727,0.485759994,0.05007620351,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2345,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1139107193,15.9997912,9.997290517,1.191616384e-006,0.485759994,-0.0008905633745,-0.01155242472,0.4355767799,28.381727,0.485759994,0.05018321407,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.235,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1141535993,15.99979075,9.99728474,1.191323633e-006,0.485759994,-0.0008905640267,-0.01155241674,0.4354697693,28.381727,0.485759994,0.05029022467,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2355,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1143964793,15.99979031,9.997278964,1.191030882e-006,0.485759994,-0.000890564679,-0.01155240876,0.4353627587,28.381727,0.485759994,0.05039723531,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.236,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1146393593,15.99978986,9.997273188,1.19073813e-006,0.485759994,-0.0008905653313,-0.01155240078,0.435255748,28.381727,0.485759994,0.050504246,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2365,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1148822393,15.99978942,9.997267412,1.190445379e-006,0.485759994,-0.0008905659836,-0.0115523928,0.4351487372,28.381727,0.485759994,0.05061125672,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.237,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1151251193,15.99978897,9.997261636,1.190152627e-006,0.485759994,-0.0008905666359,-0.01155238482,0.4350417265,28.381727,0.485759994,0.0507182675,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2375,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1153679993,15.99978853,9.997255859,1.189859875e-006,0.4857599939,-0.0008905672882,-0.01155237684,0.4349347156,28.381727,0.4857599939,0.05082527831,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.238,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1156108793,15.99978808,9.997250083,1.189567124e-006,0.4857599939,-0.0008905679404,-0.01155236886,0.4348277048,28.381727,0.4857599939,0.05093228917,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2385,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1158537593,15.99978764,9.997244307,1.189274372e-006,0.4857599939,-0.0008905685927,-0.01155236088,0.4347206939,28.381727,0.4857599939,0.05103930007,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.239,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1160966393,15.99978719,9.997238531,1.18898162e-006,0.4857599939,-0.000890569245,-0.0115523529,0.4346136829,28.381727,0.4857599939,0.05114631101,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2395,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1163395193,15.99978675,9.997232755,1.188688867e-006,0.4857599939,-0.0008905698973,-0.01155234492,0.4345066719,28.38172701,0.4857599939,0.051253322,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.24,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1165823993,15.9997863,9.997226978,1.188396115e-006,0.4857599939,-0.0008905705496,-0.01155233694,0.4343996609,28.38172701,0.4857599939,0.05136033303,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2405,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1168252793,15.99978586,9.997221202,1.188103363e-006,0.4857599939,-0.0008905712018,-0.01155232896,0.4342926498,28.38172701,0.4857599939,0.0514673441,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.241,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1170681592,15.99978541,9.997215426,1.18781061e-006,0.4857599939,-0.0008905718541,-0.01155232098,0.4341856386,28.38172701,0.4857599939,0.05157435522,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2415,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1173110392,15.99978496,9.99720965,1.187517857e-006,0.4857599938,-0.0008905725064,-0.011552313,0.4340786275,28.38172701,0.4857599938,0.05168136638,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.242,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.0000003,16.0000003,0.1175539192,15.99978452,9.997203874,1.187225105e-006,0.4857599938,-0.0008905731587,-0.01155230502,0.4339716163,28.38172701,0.4857599938,0.05178837758,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2425,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1177967992,15.99978407,9.997198098,1.186932352e-006,0.4857599938,-0.0008905738109,-0.01155229704,0.433864605,28.38172701,0.4857599938,0.05189538883,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.243,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1180396792,15.99978363,9.997192322,1.186639599e-006,0.4857599938,-0.0008905744632,-0.01155228906,0.4337575937,28.38172701,0.4857599938,0.05200240012,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2435,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1182825592,15.99978318,9.997186545,1.186346845e-006,0.4857599938,-0.0008905751155,-0.01155228108,0.4336505824,28.38172701,0.4857599938,0.05210941145,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.244,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1185254392,15.99978274,9.997180769,1.186054092e-006,0.4857599938,-0.0008905757678,-0.0115522731,0.433543571,28.38172701,0.4857599938,0.05221642282,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2445,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1187683192,15.99978229,9.997174993,1.185761339e-006,0.4857599938,-0.00089057642,-0.01155226512,0.4334365595,28.38172701,0.4857599938,0.05232343424,25.60000018,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.245,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1190111992,15.99978185,9.997169217,1.185468585e-006,0.4857599938,-0.0008905770723,-0.01155225714,0.4333295481,28.38172701,0.4857599938,0.0524304457,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2455,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1192540792,15.9997814,9.997163441,1.185175832e-006,0.4857599938,-0.0008905777246,-0.01155224915,0.4332225365,28.38172701,0.4857599938,0.05253745721,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.246,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1194969592,15.99978096,9.997157665,1.184883078e-006,0.4857599937,-0.0008905783768,-0.01155224117,0.433115525,28.38172701,0.4857599937,0.05264446876,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2465,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1197398392,15.99978051,9.997151889,1.184590324e-006,0.4857599937,-0.0008905790291,-0.01155223319,0.4330085134,28.38172701,0.4857599937,0.05275148035,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.247,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1199827192,15.99978007,9.997146112,1.18429757e-006,0.4857599937,-0.0008905796814,-0.01155222521,0.4329015017,28.38172701,0.4857599937,0.05285849198,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2475,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1202255992,15.99977962,9.997140336,1.184004816e-006,0.4857599937,-0.0008905803336,-0.01155221723,0.43279449,28.38172701,0.4857599937,0.05296550366,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.248,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1204684792,15.99977918,9.99713456,1.183712062e-006,0.4857599937,-0.0008905809859,-0.01155220925,0.4326874783,28.38172701,0.4857599937,0.05307251538,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2485,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1207113592,15.99977873,9.997128784,1.183419308e-006,0.4857599937,-0.0008905816382,-0.01155220127,0.4325804665,28.38172701,0.4857599937,0.05317952714,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.249,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1209542392,15.99977829,9.997123008,1.183126553e-006,0.4857599937,-0.0008905822904,-0.01155219329,0.4324734547,28.38172701,0.4857599937,0.05328653895,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2495,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1211971192,15.99977784,9.997117232,1.182833799e-006,0.4857599937,-0.0008905829427,-0.01155218531,0.4323664429,28.38172701,0.4857599937,0.0533935508,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.25,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1214399992,15.99977739,9.997111456,1.182541044e-006,0.4857599936,-0.000890583595,-0.01155217733,0.432259431,28.38172701,0.4857599936,0.05350056269,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2505,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000031,16.00000031,0.1216828792,15.99977695,9.99710568,1.182248289e-006,0.4857599936,-0.0008905842472,-0.01155216935,0.432152419,28.38172701,0.4857599936,0.05360757463,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.251,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1219257592,15.9997765,9.997099904,1.181955534e-006,0.4857599936,-0.0008905848995,-0.01155216137,0.432045407,28.38172701,0.4857599936,0.05371458661,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2515,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1221686392,15.99977606,9.997094128,1.181662779e-006,0.4857599936,-0.0008905855518,-0.01155215339,0.431938395,28.38172701,0.4857599936,0.05382159863,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.252,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1224115192,15.99977561,9.997088352,1.181370024e-006,0.4857599936,-0.000890586204,-0.01155214541,0.4318313829,28.38172701,0.4857599936,0.0539286107,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2525,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1226543992,15.99977517,9.997082575,1.181077269e-006,0.4857599936,-0.0008905868563,-0.01155213743,0.4317243708,28.38172701,0.4857599936,0.05403562281,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.253,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1228972792,15.99977472,9.997076799,1.180784513e-006,0.4857599936,-0.0008905875086,-0.01155212945,0.4316173586,28.38172701,0.4857599936,0.05414263496,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2535,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1231401592,15.99977428,9.997071023,1.180491758e-006,0.4857599936,-0.0008905881608,-0.01155212147,0.4315103464,28.38172701,0.4857599936,0.05424964715,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.254,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1233830392,15.99977383,9.997065247,1.180199002e-006,0.4857599935,-0.0008905888131,-0.01155211349,0.4314033342,28.38172701,0.4857599935,0.05435665939,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2545,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1236259192,15.99977339,9.997059471,1.179906246e-006,0.4857599935,-0.0008905894653,-0.01155210551,0.4312963219,28.38172701,0.4857599935,0.05446367167,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.255,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1238687992,15.99977294,9.997053695,1.179613491e-006,0.4857599935,-0.0008905901176,-0.01155209753,0.4311893095,28.38172701,0.4857599935,0.054570684,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2555,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1241116792,15.9997725,9.997047919,1.179320735e-006,0.4857599935,-0.0008905907698,-0.01155208955,0.4310822971,28.38172701,0.4857599935,0.05467769637,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.256,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1243545592,15.99977205,9.997042143,1.179027979e-006,0.4857599935,-0.0008905914221,-0.01155208157,0.4309752847,28.38172701,0.4857599935,0.05478470878,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2565,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1245974392,15.99977161,9.997036367,1.178735222e-006,0.4857599935,-0.0008905920744,-0.01155207359,0.4308682723,28.38172702,0.4857599935,0.05489172123,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.257,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1248403191,15.99977116,9.997030591,1.178442466e-006,0.4857599935,-0.0008905927266,-0.01155206561,0.4307612598,28.38172702,0.4857599935,0.05499873373,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2575,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1250831991,15.99977072,9.997024815,1.17814971e-006,0.4857599935,-0.0008905933789,-0.01155205763,0.4306542472,28.38172702,0.4857599935,0.05510574627,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.258,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1253260791,15.99977027,9.997019039,1.177856953e-006,0.4857599935,-0.0008905940311,-0.01155204965,0.4305472346,28.38172702,0.4857599935,0.05521275885,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2585,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1255689591,15.99976982,9.997013263,1.177564196e-006,0.4857599934,-0.0008905946834,-0.01155204167,0.430440222,28.38172702,0.4857599934,0.05531977148,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.259,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000032,16.00000032,0.1258118391,15.99976938,9.997007487,1.17727144e-006,0.4857599934,-0.0008905953356,-0.01155203369,0.4303332093,28.38172702,0.4857599934,0.05542678415,25.60000019,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2595,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1260547191,15.99976893,9.997001711,1.176978683e-006,0.4857599934,-0.0008905959879,-0.01155202571,0.4302261966,28.38172702,0.4857599934,0.05553379686,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.26,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1262975991,15.99976849,9.996995935,1.176685926e-006,0.4857599934,-0.0008905966401,-0.01155201773,0.4301191838,28.38172702,0.4857599934,0.05564080962,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2605,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1265404791,15.99976804,9.996990159,1.176393168e-006,0.4857599934,-0.0008905972924,-0.01155200975,0.430012171,28.38172702,0.4857599934,0.05574782242,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.261,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1267833591,15.9997676,9.996984383,1.176100411e-006,0.4857599934,-0.0008905979446,-0.01155200177,0.4299051581,28.38172702,0.4857599934,0.05585483526,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2615,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1270262391,15.99976715,9.996978607,1.175807654e-006,0.4857599934,-0.0008905985969,-0.01155199379,0.4297981452,28.38172702,0.4857599934,0.05596184814,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.262,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1272691191,15.99976671,9.996972831,1.175514896e-006,0.4857599934,-0.0008905992491,-0.01155198581,0.4296911323,28.38172702,0.4857599934,0.05606886107,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2625,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1275119991,15.99976626,9.996967055,1.175222139e-006,0.4857599933,-0.0008905999014,-0.01155197783,0.4295841193,28.38172702,0.4857599933,0.05617587404,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.263,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1277548791,15.99976582,9.996961279,1.174929381e-006,0.4857599933,-0.0008906005536,-0.01155196985,0.4294771063,28.38172702,0.4857599933,0.05628288706,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2635,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1279977591,15.99976537,9.996955503,1.174636623e-006,0.4857599933,-0.0008906012059,-0.01155196187,0.4293700932,28.38172702,0.4857599933,0.05638990012,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.264,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1282406391,15.99976493,9.996949727,1.174343865e-006,0.4857599933,-0.0008906018581,-0.01155195389,0.4292630801,28.38172702,0.4857599933,0.05649691322,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2645,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1284835191,15.99976448,9.996943951,1.174051107e-006,0.4857599933,-0.0008906025103,-0.01155194591,0.4291560669,28.38172702,0.4857599933,0.05660392636,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.265,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1287263991,15.99976404,9.996938175,1.173758349e-006,0.4857599933,-0.0008906031626,-0.01155193793,0.4290490537,28.38172702,0.4857599933,0.05671093955,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.2655,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1289692791,15.99976359,9.996932399,1.17346559e-006,0.4857599933,-0.0008906038148,-0.01155192995,0.4289420405,28.38172702,0.4857599933,0.05681795278,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
0.266,0,0,0,60,40,16,1012,4181,0.4,4,0.5,0.1,1.204,300,16,10,60,1360.71,8.33,33.33,0.03,0.1192,1312,16.00000033,16.00000033,0.1292121591,15.99976315,9.996926623,1.173172832e-006,0.4857599933,-0.0008906044671,-0.01155192197,0.4288350272,28.38172702,0.4857599933,0.05692496605,25.6000002,0.0001,5e-005,1e-005,0.0001,1606726.368,0.004194630872
