Time,coupledClutches_fmu.J1_w,coupledClutches_fmu.J2_w,coupledClutches_fmu.J3_w,coupledClutches_fmu.J4_w
1.05,3.17815,2.82024,2.82024,1.5
1.053,3.17815,2.82024,2.82024,1.5
1.053,3.20068,2.80896,2.80896,1.53
1.056,3.20068,2.80896,2.80896,1.53
1.056,3.22305,2.79762,2.79762,1.56
1.059,3.22305,2.79762,2.79762,1.56
1.059,3.245,2.78622,2.78622,1.59
1.062,3.245,2.78622,2.78622,1.59
1.062,3.26628,2.77477,2.77477,1.62
1.065,3.26628,2.77477,2.77477,1.62
1.065,3.28662,2.76327,2.76327,1.65
1.068,3.28662,2.76327,2.76327,1.65
1.068,3.30579,2.75171,2.75171,1.68
1.071,3.30579,2.75171,2.75171,1.68
1.071,3.32356,2.74009,2.74009,1.71
1.074,3.32356,2.74009,2.74009,1.71
1.074,3.3397,2.72842,2.72842,1.74
1.077,3.3397,2.72842,2.72842,1.74
1.077,3.35402,2.71669,2.71669,1.77
1.08,3.35402,2.71669,2.71669,1.77
1.08,3.36634,2.70491,2.70491,1.8
1.083,3.36634,2.70491,2.70491,1.8
1.083,3.37647,2.69308,2.69308,1.83
1.086,3.37647,2.69308,2.69308,1.83
1.086,3.38429,2.68119,2.68119,1.86
1.089,3.38429,2.68119,2.68119,1.86
1.089,3.38966,2.66924,2.66924,1.89
1.092,3.38966,2.66924,2.66924,1.89
1.092,3.39248,2.65724,2.65724,1.92
1.095,3.39248,2.65724,2.65724,1.92
1.095,3.39268,2.64518,2.64518,1.95
1.098,3.39268,2.64518,2.64518,1.95
1.098,3.39019,2.63307,2.63307,1.98
1.101,3.39019,2.63307,2.63307,1.98
1.101,3.385,2.6209,2.6209,2.01
1.104,3.385,2.6209,2.6209,2.01
1.104,3.37709,2.60868,2.60868,2.04
1.107,3.37709,2.60868,2.60868,2.04
1.107,3.3665,2.5964,2.5964,2.07
1.11,3.3665,2.5964,2.5964,2.07
1.11,3.35325,2.58406,2.58406,2.1
1.113,3.35325,2.58406,2.58406,2.1
1.113,3.33744,2.57167,2.57167,2.13
1.116,3.33744,2.57167,2.57167,2.13
1.116,3.31913,2.55922,2.55922,2.16
1.119,3.31913,2.55922,2.55922,2.16
1.119,3.29847,2.54672,2.54672,2.19
1.122,3.29847,2.54672,2.54672,2.19
1.122,3.27558,2.53416,2.53416,2.22
1.125,3.27558,2.53416,2.53416,2.22
1.125,3.25062,2.52155,2.52155,2.25
1.128,3.25062,2.52155,2.52155,2.25
1.128,3.22378,2.50888,2.50888,2.28
1.131,3.22378,2.50888,2.50888,2.28
1.131,3.19525,2.49616,2.49616,2.31
1.134,3.19525,2.49616,2.49616,2.31
1.134,3.16524,2.48337,2.48337,2.34
1.137,3.16524,2.48337,2.48337,2.34
1.137,3.13399,2.47054,2.47054,2.37
1.14,3.13399,2.47054,2.47054,2.37
1.14,3.10172,2.45764,2.45764,2.4
1.143,3.10172,2.45764,2.45764,2.4
1.143,3.06869,2.44469,2.44469,2.43
1.146,3.06869,2.44469,2.44469,2.43
1.146,3.03516,2.44113,2.44113,2.44113
1.149,3.03516,2.44113,2.44113,2.44113
1.149,3.00143,2.44242,2.44242,2.44242
1.152,3.00143,2.44242,2.44242,2.44242
1.152,2.96772,2.44366,2.44366,2.44366
1.155,2.96772,2.44366,2.44366,2.44366
1.155,2.93428,2.44488,2.44488,2.44488
1.158,2.93428,2.44488,2.44488,2.44488
1.158,2.90138,2.44606,2.44606,2.44606
1.161,2.90138,2.44606,2.44606,2.44606
1.161,2.86929,2.4472,2.4472,2.4472
1.164,2.86929,2.4472,2.4472,2.4472
1.164,2.83827,2.44831,2.44831,2.44831
1.167,2.83827,2.44831,2.44831,2.44831
1.167,2.80856,2.44938,2.44938,2.44938
1.17,2.80856,2.44938,2.44938,2.44938
1.17,2.7804,2.45041,2.45041,2.45041
1.173,2.7804,2.45041,2.45041,2.45041
1.173,2.75401,2.4514,2.4514,2.4514
1.176,2.75401,2.4514,2.4514,2.4514
1.176,2.72961,2.45235,2.45235,2.45235
1.179,2.72961,2.45235,2.45235,2.45235
1.179,2.70738,2.45327,2.45327,2.45327
1.182,2.70738,2.45327,2.45327,2.45327
1.182,2.6875,2.45415,2.45415,2.45415
1.185,2.6875,2.45415,2.45415,2.45415
1.185,2.67011,2.455,2.455,2.455
1.188,2.67011,2.455,2.455,2.455
1.188,2.65535,2.4558,2.4558,2.4558
1.191,2.65535,2.4558,2.4558,2.4558
1.191,2.64334,2.45657,2.45657,2.45657
1.194,2.64334,2.45657,2.45657,2.45657
1.194,2.63415,2.4573,2.4573,2.4573
1.197,2.63415,2.4573,2.4573,2.4573
1.197,2.62784,2.45799,2.45799,2.45799
1.2,2.62784,2.45799,2.45799,2.45799
1.2,2.62447,2.45864,2.45864,2.45864
1.203,2.62447,2.45864,2.45864,2.45864
1.203,2.62403,2.45926,2.45926,2.45926
1.206,2.62403,2.45926,2.45926,2.45926
1.206,2.62652,2.45984,2.45984,2.45984
1.209,2.62652,2.45984,2.45984,2.45984
1.209,2.63189,2.46038,2.46038,2.46038
1.212,2.63189,2.46038,2.46038,2.46038
1.212,2.64009,2.46089,2.46089,2.46089
1.215,2.64009,2.46089,2.46089,2.46089
1.215,2.65104,2.46135,2.46135,2.46135
1.218,2.65104,2.46135,2.46135,2.46135
1.218,2.66461,2.46178,2.46178,2.46178
1.221,2.66461,2.46178,2.46178,2.46178
1.221,2.68068,2.46217,2.46217,2.46217
1.224,2.68068,2.46217,2.46217,2.46217
1.224,2.69909,2.46253,2.46253,2.46253
1.227,2.69909,2.46253,2.46253,2.46253
1.227,2.71968,2.46284,2.46284,2.46284
1.23,2.71968,2.46284,2.46284,2.46284
1.23,2.74225,2.46312,2.46312,2.46312
1.233,2.74225,2.46312,2.46312,2.46312
1.233,2.7666,2.46336,2.46336,2.46336
1.236,2.7666,2.46336,2.46336,2.46336
1.236,2.79249,2.46356,2.46356,2.46356
1.239,2.79249,2.46356,2.46356,2.46356
1.239,2.8197,2.46373,2.46373,2.46373
1.242,2.8197,2.46373,2.46373,2.46373
1.242,2.84798,2.46386,2.46386,2.46386
1.245,2.84798,2.46386,2.46386,2.46386
1.245,2.87708,2.46395,2.46395,2.46395
1.248,2.87708,2.46395,2.46395,2.46395
1.248,2.90673,2.464,2.464,2.464
1.251,2.90673,2.464,2.464,2.464
1.251,2.93667,2.46401,2.46401,2.46401
1.254,2.93667,2.46401,2.46401,2.46401
1.254,2.96655,2.46401,2.46401,2.46401
1.257,2.96655,2.46401,2.46401,2.46401
1.257,2.99605,2.46401,2.46401,2.46401
1.26,2.99605,2.46401,2.46401,2.46401
1.26,3.02497,2.46401,2.46401,2.46401
1.263,3.02497,2.46401,2.46401,2.46401
1.263,3.05303,2.46401,2.46401,2.46401
1.266,3.05303,2.46401,2.46401,2.46401
1.266,3.07997,2.46401,2.46401,2.46401
1.269,3.07997,2.46401,2.46401,2.46401
1.269,3.10554,2.46401,2.46401,2.46401
1.272,3.10554,2.46401,2.46401,2.46401
1.272,3.12952,2.46401,2.46401,2.46401
1.275,3.12952,2.46401,2.46401,2.46401
1.275,3.15171,2.46401,2.46401,2.46401
1.278,3.15171,2.46401,2.46401,2.46401
1.278,3.17189,2.46401,2.46401,2.46401
1.281,3.17189,2.46401,2.46401,2.46401
1.281,3.18989,2.46401,2.46401,2.46401
1.284,3.18989,2.46401,2.46401,2.46401
1.284,3.20556,2.46401,2.46401,2.46401
1.287,3.20556,2.46401,2.46401,2.46401
1.287,3.21876,2.46401,2.46401,2.46401
1.29,3.21876,2.46401,2.46401,2.46401
1.29,3.22936,2.46401,2.46401,2.46401
1.293,3.22936,2.46401,2.46401,2.46401
1.293,3.23727,2.46401,2.46401,2.46401
1.296,3.23727,2.46401,2.46401,2.46401
1.296,3.24243,2.46401,2.46401,2.46401
1.299,3.24243,2.46401,2.46401,2.46401
1.299,3.24478,2.46401,2.46401,2.46401
1.302,3.24478,2.46401,2.46401,2.46401
1.302,3.24431,2.46401,2.46401,2.46401
1.305,3.24431,2.46401,2.46401,2.46401
1.305,3.24102,2.46401,2.46401,2.46401
1.308,3.24102,2.46401,2.46401,2.46401
1.308,3.23494,2.46401,2.46401,2.46401
1.311,3.23494,2.46401,2.46401,2.46401
1.311,3.22612,2.46401,2.46401,2.46401
1.314,3.22612,2.46401,2.46401,2.46401
1.314,3.21464,2.46401,2.46401,2.46401
1.317,3.21464,2.46401,2.46401,2.46401
1.317,3.20061,2.46401,2.46401,2.46401
1.32,3.20061,2.46401,2.46401,2.46401
1.32,3.18414,2.46401,2.46401,2.46401
1.323,3.18414,2.46401,2.46401,2.46401
1.323,3.16539,2.46401,2.46401,2.46401
1.326,3.16539,2.46401,2.46401,2.46401
1.326,3.14452,2.46401,2.46401,2.46401
1.329,3.14452,2.46401,2.46401,2.46401
1.329,3.12172,2.46401,2.46401,2.46401
1.332,3.12172,2.46401,2.46401,2.46401
1.332,3.09719,2.46401,2.46401,2.46401
1.335,3.09719,2.46401,2.46401,2.46401
1.335,3.07114,2.46401,2.46401,2.46401
1.338,3.07114,2.46401,2.46401,2.46401
1.338,3.0438,2.46401,2.46401,2.46401
1.341,3.0438,2.46401,2.46401,2.46401
1.341,3.01543,2.46401,2.46401,2.46401
1.344,3.01543,2.46401,2.46401,2.46401
1.344,2.98627,2.46401,2.46401,2.46401
1.347,2.98627,2.46401,2.46401,2.46401
1.347,2.95658,2.46401,2.46401,2.46401
1.35,2.95658,2.46401,2.46401,2.46401
1.35,2.92663,2.46401,2.46401,2.46401
1.353,2.92663,2.46401,2.46401,2.46401
1.353,2.89667,2.46401,2.46401,2.46401
1.356,2.89667,2.46401,2.46401,2.46401
1.356,2.86698,2.46401,2.46401,2.46401
1.359,2.86698,2.46401,2.46401,2.46401
1.359,2.83782,2.46401,2.46401,2.46401
1.362,2.83782,2.46401,2.46401,2.46401
1.362,2.80945,2.46401,2.46401,2.46401
1.365,2.80945,2.46401,2.46401,2.46401
1.365,2.78212,2.46401,2.46401,2.46401
1.368,2.78212,2.46401,2.46401,2.46401
1.368,2.75607,2.46401,2.46401,2.46401
1.371,2.75607,2.46401,2.46401,2.46401
1.371,2.73153,2.46401,2.46401,2.46401
1.374,2.73153,2.46401,2.46401,2.46401
1.374,2.70873,2.46401,2.46401,2.46401
1.377,2.70873,2.46401,2.46401,2.46401
1.377,2.68786,2.46401,2.46401,2.46401
1.38,2.68786,2.46401,2.46401,2.46401
1.38,2.66911,2.46401,2.46401,2.46401
1.383,2.66911,2.46401,2.46401,2.46401
1.383,2.65264,2.46401,2.46401,2.46401
1.386,2.65264,2.46401,2.46401,2.46401
1.386,2.63861,2.46401,2.46401,2.46401
1.389,2.63861,2.46401,2.46401,2.46401
1.389,2.62713,2.46401,2.46401,2.46401
1.392,2.62713,2.46401,2.46401,2.46401
1.392,2.61832,2.46401,2.46401,2.46401
1.395,2.61832,2.46401,2.46401,2.46401
1.395,2.61224,2.46401,2.46401,2.46401
1.398,2.61224,2.46401,2.46401,2.46401
1.398,2.60894,2.46401,2.46401,2.46401
1.401,2.60894,2.46401,2.46401,2.46401
1.401,2.60847,2.46401,2.46401,2.46401
1.404,2.60847,2.46401,2.46401,2.46401
1.404,2.61083,2.46401,2.46401,2.46401
1.407,2.61083,2.46401,2.46401,2.46401
1.407,2.61598,2.46401,2.46401,2.46401
1.41,2.61598,2.46401,2.46401,2.46401
1.41,2.6239,2.46401,2.46401,2.46401
1.413,2.6239,2.46401,2.46401,2.46401
1.413,2.6345,2.46401,2.46401,2.46401
1.416,2.6345,2.46401,2.46401,2.46401
1.416,2.64769,2.46401,2.46401,2.46401
1.419,2.64769,2.46401,2.46401,2.46401
1.419,2.66336,2.46401,2.46401,2.46401
1.422,2.66336,2.46401,2.46401,2.46401
1.422,2.68137,2.46401,2.46401,2.46401
1.425,2.68137,2.46401,2.46401,2.46401
1.425,2.70155,2.46401,2.46401,2.46401
1.428,2.70155,2.46401,2.46401,2.46401
1.428,2.72373,2.46401,2.46401,2.46401
1.431,2.72373,2.46401,2.46401,2.46401
1.431,2.74771,2.46401,2.46401,2.46401
1.434,2.74771,2.46401,2.46401,2.46401
1.434,2.77328,2.46401,2.46401,2.46401
1.437,2.77328,2.46401,2.46401,2.46401
1.437,2.80021,2.46401,2.46401,2.46401
1.44,2.80021,2.46401,2.46401,2.46401
1.44,2.82826,2.46401,2.46401,2.46401
1.443,2.82826,2.46401,2.46401,2.46401
1.443,2.85719,2.46401,2.46401,2.46401
1.446,2.85719,2.46401,2.46401,2.46401
1.446,2.88673,2.46401,2.46401,2.46401
1.449,2.88673,2.46401,2.46401,2.46401
1.449,2.91663,2.46401,2.46401,2.46401
1.452,2.91663,2.46401,2.46401,2.46401
1.452,2.94661,2.46401,2.46401,2.46401
1.455,2.94661,2.46401,2.46401,2.46401
1.455,2.97642,2.46401,2.46401,2.46401
1.458,2.97642,2.46401,2.46401,2.46401
1.458,3.00579,2.46401,2.46401,2.46401
1.461,3.00579,2.46401,2.46401,2.46401
1.461,3.03445,2.46401,2.46401,2.46401
1.464,3.03445,2.46401,2.46401,2.46401
1.464,3.06216,2.46401,2.46401,2.46401
1.467,3.06216,2.46401,2.46401,2.46401
1.467,3.08866,2.46401,2.46401,2.46401
1.47,3.08866,2.46401,2.46401,2.46401
1.47,3.11373,2.46401,2.46401,2.46401
1.473,3.11373,2.46401,2.46401,2.46401
1.473,3.13713,2.46401,2.46401,2.46401
1.476,3.13713,2.46401,2.46401,2.46401
1.476,3.15867,2.46401,2.46401,2.46401
1.479,3.15867,2.46401,2.46401,2.46401
1.479,3.17814,2.46401,2.46401,2.46401
1.482,3.17814,2.46401,2.46401,2.46401
1.482,3.19539,2.46401,2.46401,2.46401
1.485,3.19539,2.46401,2.46401,2.46401
1.485,3.21024,2.46401,2.46401,2.46401
1.488,3.21024,2.46401,2.46401,2.46401
1.488,3.22258,2.46401,2.46401,2.46401
1.491,3.22258,2.46401,2.46401,2.46401
1.491,3.2323,2.46401,2.46401,2.46401
1.494,3.2323,2.46401,2.46401,2.46401
1.494,3.2393,2.46401,2.46401,2.46401
1.497,3.2393,2.46401,2.46401,2.46401
1.497,3.24352,2.46401,2.46401,2.46401
1.5,3.24352,2.46401,2.46401,2.46401
1.5,3.24494,2.46401,2.46401,2.46401
