"Time","tankLevel","tankLevel2","tankLevel3"
0,0,0,0
0.01,0,0,0
0.02,0,0,0
0.03,0,0,0
0.04,0,0,0
0.05,0,0,0
0.06,0,0,0
0.07,0,0,0
0.08,0,0,0
0.09,0,0,0
0.1,0,0,0
0.11,0.013889,0,0
0.12,0.013889,0,0
0.13,0.013889,0,0
0.14,0.013889,0,0
0.15,0.013889,0,0
0.16,0.041667,0,0
0.17,0.041667,0,0
0.18,0.041667,0,0
0.19,0.041667,0,0
0.2,0.041667,0,0
0.21,0.083333,0,0
0.22,0.083333,0,0
0.23,0.083333,0,0
0.24,0.083333,0,0
0.25,0.083333,0,0
0.26,0.13889,0,0
0.27,0.13889,0,0
0.28,0.13889,0,0
0.29,0.13889,0,0
0.3,0.13889,0,0
0.31,0.20833,0,0
0.32,0.20833,0,0
0.33,0.20833,0,0
0.34,0.20833,0,0
0.35,0.20833,0,0
0.36,0.29167,0,0
0.37,0.29167,0,0
0.38,0.29167,0,0
0.39,0.29167,0,0
0.4,0.29167,0,0
0.41,0.38889,0,0
0.42,0.38889,0,0
0.43,0.38889,0,0
0.44,0.38889,0,0
0.45,0.38889,0,0
0.46,0.5,0,0
0.47,0.5,0,0
0.48,0.5,0,0
0.49,0.5,0,0
0.5,0.5,0,0
0.51,0.625,0,0
0.52,0.625,0,0
0.53,0.625,0,0
0.54,0.625,0,0
0.55,0.625,0,0
0.56,0.76389,0,0
0.57,0.76389,0,0
0.58,0.76389,0,0
0.59,0.76389,0,0
0.6,0.76389,0,0
0.61,0.90278,0,0
0.62,0.90278,0,0
0.63,0.90278,0,0
0.64,0.90278,0,0
0.65,0.90278,0,0
0.66,1.0417,0,0
0.67,1.0417,0,0
0.68,1.0417,0,0
0.69,1.0417,0,0
0.7,1.0417,0,0
0.71,1.1806,0,0
0.72,1.1806,0,0
0.73,1.1806,0,0
0.74,1.1806,0,0
0.75,1.1806,0,0
0.76,1.3194,0,0
0.77,1.3194,0,0
0.78,1.3194,0,0
0.79,1.3194,0,0
0.8,1.3194,0,0
0.81,1.4583,0,0
0.82,1.4583,0,0
0.83,1.4583,0,0
0.84,1.4583,0,0
0.85,1.4583,0,0
0.86,1.5972,0,0
0.87,1.5972,0,0
0.88,1.5972,0,0
0.89,1.5972,0,0
0.9,1.5972,0,0
0.91,1.7361,0,0
0.92,1.7361,0,0
0.93,1.7361,0,0
0.94,1.7361,0,0
0.95,1.7361,0,0
