"time","egsCarSpeed","egsGear","egsTargetGear","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","valves_mv1","valves_mv2","valves_mv3","tShiftStart"
2.23,33.967,1,1,0,0,0,1,0,1,0,0,0,1.19
2.24,34.183,1,1,0,0,0,1,0,1,0,0,0,1.19
2.25,34.398,1,1,0,0,0,1,0,1,0,0,0,1.19
2.26,34.613,1,1,0,0,0,1,0,1,0,0,0,1.19
2.27,34.826,1,1,0,0,0,1,0,1,0,0,0,1.19
2.28,35.039,1,1,0,0,0,1,0,1,0,0,0,1.19
2.29,35.251,1,1,0,0,0,1,0,1,0,0,0,1.19
2.3,35.462,1,1,0,0,0,1,0,1,0,0,0,1.19
2.31,35.672,1,1,0,0,0,1,0,1,0,0,0,1.19
2.32,35.882,1,1,0,0,0,1,0,1,0,0,0,1.19
2.33,36.09,1,1,0,0,0,1,0,1,0,0,0,1.19
2.34,36.298,1,1,0,0,0,1,0,1,0,0,0,1.19
2.35,36.505,1,1,0,0,0,1,0,1,0,0,0,1.19
2.36,36.711,1,1,0,0,0,1,0,1,0,0,0,1.19
2.37,36.916,1,1,0,0,0,1,0,1,0,0,0,1.19
2.38,37.121,1,1,0,0,0,1,0,1,0,0,0,1.19
2.39,37.326,1,1,0,0,0,1,0,1,0,0,0,1.19
2.4,37.529,1,1,0,0,0,1,0,1,0,0,0,1.19
2.41,37.731,1,1,0,0,0,1,0,1,0,0,0,1.19
2.42,37.932,1,1,0,0,0,1,0,1,0,0,0,1.19
2.43,38.132,1,1,0,0,0,1,0,1,0,0,0,1.19
2.44,38.331,1,1,0,0,0,1,0,1,0,0,0,1.19
2.45,38.53,1,1,0,0,0,1,0,1,0,0,0,1.19
2.46,38.728,1,1,0,0,0,1,0,1,0,0,0,1.19
2.47,38.925,1,1,0,0,0,1,0,1,0,0,0,1.19
2.48,38.86,1,1,0,0,0,1,0,1,0,0,0,1.19
2.49,38.73,1,1,0,0,0,1,0,1,0,0,0,1.19
2.5,38.613,1,1,0,0,0,1,0,1,0,0,0,1.19
2.51,38.55,1,1,0,0,0,1,0,1,0,0,0,1.19
2.52,38.549,1,1,0,0,0,1,0,1,0,0,0,1.19
2.53,38.607,1,1,0,0,0,1,0,1,0,0,0,1.19
2.54,38.674,1,1,0,0,0,1,0,1,0,0,0,1.19
2.55,38.73,1,1,0,0,0,1,0,1,0,0,0,1.19
2.56,38.754,1,1,0,0,0,1,0,1,0,0,0,1.19
2.57,38.729,1,1,0,0,0,1,0,1,0,0,0,1.19
2.58,38.652,1,1,0,0,0,1,0,1,0,0,0,1.19
2.59,38.534,1,1,0,0,0,1,0,1,0,0,0,1.19
2.6,38.376,1,1,0,0,0,1,0,1,0,0,0,1.19
2.61,38.193,1,1,0,0,0,1,0,1,0,0,0,1.19
2.62,38.746,1,1,0,0,0,1,0,1,0,0,0,1.19
2.63,39.432,1,1,0,0,0,1,0,1,0,0,0,1.19
2.64,39.653,1,1,0,0,0,1,0,1,0,0,0,1.19
2.65,39.729,1,1,0,0,0,1,0,1,0,0,0,1.19
2.66,39.706,1,1,0,0,0,1,0,1,0,0,0,1.19
2.67,39.658,1,1,0,0,0,1,0,1,0,0,0,1.19
2.68,38.006,1,1,0,0,0,1,0,1,0,0,0,1.19
2.69,37.039,1,1,0,0,0,1,0,1,0,0,0,1.19
2.7,37.979,1,1,0,0,0,1,0,1,0,0,0,1.19
2.71,38.708,1,1,0,0,0,1,0,1,0,0,0,1.19
2.72,38.989,1,1,0,0,0,1,0,1,0,0,0,1.19
2.73,39.04,1,1,0,0,0,1,0,1,0,0,0,1.19
2.74,39.028,1,1,0,0,0,1,0,1,0,0,0,1.19
2.75,39.031,1,1,0,0,0,1,0,1,0,0,0,1.19
2.76,39.063,1,1,0,0,0,1,0,1,0,0,0,1.19
2.77,39.082,1,1,0,0,0,1,0,1,0,0,0,1.19
2.78,39.119,1,1,0,0,0,1,0,1,0,0,0,1.19
2.79,39.16,1,1,0,0,0,1,0,1,0,0,0,1.19
2.8,39.207,1,1,0,0,0,1,0,1,0,0,0,1.19
2.81,39.257,1,1,0,0,0,1,0,1,0,0,0,1.19
2.82,39.316,1,1,0,0,0,1,0,1,0,0,0,1.19
2.83,39.374,1,1,0,0,0,1,0,1,0,0,0,1.19
2.84,39.446,1,1,0,0,0,1,0,1,0,0,0,1.19
2.85,39.519,1,1,0,0,0,1,0,1,0,0,0,1.19
2.86,39.605,1,1,0,0,0,1,0,1,0,0,0,1.19
2.87,39.695,1,1,0,0,0,1,0,1,0,0,0,1.19
2.88,39.787,1,1,0,0,0,1,0,1,0,0,0,1.19
2.89,39.897,1,1,0,0,0,1,0,1,0,0,0,1.19
2.9,40.002,1,1,0,0,0,1,0,1,0,0,0,1.19
2.91,40.114,1,2,0,0,0,1,0,1,1,0,0,2.9
2.92,40.236,1,2,0,0,0,0.98,0,0.98,1,0,0,2.9
2.93,40.371,1,2,0,0,0,0.96,0,0.96,1,0,0,2.9
2.94,40.501,1,2,0,0,0,0.94,0,0.94,1,0,0,2.9
2.95,40.644,1,2,0,0,0,0.92,0,0.92,1,0,0,2.9
2.96,40.791,1,2,0,0,0,0.9,0,0.9,1,0,0,2.9
2.97,40.941,1,2,0,0,0,0.88,0,0.88,1,0,0,2.9
2.98,40.983,1,2,0,0,0,0.86,0,0.86,1,0,0,2.9
2.99,41.073,1,2,0,0,0,0.84,0,0.84,1,0,0,2.9
3,41.207,1,2,0,0,0,0.82,0,0.82,1,0,0,2.9
3.01,41.359,1,2,0,0,0,0.8,0,0.8,1,0,0,2.9
3.02,41.515,1,2,0,0,0,0.78,0,0.78,1,0,0,2.9
3.03,41.671,1,2,0,0,0,0.76,0,0.76,1,0,0,2.9
3.04,41.826,1,2,0,0,0,0.74,0,0.74,1,0,0,2.9
3.05,41.979,1,2,0,0,0,0.72,0,0.72,1,0,0,2.9
3.06,42.132,1,2,0,0,0,0.7,0,0.7,1,0,0,2.9
3.07,42.283,1,2,0,0,0,0.68,0,0.68,1,0,0,2.9
3.08,42.435,1,2,0,0,0,0.66,0,0.66,1,0,0,2.9
3.09,42.586,1,2,0,0,0,0.64,0,0.64,1,0,0,2.9
3.1,42.737,1,2,0,0,0,0.62,0,0.62,1,0,0,2.9
3.11,42.887,1,2,0,0,0,0.6,0,0.6,1,0,0,2.9
3.12,43.038,1,2,0,0,0,0.58,0,0.58,1,0,0,2.9
3.13,43.187,1,2,0,0,0,0.56,0,0.56,1,0,0,2.9
3.14,43.337,1,2,0,0,0,0.54,0,0.54,1,0,0,2.9
3.15,43.486,1,2,0,0,0,0.52,0,0.52,1,0,0,2.9
3.16,43.635,1,2,0,0,0,0.5,0,0.5,1,0,0,2.9
3.17,43.784,1,2,0,0,0,0.48,0,0.48,1,0,0,2.9
3.18,43.932,1,2,0,0,0,0.46,0,0.46,1,0,0,2.9
3.19,44.08,1,2,0,0,0,0.44,0,0.44,1,0,0,2.9
3.2,44.227,1,2,0,0,0,0.42,0,0.42,1,0,0,2.9
3.21,44.375,1,2,0,0,0,0.4,0,0.4,1,0,0,2.9
3.22,44.522,1,2,0,0,0,0.38,0,0.38,1,0,0,2.9
3.23,44.668,1,2,0,0,0,0.36,0,0.36,1,0,0,2.9
3.24,44.809,1,2,0,0,0,0.34,0,0.34,1,0,0,2.9
3.25,44.952,1,2,0,0,0,0.32,0,0.32,1,0,0,2.9
3.26,45.102,1,2,0,0,0,0.3,0,0.3,1,0,0,2.9
3.27,45.25,1,2,0,0,0,0.28,0,0.28,1,0,0,2.9
3.28,45.401,1,2,0,0,0,0.26,0,0.26,1,0,0,2.9
3.29,45.551,1,2,0,0,0,0.24,0,0.24,1,0,0,2.9
3.3,45.697,1,2,0,0,0,0.22,0,0.22,1,0,0,2.9
3.31,45.842,1,2,0,0,0,0.2,0,0.2,1,0,0,2.9
3.32,45.986,1,2,0,0,0,0.18,0,0.18,1,0,0,2.9
3.33,46.129,1,2,0,0,0,0.16,0,0.16,1,0,0,2.9
3.34,46.273,1,2,0,0,0,0.14,0,0.14,1,0,0,2.9
3.35,46.418,1,2,0,0,0,0.12,0,0.12,1,0,0,2.9
3.36,46.563,1,2,0,0,0,0.1,0,0.1,1,0,0,2.9
3.37,46.709,1,2,0,0,0,0.08,0,0.08,1,0,0,2.9
3.38,46.854,1,2,0,0,0,0.06,0,0.06,1,0,0,2.9
3.39,46.998,1,2,0,0,0,0.04,0,0.04,1,0,0,2.9
3.4,47.142,1,2,0,0,0,0.02,0,0.02,1,0,0,2.9
3.41,47.285,1,2,0,0,0,0,0,0,1,0,0,2.9
3.42,47.427,1,2,0,0,0,0,0,0,1,0,0,2.9
3.43,47.57,1,2,0,0,0,0,0,0,1,0,0,2.9
3.44,47.714,1,2,0,0,0,0,0,0,1,0,0,2.9
3.45,47.859,1,2,0,0,0,0,0,0,1,0,0,2.9
3.46,48.003,1,2,0,0,0,0,0,0,1,0,0,2.9
3.47,48.147,1,2,0,0,0,0,0,0,1,0,0,2.9
3.48,48.29,1,2,0,0,0,0,0,0,1,0,0,2.9
3.49,48.433,1,2,0,0,0,0,0,0,1,0,0,2.9
3.5,48.576,1,2,0,0,0,0,0,0,1,0,0,2.9
3.51,48.719,1,2,0,0,0,0,0,0,1,0,0,2.9
3.52,48.861,1,2,0,0,0,0,0,0,1,0,0,2.9
3.53,49.004,1,2,0,0,0,0,0,0,1,0,0,2.9
3.54,49.146,1,2,0,0,0,0,0,0,1,0,0,2.9
3.55,49.288,1,2,0,0,0,0,0,0,1,0,0,2.9
3.56,49.43,1,2,0,0,0,0,0,0,1,0,0,2.9
3.57,49.572,1,2,0,0,0,0,0,0,1,0,0,2.9
3.58,49.713,1,2,0,0,0,0,0,0,1,0,0,2.9
3.59,49.855,1,2,0,0,0,0,0,0,1,0,0,2.9
3.6,49.996,1,2,0,0,0,0,0,0,1,0,0,2.9
3.61,50.137,1,2,0,0,0,0,0,0,1,0,0,2.9
3.62,50.278,1,2,0,0,0,0,0,0,1,0,0,2.9
3.63,50.418,1,2,0,0,0,0,0,0,1,0,0,2.9
3.64,50.559,1,2,0,0,0,0,0,0,1,0,0,2.9
3.65,50.699,1,2,0,0,0,0,0,0,1,0,0,2.9
3.66,50.839,1,2,0,0,0,0,0,0,1,0,0,2.9
3.67,50.979,1,2,0,0,0,0,0,0,1,0,0,2.9
3.68,51.119,1,2,0,0,0,0,0,0,1,0,0,2.9
3.69,51.258,1,2,0,0,0,0,0,0,1,0,0,2.9
3.7,51.397,1,2,0,0,0,0,0,0,1,0,0,2.9
3.71,51.537,1,2,0,0,0,0,0,0,1,0,0,2.9
3.72,51.676,1,2,0,0,0,0,0,0,1,0,0,2.9
3.73,51.814,1,2,0,0,0,0,0,0,1,0,0,2.9
3.74,51.953,1,2,0,0,0,0,0,0,1,0,0,2.9
3.75,52.091,1,2,0,0,0,0,0,0,1,0,0,2.9
3.76,52.23,1,2,0,0,0,0,0,0,1,0,0,2.9
3.77,52.368,1,2,0,0,0,0,0,0,1,0,0,2.9
3.78,52.505,1,2,0,0,0,0,0,0,1,0,0,2.9
3.79,52.643,1,2,0,0,0,0,0,0,1,0,0,2.9
3.8,52.781,1,2,0,0,0,0,0,0,1,0,0,2.9
3.81,52.918,1,2,0,0,0,0,0,0,1,0,0,2.9
3.82,53.055,1,2,0,0,0,0,0,0,1,0,0,2.9
3.83,53.192,1,2,0,0,0,0,0,0,1,0,0,2.9
3.84,53.329,1,2,0,0,0,0,0,0,1,0,0,2.9
3.85,53.465,1,2,0,0,0,0,0,0,1,0,0,2.9
