"time","egsCarSpeed","egsGear","egsTargetGear","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","valves_mv1","valves_mv2","valves_mv3","tShiftStart"
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,-2,0,0,0,0,0,0,0,0,0,0,0
0.02,0,-2,0,0,0,0.02,0.02,0,0,0,0,0,0
0.03,0,-2,0,0,0,0.04,0.04,0,0,0,0,0,0
0.04,0,-2,0,0,0,0.06,0.06,0,0,0,0,0,0
0.05,0,-2,0,0,0,0.08,0.08,0,0,0,0,0,0
0.06,0,-2,0,0,0,0.1,0.1,0,0,0,0,0,0
0.07,0,-2,0,0,0,0.12,0.12,0,0,0,0,0,0
0.08,0,-2,0,0,0,0.14,0.14,0,0,0,0,0,0
0.09,0,-2,0,0,0,0.16,0.16,0,0,0,0,0,0
0.1,0,-2,0,0,0,0.18,0.18,0,0,0,0,0,0
0.11,0,-2,0,0,0,0.2,0.2,0,0,0,0,0,0
0.12,0,-2,0,0,0,0.22,0.22,0,0,0,0,0,0
0.13,0,-2,0,0,0,0.24,0.24,0,0,0,0,0,0
0.14,0,-2,0,0,0,0.26,0.26,0,0,0,0,0,0
0.15,0,-2,0,0,0,0.28,0.28,0,0,0,0,0,0
0.16,0,-2,0,0,0,0.3,0.3,0,0,0,0,0,0
0.17,0,-2,0,0,0,0,0,0,0,0,0,0,0
0.18,0,-2,0,0,0,0,0,0,0,0,0,0,0.17
0.19,0,-2,0,0,0,0.02,0.02,0,0,0,0,0,0.17
0.2,0,-2,0,0,0,0.04,0.04,0,0,0,0,0,0.17
0.21,0,-2,0,0,0,0.06,0.06,0,0,0,0,0,0.17
0.22,0,-2,0,0,0,0.08,0.08,0,0,0,0,0,0.17
0.23,0,-2,0,0,0,0.1,0.1,0,0,0,0,0,0.17
0.24,0,-2,0,0,0,0.12,0.12,0,0,0,0,0,0.17
0.25,0,-2,0,0,0,0.14,0.14,0,0,0,0,0,0.17
0.26,0,-2,0,0,0,0.16,0.16,0,0,0,0,0,0.17
0.27,0,-2,0,0,0,0.18,0.18,0,0,0,0,0,0.17
0.28,0,-2,0,0,0,0.2,0.2,0,0,0,0,0,0.17
0.29,0,-2,0,0,0,0.22,0.22,0,0,0,0,0,0.17
0.3,0,-2,0,0,0,0.24,0.24,0,0,0,0,0,0.17
0.31,0,-2,0,0,0,0.26,0.26,0,0,0,0,0,0.17
0.32,0,-2,0,0,0,0.28,0.28,0,0,0,0,0,0.17
0.33,0.808,-2,0,0,0,0.3,0.3,0,0,0,0,0,0.17
0.34,-0.786,-2,0,0,0,0.32,0.32,0,0,0,0,0,0.17
0.35,-0.385,-2,0,0,0,0.34,0.34,0,0,0,0,0,0.17
0.36,0.011,-2,0,0,0,0.36,0.36,0,0,0,0,0,0.17
0.37,0.113,-2,0,0,0,0.38,0.38,0,0,0,0,0,0.17
0.38,0.132,-2,0,0,0,0.4,0.4,0,0,0,0,0,0.17
0.39,0.14,-2,0,0,0,0.42,0.42,0,0,0,0,0,0.17
0.4,0.146,-2,0,0,0,0.44,0.44,0,0,0,0,0,0.17
0.41,0.154,-2,0,0,0,0.46,0.46,0,0,0,0,0,0.17
0.42,0.161,-2,0,0,0,0.48,0.48,0,0,0,0,0,0.17
0.43,0.169,-2,0,0,0,0.5,0.5,0,0,0,0,0,0.17
0.44,0.176,-2,0,0,0,0.52,0.52,0,0,0,0,0,0.17
0.45,0.184,-2,0,0,0,0.54,0.54,0,0,0,0,0,0.17
0.46,0.191,-2,0,0,0,0.56,0.56,0,0,0,0,0,0.17
0.47,0.198,-2,0,0,0,0.58,0.58,0,0,0,0,0,0.17
0.48,0.213,-2,0,0,0,0.6,0.6,0,0,0,0,0,0.17
0.49,0.246,-2,0,0,0,0.62,0.62,0,0,0,0,0,0.17
0.5,0.305,-2,0,0,0,0.64,0.64,0,0,0,0,0,0.17
0.51,0.256,-2,0,0,0,0.66,0.66,0,0,0,0,0,0.17
0.52,0.22,-2,0,0,0,0.68,0.68,0,0,0,0,0,0.17
0.53,0.145,-2,0,0,0,0.7,0.7,0,0,0,0,0,0.17
0.54,0.206,-2,0,0,0,0.72,0.72,0,0,0,0,0,0.17
0.55,0.227,-2,0,0,0,0.74,0.74,0,0,0,0,0,0.17
0.56,0.234,-2,0,0,0,0.76,0.76,0,0,0,0,0,0.17
0.57,0.237,-2,0,0,0,0.78,0.78,0,0,0,0,0,0.17
0.58,0.238,-2,0,0,0,0.8,0.8,0,0,0,0,0,0.17
0.59,0.238,-2,0,0,0,0.82,0.82,0,0,0,0,0,0.17
0.6,0.237,-2,0,0,0,0.84,0.84,0,0,0,0,0,0.17
0.61,0.237,-2,0,0,0,0.86,0.86,0,0,0,0,0,0.17
0.62,0.237,-2,0,0,0,0.88,0.88,0,0,0,0,0,0.17
0.63,0.237,-2,0,0,0,0.9,0.9,0,0,0,0,0,0.17
0.64,0.236,-2,0,0,0,0.92,0.92,0,0,0,0,0,0.17
0.65,0.236,-2,0,0,0,0.94,0.94,0,0,0,0,0,0.17
0.66,0.236,-2,0,0,0,0.96,0.96,0,0,0,0,0,0.17
0.67,0.235,-2,0,0,0,0.98,0.98,0,0,0,0,0,0.17
0.68,0.235,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.69,0.235,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.7,0.235,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.71,0.234,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.72,0.234,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.73,0.234,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.74,0.233,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.75,0.233,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.76,0.233,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.77,0.233,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.78,0.232,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.79,0.232,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.8,0.232,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.81,0.231,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.82,0.231,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.83,0.231,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.84,0.231,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.85,0.23,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.86,0.23,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.87,0.23,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.88,0.229,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.89,0.229,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.9,0.229,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.91,0.229,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.92,0.228,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.93,0.228,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.94,0.228,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.95,0.227,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.96,0.227,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.97,0.227,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.98,0.227,-2,0,0,0,1,1,0,0,0,0,0,0.17
0.99,0.226,-2,0,0,0,1,1,0,0,0,0,0,0.17
1,0.226,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.01,0.226,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.02,0.225,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.03,0.225,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.04,0.225,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.05,0.225,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.06,0.661,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.07,0.799,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.08,0.913,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.09,1.035,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.1,1.179,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.11,1.349,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.12,1.544,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.13,1.77,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.14,0.83,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.15,1.705,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.16,2.158,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.17,2.475,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.18,2.762,-2,0,0,0,1,1,0,0,0,0,0,0.17
1.19,3.053,0,0,0,0,1,1,0,0,0,0,0,0.17
1.2,3.357,0,1,0,0,1,1,0,0,0,0,0,1.19
1.21,3.68,0,1,0,0,0.98,1,0,0.02,0,0,0,1.19
1.22,4.022,0,1,0,0,0.96,1,0,0.04,0,0,0,1.19
1.23,4.385,0,1,0,0,0.94,1,0,0.06,0,0,0,1.19
1.24,4.77,0,1,0,0,0.92,1,0,0.08,0,0,0,1.19
1.25,5.176,0,1,0,0,0.9,1,0,0.1,0,0,0,1.19
1.26,5.593,0,1,0,0,0.88,1,0,0.12,0,0,0,1.19
1.27,5.97,0,1,0,0,0.86,1,0,0.14,0,0,0,1.19
1.28,6.08,0,1,0,0,0.84,1,0,0.16,0,0,0,1.19
1.29,6.398,0,1,0,0,0.82,1,0,0.18,0,0,0,1.19
1.3,6.794,0,1,0,0,0.8,1,0,0.2,0,0,0,1.19
1.31,7.222,0,1,0,0,0.78,1,0,0.22,0,0,0,1.19
1.32,7.75,0,1,0,0,0.76,1,0,0.24,0,0,0,1.19
1.33,8.301,0,1,0,0,0.74,1,0,0.26,0,0,0,1.19
1.34,8.827,0,1,0,0,0.72,1,0,0.28,0,0,0,1.19
1.35,9.328,0,1,0,0,0.7,1,0,0.3,0,0,0,1.19
1.36,9.822,0,1,0,0,0.68,1,0,0.32,0,0,0,1.19
1.37,10.32,0,1,0,0,0.66,1,0,0.34,0,0,0,1.19
1.38,10.82,0,1,0,0,0.64,1,0,0.36,0,0,0,1.19
1.39,11.34,0,1,0,0,0.62,1,0,0.38,0,0,0,1.19
1.4,11.287,0,1,0,0,0.6,1,0,0.4,0,0,0,1.19
1.41,10.601,0,1,0,0,0.58,1,0,0.42,0,0,0,1.19
1.42,10.834,0,1,0,0,0.56,1,0,0.44,0,0,0,1.19
1.43,11.602,0,1,0,0,0.54,1,0,0.46,0,0,0,1.19
1.44,12.526,0,1,0,0,0.52,1,0,0.48,0,0,0,1.19
1.45,13.346,0,1,0,0,0.5,1,0,0.5,0,0,0,1.19
1.46,13.959,0,1,0,0,0.48,1,0,0.52,0,0,0,1.19
1.47,14.376,0,1,0,0,0.46,1,0,0.54,0,0,0,1.19
1.48,14.66,0,1,0,0,0.44,1,0,0.56,0,0,0,1.19
1.49,14.893,0,1,0,0,0.42,1,0,0.58,0,0,0,1.19
1.5,15.134,0,1,0,0,0.4,1,0,0.6,0,0,0,1.19
1.51,15.407,0,1,0,0,0.38,1,0,0.62,0,0,0,1.19
1.52,15.713,0,1,0,0,0.36,1,0,0.64,0,0,0,1.19
1.53,16.038,0,1,0,0,0.34,1,0,0.66,0,0,0,1.19
1.54,16.371,0,1,0,0,0.32,1,0,0.68,0,0,0,1.19
1.55,16.701,0,1,0,0,0.3,1,0,0.7,0,0,0,1.19
1.56,17.023,0,1,0,0,0.28,1,0,0.72,0,0,0,1.19
1.57,17.336,0,1,0,0,0.26,1,0,0.74,0,0,0,1.19
1.58,17.641,0,1,0,0,0.24,1,0,0.76,0,0,0,1.19
1.59,17.941,0,1,0,0,0.22,1,0,0.78,0,0,0,1.19
1.6,18.238,0,1,0,0,0.2,1,0,0.8,0,0,0,1.19
1.61,18.533,0,1,0,0,0.18,1,0,0.82,0,0,0,1.19
1.62,18.827,0,1,0,0,0.16,1,0,0.84,0,0,0,1.19
1.63,19.12,0,1,0,0,0.14,1,0,0.86,0,0,0,1.19
1.64,19.412,0,1,0,0,0.12,1,0,0.88,0,0,0,1.19
1.65,19.702,0,1,0,0,0.1,1,0,0.9,0,0,0,1.19
1.66,19.989,0,1,0,0,0.08,1,0,0.92,0,0,0,1.19
1.67,20.275,0,1,0,0,0.06,1,0,0.94,0,0,0,1.19
1.68,20.558,0,1,0,0,0.04,1,0,0.96,0,0,0,1.19
1.69,20.839,0,1,0,0,0.02,1,0,0.98,0,0,0,1.19
1.7,21.118,0,1,0,0,0,1,0,1,0,0,0,1.19
1.71,21.396,0,1,0,0,0,1,0,1,0,0,0,1.19
1.72,21.671,0,1,0,0,0,1,0,1,0,0,0,1.19
1.73,21.945,0,1,0,0,0,1,0,1,0,0,0,1.19
1.74,22.216,0,1,0,0,0,1,0,1,0,0,0,1.19
1.75,22.486,0,1,0,0,0,1,0,1,0,0,0,1.19
1.76,22.754,0,1,0,0,0,1,0,1,0,0,0,1.19
1.77,23.02,0,1,0,0,0,1,0,1,0,0,0,1.19
1.78,23.285,0,1,0,0,0,1,0,1,0,0,0,1.19
1.79,23.548,0,1,0,0,0,1,0,1,0,0,0,1.19
1.8,23.809,0,1,0,0,0,1,0,1,0,0,0,1.19
1.81,24.068,0,1,0,0,0,1,0,1,0,0,0,1.19
1.82,24.325,0,1,0,0,0,1,0,1,0,0,0,1.19
1.83,24.581,0,1,0,0,0,1,0,1,0,0,0,1.19
1.84,24.836,0,1,0,0,0,1,0,1,0,0,0,1.19
1.85,25.079,0,1,0,0,0,1,0,1,0,0,0,1.19
1.86,25.312,0,1,0,0,0,1,0,1,0,0,0,1.19
1.87,25.55,0,1,0,0,0,1,0,1,0,0,0,1.19
1.88,25.806,0,1,0,0,0,1,0,1,0,0,0,1.19
1.89,26.078,0,1,0,0,0,1,0,1,0,0,0,1.19
1.9,26.35,0,1,0,0,0,1,0,1,0,0,0,1.19
1.91,26.615,0,1,0,0,0,1,0,1,0,0,0,1.19
1.92,26.868,0,1,0,0,0,1,0,1,0,0,0,1.19
1.93,27.109,0,1,0,0,0,1,0,1,0,0,0,1.19
1.94,27.34,0,1,0,0,0,1,0,1,0,0,0,1.19
1.95,27.568,0,1,0,0,0,1,0,1,0,0,0,1.19
1.96,27.797,0,1,0,0,0,1,0,1,0,0,0,1.19
1.97,28.029,0,1,0,0,0,1,0,1,0,0,0,1.19
1.98,28.264,0,1,0,0,0,1,0,1,0,0,0,1.19
1.99,28.502,0,1,0,0,0,1,0,1,0,0,0,1.19
2,28.741,0,1,0,0,0,1,0,1,0,0,0,1.19
2.01,28.981,0,1,0,0,0,1,0,1,0,0,0,1.19
2.02,29.221,0,1,0,0,0,1,0,1,0,0,0,1.19
2.03,29.459,0,1,0,0,0,1,0,1,0,0,0,1.19
2.04,29.695,0,1,0,0,0,1,0,1,0,0,0,1.19
2.05,29.929,0,1,0,0,0,1,0,1,0,0,0,1.19
2.06,30.16,0,1,0,0,0,1,0,1,0,0,0,1.19
2.07,30.39,0,1,0,0,0,1,0,1,0,0,0,1.19
2.08,30.62,0,1,0,0,0,1,0,1,0,0,0,1.19
2.09,30.848,0,1,0,0,0,1,0,1,0,0,0,1.19
2.1,31.076,0,1,0,0,0,1,0,1,0,0,0,1.19
2.11,31.303,0,1,0,0,0,1,0,1,0,0,0,1.19
2.12,31.53,0,1,0,0,0,1,0,1,0,0,0,1.19
2.13,31.756,0,1,0,0,0,1,0,1,0,0,0,1.19
2.14,31.981,0,1,0,0,0,1,0,1,0,0,0,1.19
2.15,32.206,0,1,0,0,0,1,0,1,0,0,0,1.19
2.16,32.429,0,1,0,0,0,1,0,1,0,0,0,1.19
2.17,32.651,0,1,0,0,0,1,0,1,0,0,0,1.19
2.18,32.873,0,1,0,0,0,1,0,1,0,0,0,1.19
2.19,33.093,0,1,0,0,0,1,0,1,0,0,0,1.19
2.2,33.313,0,1,0,0,0,1,0,1,0,0,0,1.19
2.21,33.532,1,1,0,0,0,1,0,1,0,0,0,1.19
2.22,33.75,1,1,0,0,0,1,0,1,0,0,0,1.19
