"time","driveAngle","spring_w_0rel","PI_I_y","inertia1_phi","spring_phi_0rel","integrator_y","inertia1_w"
0.964,1.57,0,-0.1,0,0.001,0,0
0.968,1.57,0,-0.1,0,0.001,0,0
0.972,1.57,0,-0.1,0,0.001,0,0
0.976,1.57,0,-0.1,0,0.001,0,0
0.98,1.57,0,-0.1,0,0.001,0,0
0.984,1.57,0,-0.1,0,0.001,0,0
0.988,1.57,0,-0.1,0,0.001,0,0
0.992,1.57,0,-0.1,0,0.001,0,0
0.996,1.57,0,-0.1,0,0.001,0,0
1,1.57,0,-0.1,0,0.001,0,0
1.004,1.57,0,-0.1,0,0.001,0,0
1.008,1.57,0,-0.1,0,0.001,0,0
1.012,1.57,0,-0.1,0,0.001,0,0
1.016,1.57,0,-0.1,0,0.001,0,0
1.02,1.57,0,-0.1,0,0.001,0,0
1.024,1.57,0,-0.1,0,0.001,0,0
1.028,1.57,0,-0.1,0,0.001,0,0
1.032,1.57,0,-0.1,0,0.001,0,0
1.036,1.57,0,-0.1,0,0.001,0,0
1.04,1.57,0,-0.1,0,0.001,0,0
1.044,1.57,0,-0.1,0,0.001,0,0
1.048,1.57,0,-0.1,0,0.001,0,0
1.052,1.57,0,-0.1,0,0.001,0,0
1.056,1.57,0,-0.1,0,0.001,0,0
1.06,1.57,0,-0.1,0,0.001,0,0
1.064,1.57,0,-0.1,0,0.001,0,0
1.068,1.57,0,-0.1,0,0.001,0,0
1.072,1.57,0,-0.1,0,0.001,0,0
1.076,1.57,0,-0.1,0,0.001,0,0
1.08,1.57,0,-0.1,0,0.001,0,0
1.084,1.57,0,-0.1,0,0.001,0,0
1.088,1.57,0,-0.1,0,0.001,0,0
1.092,1.57,0,-0.1,0,0.001,0,0
1.096,1.57,0,-0.1,0,0.001,0,0
1.1,1.57,0,-0.1,0,0.001,0,0
1.104,1.57,0,-0.1,0,0.001,0,0
1.108,1.57,0,-0.1,0,0.001,0,0
1.112,1.57,0,-0.1,0,0.001,0,0
1.116,1.57,0,-0.1,0,0.001,0,0
1.12,1.57,0,-0.1,0,0.001,0,0
1.124,1.57,0,-0.1,0,0.001,0,0
1.128,1.57,0,-0.1,0,0.001,0,0
1.132,1.57,0,-0.1,0,0.001,0,0
1.136,1.57,0,-0.1,0,0.001,0,0
1.14,1.57,0,-0.1,0,0.001,0,0
1.144,1.57,0,-0.1,0,0.001,0,0
1.148,1.57,0,-0.1,0,0.001,0,0
1.152,1.57,0,-0.1,0,0.001,0,0
1.156,1.57,0,-0.1,0,0.001,0,0
1.16,1.57,0,-0.1,0,0.001,0,0
1.164,1.57,0,-0.1,0,0.001,0,0
1.168,1.57,0,-0.1,0,0.001,0,0
1.172,1.57,0,-0.1,0,0.001,0,0
1.176,1.57,0,-0.1,0,0.001,0,0
1.18,1.57,0,-0.1,0,0.001,0,0
1.184,1.57,0,-0.1,0,0.001,0,0
1.188,1.57,0,-0.1,0,0.001,0,0
1.192,1.57,0,-0.1,0,0.001,0,0
1.196,1.57,0,-0.1,0,0.001,0,0
1.2,1.57,0,-0.1,0,0.001,0,0
1.204,1.57,0,-0.1,0,0.001,0,0
1.208,1.57,0,-0.1,0,0.001,0,0
1.212,1.57,0,-0.1,0,0.001,0,0
1.216,1.57,0,-0.1,0,0.001,0,0
1.22,1.57,0,-0.1,0,0.001,0,0
1.224,1.57,0,-0.1,0,0.001,0,0
1.228,1.57,0,-0.1,0,0.001,0,0
1.232,1.57,0,-0.1,0,0.001,0,0
1.236,1.57,0,-0.1,0,0.001,0,0
1.24,1.57,0,-0.1,0,0.001,0,0
1.244,1.57,0,-0.1,0,0.001,0,0
1.248,1.57,0,-0.1,0,0.001,0,0
1.252,1.57,0,-0.1,0,0.001,0,0
1.256,1.57,0,-0.1,0,0.001,0,0
1.26,1.57,0,-0.1,0,0.001,0,0
1.264,1.57,0,-0.1,0,0.001,0,0
1.268,1.57,0,-0.1,0,0.001,0,0
1.272,1.57,0,-0.1,0,0.001,0,0
1.276,1.57,0,-0.1,0,0.001,0,0
1.28,1.57,0,-0.1,0,0.001,0,0
1.284,1.57,0,-0.1,0,0.001,0,0
1.288,1.57,0,-0.1,0,0.001,0,0
1.292,1.57,0,-0.1,0,0.001,0,0
1.296,1.57,0,-0.1,0,0.001,0,0
1.3,1.57,0,-0.1,0,0.001,0,0
1.304,1.57,0,-0.1,0,0.001,0,0
1.308,1.57,0,-0.1,0,0.001,0,0
1.312,1.57,0,-0.1,0,0.001,0,0
1.316,1.57,0,-0.1,0,0.001,0,0
1.32,1.57,0,-0.1,0,0.001,0,0
1.324,1.57,0,-0.1,0,0.001,0,0
1.328,1.57,0,-0.1,0,0.001,0,0
1.332,1.57,0,-0.1,0,0.001,0,0
1.336,1.57,0,-0.1,0,0.001,0,0
1.34,1.57,0,-0.1,0,0.001,0,0
1.344,1.57,0,-0.1,0,0.001,0,0
1.348,1.57,0,-0.1,0,0.001,0,0
1.352,1.57,0,-0.1,0,0.001,0,0
1.356,1.57,0,-0.1,0,0.001,0,0
1.36,1.57,0,-0.1,0,0.001,0,0
1.364,1.57,0,-0.1,0,0.001,0,0
1.368,1.57,0,-0.1,0,0.001,0,0
1.372,1.57,0,-0.1,0,0.001,0,0
1.376,1.57,0,-0.1,0,0.001,0,0
1.38,1.57,0,-0.1,0,0.001,0,0
1.384,1.57,0,-0.1,0,0.001,0,0
1.388,1.57,0,-0.1,0,0.001,0,0
1.392,1.57,0,-0.1,0,0.001,0,0
1.396,1.57,0,-0.1,0,0.001,0,0
1.4,1.57,0,-0.1,0,0.001,0,0
1.404,1.57,0,-0.1,0,0.001,0,0
1.408,1.57,0,-0.1,0,0.001,0,0
1.412,1.57,0,-0.1,0,0.001,0,0
1.416,1.57,0,-0.1,0,0.001,0,0
1.42,1.57,0,-0.1,0,0.001,0,0
1.424,1.57,0,-0.1,0,0.001,0,0
1.428,1.57,0,-0.1,0,0.001,0,0
1.432,1.57,0,-0.1,0,0.001,0,0
1.436,1.57,0,-0.1,0,0.001,0,0
1.44,1.57,0,-0.1,0,0.001,0,0
1.444,1.57,0,-0.1,0,0.001,0,0
1.448,1.57,0,-0.1,0,0.001,0,0
1.452,1.57,0,-0.1,0,0.001,0,0
1.456,1.57,0,-0.1,0,0.001,0,0
1.46,1.57,0,-0.1,0,0.001,0,0
1.464,1.57,0,-0.1,0,0.001,0,0
1.468,1.57,0,-0.1,0,0.001,0,0
1.472,1.57,0,-0.1,0,0.001,0,0
1.476,1.57,0,-0.1,0,0.001,0,0
1.48,1.57,0,-0.1,0,0.001,0,0
1.484,1.57,0,-0.1,0,0.001,0,0
1.488,1.57,0,-0.1,0,0.001,0,0
1.492,1.57,0,-0.1,0,0.001,0,0
1.496,1.57,0,-0.1,0,0.001,0,0
1.5,1.57,0,-0.1,0,0.001,0,0
1.504,1.57,0,-0.1,0,0.001,0,0
1.508,1.57,0,-0.1,0,0.001,0,0
1.512,1.57,0,-0.1,0,0.001,0,0
1.516,1.57,0,-0.1,0,0.001,0,0
1.52,1.57,0,-0.1,0,0.001,0,0
1.524,1.57,0,-0.1,0,0.001,0,0
1.528,1.57,0,-0.1,0,0.001,0,0
1.532,1.57,0,-0.1,0,0.001,0,0
1.536,1.57,0,-0.1,0,0.001,0,0
1.54,1.57,0,-0.1,0,0.001,0,0
1.544,1.57,0,-0.1,0,0.001,0,0
1.548,1.57,0,-0.1,0,0.001,0,0
1.552,1.57,0,-0.1,0,0.001,0,0
1.556,1.57,0,-0.1,0,0.001,0,0
1.56,1.57,0,-0.1,0,0.001,0,0
1.564,1.57,0,-0.1,0,0.001,0,0
1.568,1.57,0,-0.1,0,0.001,0,0
1.572,1.57,0,-0.1,0,0.001,0,0
1.576,1.57,0,-0.1,0,0.001,0,0
1.58,1.57,0,-0.1,0,0.001,0,0
1.584,1.57,0,-0.1,0,0.001,0,0
1.588,1.57,0,-0.1,0,0.001,0,0
1.592,1.57,0,-0.1,0,0.001,0,0
1.596,1.57,0,-0.1,0,0.001,0,0
1.6,1.57,0,-0.1,0,0.001,0,0
1.604,1.57,0,-0.1,0,0.001,0,0
1.608,1.57,0,-0.1,0,0.001,0,0
1.612,1.57,0,-0.1,0,0.001,0,0
1.616,1.57,0,-0.1,0,0.001,0,0
1.62,1.57,0,-0.1,0,0.001,0,0
1.624,1.57,0,-0.1,0,0.001,0,0
1.628,1.57,0,-0.1,0,0.001,0,0
1.632,1.57,0,-0.1,0,0.001,0,0
1.636,1.57,0,-0.1,0,0.001,0,0
1.64,1.57,0,-0.1,0,0.001,0,0
1.644,1.57,0,-0.1,0,0.001,0,0
1.648,1.57,0,-0.1,0,0.001,0,0
1.652,1.57,0,-0.1,0,0.001,0,0
1.656,1.57,0,-0.1,0,0.001,0,0
1.66,1.57,0,-0.1,0,0.001,0,0
1.664,1.57,0,-0.1,0,0.001,0,0
1.668,1.57,0,-0.1,0,0.001,0,0
1.672,1.57,0,-0.1,0,0.001,0,0
1.676,1.57,0,-0.1,0,0.001,0,0
1.68,1.57,0,-0.1,0,0.001,0,0
1.684,1.57,0,-0.1,0,0.001,0,0
1.688,1.57,0,-0.1,0,0.001,0,0
1.692,1.57,0,-0.1,0,0.001,0,0
1.696,1.57,0,-0.1,0,0.001,0,0
1.7,1.57,0,-0.1,0,0.001,0,0
1.704,1.57,0,-0.1,0,0.001,0,0
1.708,1.57,0,-0.1,0,0.001,0,0
1.712,1.57,0,-0.1,0,0.001,0,0
1.716,1.57,0,-0.1,0,0.001,0,0
1.72,1.57,0,-0.1,0,0.001,0,0
1.724,1.57,0,-0.1,0,0.001,0,0
1.728,1.57,0,-0.1,0,0.001,0,0
1.732,1.57,0,-0.1,0,0.001,0,0
1.736,1.57,0,-0.1,0,0.001,0,0
1.74,1.57,0,-0.1,0,0.001,0,0
1.744,1.57,0,-0.1,0,0.001,0,0
1.748,1.57,0,-0.1,0,0.001,0,0
1.752,1.57,0,-0.1,0,0.001,0,0
1.756,1.57,0,-0.1,0,0.001,0,0
1.76,1.57,0,-0.1,0,0.001,0,0
1.764,1.57,0,-0.1,0,0.001,0,0
1.768,1.57,0,-0.1,0,0.001,0,0
1.772,1.57,0,-0.1,0,0.001,0,0
1.776,1.57,0,-0.1,0,0.001,0,0
1.78,1.57,0,-0.1,0,0.001,0,0
1.784,1.57,0,-0.1,0,0.001,0,0
1.788,1.57,0,-0.1,0,0.001,0,0
1.792,1.57,0,-0.1,0,0.001,0,0
1.796,1.57,0,-0.1,0,0.001,0,0
1.8,1.57,0,-0.1,0,0.001,0,0
1.804,1.57,0,-0.1,0,0.001,0,0
1.808,1.57,0,-0.1,0,0.001,0,0
1.812,1.57,0,-0.1,0,0.001,0,0
1.816,1.57,0,-0.1,0,0.001,0,0
1.82,1.57,0,-0.1,0,0.001,0,0
1.824,1.57,0,-0.1,0,0.001,0,0
1.828,1.57,0,-0.1,0,0.001,0,0
1.832,1.57,0,-0.1,0,0.001,0,0
1.836,1.57,0,-0.1,0,0.001,0,0
1.84,1.57,0,-0.1,0,0.001,0,0
1.844,1.57,0,-0.1,0,0.001,0,0
1.848,1.57,0,-0.1,0,0.001,0,0
1.852,1.57,0,-0.1,0,0.001,0,0
1.856,1.57,0,-0.1,0,0.001,0,0
1.86,1.57,0,-0.1,0,0.001,0,0
1.864,1.57,0,-0.1,0,0.001,0,0
1.868,1.57,0,-0.1,0,0.001,0,0
1.872,1.57,0,-0.1,0,0.001,0,0
1.876,1.57,0,-0.1,0,0.001,0,0
1.88,1.57,0,-0.1,0,0.001,0,0
1.884,1.57,0,-0.1,0,0.001,0,0
1.888,1.57,0,-0.1,0,0.001,0,0
1.892,1.57,0,-0.1,0,0.001,0,0
1.896,1.57,0,-0.1,0,0.001,0,0
1.9,1.57,0,-0.1,0,0.001,0,0
1.904,1.57,0,-0.1,0,0.001,0,0
1.908,1.57,0,-0.1,0,0.001,0,0
1.912,1.57,0,-0.1,0,0.001,0,0
1.916,1.57,0,-0.1,0,0.001,0,0
1.92,1.57,0,-0.1,0,0.001,0,0
1.924,1.57,0,-0.1,0,0.001,0,0
1.928,1.57,0,-0.1,0,0.001,0,0
1.932,1.57,0,-0.1,0,0.001,0,0
1.936,1.57,0,-0.1,0,0.001,0,0
1.94,1.57,0,-0.1,0,0.001,0,0
1.944,1.57,0,-0.1,0,0.001,0,0
1.948,1.57,0,-0.1,0,0.001,0,0
1.952,1.57,0,-0.1,0,0.001,0,0
1.956,1.57,0,-0.1,0,0.001,0,0
1.96,1.57,0,-0.1,0,0.001,0,0
1.964,1.57,0,-0.1,0,0.001,0,0
1.968,1.57,0,-0.1,0,0.001,0,0
1.972,1.57,0,-0.1,0,0.001,0,0
1.976,1.57,0,-0.1,0,0.001,0,0
1.98,1.57,0,-0.1,0,0.001,0,0
1.984,1.57,0,-0.1,0,0.001,0,0
1.988,1.57,0,-0.1,0,0.001,0,0
1.992,1.57,0,-0.1,0,0.001,0,0
1.996,1.57,0,-0.1,0,0.001,0,0
2,1.57,0,-0.1,0,0.001,0,0
2.004,1.57,0,-0.1,0,0.001,0,0
2.008,1.57,0,-0.1,0,0.001,0,0
2.012,1.57,0,-0.1,0,0.001,0,0
2.016,1.57,0,-0.1,0,0.001,0,0
2.02,1.57,0,-0.1,0,0.001,0,0
2.024,1.57,0,-0.1,0,0.001,0,0
2.028,1.57,0,-0.1,0,0.001,0,0
2.032,1.57,0,-0.1,0,0.001,0,0
2.036,1.57,0,-0.1,0,0.001,0,0
2.04,1.57,0,-0.1,0,0.001,0,0
2.044,1.57,0,-0.1,0,0.001,0,0
2.048,1.57,0,-0.1,0,0.001,0,0
2.052,1.57,0,-0.1,0,0.001,0,0
2.056,1.57,0,-0.1,0,0.001,0,0
2.06,1.57,0,-0.1,0,0.001,0,0
2.064,1.57,0,-0.1,0,0.001,0,0
2.068,1.57,0,-0.1,0,0.001,0,0
2.072,1.57,0,-0.1,0,0.001,0,0
2.076,1.57,0,-0.1,0,0.001,0,0
2.08,1.57,0,-0.1,0,0.001,0,0
2.084,1.57,0,-0.1,0,0.001,0,0
2.088,1.57,0,-0.1,0,0.001,0,0
2.092,1.57,0,-0.1,0,0.001,0,0
2.096,1.57,0,-0.1,0,0.001,0,0
2.1,1.57,0,-0.1,0,0.001,0,0
2.104,1.57,0,-0.1,0,0.001,0,0
2.108,1.57,0,-0.1,0,0.001,0,0
2.112,1.57,0,-0.1,0,0.001,0,0
2.116,1.57,0,-0.1,0,0.001,0,0
2.12,1.57,0,-0.1,0,0.001,0,0
2.124,1.57,0,-0.1,0,0.001,0,0
2.128,1.57,0,-0.1,0,0.001,0,0
2.132,1.57,0,-0.1,0,0.001,0,0
2.136,1.57,0,-0.1,0,0.001,0,0
2.14,1.57,0,-0.1,0,0.001,0,0
2.144,1.57,0,-0.1,0,0.001,0,0
2.148,1.57,0,-0.1,0,0.001,0,0
2.152,1.57,0,-0.1,0,0.001,0,0
2.156,1.57,0,-0.1,0,0.001,0,0
2.16,1.57,0,-0.1,0,0.001,0,0
2.164,1.57,0,-0.1,0,0.001,0,0
2.168,1.57,0,-0.1,0,0.001,0,0
2.172,1.57,0,-0.1,0,0.001,0,0
2.176,1.57,0,-0.1,0,0.001,0,0
2.18,1.57,0,-0.1,0,0.001,0,0
2.184,1.57,0,-0.1,0,0.001,0,0
2.188,1.57,0,-0.1,0,0.001,0,0
2.192,1.57,0,-0.1,0,0.001,0,0
2.196,1.57,0,-0.1,0,0.001,0,0
2.2,1.57,0,-0.1,0,0.001,0,0
2.204,1.57,0,-0.1,0,0.001,0,0
2.208,1.57,0,-0.1,0,0.001,0,0
2.212,1.57,0,-0.1,0,0.001,0,0
