"time","J1.phi","J1.w","T2","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel","freqHz"
0.22,2.02361,7.88855,0.4,-1.78312,-5.71623,-0.240482,-2.17232,0,0,0.2
0.23,2.10234,7.86291,0.4,-1.83966,-5.59454,-0.262685,-2.26837,0,0,0.2
0.24,2.18092,7.85591,0.4,-1.89508,-5.49185,-0.285848,-2.36407,0,0,0.2
0.25,2.25949,7.85896,0.4,-1.94953,-5.39957,-0.309965,-2.45939,0,0,0.2
0.26,2.3381,7.86239,0.4,-2.00307,-5.30807,-0.335034,-2.55432,0,0,0.2
0.27,2.41671,7.8566,0.4,-2.05566,-5.20775,-0.361051,-2.64885,0,0,0.2
0.28,2.49517,7.83291,0.4,-2.10716,-5.08994,-0.38801,-2.74297,0,0,0.2
0.29,2.57328,7.78444,0.4,-2.15738,-4.94779,-0.415908,-2.83665,0,0,0.2
0.3,2.65076,7.70679,0.4,-2.20602,-4.7769,-0.444742,-2.92989,0,0,0.2
0.31,2.72731,7.5984,0.4,-2.25281,-4.57575,-0.474506,-3.02266,0,0,0.2
0.32,2.80263,7.46091,0.4,-2.29744,-4.34596,-0.505194,-3.11496,0,0,0.2
0.33,2.87645,7.2987,0.4,-2.33965,-4.09194,-0.536803,-3.20676,0,0,0.2
0.34,2.94855,7.11867,0.4,-2.37922,-3.82061,-0.569328,-3.29806,0,0,0.2
0.35,3.01879,6.92952,0.4,-2.41603,-3.54068,-0.602763,-3.38884,0,0,0.2
0.36,3.08714,6.74091,0.4,-2.45004,-3.26182,-0.637103,-3.47909,0,0,0.2
0.37,3.15365,6.56247,0.4,-2.4813,-2.99368,-0.672343,-3.56879,0,0,0.2
0.38,3.21845,6.40291,0.4,-2.50998,-2.74498,-0.708477,-3.65793,0,0,0.2
0.39,3.28179,6.26914,0.4,-2.53629,-2.52266,-0.745499,-3.74649,0,0,0.2
0.4,3.34394,6.16562,0.4,-2.56053,-2.33116,-0.783405,-3.83445,0,0,0.2
0.41,3.40521,6.09381,0.4,-2.58353,-2.27199,-0.821187,-3.72182,-0.0005,-0.1,0.2
0.42,3.46592,6.05225,0.4,-2.60608,-2.24368,-0.857839,-3.60856,-0.002,-0.2,0.2
0.43,3.52635,6.03655,0.4,-2.62849,-2.24187,-0.893356,-3.49468,-0.00450003,-0.3,0.2
0.44,3.58672,6.03981,0.4,-2.65098,-2.25966,-0.927731,-3.38015,-0.00800003,-0.4,0.2
0.45,3.64718,6.05337,0.4,-2.67372,-2.28841,-0.960957,-3.26496,-0.0125,-0.5,0.2
0.46,3.70778,6.06759,0.4,-2.69676,-2.3185,-0.993028,-3.14909,-0.018,-0.6,0.2
0.47,3.7685,6.07289,0.4,-2.72006,-2.34034,-1.02394,-3.03255,-0.0245,-0.7,0.2
0.48,3.82918,6.06056,0.4,-2.74351,-2.34526,-1.05368,-2.9153,-0.0320001,-0.8,0.2
0.49,3.88962,6.02371,0.4,-2.76688,-2.32637,-1.08224,-2.79734,-0.0405003,-0.9,0.2
0.5,3.94956,5.95799,0.4,-2.78994,-2.27933,-1.10962,-2.67865,-0.0500003,-1,0.2
0.51,4.00868,5.86185,0.4,-2.81237,-2.20262,-1.13581,-2.55923,-0.0605003,-1.1,0.2
0.52,4.06669,5.73682,0.4,-2.83389,-2.09776,-1.1608,-2.43906,-0.0720003,-1.2,0.2
0.53,4.12333,5.58735,0.4,-2.85424,-1.96923,-1.18459,-2.31812,-0.0845003,-1.3,0.2
0.54,4.17838,5.42034,0.4,-2.87322,-1.82393,-1.20716,-2.19641,-0.0980003,-1.4,0.2
0.55,4.23171,5.24448,0.4,-2.8907,-1.67058,-1.22851,-2.07391,-0.1125,-1.5,0.2
0.56,4.28328,5.06942,0.4,-2.90664,-1.51881,-1.24864,-1.95061,-0.128,-1.6,0.2
0.57,4.33313,4.90479,0.4,-2.92111,-1.3783,-1.26752,-1.8265,-0.1445,-1.7,0.2
0.58,4.38144,4.75931,0.4,-2.93427,-1.25775,-1.28516,-1.70156,-0.162,-1.8,0.2
0.59,4.42841,4.63987,0.4,-2.94636,-1.16408,-1.30155,-1.57579,-0.1805,-1.9,0.2
0.6,4.47433,4.5509,0.4,-2.95766,-1.10174,-1.31668,-1.44917,-0.2,-2,0.2
0.61,4.51953,4.49396,0.4,-2.9685,-1.07227,-1.33053,-1.32169,-0.2205,-2.1,0.2
0.62,4.56432,4.46753,0.4,-2.97921,-1.07419,-1.34311,-1.19333,-0.242001,-2.2,0.2
0.63,4.60897,4.46718,0.4,-2.99007,-1.10308,-1.3544,-1.0641,-0.264501,-2.3,0.2
0.64,4.65372,4.48604,0.4,-3.00134,-1.15206,-1.36439,-0.933974,-0.288001,-2.4,0.2
0.65,4.69873,4.51544,0.4,-3.01315,-1.21249,-1.37307,-0.802942,-0.312501,-2.5,0.2
0.66,4.74404,4.54575,0.4,-3.02559,-1.27476,-1.38044,-0.670995,-0.338001,-2.6,0.2
0.67,4.78961,4.56736,0.4,-3.03862,-1.32924,-1.38649,-0.538123,-0.364501,-2.7,0.2
0.68,4.83532,4.57159,0.4,-3.05212,-1.36728,-1.3912,-0.404313,-0.392001,-2.8,0.2
0.69,4.88096,4.55156,0.4,-3.06589,-1.382,-1.39457,-0.269556,-0.420501,-2.9,0.2
0.7,4.92626,4.50284,0.4,-3.07967,-1.369,-1.39659,-0.133842,-0.450001,-3,0.2
0.71,4.97092,4.42395,0.4,-3.09317,-1.32537,-1.39725,1.32389e-13,-0.480501,-3.09858,0.2
0.72,5.01464,4.3164,0.4,-3.10575,-1.18665,-1.39725,1.32389e-13,-0.511643,-3.12975,0.2
0.73,5.05716,4.18464,0.4,-3.11682,-1.02421,-1.39725,1.32389e-13,-0.543094,-3.16043,0.2
0.74,5.09828,4.03556,0.4,-3.12618,-0.844951,-1.39725,1.32389e-13,-0.57485,-3.1906,0.2
0.75,5.13785,3.87785,0.4,-3.1337,-0.657569,-1.39725,1.32389e-13,-0.606905,-3.22028,0.2
0.76,5.17584,3.72115,0.4,-3.13934,-0.471703,-1.39725,1.32389e-13,-0.639254,-3.24945,0.2
0.77,5.21231,3.5751,0.4,-3.14317,-0.297002,-1.39725,1.32389e-13,-0.671892,-3.2781,0.2
0.78,5.24741,3.44841,0.4,-3.14535,-0.142168,-1.39725,1.32389e-13,-0.704814,-3.30624,0.2
0.79,5.28136,3.34796,0.4,-3.1461,-0.0141078,-1.39725,1.32389e-13,-0.738015,-3.33385,0.2
0.8,5.31472,3.33338,0.4,-3.14611,8.18064e-16,-1.39725,1.32389e-13,-0.771363,-3.33338,0.2
0.81,5.34807,3.33858,0.4,-3.14611,8.18064e-16,-1.39725,1.32389e-13,-0.804716,-3.33858,0.2
0.82,5.38153,3.35364,0.4,-3.14611,8.18064e-16,-1.39725,1.32389e-13,-0.83817,-3.35364,0.2
0.83,5.41517,3.37712,0.4,-3.14611,8.18064e-16,-1.39725,1.32389e-13,-0.871817,-3.37712,0.2
0.84,5.44912,3.41546,0.4,-3.14616,-0.0131555,-1.39725,1.32389e-13,-0.905716,-3.40231,0.2
0.85,5.48352,3.46503,0.4,-3.14641,-0.0383275,-1.39725,1.32389e-13,-0.939862,-3.4267,0.2
0.86,5.51843,3.5157,0.4,-3.14693,-0.0651507,-1.39725,1.32389e-13,-0.974248,-3.45055,0.2
0.87,5.55381,3.55785,0.4,-3.14769,-0.0840077,-1.39725,1.32389e-13,-1.00887,-3.47384,0.2
0.88,5.58953,3.5828,0.4,-3.14856,-0.0862223,-1.39725,1.32389e-13,-1.04372,-3.49658,0.2
0.89,5.62538,3.58367,0.4,-3.14933,-0.0649152,-1.39725,1.32389e-13,-1.0788,-3.51875,0.2
0.9,5.6611,3.55603,0.4,-3.14976,-0.0156688,-1.39725,1.32389e-13,-1.1141,-3.54036,0.2
0.91,5.69641,3.50706,0.4,-3.14982,1.45934e-16,-1.39725,1.32389e-13,-1.14885,-3.40706,0.2
0.92,5.73125,3.45866,0.4,-3.14982,1.45934e-16,-1.39725,1.32389e-13,-1.18218,-3.25866,0.2
0.93,5.76556,3.40186,0.4,-3.14982,1.45934e-16,-1.39725,1.32389e-13,-1.21399,-3.10186,0.2
0.94,5.79927,3.33895,0.4,-3.14982,1.45934e-16,-1.39725,1.32389e-13,-1.2442,-2.93895,0.2
0.95,5.83233,3.27283,0.4,-3.14982,1.45934e-16,-1.39725,1.32389e-13,-1.27276,-2.77283,0.2
0.96,5.86472,3.20671,0.4,-3.14982,1.45934e-16,-1.39725,1.32389e-13,-1.29966,-2.60671,0.2
0.97,5.89647,3.14379,0.4,-3.14982,1.45934e-16,-1.39725,1.32389e-13,-1.32491,-2.44379,0.2
0.98,5.92762,3.08697,0.4,-3.14982,1.45934e-16,-1.39725,1.32389e-13,-1.34856,-2.28697,0.2
0.99,5.95824,3.03856,0.4,-3.14982,1.45934e-16,-1.39725,1.32389e-13,-1.37068,-2.13856,0.2
1,5.98843,3.00003,0.4,-3.14982,1.45934e-16,-1.39725,1.32389e-13,-1.39136,-2.00003,0.2
1.01,6.01833,2.98514,0.4,-3.14989,-0.0198738,-1.39725,1.32389e-13,-1.41069,-1.86527,0.2
1.02,6.04823,3.00117,0.4,-3.15032,-0.0713169,-1.39725,1.32389e-13,-1.42866,-1.72986,0.2
1.03,6.07844,3.04362,0.4,-3.15141,-0.149774,-1.39725,1.32389e-13,-1.44528,-1.59384,0.2
1.04,6.10917,3.10559,0.4,-3.15339,-0.248359,-1.39725,1.32389e-13,-1.46054,-1.45723,0.2
1.05,6.14058,3.1784,0.4,-3.15641,-0.358391,-1.39725,1.32389e-13,-1.47443,-1.32001,0.2
1.06,6.17273,3.25242,0.4,-3.16055,-0.470246,-1.39725,1.32389e-13,-1.48694,-1.18217,0.2
1.07,6.2056,3.31804,0.4,-3.16579,-0.574309,-1.39725,1.32389e-13,-1.49807,-1.04373,0.2
1.08,6.23904,3.36657,0.4,-3.17199,-0.661892,-1.39725,1.32389e-13,-1.50781,-0.904678,0.2
1.09,6.27285,3.39112,0.4,-3.17895,-0.72611,-1.39725,1.32389e-13,-1.51616,-0.76501,0.2
1.1,6.30677,3.38727,0.4,-3.18642,-0.76254,-1.39725,1.32389e-13,-1.52311,-0.624726,0.2
1.11,6.3405,3.35348,0.4,-3.1941,-0.769656,-1.39725,1.32389e-13,-1.52865,-0.483825,0.2
1.12,6.37374,3.29131,0.4,-3.20172,-0.749004,-1.39725,1.32389e-13,-1.53278,-0.342306,0.2
1.13,6.40624,3.20518,0.4,-3.209,-0.705011,-1.39725,1.32389e-13,-1.53549,-0.200167,0.2
1.14,6.43779,3.10197,0.4,-3.21576,-0.644559,-1.39725,1.32389e-13,-1.53678,-0.0574069,0.2
1.15,6.46825,2.99037,0.4,-3.22178,-0.547689,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.16,6.4976,2.88002,0.4,-3.22668,-0.43334,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.17,6.52589,2.78054,0.4,-3.23049,-0.33028,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.18,6.55328,2.70063,0.4,-3.23335,-0.247204,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.19,6.57999,2.64718,0.4,-3.23552,-0.191007,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.2,6.60632,2.62461,0.4,-3.23728,-0.166115,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.21,6.63259,2.63446,0.4,-3.23895,-0.174051,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.22,6.65912,2.67519,0.4,-3.24087,-0.213294,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.23,6.68619,2.74239,0.4,-3.24331,-0.279421,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.24,6.71403,2.82917,0.4,-3.24652,-0.365537,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.25,6.74281,2.92682,0.4,-3.25066,-0.462956,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.26,6.77257,3.02517,0.4,-3.25579,-0.56131,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.27,6.80328,3.11391,0.4,-3.26185,-0.650048,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.28,6.83479,3.18433,0.4,-3.26873,-0.720463,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.29,6.86688,3.22954,0.4,-3.27618,-0.765674,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.3,6.89928,3.24511,0.4,-3.28394,-0.781249,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.31,6.93168,3.22953,0.4,-3.2917,-0.76567,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.32,6.96377,3.18433,0.4,-3.29915,-0.720468,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.33,6.99528,3.11392,0.4,-3.30602,-0.650052,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.34,7.02599,3.02518,0.4,-3.31209,-0.56132,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.35,7.05575,2.92682,0.4,-3.31722,-0.462955,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.36,7.08452,2.82846,0.4,-3.32135,-0.364591,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.37,7.11235,2.73972,0.4,-3.32454,-0.275854,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.38,7.13938,2.6693,0.4,-3.32693,-0.205433,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.39,7.16582,2.62408,0.4,-3.32873,-0.16022,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.4,7.19196,2.60851,0.4,-3.33023,-0.144642,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.41,7.2181,2.62409,0.4,-3.33173,-0.160222,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.42,7.24454,2.6693,0.4,-3.33354,-0.205432,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.43,7.27157,2.73972,0.4,-3.33592,-0.275853,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.44,7.2994,2.82845,0.4,-3.33912,-0.364589,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.45,7.32817,2.92682,0.4,-3.34325,-0.462956,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.46,7.35793,3.02518,0.4,-3.34837,-0.56132,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.47,7.38864,3.11392,0.4,-3.35444,-0.650059,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.48,7.42015,3.18434,0.4,-3.36131,-0.72047,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.49,7.45224,3.22955,0.4,-3.36877,-0.765682,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
1.5,7.48464,3.24512,0.4,-3.37653,-0.781259,-1.39725,1.32389e-13,-1.5369,1.81376e-13,0.2
