"time","step-size"
0.0,0.0
1.0E-6,1.0E-6
2.0E-6,1.0E-6
3.0E-6,1.0E-6
4.0E-6,1.0E-6
4.9999999999999996E-6,1.0E-6
5.999999999999999E-6,1.0E-6
6.999999999999999E-6,1.0E-6
8.0E-6,1.0E-6
9.0E-6,1.0E-6
1.0E-5,1.0E-6
1.1000000000000001E-5,1.0E-6
1.2000000000000002E-5,1.0E-6
1.3000000000000003E-5,1.0E-6
1.4000000000000003E-5,1.0E-6
1.5000000000000004E-5,1.0E-6
1.6000000000000003E-5,1.0E-6
1.7000000000000003E-5,1.0E-6
1.8000000000000004E-5,1.0E-6
1.9000000000000004E-5,1.0E-6
2.0000000000000005E-5,1.0E-6
2.1000000000000006E-5,1.0E-6
2.2000000000000006E-5,1.0E-6
2.3000000000000007E-5,1.0E-6
2.4000000000000007E-5,1.0E-6
2.5000000000000008E-5,1.0E-6
2.600000000000001E-5,1.0E-6
2.700000000000001E-5,1.0E-6
2.800000000000001E-5,1.0E-6
2.900000000000001E-5,1.0E-6
3.000000000000001E-5,1.0E-6
3.100000000000001E-5,1.0E-6
3.2000000000000005E-5,1.0E-6
3.3E-5,1.0E-6
3.4E-5,1.0E-6
3.5E-5,1.0E-6
3.5999999999999994E-5,1.0E-6
3.699999999999999E-5,1.0E-6
3.799999999999999E-5,1.0E-6
3.8999999999999986E-5,1.0E-6
3.999999999999998E-5,1.0E-6
4.099999999999998E-5,1.0E-6
4.199999999999998E-5,1.0E-6
4.2999999999999975E-5,1.0E-6
4.399999999999997E-5,1.0E-6
4.499999999999997E-5,1.0E-6
4.5999999999999966E-5,1.0E-6
4.699999999999996E-5,1.0E-6
4.799999999999996E-5,1.0E-6
4.899999999999996E-5,1.0E-6
4.9999999999999955E-5,1.0E-6
5.099999999999995E-5,1.0E-6
5.199999999999995E-5,1.0E-6
5.2999999999999947E-5,1.0E-6
5.3999999999999944E-5,1.0E-6
5.499999999999994E-5,1.0E-6
5.599999999999994E-5,1.0E-6
5.6999999999999935E-5,1.0E-6
5.799999999999993E-5,1.0E-6
5.899999999999993E-5,1.0E-6
5.999999999999993E-5,1.0E-6
6.0999999999999924E-5,1.0E-6
6.199999999999992E-5,1.0E-6
6.299999999999992E-5,1.0E-6
6.399999999999992E-5,1.0E-6
6.499999999999991E-5,1.0E-6
6.599999999999991E-5,1.0E-6
6.699999999999991E-5,1.0E-6
6.79999999999999E-5,1.0E-6
6.89999999999999E-5,1.0E-6
6.99999999999999E-5,1.0E-6
7.09999999999999E-5,1.0E-6
7.19999999999999E-5,1.0E-6
7.299999999999989E-5,1.0E-6
7.399999999999989E-5,1.0E-6
7.499999999999989E-5,1.0E-6
7.599999999999988E-5,1.0E-6
7.699999999999988E-5,1.0E-6
7.799999999999988E-5,1.0E-6
7.899999999999987E-5,1.0E-6
7.999999999999987E-5,1.0E-6
8.099999999999987E-5,1.0E-6
8.199999999999987E-5,1.0E-6
8.299999999999986E-5,1.0E-6
8.399999999999986E-5,1.0E-6
8.499999999999986E-5,1.0E-6
8.599999999999985E-5,1.0E-6
8.699999999999985E-5,1.0E-6
8.799999999999985E-5,1.0E-6
8.899999999999985E-5,1.0E-6
8.999999999999984E-5,1.0E-6
9.099999999999984E-5,1.0E-6
9.199999999999984E-5,1.0E-6
9.299999999999983E-5,1.0E-6
9.399999999999983E-5,1.0E-6
9.499999999999983E-5,1.0E-6
9.599999999999983E-5,1.0E-6
9.699999999999982E-5,1.0E-6
9.799999999999982E-5,1.0E-6
9.899999999999982E-5,1.0E-6
9.999999999999982E-5,1.0E-6
1.0099999999999981E-4,1.0E-6
1.0199999999999981E-4,1.0E-6
1.029999999999998E-4,1.0E-6
1.039999999999998E-4,1.0E-6
1.049999999999998E-4,1.0E-6
1.059999999999998E-4,1.0E-6
1.069999999999998E-4,1.0E-6
1.0799999999999979E-4,1.0E-6
1.0899999999999979E-4,1.0E-6
1.0999999999999979E-4,1.0E-6
1.1099999999999978E-4,1.0E-6
1.1199999999999978E-4,1.0E-6
1.1299999999999978E-4,1.0E-6
1.1399999999999978E-4,1.0E-6
1.1499999999999977E-4,1.0E-6
1.1599999999999977E-4,1.0E-6
1.1699999999999977E-4,1.0E-6
1.1799999999999976E-4,1.0E-6
1.1899999999999976E-4,1.0E-6
1.1999999999999976E-4,1.0E-6
1.2099999999999976E-4,1.0E-6
1.2199999999999975E-4,1.0E-6
1.2299999999999976E-4,1.0E-6
1.2399999999999976E-4,1.0E-6
1.2499999999999976E-4,1.0E-6
1.2599999999999976E-4,1.0E-6
1.2699999999999975E-4,1.0E-6
1.2799999999999975E-4,1.0E-6
1.2899999999999975E-4,1.0E-6
1.2999999999999974E-4,1.0E-6
1.3099999999999974E-4,1.0E-6
1.3199999999999974E-4,1.0E-6
1.3299999999999974E-4,1.0E-6
1.3399999999999973E-4,1.0E-6
1.3499999999999973E-4,1.0E-6
1.3599999999999973E-4,1.0E-6
1.3699999999999973E-4,1.0E-6
1.3799999999999972E-4,1.0E-6
1.3899999999999972E-4,1.0E-6
1.3999999999999972E-4,1.0E-6
1.4099999999999971E-4,1.0E-6
1.419999999999997E-4,1.0E-6
1.429999999999997E-4,1.0E-6
1.439999999999997E-4,1.0E-6
1.449999999999997E-4,1.0E-6
1.459999999999997E-4,1.0E-6
1.469999999999997E-4,1.0E-6
1.479999999999997E-4,1.0E-6
1.489999999999997E-4,1.0E-6
1.499999999999997E-4,1.0E-6
1.5099999999999969E-4,1.0E-6
1.5199999999999968E-4,1.0E-6
1.5299999999999968E-4,1.0E-6
1.5399999999999968E-4,1.0E-6
1.5499999999999967E-4,1.0E-6
1.5599999999999967E-4,1.0E-6
1.5699999999999967E-4,1.0E-6
1.5799999999999967E-4,1.0E-6
1.5899999999999966E-4,1.0E-6
1.5999999999999966E-4,1.0E-6
1.6099999999999966E-4,1.0E-6
