"time","Output1","Output2","Output3","Output4","Output5","Output6"
6.3000000000000034E-01,7.8034402933273782E+01,2.5093183343652164E+01,0.0000000000000000E+00,1.9448972749512240E+01,2.3855413415078161E+01,0.0000000000000000E+00
6.4000000000000035E-01,7.7339236510205623E+01,2.0588678839146180E+01,0.0000000000000000E+00,1.8890414190952018E+01,2.3503949012546489E+01,0.0000000000000000E+00
6.5000000000000036E-01,7.6714466173679966E+01,1.6084174334640245E+01,0.0000000000000000E+00,1.8331855632391829E+01,2.3817410600967055E+01,0.0000000000000000E+00
6.6000000000000036E-01,7.6295639478838751E+01,1.1543318708958529E+01,0.0000000000000000E+00,1.7717502799460885E+01,2.3892633236699261E+01,0.0000000000000000E+00
6.7000000000000037E-01,7.6032926923905762E+01,6.8824083137258469E+00,0.0000000000000000E+00,1.6647689158323139E+01,2.3336042411797468E+01,0.0000000000000000E+00
6.8000000000000038E-01,7.5778805091013226E+01,3.6467190572221231E+00,0.0000000000000000E+00,1.5598666079033816E+01,2.2480366845207488E+01,0.0000000000000000E+00
6.9000000000000039E-01,7.5428413036620256E+01,3.3176031746014467E+00,0.0000000000000000E+00,1.4578883834088746E+01,2.1852436684777903E+01,0.0000000000000000E+00
7.0000000000000040E-01,7.4988462522491687E+01,5.7122557508868290E+00,0.0000000000000000E+00,1.3595180170059930E+01,2.1618017461525024E+01,0.0000000000000000E+00
7.1000000000000041E-01,7.4540354238058782E+01,9.3220607680278551E+00,0.0000000000000000E+00,1.2652777216246342E+01,2.1533859007496282E+01,0.0000000000000000E+00
7.2000000000000042E-01,7.4155224911009810E+01,1.2305798317273529E+01,0.0000000000000000E+00,1.1755322848065408E+01,2.1299829244900348E+01,0.0000000000000000E+00
7.3000000000000043E-01,7.3840406684139765E+01,1.3421858914021474E+01,0.0000000000000000E+00,1.0904973151197250E+01,2.0859029068226835E+01,0.0000000000000000E+00
7.4000000000000044E-01,7.3550516212195774E+01,1.2472301798386033E+01,0.0000000000000000E+00,1.0102511590764333E+01,2.0378395624495628E+01,0.0000000000000000E+00
7.5000000000000044E-01,7.3236799535010462E+01,1.0181679256783092E+01,0.0000000000000000E+00,9.3474995936171386E+00,2.0023927932499973E+01,0.0000000000000000E+00
7.6000000000000045E-01,7.2885704545500758E+01,7.7092520460001337E+00,0.0000000000000000E+00,8.6384525231095193E+00,1.9804052193099409E+01,0.0000000000000000E+00
7.7000000000000046E-01,7.2519472898925429E+01,6.0931051036462929E+00,0.0000000000000000E+00,7.9730344818062893E+00,1.9608445669685992E+01,0.0000000000000000E+00
7.8000000000000047E-01,7.2168667923179783E+01,5.8665565180887871E+00,0.0000000000000000E+00,7.3487061797724964E+00,1.9347134797200692E+01,0.0000000000000000E+00
7.9000000000000048E-01,7.1845766941801514E+01,6.9513667767667799E+00,0.0000000000000000E+00,6.7753674775950126E+00,1.9028693321428360E+01,0.0000000000000000E+00
8.0000000000000049E-01,7.1540149661843117E+01,8.7995565024411668E+00,0.0000000000000000E+00,6.2734605955084897E+00,1.8722103173620891E+01,0.0000000000000000E+00
8.1000000000000050E-01,7.1232538436304438E+01,1.0674100068561023E+01,0.0000000000000000E+00,5.8568927260039221E+00,1.8473137841263132E+01,0.0000000000000000E+00
8.2000000000000051E-01,7.0912281584873057E+01,1.1939270520521644E+01,0.0000000000000000E+00,5.5326914254079291E+00,1.8267741692541325E+01,0.0000000000000000E+00
8.3000000000000052E-01,7.0583193039281738E+01,1.2260065744150060E+01,0.0000000000000000E+00,5.3017543511648322E+00,1.8062822508542524E+01,0.0000000000000000E+00
8.4000000000000052E-01,7.0256513729889917E+01,1.1663332284827069E+01,0.0000000000000000E+00,5.1596403988198283E+00,1.7835187107996198E+01,0.0000000000000000E+00
8.5000000000000053E-01,6.9940012319425890E+01,1.0468132027970212E+01,0.0000000000000000E+00,5.0973829442568981E+00,1.7597037009049760E+01,0.0000000000000000E+00
8.6000000000000054E-01,6.9632793936160866E+01,9.1332625148348328E+00,0.0000000000000000E+00,5.1023321240282913E+00,1.7373460597290240E+01,0.0000000000000000E+00
8.7000000000000055E-01,6.9328309136543382E+01,8.0869600501837127E+00,0.0000000000000000E+00,5.1590398731203555E+00,1.7174561806323389E+01,0.0000000000000000E+00
8.8000000000000056E-01,6.9020966854145087E+01,7.5972527910914796E+00,0.0000000000000000E+00,5.2501921967298646E+00,1.6990138617025291E+01,0.0000000000000000E+00
8.9000000000000057E-01,6.8710197515089817E+01,7.7172794868608978E+00,0.0000000000000000E+00,5.3575741458089610E+00,1.6805177106588463E+01,0.0000000000000000E+00
9.0000000000000058E-01,6.8399488091408870E+01,8.3088368381883626E+00,0.0000000000000000E+00,5.4630312641733152E+00,1.6615307036551844E+01,0.0000000000000000E+00
9.1000000000000059E-01,6.8092517331823558E+01,9.1208976163894420E+00,0.0000000000000000E+00,5.5493737546852531E+00,1.6427640729564693E+01,0.0000000000000000E+00
9.2000000000000060E-01,6.7790202826309496E+01,9.8861886745496115E+00,0.0000000000000000E+00,5.6011614080734020E+00,1.6250563174384318E+01,0.0000000000000000E+00
9.3000000000000060E-01,6.7490716329637763E+01,1.0400777914963879E+01,0.0000000000000000E+00,5.6053121127749792E+00,1.6085376862187815E+01,0.0000000000000000E+00
9.4000000000000061E-01,6.7191644245815453E+01,1.0565128207190641E+01,0.0000000000000000E+00,5.5514928448672665E+00,1.5927105921861004E+01,0.0000000000000000E+00
9.5000000000000062E-01,6.6892016146352887E+01,1.0383181026907536E+01,0.0000000000000000E+00,5.4322790631172069E+00,1.5770930713825372E+01,0.0000000000000000E+00
9.6000000000000063E-01,6.6592653222460740E+01,9.9308091601380983E+00,0.0000000000000000E+00,5.2430999256888979E+00,1.5616494257217290E+01,0.0000000000000000E+00
9.7000000000000064E-01,6.6295023797509671E+01,9.3119021808950819E+00,0.0000000000000000E+00,4.9820180867167485E+00,1.5466667019982628E+01,0.0000000000000000E+00
9.8000000000000065E-01,6.5999907165250519E+01,8.6189738968049099E+00,0.0000000000000000E+00,4.6494189490973685E+00,1.5323609652985201E+01,0.0000000000000000E+00
9.9000000000000066E-01,6.5706962750158667E+01,7.9084772781264983E+00,0.0000000000000000E+00,4.2477012577569102E+00,1.5186676454030355E+01,0.0000000000000000E+00
1.0000000000000007E+00,6.5415293422705943E+01,7.1930422916785686E+00,0.0000000000000000E+00,3.7810671152774842E+00,1.5053602126997482E+01,0.0000000000000000E+00
1.0100000000000007E+00,6.5124289991827837E+01,6.4470137675220727E+00,0.0000000000000000E+00,3.2555049785592893E+00,1.4922876198267323E+01,0.0000000000000000E+00
1.0200000000000007E+00,6.4834020493333469E+01,5.6193121335377016E+00,0.0000000000000000E+00,2.6790449551243793E+00,1.4794714012338313E+01,0.0000000000000000E+00
1.0300000000000007E+00,6.4544984520243219E+01,4.6484319178595559E+00,0.0000000000000000E+00,2.0623439108297936E+00,1.4670124944084588E+01,0.0000000000000000E+00
1.0400000000000007E+00,6.4257598083429826E+01,3.4769436077650933E+00,0.0000000000000000E+00,1.4196292877514021E+00,1.4549515160419222E+01,0.0000000000000000E+00
1.0500000000000007E+00,6.3971885157861628E+01,2.0657641112376051E+00,0.0000000000000000E+00,7.6999509100178953E-01,1.4432265534026930E+01,0.0000000000000000E+00
1.0600000000000007E+00,6.3687559941973404E+01,4.1071145691821415E-01,0.0000000000000000E+00,1.3899944148213614E-01,1.4317369988162781E+01,0.0000000000000000E+00
1.0700000000000007E+00,6.3404329333689354E+01,-1.4350539706642635E+00,0.0000000000000000E+00,-4.3954309922176249E-01,1.4204196155125425E+01,0.0000000000000000E+00
1.0800000000000007E+00,6.3122118431900823E+01,-3.3295025360191226E+00,0.0000000000000000E+00,-9.2175237613260297E-01,1.4092591730482189E+01,0.0000000000000000E+00
1.0900000000000007E+00,6.2841064011688594E+01,-5.0003314078594787E+00,0.0000000000000000E+00,-1.2521240577414807E+00,1.3982414232261617E+01,0.0000000000000000E+00
1.1000000000000008E+00,6.2561344641726542E+01,-5.9982395938786830E+00,0.0000000000000000E+00,-1.3625944278450250E+00,1.3873081949545922E+01,0.0000000000000000E+00
1.1100000000000008E+00,6.2283024714191392E+01,-5.6588806261959590E+00,0.0000000000000000E+00,-1.1727151393692321E+00,1.3763545366178365E+01,0.0000000000000000E+00
1.1200000000000008E+00,6.2006030493815125E+01,-3.1015861331981371E+00,0.0000000000000000E+00,-5.9152889769052075E-01,1.3652564560550996E+01,0.0000000000000000E+00
1.1300000000000008E+00,6.1730240813411889E+01,2.6901422759222773E+00,0.0000000000000000E+00,4.7819765682452059E-01,1.3538926889836194E+01,0.0000000000000000E+00
1.1400000000000008E+00,6.1455590016436645E+01,1.2648685735885026E+01,0.0000000000000000E+00,2.1327442172293578E+00,1.3421413670382657E+01,0.0000000000000000E+00
1.1500000000000008E+00,6.1182099469330367E+01,2.7211627438291870E+01,0.0000000000000000E+00,4.4567216965405070E+00,1.3298633679920300E+01,0.0000000000000000E+00
1.1600000000000008E+00,6.0909832532392237E+01,4.5717227053831280E+01,0.0000000000000000E+00,7.5087234654852937E+00,1.3168956656502164E+01,0.0000000000000000E+00
1.1700000000000008E+00,6.0733002284179200E+01,6.5821138749209240E+01,4.3047211297493909E-01,1.1303766835113453E+01,1.3030655348842721E+01,0.0000000000000000E+00
1.1800000000000008E+00,6.4873140715362354E+01,8.6617988753598610E+01,9.5860246289506588E+00,1.5791627526415489E+01,1.3125347994006772E+01,5.5029432993402805E-01
1.1900000000000008E+00,7.7897123539789760E+01,1.0634611566334524E+02,2.6035290643606217E+01,2.0802961887531744E+01,1.5482292347842206E+01,3.2659260228069429E+00
1.2000000000000008E+00,9.6132008668870725E+01,1.2193109494390437E+02,4.2766330051968964E+01,2.6034079129033081E+01,1.9921475949950722E+01,6.8635098908272019E+00
1.2100000000000009E+00,1.1271480599516302E+02,1.3104976482282945E+02,5.5148026501529358E+01,3.1078757183464049E+01,2.3911527583830438E+01,1.0794442805432416E+01
1.2200000000000009E+00,1.2394233093930475E+02,1.3267465737033521E+02,6.1326483439078110E+01,3.5846273490892926E+01,2.6819489944343410E+01,1.5518297680695198E+01
1.2300000000000009E+00,1.3025270854051220E+02,1.2733376366013989E+02,6.0302271644940802E+01,4.0330987976054992E+01,3.0187422312130511E+01,2.1076736910253377E+01
1.2400000000000009E+00,1.3293677105826558E+02,1.1748360520475960E+02,5.1316814437390725E+01,4.4328993093560960E+01,3.4613857448204371E+01,2.6562515081760928E+01
1.2500000000000009E+00,1.3190604992524322E+02,1.0741551625330725E+02,3.5473911124603326E+01,4.7682164393726246E+01,3.8846972538771361E+01,3.1277872436966689E+01
1.2600000000000009E+00,1.2694738299693779E+02,1.0178087053258558E+02,1.7082244403908970E+01,5.0271631143136347E+01,4.1958233789400218E+01,3.5307394542437677E+01
1.2700000000000009E+00,1.1985575205341109E+02,1.0308981888989923E+02,2.2436999957015682E+00,5.1996879080980904E+01,4.4427937601446274E+01,3.8779696439420007E+01
1.2800000000000009E+00,1.1634587030722156E+02,1.0859048213633260E+02,0.0000000000000000E+00,5.2798590223802705E+01,4.6804278994514227E+01,4.1332410108526751E+01
1.2900000000000009E+00,1.1603392039462096E+02,1.1340637655923986E+02,0.0000000000000000E+00,5.2693992912873313E+01,4.8684968026899845E+01,4.2560362285560927E+01
1.3000000000000009E+00,1.1323795601167249E+02,1.1722706970638934E+02,7.3068718285242351E-01,5.1767694757886090E+01,4.9500635931109052E+01,4.2498715247664947E+01
1.3100000000000009E+00,1.0889138450450116E+02,1.1799856619399259E+02,5.2504213788285012E+00,5.0136633141347922E+01,4.9397147394772510E+01,4.1397454633731328E+01
1.3200000000000010E+00,1.0625098470475685E+02,1.1298864118898851E+02,1.0593324191782314E+01,4.7940389855649258E+01,4.8834744147957949E+01,3.9332074844160758E+01
1.3300000000000010E+00,1.0486254766051336E+02,1.0315647537083929E+02,1.1834712325680272E+01,4.5349723666305195E+01,4.7874935919401317E+01,3.6287681314156707E+01
1.3400000000000010E+00,1.0150502237946814E+02,9.0420126580528304E+01,6.8050383028605381E+00,4.1239449231719348E+01,4.6130594086588637E+01,3.2087661967771076E+01
1.3500000000000010E+00,9.4980367638226838E+01,8.3364207128514479E+01,0.0000000000000000E+00,3.7378921863280908E+01,4.3152769029337492E+01,2.6975486555520810E+01
1.3600000000000010E+00,9.2070333922800913E+01,7.8859702623975224E+01,0.0000000000000000E+00,3.4094106811170214E+01,4.0002988267205950E+01,2.1862975906215095E+01
1.3700000000000010E+00,9.2607176955821259E+01,7.4355198119435727E+01,0.0000000000000000E+00,3.1372843530082463E+01,3.7611441173897582E+01,1.6860361736679192E+01
1.3800000000000010E+00,9.3161345844381898E+01,6.9850693614896301E+01,0.0000000000000000E+00,2.9208574424191873E+01,3.5554389948398885E+01,1.1915064262009164E+01
1.3900000000000010E+00,9.1533861320817891E+01,6.5346189110356846E+01,0.0000000000000000E+00,2.7577861330739697E+01,3.3235531752950088E+01,7.3949858911252440E+00
1.4000000000000010E+00,8.8085580977630343E+01,6.0841684605817456E+01,0.0000000000000000E+00,2.6407111717958433E+01,3.0959107045085673E+01,3.7199940314864373E+00
1.4100000000000010E+00,8.4711837209892479E+01,5.6337180101278143E+01,0.0000000000000000E+00,2.5597893097467736E+01,2.9272339224504410E+01,8.8846619176476571E-01
1.4200000000000010E+00,8.2906094709580117E+01,5.1832675596738994E+01,0.0000000000000000E+00,2.5021115051150179E+01,2.8869286771505344E+01,0.0000000000000000E+00
1.4300000000000010E+00,8.2673403862095071E+01,4.7328171092199533E+01,0.0000000000000000E+00,2.4462556492589083E+01,3.0215512926911128E+01,0.0000000000000000E+00
1.4400000000000011E+00,8.2908985135974518E+01,4.2823666587660107E+01,0.0000000000000000E+00,2.3903997934027981E+01,3.0699381309375195E+01,0.0000000000000000E+00
1.4500000000000011E+00,8.2544552108738827E+01,3.8319162083120560E+01,0.0000000000000000E+00,2.3345439375466867E+01,2.9436046095255925E+01,0.0000000000000000E+00
1.4600000000000011E+00,8.1356035112666873E+01,3.3814657578581240E+01,0.0000000000000000E+00,2.2786880816905779E+01,2.7559004717451398E+01,0.0000000000000000E+00
1.4700000000000011E+00,7.9893683890535684E+01,2.9310153074042017E+01,0.0000000000000000E+00,2.2228322258344697E+01,2.6497223976658454E+01,0.0000000000000000E+00
1.4800000000000011E+00,7.8828728671362541E+01,2.4805648569502690E+01,0.0000000000000000E+00,2.1669763699783598E+01,2.6515959350715416E+01,0.0000000000000000E+00
1.4900000000000011E+00,7.8386235985356549E+01,2.0301144064963324E+01,0.0000000000000000E+00,2.1111205141222520E+01,2.6804576568793703E+01,0.0000000000000000E+00
1.5000000000000011E+00,7.8283323580876356E+01,1.5454902440725450E+01,0.0000000000000000E+00,2.0108020229159390E+01,2.6558265409107957E+01,0.0000000000000000E+00
1.5100000000000011E+00,7.8082489680603871E+01,1.0705430440951922E+01,0.0000000000000000E+00,1.8955256690871344E+01,2.5732664638332260E+01,0.0000000000000000E+00
1.5200000000000011E+00,7.7570222510079319E+01,6.4921584577347282E+00,0.0000000000000000E+00,1.7827285740695650E+01,2.4856532777558773E+01,0.0000000000000000E+00
1.5300000000000011E+00,7.6857985290584281E+01,4.3671162015625073E+00,0.0000000000000000E+00,1.6732877105286939E+01,2.4360918894724758E+01,0.0000000000000000E+00
1.5400000000000011E+00,7.6202456909424029E+01,5.1429112640336880E+00,0.0000000000000000E+00,1.5679041793550979E+01,2.4202007961690999E+01,0.0000000000000000E+00
1.5500000000000012E+00,7.5762141018821978E+01,8.0857983565239735E+00,0.0000000000000000E+00,1.4671035927567743E+01,2.4044995756827685E+01,0.0000000000000000E+00
1.5600000000000012E+00,7.5497789277863603E+01,1.1567345216191594E+01,0.0000000000000000E+00,1.3712411466610551E+01,2.3667193485231049E+01,0.0000000000000000E+00
1.5700000000000012E+00,7.5255005133927170E+01,1.3990425073289950E+01,0.0000000000000000E+00,1.2805110147508547E+01,2.3134435261452058E+01,0.0000000000000000E+00
1.5800000000000012E+00,7.4914581172907617E+01,1.4490398313291687E+01,0.0000000000000000E+00,1.1949595899098034E+01,2.2652369869820685E+01,0.0000000000000000E+00
1.5900000000000012E+00,7.4474525139024905E+01,1.3158470178443725E+01,0.0000000000000000E+00,1.1145020077777858E+01,2.2330332884225417E+01,0.0000000000000000E+00
1.6000000000000012E+00,7.4018321841574533E+01,1.0815583055137747E+01,0.0000000000000000E+00,1.0389413136976879E+01,2.2106672979585099E+01,0.0000000000000000E+00
1.6100000000000012E+00,7.3625306793905906E+01,8.5442979002616433E+00,0.0000000000000000E+00,9.6798958023879393E+00,2.1857553442578599E+01,0.0000000000000000E+00
1.6200000000000012E+00,7.3308972103088593E+01,7.2229592819108808E+00,0.0000000000000000E+00,9.0129024884707576E+00,2.1531676300693590E+01,0.0000000000000000E+00
1.6300000000000012E+00,7.3023734499501018E+01,7.2367873792521511E+00,0.0000000000000000E+00,8.3844095656802953E+00,2.1176188172046853E+01,0.0000000000000000E+00
1.6400000000000012E+00,7.2716124103711891E+01,8.4282096046721495E+00,0.0000000000000000E+00,7.7901611721256581E+00,2.0862037798340022E+01,0.0000000000000000E+00
1.6500000000000012E+00,7.2368232833739825E+01,1.0248506657721144E+01,0.0000000000000000E+00,7.2259909425851703E+00,2.0609347513147895E+01,0.0000000000000000E+00
