"time","spring_length_out"
1.05,564.965824
1.06,564.965824
1.06,552.7683198
1.07,552.7683198
1.07,541.1751377
1.08,541.1751377
1.08,530.2155785
1.09,530.2155785
1.09,519.9171752
1.1,519.9171752
1.1,510.3056247
1.11,510.3056247
1.11,501.4047238
1.12,501.4047238
1.12,493.2363108
1.13,493.2363108
1.13,485.8202127
1.14,485.8202127
1.14,479.1741977
1.15,479.1741977
1.15,473.3139332
1.16,473.3139332
1.16,468.2529497
1.17,468.2529497
1.17,464.0026102
1.18,464.0026102
1.18,460.5720859
1.19,460.5720859
1.19,457.9683376
1.2,457.9683376
1.2,456.196103
1.21,456.196103
1.21,455.2578901
1.22,455.2578901
1.22,455.153976
1.23,455.153976
1.23,455.8824128
1.24,455.8824128
1.24,457.4390383
1.25,457.4390383
1.25,459.817493
1.26,459.817493
1.26,463.009243
1.27,463.009243
1.27,467.0036087
1.28,467.0036087
1.28,471.7877986
1.29,471.7877986
1.29,477.3469496
1.3,477.3469496
1.3,483.6641717
1.31,483.6641717
1.31,490.7205985
1.32,490.7205985
1.32,498.4954433
1.33,498.4954433
1.33,506.9660587
1.34,506.9660587
1.34,516.1080025
1.35,516.1080025
1.35,525.895108
1.36,525.895108
1.36,536.2995577
1.37,536.2995577
1.37,547.2919623
1.38,547.2919623
1.38,558.841443
1.39,558.841443
1.39,570.9157182
1.4,570.9157182
1.4,583.4811928
1.41,583.4811928
1.41,596.5030516
1.42,596.5030516
1.42,609.9453555
1.43,609.9453555
1.43,623.7711401
1.44,623.7711401
1.44,637.9425169
1.45,637.9425169
1.45,652.4207771
1.46,652.4207771
1.46,667.1664967
1.47,667.1664967
1.47,682.1396439
1.48,682.1396439
1.48,697.2996871
1.49,697.2996871
1.49,712.6057044
1.5,712.6057044
1.5,728.0166175
1.51,728.0166175
1.51,743.4908365
1.52,743.4908365
1.52,758.9866125
1.53,758.9866125
1.53,774.46257
1.54,774.46257
1.54,789.8774977
1.55,789.8774977
1.55,805.1904581
1.56,805.1904581
1.56,820.3608958
1.57,820.3608958
1.57,835.3492216
1.58,835.3492216
1.58,850.116397
1.59,850.116397
1.59,864.6231175
1.6,864.6231175
1.6,878.8313968
1.61,878.8313968
1.61,892.7041449
1.62,892.7041449
1.62,906.205266
1.63,906.205266
1.63,919.2997512
1.64,919.2997512
1.64,931.9537694
1.65,931.9537694
1.65,944.1347541
1.66,944.1347541
1.66,955.8114871
1.67,955.8114871
1.67,966.9541779
1.68,966.9541779
1.68,977.5345394
1.69,977.5345394
1.69,987.5258595
1.7,987.5258595
1.7,996.9030679
1.71,996.9030679
1.71,1005.642799
1.72,1005.642799
1.72,1013.723448
1.73,1013.723448
1.73,1021.125227
1.74,1021.125227
1.74,1027.830211
1.75,1027.830211
1.75,1033.822378
1.76,1033.822378
1.76,1039.087652
1.77,1039.087652
1.77,1043.613933
1.78,1043.613933
1.78,1047.391122
1.79,1047.391122
1.79,1050.411145
1.8,1050.411145
1.8,1052.66797
1.81,1052.66797
1.81,1054.157613
1.82,1054.157613
1.82,1054.87815
1.83,1054.87815
1.83,1054.829709
1.84,1054.829709
1.84,1054.014472
1.85,1054.014472
1.85,1052.436656
1.86,1052.436656
1.86,1050.102503
1.87,1050.102503
1.87,1047.020254
1.88,1047.020254
1.88,1043.200123
1.89,1043.200123
1.89,1038.654264
1.9,1038.654264
1.9,1033.396733
1.91,1033.396733
1.91,1027.443448
1.92,1027.443448
1.92,1020.812138
1.93,1020.812138
1.93,1013.522294
1.94,1013.522294
1.94,1005.59511
1.95,1005.59511
1.95,997.053422
1.96,997.053422
1.96,987.9216462
1.97,987.9216462
1.97,978.2257055
1.98,978.2257055
1.98,967.9929579
1.99,967.9929579
1.99,957.2521203
2,957.2521203
2,946.0331876
2.01,946.0331876
2.01,934.3673495
2.02,934.3673495
2.02,922.2869041
2.03,922.2869041
2.03,909.825169
2.04,909.825169
2.04,897.0163897
2.05,897.0163897
2.05,883.8956455
2.06,883.8956455
2.06,870.4987542
2.07,870.4987542
2.07,856.8621742
2.08,856.8621742
2.08,843.0229061
2.09,843.0229061
2.09,829.0183919
2.1,829.0183919
2.1,814.8864146
2.11,814.8864146
2.11,800.664817
2.12,800.664817
2.12,786.3921853
2.13,786.3921853
2.13,772.1068469
2.14,772.1068469
2.14,757.846926
2.15,757.846926
2.15,743.6503762
2.16,743.6503762
2.16,729.5548802
2.17,729.5548802
2.17,715.5977496
2.18,715.5977496
2.18,701.8152984
2.19,701.8152984
2.19,688.2435351
2.2,688.2435351
2.2,674.9185224
2.21,674.9185224
2.21,661.8751324
2.22,661.8751324
2.22,649.1473936
2.23,649.1473936
2.23,636.7684019
2.24,636.7684019
2.24,624.770235
2.25,624.770235
2.25,613.1838698
2.26,613.1838698
2.26,602.0391021
2.27,602.0391021
2.27,591.3644712
2.28,591.3644712
2.28,581.1871865
2.29,581.1871865
2.29,571.5330586
2.3,571.5330586
2.3,562.4264344
2.31,562.4264344
2.31,553.8901361
2.32,553.8901361
2.32,545.945404
2.33,545.945404
2.33,538.6118446
2.34,538.6118446
2.34,531.9073824
2.35,531.9073824
2.35,525.8482167
2.36,525.8482167
2.36,520.4487827
2.37,520.4487827
2.37,515.7217182
2.38,515.7217182
2.38,511.6778346
2.39,511.6778346
2.39,508.3260924
2.4,508.3260924
2.4,505.6735829
2.41,505.6735829
2.41,503.7255139
2.42,503.7255139
2.42,502.4852011
2.43,502.4852011
2.43,501.9540641
2.44,501.9540641
2.44,502.1316278
2.45,502.1316278
2.45,503.0155284
2.46,503.0155284
2.46,504.6015255
2.47,504.6015255
2.47,506.8835174
2.48,506.8835174
2.48,509.8535632
2.49,509.8535632
2.49,513.5019083
2.5,513.5019083
2.5,517.8170155
2.51,517.8170155
2.51,522.7856007
2.52,522.7856007
2.52,528.3926725
2.53,528.3926725
2.53,534.6215772
2.54,534.6215772
2.54,541.4540474
2.55,541.4540474
2.55,548.870255
2.56,548.870255
2.56,556.8488682
2.57,556.8488682
2.57,565.3671125
2.58,565.3671125
2.58,574.4008353
2.59,574.4008353
2.59,583.924574
2.6,583.924574
2.6,593.9116271
2.61,593.9116271
2.61,604.3341291
2.62,604.3341291
2.62,615.1631276
2.63,615.1631276
2.63,626.3686636
2.64,626.3686636
2.64,637.919854
2.65,637.919854
2.65,649.7849764
2.66,649.7849764
2.66,661.9315558
2.67,661.9315558
2.67,674.3264534
2.68,674.3264534
2.68,686.9359567
2.69,686.9359567
2.69,699.7258708
2.7,699.7258708
2.7,712.661611
2.71,712.661611
2.71,725.708296
2.72,725.708296
2.72,738.8310223
2.73,738.8310223
2.73,751.994106
2.74,751.994106
2.74,765.1622992
2.75,765.1622992
2.75,778.3004768
2.76,778.3004768
2.76,791.3736885
2.77,791.3736885
2.77,804.3472512
2.78,804.3472512
2.78,817.186841
2.79,817.186841
2.79,829.8591264
2.8,829.8591264
2.8,842.3309435
2.81,842.3309435
2.81,854.5691871
2.82,854.5691871
2.82,866.5418475
2.83,866.5418475
2.83,878.2177087
2.84,878.2177087
2.84,889.5664293
2.85,889.5664293
2.85,900.5586211
2.86,900.5586211
2.86,911.1659249
2.87,911.1659249
2.87,921.3610834
2.88,921.3610834
2.88,931.118011
2.89,931.118011
2.89,940.4118604
2.9,940.4118604
2.9,949.2190849
2.91,949.2190849
2.91,957.5174986
2.92,957.5174986
2.92,965.2863311
2.93,965.2863311
2.93,972.5062798
2.94,972.5062798
2.94,979.159557
2.95,979.159557
2.95,985.2299335
2.96,985.2299335
2.96,990.7027775
2.97,990.7027775
2.97,995.5650897
2.98,995.5650897
2.98,999.8055333
2.99,999.8055333
2.99,1003.41446
3,1003.41446
3,1006.383931
3.01,1006.383931
3.01,1008.707734
3.02,1008.707734
3.02,1010.381395
3.03,1010.381395
3.03,1011.402184
3.04,1011.402184
3.04,1011.769122
3.05,1011.769122
3.05,1011.482974
3.06,1011.482974
3.06,1010.546244
3.07,1010.546244
3.07,1008.963165
3.08,1008.963165
3.08,1006.739683
3.09,1006.739683
3.09,1003.883434
3.1,1003.883434
3.1,1000.403722
3.11,1000.403722
3.11,996.3114875
3.12,996.3114875
3.12,991.6192766
3.13,991.6192766
3.13,986.3412007
3.14,986.3412007
3.14,980.4928959
3.15,980.4928959
3.15,974.0914773
3.16,974.0914773
3.16,967.1554888
3.17,967.1554888
3.17,959.7048508
3.18,959.7048508
3.18,951.7608026
3.19,951.7608026
3.19,943.3458423
3.2,943.3458423
3.2,934.4836639
3.21,934.4836639
3.21,925.1990908
3.22,925.1990908
3.22,915.518006
3.23,915.518006
3.23,905.4672814
3.24,905.4672814
3.24,895.0747022
3.25,895.0747022
3.25,884.3688915
3.26,884.3688915
3.26,873.379231
3.27,873.379231
3.27,862.1357812
3.28,862.1357812
3.28,850.6691988
3.29,850.6691988
3.29,839.0106539
3.3,839.0106539
3.3,827.1917454
3.31,827.1917454
3.31,815.2444153
3.32,815.2444153
3.32,803.2008343
3.33,803.2008343
3.33,791.0932878
3.34,791.0932878
3.34,778.9546678
3.35,778.9546678
3.35,766.8174239
3.36,766.8174239
3.36,754.7139148
3.37,754.7139148
3.37,742.6763221
3.38,742.6763221
3.38,730.736565
3.39,730.736565
3.39,718.9262156
3.4,718.9262156
3.4,707.2758528
3.41,707.2758528
3.41,695.8160397
3.42,695.8160397
3.42,684.5771529
3.43,684.5771529
3.43,673.588571
3.44,673.588571
3.44,662.8789268
3.45,662.8789268
3.45,652.4760331
3.46,652.4760331
3.46,642.4068104
3.47,642.4068104
3.47,632.6972177
3.48,632.6972177
3.48,623.3721861
3.49,623.3721861
3.49,614.4555546
3.5,614.4555546
3.5,605.9700095
3.51,605.9700095
3.51,597.9370275
3.52,597.9370275
3.52,590.3768209
3.53,590.3768209
3.53,583.3082877
3.54,583.3082877
3.54,576.7489643
3.55,576.7489643
3.55,570.7149829
3.56,570.7149829
3.56,565.2210316
3.57,565.2210316
3.57,560.2803192
3.58,560.2803192
3.58,555.9045446
3.59,555.9045446
3.59,552.1038686
3.6,552.1038686
3.6,548.8868919
3.61,548.8868919
3.61,546.2606355
3.62,546.2606355
3.62,544.2305266
3.63,544.2305266
3.63,542.8003884
3.64,542.8003884
3.64,541.9724343
3.65,541.9724343
3.65,541.7472658
3.66,541.7472658
3.66,542.1238757
3.67,542.1238757
3.67,543.0996548
3.68,543.0996548
3.68,544.6704033
3.69,544.6704033
3.69,546.830346
3.7,546.830346
3.7,549.5721522
3.71,549.5721522
3.71,552.8869592
3.72,552.8869592
3.72,556.7644
3.73,556.7644
3.73,561.1926351
3.74,561.1926351
3.74,566.1583878
3.75,566.1583878
3.75,571.6469838
3.76,571.6469838
3.76,577.6423937
3.77,577.6423937
3.77,584.1272793
3.78,584.1272793
3.78,591.0830437
3.79,591.0830437
3.79,598.4898837
3.8,598.4898837
3.8,606.3268464
3.81,606.3268464
3.81,614.571888
3.82,614.571888
3.82,623.2019351
3.83,623.2019351
3.83,632.1929493
3.84,632.1929493
3.84,641.519994
3.85,641.519994
3.85,651.157303
3.86,651.157303
3.86,661.0783514
3.87,661.0783514
3.87,671.2559286
3.88,671.2559286
3.88,681.6622126
3.89,681.6622126
3.89,692.2688456
3.9,692.2688456
3.9,703.0470112
3.91,703.0470112
3.91,713.9675128
3.92,713.9675128
3.92,725.0008518
3.93,725.0008518
3.93,736.1174111
3.94,736.1174111
3.94,747.2871784
3.95,747.2871784
3.95,758.4799748
3.96,758.4799748
3.96,769.6658941
3.97,769.6658941
3.97,780.8151292
3.98,780.8151292
3.98,791.8980509
3.99,791.8980509
3.99,802.8852865
4,802.8852865
4,813.7477978
4.01,813.7477978
4.01,824.4575466
4.02,824.4575466
4.02,834.9863471
4.03,834.9863471
4.03,845.3063401
4.04,845.3063401
4.04,855.3905648
4.05,855.3905648
4.05,865.212761
4.06,865.212761
4.06,874.7474373
4.07,874.7474373
4.07,883.9699369
4.08,883.9699369
4.08,892.8565011
4.09,892.8565011
4.09,901.3843303
4.1,901.3843303
4.1,909.5316424
4.11,909.5316424
4.11,917.2777277
4.12,917.2777277
4.12,924.6030021
4.13,924.6030021
4.13,931.4890553
4.14,931.4890553
4.14,937.9186975
4.15,937.9186975
4.15,943.8760017
4.16,943.8760017
4.16,949.3463429
4.17,949.3463429
4.17,954.3164334
4.18,954.3164334
4.18,958.7743551
4.19,958.7743551
4.19,962.709587
4.2,962.709587
4.2,966.1130301
4.21,966.1130301
4.21,968.9770277
4.22,968.9770277
4.22,971.2953818
4.23,971.2953818
4.23,973.063366
4.24,973.063366
4.24,974.2777338
4.25,974.2777338
4.25,974.9367238
4.26,974.9367238
4.26,975.04006
4.27,975.04006
4.27,974.5889488
4.28,974.5889488
4.28,973.5860719
4.29,973.5860719
4.29,972.0355748
4.3,972.0355748
4.3,969.9430524
4.31,969.9430524
4.31,967.31553
4.32,967.31553
4.32,964.1614404
4.33,964.1614404
4.33,960.4905984
4.34,960.4905984
4.34,956.31417
4.35,956.31417
4.35,951.6446401
4.36,951.6446401
4.36,946.4957747
4.37,946.4957747
4.37,940.8825812
4.38,940.8825812
4.38,934.8212653
4.39,934.8212653
4.39,928.3291843
4.4,928.3291843
4.4,921.424798
4.41,921.424798
4.41,914.127616
4.42,914.127616
4.42,906.4581435
4.43,906.4581435
4.43,898.4378235
4.44,898.4378235
4.44,890.0889775
4.45,890.0889775
4.45,881.4347435
4.46,881.4347435
4.46,872.4990118
4.47,872.4990118
4.47,863.3063599
4.48,863.3063599
4.48,853.8819846
4.49,853.8819846
4.49,844.2516334
4.5,844.2516334
4.5,834.4415346
4.51,834.4415346
4.51,824.4783255
4.52,824.4783255
4.52,814.3889808
4.53,814.3889808
4.53,804.2007396
4.54,804.2007396
4.54,793.9409003
4.55,793.9409003
4.55,783.6372752
4.56,783.6372752
4.56,773.3175979
4.57,773.3175979
4.57,763.0094277
4.58,763.0094277
4.58,752.7402189
4.59,752.7402189
4.59,742.5372483
4.6,742.5372483
4.6,732.4275421
4.61,732.4275421
4.61,722.4378055
4.62,722.4378055
4.62,712.5937669
4.63,712.5937669
4.63,702.9213753
4.64,702.9213753
4.64,693.4461969
4.65,693.4461969
4.65,684.1929707
4.66,684.1929707
4.66,675.1857781
4.67,675.1857781
4.67,666.4479799
4.68,666.4479799
4.68,658.0021564
4.69,658.0021564
4.69,649.8700493
4.7,649.8700493
4.7,642.0725057
4.71,642.0725057
4.71,634.629425
4.72,634.629425
4.72,627.5597083
4.73,627.5597083
4.73,620.8812108
4.74,620.8812108
4.74,614.6106971
4.75,614.6106971
4.75,608.7637989
4.76,608.7637989
4.76,603.3549768
4.77,603.3549768
4.77,598.3974848
4.78,598.3974848
4.78,593.9033381
4.79,593.9033381
4.79,589.8832842
4.8,589.8832842
4.8,586.346778
4.81,586.346778
4.81,583.3019598
4.82,583.3019598
4.82,580.7556369
4.83,580.7556369
4.83,578.7132696
4.84,578.7132696
4.84,577.1789595
4.85,577.1789595
4.85,576.1554427
4.86,576.1554427
4.86,575.6440863
4.87,575.6440863
4.87,575.6448876
4.88,575.6448876
4.88,576.1564787
4.89,576.1564787
4.89,577.176133
4.9,577.176133
4.9,578.6997768
4.91,578.6997768
4.91,580.7220031
4.92,580.7220031
4.92,583.2360901
4.93,583.2360901
4.93,586.2340223
4.94,586.2340223
4.94,589.7065155
4.95,589.7065155
4.95,593.6430448
4.96,593.6430448
4.96,598.0318761
4.97,598.0318761
4.97,602.8601004
4.98,602.8601004
4.98,608.1136719
4.99,608.1136719
4.99,613.7774479
5,613.7774479
5,619.835232
5.01,619.835232
5.01,626.2698207
5.02,626.2698207
5.02,633.0630516
5.03,633.0630516
5.03,640.1958545
5.04,640.1958545
5.04,647.6483045
5.05,647.6483045
5.05,655.3996775
5.06,655.3996775
5.06,663.4285078
5.07,663.4285078
5.07,671.712647
5.08,671.712647
5.08,680.229325
5.09,680.229325
5.09,688.9552123
5.1,688.9552123
5.1,697.866484
5.11,697.866484
5.11,706.9388842
5.12,706.9388842
5.12,716.1477921
5.13,716.1477921
5.13,725.4682888
5.14,725.4682888
5.14,734.875224
5.15,734.875224
5.15,744.343441
5.16,744.343441
5.16,753.8471562
5.17,753.8471562
5.17,763.3608969
5.18,763.3608969
5.18,772.859269
5.19,772.859269
5.19,782.3169878
5.2,782.3169878
5.2,791.7089449
5.21,791.7089449
5.21,801.010275
5.22,801.010275
5.22,810.1964216
5.23,810.1964216
5.23,819.2437878
5.24,819.2437878
5.24,828.1284686
5.25,828.1284686
5.25,836.8270129
5.26,836.8270129
5.26,845.316723
5.27,845.316723
5.27,853.5755186
5.28,853.5755186
5.28,861.5819939
5.29,861.5819939
5.29,869.3154731
5.3,869.3154731
5.3,876.7560635
5.31,876.7560635
5.31,883.8847062
5.32,883.8847062
5.32,890.6832251
5.33,890.6832251
5.33,897.1343729
5.34,897.1343729
5.34,903.2218743
5.35,903.2218743
5.35,908.9304673
5.36,908.9304673
5.36,914.2459408
5.37,914.2459408
5.37,919.1551698
5.38,919.1551698
5.38,923.6461477
5.39,923.6461477
5.39,927.708015
5.4,927.708015
5.4,931.3310855
5.41,931.3310855
5.41,934.5068687
5.42,934.5068687
5.42,937.2280894
5.43,937.2280894
5.43,939.4887041
5.44,939.4887041
5.44,941.2839135
5.45,941.2839135
5.45,942.610172
5.46,942.610172
5.46,943.4651939
5.47,943.4651939
5.47,943.8479561
5.48,943.8479561
5.48,943.7586977
5.49,943.7586977
5.49,943.1989154
5.5,943.1989154
5.5,942.1713568
5.51,942.1713568
5.51,940.6800094
5.52,940.6800094
5.52,938.7300868
5.53,938.7300868
5.53,936.3280113
5.54,936.3280113
5.54,933.4813938
5.55,933.4813938
5.55,930.1990102
5.56,930.1990102
5.56,926.4907752
5.57,926.4907752
5.57,922.3677121
5.58,922.3677121
5.58,917.8419213
5.59,917.8419213
5.59,912.9265445
5.6,912.9265445
5.6,907.6357273
5.61,907.6357273
5.61,901.9845788
5.62,901.9845788
5.62,895.9891284
5.63,895.9891284
5.63,889.6662809
5.64,889.6662809
5.64,883.033769
5.65,883.033769
5.65,876.1101038
5.66,876.1101038
5.66,868.9145233
5.67,868.9145233
5.67,861.4669393
5.68,861.4669393
5.68,853.7878825
5.69,853.7878825
5.69,845.898446
5.7,845.898446
5.7,837.8202276
5.71,837.8202276
5.71,829.5752709
5.72,829.5752709
5.72,821.1860052
5.73,821.1860052
5.73,812.6751849
5.74,812.6751849
5.74,804.0658278
5.75,804.0658278
5.75,795.3811323
5.76,795.3811323
5.76,786.6443651
5.77,786.6443651
5.77,777.879307
5.78,777.879307
5.78,769.1094053
5.79,769.1094053
5.79,760.3580567
5.8,760.3580567
5.8,751.6485457
5.81,751.6485457
5.81,743.0039823
5.82,743.0039823
5.82,734.4472411
5.83,734.4472411
5.83,726.0009011
5.84,726.0009011
5.84,717.6866151
5.85,717.6866151
5.85,709.5263776
5.86,709.5263776
5.86,701.5417087
5.87,701.5417087
5.87,693.7534305
5.88,693.7534305
5.88,686.1817863
5.89,686.1817863
5.89,678.8463878
5.9,678.8463878
5.9,671.7661641
5.91,671.7661641
5.91,664.9593138
5.92,664.9593138
5.92,658.4432578
5.93,658.4432578
5.93,652.2345953
5.94,652.2345953
5.94,646.3490614
5.95,646.3490614
5.95,640.8014878
5.96,640.8014878
5.96,635.6057655
5.97,635.6057655
5.97,630.77481
5.98,630.77481
5.98,626.3205301
5.99,626.3205301
5.99,622.2537982
6,622.2537982
6,618.5844244
6.01,618.5844244
6.01,615.321133
6.02,615.321133
6.02,612.4715426
6.03,612.4715426
6.03,610.0421479
6.04,610.0421479
6.04,608.0383061
6.05,608.0383061
6.05,606.4642253
6.06,606.4642253
6.06,605.3229565
6.07,605.3229565
6.07,604.6163886
6.08,604.6163886
6.08,604.3452462
6.09,604.3452462
6.09,604.509091
6.1,604.509091
6.1,605.1063259
6.11,605.1063259
6.11,606.1342027
6.12,606.1342027
6.12,607.588832
6.13,607.588832
6.13,609.465197
6.14,609.465197
6.14,611.7571696
6.15,611.7571696
6.15,614.4575301
6.16,614.4575301
6.16,617.5579888
6.17,617.5579888
6.17,621.0492115
6.18,621.0492115
6.18,624.920847
6.19,624.920847
6.19,629.161557
6.2,629.161557
6.2,633.7590499
6.21,633.7590499
6.21,638.7001151
6.22,638.7001151
6.22,643.9706611
6.23,643.9706611
6.23,649.5557556
6.24,649.5557556
6.24,655.4396673
6.25,655.4396673
6.25,661.6059103
6.26,661.6059103
6.26,668.0372896
6.27,668.0372896
6.27,674.7159491
6.28,674.7159491
6.28,681.6234212
6.29,681.6234212
6.29,688.7406772
6.3,688.7406772
6.3,696.0481798
6.31,696.0481798
6.31,703.5259367
6.32,703.5259367
6.32,711.1535547
6.33,711.1535547
6.33,718.9102956
6.34,718.9102956
6.34,726.7751322
6.35,726.7751322
6.35,734.7268049
6.36,734.7268049
6.36,742.7439628
6.37,742.7439628
6.37,750.8049578
6.38,750.8049578
6.38,758.8879762
6.39,758.8879762
6.39,766.9714062
6.4,766.9714062
6.4,775.0336934
6.41,775.0336934
6.41,783.0533977
6.42,783.0533977
6.42,791.0092503
6.43,791.0092503
6.43,798.88021
6.44,798.88021
6.44,806.6455185
6.45,806.6455185
6.45,814.2853172
6.46,814.2853172
6.46,821.779356
6.47,821.779356
6.47,829.1078968
6.48,829.1078968
6.48,836.2518398
6.49,836.2518398
6.49,843.1926285
6.5,843.1926285
6.5,849.9122974
6.51,849.9122974
6.51,856.3935188
6.52,856.3935188
6.52,862.6196466
6.53,862.6196466
6.53,868.5747599
6.54,868.5747599
6.54,874.2437023
6.55,874.2437023
6.55,879.6121211
6.56,879.6121211
6.56,884.6665033
6.57,884.6665033
6.57,889.3942093
6.58,889.3942093
6.58,893.783504
6.59,893.783504
6.59,897.8235864
6.6,897.8235864
6.6,901.5046151
6.61,901.5046151
6.61,904.8177325
6.62,904.8177325
6.62,907.7550855
6.63,907.7550855
6.63,910.3098441
6.64,910.3098441
6.64,912.4762165
6.65,912.4762165
6.65,914.2494621
6.66,914.2494621
6.66,915.6259012
6.67,915.6259012
6.67,916.6029218
6.68,916.6029218
6.68,917.1789841
6.69,917.1789841
6.69,917.3536213
6.7,917.3536213
6.7,917.1274385
6.71,917.1274385
6.71,916.5021077
6.72,916.5021077
6.72,915.4803609
6.73,915.4803609
6.73,914.0659797
6.74,914.0659797
6.74,912.2637828
6.75,912.2637828
6.75,910.0796098
6.76,910.0796098
6.76,907.5203036
6.77,907.5203036
6.77,904.5936887
6.78,904.5936887
6.78,901.3085485
6.79,901.3085485
6.79,897.6745988
6.8,897.6745988
6.8,893.7024597
6.81,893.7024597
6.81,889.4036244
6.82,889.4036244
6.82,884.7904268
6.83,884.7904268
6.83,879.8760064
6.84,879.8760064
6.84,874.6742704
6.85,874.6742704
6.85,869.1998552
6.86,869.1998552
6.86,863.4680854
6.87,863.4680854
6.87,857.4949307
6.88,857.4949307
6.88,851.2969619
6.89,851.2969619
6.89,844.8913052
6.9,844.8913052
6.9,838.2955947
6.91,838.2955947
6.91,831.5279245
6.92,831.5279245
6.92,824.6067987
6.93,824.6067987
6.93,817.5510815
6.94,817.5510815
6.94,810.3799453
6.95,810.3799453
6.95,803.1128195
6.96,803.1128195
6.96,795.7693374
6.97,795.7693374
6.97,788.3691572
6.98,788.3691572
6.98,780.9323996
6.99,780.9323996
6.99,773.4790797
7,773.4790797
7,766.0291154
7.01,766.0291154
7.01,758.6023621
7.02,758.6023621
7.02,751.2185597
7.03,751.2185597
7.03,743.8972804
7.04,743.8972804
7.04,736.6578771
7.05,736.6578771
7.05,729.5194321
7.06,729.5194321
7.06,722.5001484
7.07,722.5001484
7.07,715.6186829
7.08,715.6186829
7.08,708.8931306
