"time","angle"
0.0000000000000000E+00,-0.0000000000000000E+00
5.0000000000000003E-02,-2.4264763232711626E-02
1.0000000000000001E-01,-9.6393098410839470E-02
1.5000000000000002E-01,-2.1518906337222032E-01
2.0000000000000001E-01,-3.7877703115288869E-01
2.5000000000000000E-01,-5.8388329273029194E-01
2.9999999999999999E-01,-8.2504661079180031E-01
3.4999999999999998E-01,-1.0939986432824060E+00
3.9999999999999997E-01,-1.3796232309771204E+00
4.4999999999999996E-01,-1.6687054650818467E+00
4.9999999999999994E-01,-1.9474078986337882E+00
5.4999999999999993E-01,-2.2029958727773526E+00
5.9999999999999998E-01,-2.4251888728958804E+00
6.5000000000000002E-01,-2.6067405823050223E+00
7.0000000000000007E-01,-2.7432699844892507E+00
7.5000000000000011E-01,-2.8326406041643706E+00
8.0000000000000016E-01,-2.8742418463666128E+00
8.5000000000000020E-01,-2.8684220548033896E+00
9.0000000000000024E-01,-2.8161947092372834E+00
9.5000000000000029E-01,-2.7192463120394708E+00
1.0000000000000002E+00,-2.5802147629636223E+00
1.0500000000000003E+00,-2.4031525028169844E+00
1.1000000000000003E+00,-2.1940203610876972E+00
1.1500000000000004E+00,-1.9609890251748245E+00
1.2000000000000004E+00,-1.7143123097765953E+00
1.2500000000000004E+00,-1.4656458676860362E+00
1.3000000000000005E+00,-1.2269154626696457E+00
1.3500000000000005E+00,-1.0090689790557772E+00
1.4000000000000006E+00,-8.2110698248802494E-01
1.4500000000000006E+00,-6.6963563526154368E-01
1.5000000000000007E+00,-5.5892677163605031E-01
1.5500000000000007E+00,-4.9129561080748818E-01
1.6000000000000008E+00,-4.6755842891036925E-01
1.6500000000000008E+00,-4.8738913700417347E-01
1.7000000000000008E+00,-5.4947942597683608E-01
1.7500000000000009E+00,-6.5148449556824439E-01
1.8000000000000009E+00,-7.8980010608347406E-01
1.8500000000000010E+00,-9.5927456154954760E-01
1.9000000000000010E+00,-1.1530081620086625E+00
1.9500000000000011E+00,-1.3624074898165137E+00
2.0000000000000009E+00,-1.5776066296571614E+00
2.0500000000000007E+00,-1.7882344029399315E+00
2.1000000000000005E+00,-1.9843500488062671E+00
2.1500000000000004E+00,-2.1572862650004589E+00
2.2000000000000002E+00,-2.3001872599776210E+00
2.2500000000000000E+00,-2.4081746210300543E+00
2.2999999999999998E+00,-2.4782193542406379E+00
2.3499999999999996E+00,-2.5088739831880114E+00
2.3999999999999995E+00,-2.5000111246036365E+00
2.4499999999999993E+00,-2.4526678586986450E+00
2.4999999999999991E+00,-2.3690295136089499E+00
2.5499999999999989E+00,-2.2525285865968083E+00
2.5999999999999988E+00,-2.1079845727912887E+00
2.6499999999999986E+00,-1.9416751761822277E+00
2.6999999999999984E+00,-1.7612266281524567E+00
2.7499999999999982E+00,-1.5752416381746250E+00
2.7999999999999980E+00,-1.3927111667598768E+00
2.8499999999999979E+00,-1.2222933317365401E+00
2.8999999999999977E+00,-1.0716567586018373E+00
2.9499999999999975E+00,-9.4702614276786523E-01
2.9999999999999973E+00,-8.5298575290866230E-01
3.0499999999999972E+00,-7.9250217770608122E-01
3.0999999999999970E+00,-7.6706741186596028E-01
3.1499999999999968E+00,-7.7686023678928173E-01
3.1999999999999966E+00,-8.2085354622054696E-01
3.2499999999999964E+00,-8.9684052141077286E-01
3.2999999999999963E+00,-1.0013998251420946E+00
3.3499999999999961E+00,-1.1298562312909044E+00
3.3999999999999959E+00,-1.2763150140324644E+00
3.4499999999999957E+00,-1.4338430063028804E+00
3.4999999999999956E+00,-1.5948274222791119E+00
3.5499999999999954E+00,-1.7514814651616175E+00
3.5999999999999952E+00,-1.8964043838346052E+00
3.6499999999999950E+00,-2.0230790445294717E+00
3.6999999999999948E+00,-2.1262166566273590E+00
3.7499999999999947E+00,-2.2019190798924724E+00
3.7999999999999945E+00,-2.2476894856302954E+00
3.8499999999999943E+00,-2.2623572784318089E+00
3.8999999999999941E+00,-2.2459844107800420E+00
3.9499999999999940E+00,-2.1997990389059501E+00
3.9999999999999938E+00,-2.1261681914979427E+00
4.0499999999999936E+00,-2.0285893334891831E+00
4.0999999999999934E+00,-1.9116548798866637E+00
4.1499999999999932E+00,-1.7809389951147940E+00
4.1999999999999931E+00,-1.6427663879247749E+00
4.2499999999999929E+00,-1.5038600228783983E+00
4.2999999999999927E+00,-1.3709109905456167E+00
4.3499999999999925E+00,-1.2501377181854361E+00
4.3999999999999924E+00,-1.1469178999048117E+00
4.4499999999999922E+00,-1.0655409820919033E+00
4.4999999999999920E+00,-1.0090895842083529E+00
4.5499999999999918E+00,-9.7942291496818457E-01
4.5999999999999917E+00,-9.7721671936542942E-01
4.6499999999999915E+00,-1.0020178174514225E+00
4.6999999999999913E+00,-1.0522902017233933E+00
4.7499999999999911E+00,-1.1254506361107317E+00
4.7999999999999909E+00,-1.2179166015334209E+00
4.8499999999999908E+00,-1.3251983608532589E+00
4.8999999999999906E+00,-1.4420662882484103E+00
4.9499999999999904E+00,-1.5628066264277640E+00
5.0000000000000000E+00,-1.6815499848537596E+00
