"time","Piston_r2"
0.11,0.123512
0.1105,0.126825
0.111,0.130339
0.1115,0.134045
0.112,0.137934
0.1125,0.141996
0.113,0.146221
0.1135,0.150594
0.114,0.155104
0.1145,0.159739
0.115,0.164483
0.1155,0.169324
0.116,0.174249
0.1165,0.179243
0.117,0.184293
0.1175,0.189387
0.118,0.194511
0.1185,0.199653
0.119,0.204802
0.1195,0.209944
0.12,0.215069
0.1205,0.220165
0.121,0.225221
0.1215,0.230226
0.122,0.23517
0.1225,0.240042
0.123,0.244831
0.1235,0.249525
0.124,0.254112
0.1245,0.258582
0.125,0.26292
0.1255,0.267113
0.126,0.271146
0.1265,0.275004
0.127,0.278668
0.1275,0.282121
0.128,0.28534
0.1285,0.288304
0.129,0.290989
0.1295,0.29337
0.13,0.295422
0.1305,0.297121
0.131,0.298443
0.1315,0.29937
0.132,0.299887
0.1325,0.299985
0.133,0.299663
0.1335,0.298924
0.134,0.297775
0.1345,0.296227
0.135,0.294295
0.1355,0.291995
0.136,0.289343
0.1365,0.286359
0.137,0.28306
0.1375,0.279464
0.138,0.275588
0.1385,0.27145
0.139,0.267066
0.1395,0.26245
0.14,0.257619
0.1405,0.252586
0.141,0.247367
0.1415,0.241975
0.142,0.236424
0.1425,0.23073
0.143,0.224907
0.1435,0.218972
0.144,0.212941
0.1445,0.206832
0.145,0.200665
0.1455,0.194459
0.146,0.188238
0.1465,0.182026
0.147,0.175847
0.1475,0.169731
0.148,0.163706
0.1485,0.157804
0.149,0.152054
0.1495,0.14649
0.15,0.141142
0.1505,0.136042
0.151,0.131216
0.1515,0.126691
0.152,0.122488
0.1525,0.118625
0.153,0.115115
0.1535,0.111967
0.154,0.109188
0.1545,0.106778
0.155,0.104738
0.1555,0.103066
0.156,0.10176
0.1565,0.100815
0.157,0.10023
0.1575,0.100003
0.158,0.100133
0.1585,0.100621
0.159,0.101467
0.1595,0.102674
0.16,0.104245
0.1605,0.106184
0.161,0.108494
0.1615,0.111176
0.162,0.114231
0.1625,0.117655
0.163,0.121445
0.1635,0.125592
0.164,0.130082
0.1645,0.134901
0.165,0.140029
0.1655,0.145444
0.166,0.15112
0.1665,0.157033
0.167,0.163155
0.1675,0.169457
0.168,0.175911
0.1685,0.18249
0.169,0.189167
0.1695,0.195913
0.17,0.202704
0.1705,0.209513
0.171,0.216315
0.1715,0.223085
0.172,0.229797
0.1725,0.236427
0.173,0.242948
0.1735,0.249332
0.174,0.255549
0.1745,0.261566
0.175,0.267346
0.1755,0.272847
0.176,0.278021
0.1765,0.282814
0.177,0.287164
0.1775,0.291001
0.178,0.294252
0.1785,0.296839
0.179,0.298692
0.1795,0.29975
0.18,0.299978
0.1805,0.299366
0.181,0.297934
0.1815,0.29572
0.182,0.29278
0.1825,0.289179
0.183,0.284982
0.1835,0.280256
0.184,0.275059
0.1845,0.269447
0.185,0.263468
0.1855,0.257167
0.186,0.250584
0.1865,0.243755
0.187,0.236714
0.1875,0.229494
0.188,0.222128
0.1885,0.214648
0.189,0.207086
0.1895,0.199478
0.19,0.191861
0.1905,0.184273
0.191,0.176756
0.1915,0.169355
0.192,0.162118
0.1925,0.155093
0.193,0.148329
0.1935,0.141878
0.194,0.135787
0.1945,0.130098
0.195,0.12485
0.1955,0.120073
0.196,0.115792
0.1965,0.11202
0.197,0.108765
0.1975,0.106029
0.198,0.10381
0.1985,0.102103
0.199,0.100902
0.1995,0.100203
0.2,0.100002
0.2005,0.100299
0.201,0.101095
0.2015,0.102392
0.202,0.104197
0.2025,0.106515
0.203,0.109352
0.2035,0.112711
0.204,0.116591
0.2045,0.120986
0.205,0.125885
0.2055,0.131266
0.206,0.137105
0.2065,0.143368
0.207,0.150016
0.2075,0.157008
0.208,0.164299
0.2085,0.171844
0.209,0.179597
0.2095,0.187512
0.21,0.195545
0.2105,0.203653
0.211,0.211795
0.2115,0.219927
0.212,0.228008
0.2125,0.235994
0.213,0.243839
0.2135,0.251495
0.214,0.258906
0.2145,0.266009
0.215,0.27273
0.2155,0.278982
0.216,0.284663
0.2165,0.289653
0.217,0.293815
0.2175,0.297008
0.218,0.299095
0.2185,0.299974
0.219,0.299598
0.2195,0.297984
0.22,0.295206
0.2205,0.291376
0.221,0.286625
0.2215,0.281082
0.222,0.274866
0.2225,0.268083
0.223,0.260822
0.2235,0.253162
0.224,0.245171
0.2245,0.236909
0.225,0.228433
0.2255,0.219796
0.226,0.211049
0.2265,0.202244
0.227,0.193436
0.2275,0.184682
0.228,0.176043
0.2285,0.167583
0.229,0.159371
0.2295,0.151477
0.23,0.143972
0.2305,0.136923
0.231,0.130394
0.2315,0.124439
0.232,0.1191
0.2325,0.114406
0.233,0.110374
0.2335,0.10701
0.234,0.104312
0.2345,0.102273
0.235,0.100886
0.2355,0.100141
0.236,0.100036
0.2365,0.100568
0.237,0.101742
0.2375,0.103563
0.238,0.106042
0.2385,0.109185
0.239,0.112999
0.2395,0.117484
0.24,0.122629
0.2405,0.128416
0.241,0.134811
0.2415,0.141771
0.242,0.149245
0.2425,0.157173
0.243,0.165488
0.2435,0.174125
0.244,0.183018
0.2445,0.192102
0.245,0.201315
0.2455,0.210593
0.246,0.219877
0.2465,0.229103
0.247,0.238208
0.2475,0.247122
0.248,0.255767
0.2485,0.264053
0.249,0.271873
0.2495,0.279098
0.25,0.285569
0.2505,0.291097
0.251,0.295468
0.2515,0.298461
0.252,0.299891
0.2525,0.299656
0.253,0.297769
0.2535,0.294352
0.254,0.289589
0.2545,0.283689
0.255,0.276851
0.2555,0.269248
0.256,0.261027
0.2565,0.25231
0.257,0.243199
0.2575,0.233783
0.258,0.224145
0.2585,0.214358
0.259,0.204496
0.2595,0.194633
0.26,0.184848
0.2605,0.175222
0.261,0.165842
0.2615,0.156799
0.262,0.148189
0.2625,0.140103
0.263,0.132629
0.2635,0.125842
0.264,0.119801
0.2645,0.114548
0.265,0.110106
0.2655,0.106481
0.266,0.103668
0.2665,0.101658
0.267,0.100439
0.2675,0.100001
0.268,0.100343
0.2685,0.101465
0.269,0.103377
0.2695,0.10609
0.27,0.109616
0.2705,0.113962
0.271,0.119126
0.2715,0.125093
0.272,0.131829
0.2725,0.139284
0.273,0.147392
0.2735,0.156075
0.274,0.165247
0.2745,0.17482
0.275,0.184705
0.2755,0.194816
0.276,0.205067
0.2765,0.215376
0.277,0.225658
0.2775,0.235828
0.278,0.245793
0.2785,0.255448
0.279,0.26467
0.2795,0.273308
0.28,0.281176
0.2805,0.288041
0.281,0.293622
0.2815,0.297609
0.282,0.299715
0.2825,0.299759
0.283,0.297733
0.2835,0.293803
0.284,0.288236
0.2845,0.281328
0.285,0.273351
0.2855,0.264535
0.286,0.255067
0.2865,0.245098
0.287,0.234755
0.2875,0.22415
0.288,0.213384
0.2885,0.202553
0.289,0.191757
0.2895,0.181097
0.29,0.17068
0.2905,0.160621
0.291,0.151037
0.2915,0.142049
0.292,0.133767
0.2925,0.12629
0.293,0.119697
0.2935,0.114038
0.294,0.109341
0.2945,0.105611
0.295,0.102838
0.2955,0.101007
0.296,0.100106
0.2965,0.100124
0.297,0.101063
0.2975,0.102931
0.298,0.105741
0.2985,0.109511
0.299,0.11425
0.2995,0.119957
0.3,0.126607
0.3005,0.134157
0.301,0.142534
0.3015,0.15165
0.302,0.1614
0.3025,0.171669
0.303,0.182345
0.3035,0.193316
0.304,0.204472
0.3045,0.215707
0.305,0.226914
0.3055,0.237981
0.306,0.248783
0.3065,0.25918
0.307,0.268998
0.3075,0.278019
0.308,0.285965
0.3085,0.292489
0.309,0.297189
0.3095,0.299675
0.31,0.299694
0.3105,0.297242
0.311,0.292554
0.3115,0.286001
0.312,0.277972
0.3125,0.268807
0.313,0.258781
0.3135,0.248111
0.314,0.236973
0.3145,0.225515
0.315,0.213869
0.3155,0.202158
0.316,0.190505
0.3165,0.179037
0.317,0.167888
0.3175,0.1572
0.318,0.147121
0.3185,0.137793
0.319,0.129347
0.3195,0.121889
0.32,0.115494
0.3205,0.110204
0.321,0.106029
0.3215,0.10296
0.322,0.100979
0.3225,0.100068
0.323,0.100218
0.3235,0.10143
0.324,0.103715
0.3245,0.107095
0.325,0.111587
0.3255,0.117198
0.326,0.123914
0.3265,0.131692
0.327,0.140455
0.3275,0.150098
0.328,0.160495
0.3285,0.171507
0.329,0.182993
0.3295,0.194816
0.33,0.206841
0.3305,0.218935
0.331,0.230965
0.3315,0.242788
0.332,0.25424
0.3325,0.265126
0.333,0.275197
0.3335,0.284134
0.334,0.291523
0.3345,0.296866
0.335,0.299667
0.3355,0.299596
0.336,0.29666
0.3365,0.291182
0.337,0.283647
0.3375,0.274535
0.338,0.264247
0.3385,0.253098
0.339,0.241331
0.3395,0.229146
0.34,0.216711
0.3405,0.20418
0.341,0.191703
0.3415,0.179433
0.342,0.167531
0.3425,0.156169
0.343,0.145521
0.3435,0.135758
0.344,0.127029
0.3445,0.119453
0.345,0.113105
0.3455,0.108017
0.346,0.104191
0.3465,0.101607
0.347,0.100242
0.3475,0.10008
0.348,0.10112
0.3485,0.103372
0.349,0.106861
0.3495,0.111609
0.35,0.117626
0.3505,0.124893
0.351,0.133354
0.3515,0.142912
0.352,0.153433
0.3525,0.16476
0.353,0.176723
0.3535,0.189155
0.354,0.201892
0.3545,0.214772
0.355,0.227637
0.3555,0.240316
0.356,0.25262
0.3565,0.264317
0.357,0.275114
0.3575,0.284623
0.358,0.292334
0.3585,0.297635
0.359,0.299935
0.3595,0.29892
0.36,0.294725
0.3605,0.287847
0.361,0.278896
0.3615,0.268415
0.362,0.256833
0.3625,0.244478
0.363,0.231604
0.3635,0.218422
0.364,0.20512
0.3645,0.191875
0.365,0.178872
0.3655,0.1663
0.366,0.15436
0.3665,0.143259
0.367,0.133191
0.3675,0.124325
0.368,0.116784
0.3685,0.110637
0.369,0.105904
0.3695,0.102571
0.37,0.100611
0.3705,0.100001
0.371,0.100732
0.3715,0.102814
0.372,0.106271
0.3725,0.111131
0.373,0.117409
0.3735,0.125086
0.374,0.134097
0.3745,0.144322
0.375,0.155603
0.3755,0.167749
0.376,0.180561
0.3765,0.193842
0.377,0.2074
0.3775,0.221047
0.378,0.23459
0.3785,0.247816
0.379,0.260474
0.3795,0.272245
0.38,0.282702
0.3805,0.291275
0.381,0.29725
0.3815,0.29991
0.382,0.29885
0.3825,0.294231
0.383,0.286657
0.3835,0.276855
0.384,0.265455
0.3845,0.252936
0.385,0.23966
0.3855,0.225909
0.386,0.211917
0.3865,0.197898
0.387,0.184062
0.3875,0.170626
0.388,0.157819
0.3885,0.145878
0.389,0.135035
0.3895,0.125491
0.39,0.117398
0.3905,0.110842
0.391,0.10585
0.3915,0.102404
0.392,0.100472
0.3925,0.10003
0.393,0.101069
0.3935,0.103605
0.394,0.10767
0.3945,0.113293
0.395,0.12048
0.3955,0.129189
0.396,0.139318
0.3965,0.150702
0.397,0.163135
0.3975,0.176389
0.398,0.190234
0.3985,0.204443
0.399,0.218799
0.3995,0.23308
0.4,0.24704
0.4005,0.260392
0.401,0.272765
0.4015,0.283657
0.402,0.292383
0.4025,0.298096
0.403,0.299996
0.4035,0.297756
0.404,0.291742
0.4045,0.282752
0.405,0.271612
0.4055,0.25898
0.406,0.245342
0.4065,0.231064
0.407,0.216438
0.4075,0.201716
0.408,0.18714
0.4085,0.172956
0.409,0.159424
0.4095,0.146813
0.41,0.13539
0.4105,0.125385
0.411,0.116972
0.4115,0.110246
0.412,0.10523
0.4125,0.101903
0.413,0.100228
0.4135,0.100178
0.414,0.101753
0.4145,0.104976
0.415,0.109887
0.4155,0.116511
0.416,0.124834
0.4165,0.134773
0.417,0.146172
0.4175,0.158813
0.418,0.17244
0.4185,0.186788
0.419,0.201599
0.4195,0.21662
0.42,0.231598
0.4205,0.246258
0.421,0.260272
0.4215,0.273218
0.422,0.284513
0.4225,0.293353
0.423,0.298752
0.4235,0.299841
0.424,0.296412
0.4245,0.289059
0.425,0.278753
0.4255,0.266386
0.426,0.252636
0.4265,0.237995
0.427,0.222833
0.4275,0.207458
0.428,0.192146
0.4285,0.177175
0.429,0.162834
0.4295,0.149425
0.43,0.13725
0.4305,0.126582
0.431,0.117626
0.4315,0.110499
0.432,0.105233
0.4325,0.101801
0.433,0.100161
0.4335,0.100288
0.434,0.102181
0.4345,0.105872
0.435,0.111405
0.4355,0.118802
0.436,0.128027
0.4365,0.138962
0.437,0.1514
0.4375,0.165074
0.438,0.179688
0.4385,0.194942
0.439,0.21055
0.4395,0.226225
0.44,0.24167
0.4405,0.256536
0.441,0.270378
0.4415,0.282585
0.442,0.292296
0.4425,0.298409
0.443,0.299898
0.4435,0.296455
0.444,0.288732
0.4445,0.277831
0.445,0.264757
0.4455,0.25026
0.446,0.234875
0.4465,0.219005
0.447,0.202987
0.4475,0.187131
0.448,0.171752
0.4485,0.157181
0.449,0.143757
0.4495,0.131809
0.45,0.121609
0.4505,0.11334
0.451,0.107073
0.4515,0.102803
0.452,0.100484
0.4525,0.100078
0.453,0.101575
0.4535,0.105004
0.454,0.110413
0.4545,0.117834
0.455,0.127238
0.4555,0.138501
0.456,0.151399
0.4565,0.165633
0.457,0.180869
0.4575,0.196776
0.458,0.213029
0.4585,0.229309
0.459,0.245272
0.4595,0.260509
0.46,0.274477
0.4605,0.286411
0.461,0.295235
0.4615,0.299676
0.462,0.298836
0.4625,0.292891
0.463,0.282922
0.4635,0.270163
0.464,0.255579
0.4645,0.239853
0.465,0.223483
0.4655,0.206864
0.466,0.190345
0.4665,0.174275
0.467,0.159017
0.4675,0.144949
0.468,0.13244
0.4685,0.121797
0.469,0.113222
0.4695,0.106799
0.47,0.102518
0.4705,0.100329
0.471,0.10019
0.4715,0.102098
0.472,0.10609
0.4725,0.112219
0.473,0.120508
0.4735,0.130898
0.474,0.143213
0.4745,0.15717
0.475,0.172416
0.4755,0.188577
0.476,0.20529
0.4765,0.222197
0.477,0.238935
0.4775,0.25508
0.478,0.270097
0.4785,0.283227
0.479,0.293378
0.4795,0.299153
0.48,0.299375
0.4805,0.293984
0.481,0.284078
0.4815,0.271046
0.482,0.255999
0.4825,0.239714
0.483,0.222747
0.4835,0.205536
0.484,0.188467
0.4845,0.171929
0.485,0.156324
0.4855,0.142071
0.486,0.129566
0.4865,0.119123
0.487,0.110929
0.4875,0.10504
0.488,0.101424
0.4885,0.100022
0.489,0.100804
0.4895,0.103787
0.49,0.109025
0.4905,0.116568
0.491,0.126397
0.4915,0.138377
0.492,0.152237
0.4925,0.167609
0.493,0.184084
0.4935,0.201255
0.494,0.218727
0.4945,0.236102
0.495,0.25293
0.4955,0.268639
0.496,0.282425
0.4965,0.293112
0.497,0.299162
0.4975,0.299269
0.498,0.293399
0.4985,0.282806
0.499,0.269015
0.4995,0.253208
0.5,0.2362
