"time","Losses,iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]","uDC"
0,480,0,0,0,0,0,0,565.68542494923804
0.00019996784342922149,789.42790898887688,0.061466534982846301,-1.049642377954715,0.98817584297186878,312.23790994452111,-563.0092234397224,250.77131349520127,559.00831163903661
0.00039993568685844298,799.31494211813629,0.12274589567631615,-6.7380933489255943,6.615347453249278,339.56327344092801,-556.38052845976699,216.81725501883901,552.36828776778111
0.00059990353028766452,827.85500806167443,0.18354083438078578,-15.96524022486973,15.781699390488944,366.7017462583155,-549.86247459519439,183.16072833687889,545.831827349881
0.00079987137371688596,859.41717185560833,0.24361142119010021,-24.853841963750739,24.61023054256064,393.54014168600003,-543.46861857072224,149.92847688472222,539.42024138707586
0.0009998392171461075,877.93917172534316,0.30272058520376471,-29.590374479926918,29.287653894723153,419.94108148130852,-537.1612750385699,117.22019355726138,533.10347127494163
0.001199807060575329,867.69727020308051,0.36063504928913442,-26.523871500113987,26.163236450824854,445.74430912064361,-530.85320831746412,85.108899196820488,526.80158286430435
0.0013997749040045504,814.58546632223488,0.41712625155582317,-12.260734849789149,11.843608598233326,470.76865911384397,-524.4106495460303,53.641990432186333,520.38759400082586
0.0015997427474337719,744.16825668974991,0.44994766626690025,-0.92363161804505289,0.47368395177815265,483.84926107876726,-495.71740383439345,11.868142755626195,513.75004412829821
0.0017997105908629935,736.58407796521135,0.49151941374184266,-0.93570454696841943,0.44418513322657677,501.29810227729479,-477.63096201966187,-23.667140257632923,507.07594155638532
0.0019999894262726645,734.15510868382262,6.4490940133537622,-6.8476631235901415,0.39856911023637931,504.42944779304361,-451.49947829906728,-52.92996949397633,500.41715988251434
0.002199957269701886,850.54110057361868,43.871809050684682,-44.213390100964816,0.34158105028013352,498.12232793829151,-419.85185989956688,-78.270468038724658,494.03523889670669
0.0023999251131311076,1111.4201087144249,111.86389417199621,-112.14713909840037,0.28324492640416565,492.58422177408306,-387.91471571144598,-104.66950606263711,488.36119568623013
