    "time","Piston_r2","Inertia_w"
         0,0.29999993,         0
    1e-005,0.29999992,9.4039076e-005
    2e-005,0.29999992,0.00018807855
    3e-005,0.29999992,0.00028211802
    4e-005,0.29999992,0.00037618347
    5e-005,0.29999992,0.00047033871
    6e-005,0.29999992,0.00056449394
    7e-005,0.29999992,0.00065864918
    8e-005,0.29999992,0.00075280441
    9e-005,0.29999992,0.00084695965
    0.0001,0.29999992,0.00094111488
   0.00011,0.29999992,0.0010352701
   0.00012,0.29999992,0.0011294254
   0.00013,0.29999992,0.0012235806
   0.00014,0.29999992,0.0013177358
   0.00015,0.29999992,0.0014118911
   0.00016,0.29999992,0.0015060463
   0.00017,0.29999992,0.0016002015
   0.00018,0.29999992,0.0016943568
   0.00019,0.29999992,0.001788512
    0.0002,0.29999992,0.0018826672
   0.00021,0.29999992,0.0019768225
   0.00022,0.29999992,0.0020709777
   0.00023,0.29999992,0.0021651329
   0.00024,0.29999992,0.0022592882
   0.00025,0.29999992,0.0023534434
   0.00026,0.29999992,0.0024475986
   0.00027,0.29999992,0.0025417539
   0.00028,0.29999992,0.0026359091
   0.00029,0.29999992,0.0027300643
    0.0003,0.29999992,0.0028242196
   0.00031,0.29999992,0.0029183748
   0.00032,0.29999992,0.00301253
   0.00033,0.29999992,0.0031066853
   0.00034,0.29999992,0.0032008405
   0.00035,0.29999992,0.0032949958
   0.00036,0.29999992,0.003389151
   0.00037,0.29999992,0.0034833062
   0.00038,0.29999992,0.0035774615
   0.00039,0.29999992,0.0036718154
    0.0004,0.29999992,0.0037661909
   0.00041,0.29999992,0.0038605665
   0.00042,0.29999992,0.003954942
   0.00043,0.29999992,0.0040493176
   0.00044,0.29999992,0.0041436931
   0.00045,0.29999992,0.0042380687
   0.00046,0.29999992,0.0043324442
   0.00047,0.29999992,0.0044268198
   0.00048,0.29999992,0.0045211953
   0.00049,0.29999992,0.0046155709
    0.0005,0.29999992,0.0047099464
   0.00051,0.29999992,0.004804322
   0.00052,0.29999992,0.0048986975
   0.00053,0.29999992,0.0049930731
   0.00054,0.29999992,0.0050874486
   0.00055,0.29999992,0.0051818242
   0.00056,0.29999992,0.0052761997
   0.00057,0.29999992,0.0053705753
   0.00058,0.29999992,0.0054649508
   0.00059,0.29999992,0.0055593264
    0.0006,0.29999992,0.0056537019
   0.00061,0.29999992,0.0057480775
   0.00062,0.29999992,0.005842453
   0.00063,0.29999992,0.0059368286
   0.00064,0.29999992,0.0060312041
   0.00065,0.29999992,0.0061255797
   0.00066,0.29999992,0.0062199552
   0.00067,0.29999992,0.0063143308
   0.00068,0.29999992,0.0064087063
   0.00069,0.29999992,0.0065030819
    0.0007,0.29999992,0.0065974574
   0.00071,0.29999992,0.006691833
   0.00072,0.29999992,0.0067862085
   0.00073,0.29999992,0.0068807725
   0.00074,0.29999992,0.0069754732
   0.00075,0.29999992,0.007070174
   0.00076,0.29999992,0.0071648748
   0.00077,0.29999992,0.0072595756
   0.00078,0.29999992,0.0073542763
   0.00079,0.29999992,0.0074489771
    0.0008,0.29999992,0.0075436779
   0.00081,0.29999992,0.0076383787
   0.00082,0.29999992,0.0077330794
   0.00083,0.29999992,0.0078277802
   0.00084,0.29999992,0.007922481
   0.00085,0.29999992,0.0080171817
   0.00086,0.29999992,0.0081118825
   0.00087,0.29999992,0.0082065833
   0.00088,0.29999992,0.0083012841
   0.00089,0.29999992,0.0083959848
    0.0009,0.29999992,0.0084906856
   0.00091,0.29999992,0.0085853864
   0.00092,0.29999992,0.0086800872
   0.00093,0.29999992,0.0087747879
   0.00094,0.29999992,0.0088694887
   0.00095,0.29999992,0.0089641895
   0.00096,0.29999992,0.0090588903
   0.00097,0.29999992,0.009153591
   0.00098,0.29999992,0.0092482918
   0.00099,0.29999992,0.0093429926
     0.001,0.29999992,0.0094376933
   0.00101,0.29999992,0.0095323941
   0.00102,0.29999992,0.0096270949
   0.00103,0.29999992,0.0097217957
   0.00104,0.29999992,0.0098164964
   0.00105,0.29999992,0.0099111972
   0.00106,0.29999992,0.010005898
   0.00107,0.29999992,0.010100709
   0.00108,0.29999992,0.010195841
   0.00109,0.29999992,0.010290972
    0.0011,0.29999992,0.010386103
   0.00111,0.29999992,0.010481235
   0.00112,0.29999992,0.010576366
   0.00113,0.29999992,0.010671498
   0.00114,0.29999992,0.010766629
   0.00115,0.29999992,0.01086176
   0.00116,0.29999992,0.010956892
   0.00117,0.29999992,0.011052023
   0.00118,0.29999992,0.011147155
   0.00119,0.29999992,0.011242286
    0.0012,0.29999992,0.011337417
   0.00121,0.29999992,0.011432549
   0.00122,0.29999992,0.01152768
   0.00123,0.29999992,0.011622811
   0.00124,0.29999992,0.011717943
   0.00125,0.29999992,0.011813074
   0.00126,0.29999992,0.011908206
   0.00127,0.29999992,0.012003337
   0.00128,0.29999992,0.012098468
   0.00129,0.29999992, 0.0121936
    0.0013,0.29999992,0.012288731
   0.00131,0.29999992,0.012383863
   0.00132,0.29999992,0.012478994
   0.00133,0.29999992,0.012574125
   0.00134,0.29999992,0.012669257
   0.00135,0.29999992,0.012764388
   0.00136,0.29999992,0.012859519
   0.00137,0.29999992,0.012954651
   0.00138,0.29999992,0.013049782
   0.00139,0.29999992,0.013144914
    0.0014,0.29999992,0.013240045
   0.00141,0.29999992,0.013335176
   0.00142,0.29999992,0.013430809
   0.00143,0.29999992,0.013526477
   0.00144,0.29999992,0.013622145
   0.00145,0.29999992,0.013717813
   0.00146,0.29999992,0.013813481
   0.00147,0.29999992,0.013909149
   0.00148,0.29999992,0.014004817
   0.00149,0.29999992,0.014100485
    0.0015,0.29999992,0.014196153
   0.00151,0.29999992,0.014291821
   0.00152,0.29999992,0.014387489
   0.00153,0.29999992,0.014483157
   0.00154,0.29999992,0.014578825
   0.00155,0.29999992,0.014674493
   0.00156,0.29999992,0.014770161
   0.00157,0.29999992,0.014865829
   0.00158,0.29999992,0.014961497
   0.00159,0.29999992,0.015057165
    0.0016,0.29999992,0.015152833
   0.00161,0.29999992,0.015248501
   0.00162,0.29999992,0.015344168
   0.00163,0.29999992,0.015439836
   0.00164,0.29999992,0.015535504
   0.00165,0.29999992,0.015631172
   0.00166,0.29999992,0.01572684
   0.00167,0.29999992,0.015822508
   0.00168,0.29999992,0.015918176
   0.00169,0.29999992,0.016013844
    0.0017,0.29999992,0.016109512
   0.00171,0.29999992,0.01620518
   0.00172,0.29999992,0.016300848
   0.00173,0.29999992,0.016396516
