"time","outDateAndTime2","outChar"
0,300,3
0.05,300,3
0.05,600,4
0.1,600,4
0.1,1000,5
0.12,1000,5
0.15,1000,5
0.15,1500,6
0.2,1500,6
0.2,2100,7
0.24,2100,7
0.25,2100,7
0.25,2800,8
0.3,2800,8
0.3,3600,9
0.35,3600,9
0.35,4500,10
0.36,4500,10
0.4,4500,10
0.4,5500,11
0.45,5500,11
0.45,6600,12
0.48,6600,12
0.5,6600,12
0.5,7800,13
0.55,7800,13
0.55,9100,14
0.6,9100,14
0.6,10500,15
0.65,10500,15
0.65,12000,16
0.7,12000,16
0.7,13600,17
0.72,13600,17
0.75,13600,17
0.75,15300,18
0.8,15300,18
0.8,17100,19
0.84,17100,19
0.85,17100,19
0.85,19000,20
0.9,19000,20
0.9,21000,21
0.95,21000,21
0.95,23100,22
0.96,23100,22
1,23100,22
1,25300,23
1.05,25300,23
1.05,27600,24
1.08,27600,24
1.1,27600,24
1.1,30000,25
1.15,30000,25
1.15,32500,26
1.2,32500,26
1.2,35100,27
1.25,35100,27
1.25,37800,28
1.3,37800,28
1.3,40600,29
1.32,40600,29
1.35,40600,29
1.35,43500,30
1.4,43500,30
1.4,46500,31
1.44,46500,31
1.45,46500,31
1.45,49600,32
1.5,49600,32
1.5,52800,33
1.55,52800,33
1.55,56100,34
1.56,56100,34
1.6,56100,34
1.6,59500,35
1.65,59500,35
1.65,63000,36
1.68,63000,36
1.7,63000,36
1.7,66600,37
1.75,66600,37
1.75,70300,38
1.8,70300,38
1.8,74100,39
1.85,74100,39
1.85,78000,40
1.9,78000,40
1.9,82000,41
1.92,82000,41
1.95,82000,41
1.95,86100,42
2,86100,42
2,90300,43
2.04,90300,43
2.05,90300,43
2.05,94600,44
2.1,94600,44
2.1,99000,45
2.15,99000,45
2.15,103500,46
2.16,103500,46
2.2,103500,46
2.2,108100,47
2.25,108100,47
2.25,112800,48
2.28,112800,48
2.3,112800,48
2.3,117600,49
2.35,117600,49
2.35,122500,50
2.4,122500,50
2.4,127500,51
2.45,127500,51
2.45,132600,52
2.5,132600,52
2.5,137800,53
2.52,137800,53
2.55,137800,53
2.55,143100,54
2.6,143100,54
2.6,148500,55
2.64,148500,55
2.65,148500,55
2.65,154000,56
2.7,154000,56
2.7,159600,57
2.75,159600,57
2.75,165300,58
2.76,165300,58
2.8,165300,58
2.8,171100,59
2.85,171100,59
2.85,177000,60
2.88,177000,60
2.9,177000,60
2.9,183000,61
2.95,183000,61
2.95,189100,62
3,189100,62
3,195300,63
3.05,195300,63
3.05,201600,64
3.1,201600,64
3.1,208000,65
3.12,208000,65
3.15,208000,65
3.15,214500,66
3.2,214500,66
3.2,221100,67
3.24,221100,67
3.25,221100,67
3.25,227800,68
3.3,227800,68
3.3,234600,69
3.35,234600,69
3.35,241500,70
3.36,241500,70
3.4,241500,70
3.4,248500,71
3.45,248500,71
3.45,255600,72
3.48,255600,72
3.5,255600,72
3.5,262800,73
3.55,262800,73
3.55,270100,74
3.6,270100,74
3.6,277500,75
3.65,277500,75
3.65,285000,76
3.7,285000,76
3.7,292600,77
3.72,292600,77
3.75,292600,77
3.75,300300,78
3.8,300300,78
3.8,308100,79
3.84,308100,79
3.85,308100,79
3.85,316000,80
3.9,316000,80
3.9,324000,81
3.95,324000,81
3.95,332100,82
3.96,332100,82
4,332100,82
4,340300,83
4,340300,83
4.05,340300,83
4.05,348600,84
4.08,348600,84
4.1,348600,84
4.1,357000,85
4.15,357000,85
4.15,365500,86
4.2,365500,86
4.2,374100,87
4.25,374100,87
4.25,382800,88
4.3,382800,88
4.3,391600,89
4.32,391600,89
4.35,391600,89
4.35,400500,90
4.4,400500,90
4.4,409500,91
4.44,409500,91
4.45,409500,91
4.45,418600,92
4.5,418600,92
4.5,427800,93
4.55,427800,93
4.55,437100,94
4.56,437100,94
4.6,437100,94
4.6,446500,95
4.65,446500,95
4.65,456000,96
4.68,456000,96
4.7,456000,96
4.7,465600,97
4.75,465600,97
4.75,475300,98
4.8,475300,98
4.8,485100,99
4.85,485100,99
4.85,495000,100
4.9,495000,100
4.9,505000,101
4.92,505000,101
4.95,505000,101
4.95,515100,102
5,515100,102
5,525300,103
5,525300,103
5.04,525300,103
5.05,525300,103
5.05,535600,104
5.1,535600,104
5.1,546000,105
5.15,546000,105
5.15,556500,106
5.16,556500,106
5.2,556500,106
5.2,567100,107
5.25,567100,107
5.25,577800,108
5.28,577800,108
5.3,577800,108
5.3,588600,109
5.35,588600,109
5.35,599500,110
5.4,599500,110
5.4,610500,111
5.45,610500,111
5.45,621600,112
5.5,621600,112
5.5,632800,113
5.52,632800,113
5.55,632800,113
5.55,644100,114
5.6,644100,114
5.6,655500,115
5.64,655500,115
5.65,655500,115
5.65,667000,116
5.7,667000,116
5.7,678600,117
5.75,678600,117
5.75,690300,118
5.76,690300,118
5.8,690300,118
5.8,702100,119
5.85,702100,119
5.85,714000,120
5.88,714000,120
5.9,714000,120
5.9,726000,121
5.95,726000,121
5.95,738100,122
6,738100,122
6,750300,123
6.05,750300,123
6.05,762600,124
6.1,762600,124
6.1,775000,125
6.12,775000,125
6.15,775000,125
6.15,787500,126
6.2,787500,126
6.2,800100,127
6.24,800100,127
6.25,800100,127
6.25,812800,128
6.3,812800,128
6.3,825600,129
6.35,825600,129
6.35,838500,130
6.36,838500,130
6.4,838500,130
6.4,851500,131
6.45,851500,131
6.45,864600,132
6.48,864600,132
6.5,864600,132
6.5,877800,133
6.55,877800,133
6.55,891100,134
6.6,891100,134
6.6,904500,135
6.65,904500,135
6.65,918000,136
6.7,918000,136
6.7,931600,137
6.72,931600,137
6.75,931600,137
6.75,945300,138
6.8,945300,138
6.8,959100,139
6.84,959100,139
6.85,959100,139
6.85,973000,140
6.9,973000,140
6.9,987000,141
6.95,987000,141
6.95,1.0011e+006,142
6.96,1.0011e+006,142
7,1.0011e+006,142
7,1.0153e+006,143
7,1.0153e+006,143
7.05,1.0153e+006,143
7.05,1.0296e+006,144
7.08,1.0296e+006,144
7.1,1.0296e+006,144
7.1,1.044e+006,145
7.15,1.044e+006,145
7.15,1.0585e+006,146
7.2,1.0585e+006,146
7.2,1.0731e+006,147
7.25,1.0731e+006,147
7.25,1.0878e+006,148
7.3,1.0878e+006,148
7.3,1.1026e+006,149
7.32,1.1026e+006,149
7.35,1.1026e+006,149
7.35,1.1175e+006,150
7.4,1.1175e+006,150
