    "time",      "y1",      "y2"
         0,         1,         0
       0.1,         1,         0
      0.11,         1,         3
       0.5,         1,         3
      0.51,         0,         3
       0.6,         0,         3
      0.61,         0,         0
         1,         0,         0
      1.01,         1,         0
       1.1,         1,         0
      1.11,         1,         3
       1.5,         1,         3
      1.51,         0,         3
       1.6,         0,         3
      1.61,         0,         0
         2,         0,         0
      2.01,         1,         0
       2.1,         1,         0
      2.11,         1,         3
       2.5,         1,         3
      2.51,         0,         3
       2.6,         0,         3
      2.61,         0,         0
         3,         0,         0
      3.01,         1,         0
       3.1,         1,         0
      3.11,         1,         3
       3.5,         1,         3
      3.51,         0,         3
       3.6,         0,         3
      3.61,         0,         0
         4,         0,         0
      4.01,         1,         0
       4.1,         1,         0
      4.11,         1,         3
       4.5,         1,         3
      4.51,         0,         3
       4.6,         0,         3
      4.61,         0,         0
        10,         0,         0
