"time","Output"
0.0000000000000000E+00,0.0000000000000000E+00
1.0000000000000002E-03,6.4168408073442713E-08
2.0000000000000005E-03,3.1052224177807825E-07
3.0999999999999986E-03,7.3325662537921657E-07
4.0999999999999977E-03,1.2216305186882408E-06
5.0000000000000001E-03,1.7284103716221324E-06
6.0000000000000027E-03,2.3495394295177560E-06
7.0000000000000053E-03,3.0146809671599514E-06
8.0000000000000071E-03,3.7066291625565429E-06
9.0000000000000011E-03,4.4089501556465904E-06
1.0099999999999994E-02,5.1751489706332369E-06
1.1099999999999988E-02,5.8506071692131156E-06
1.2099999999999982E-02,6.4927928683805557E-06
1.3099999999999976E-02,7.0903187535186953E-06
1.4099999999999970E-02,7.6331362949647531E-06
1.5099999999999964E-02,8.1125107418393916E-06
1.6099999999999958E-02,8.5209871718383140E-06
1.7099999999999952E-02,8.8523540814810011E-06
1.8099999999999946E-02,9.1016596523353710E-06
1.9099999999999940E-02,9.2727869740483655E-06
2.0099999999999934E-02,9.3854552272620860E-06
2.1099999999999928E-02,9.4528403093490360E-06
2.2099999999999922E-02,9.4764488534539306E-06
2.3099999999999916E-02,9.4482160480253070E-06
2.4099999999999910E-02,9.3545807632604236E-06
2.5099999999999904E-02,9.1819230284101446E-06
2.6099999999999898E-02,8.9257976954272925E-06
2.7099999999999892E-02,8.5865853503427837E-06
2.8099999999999885E-02,8.1649849888184650E-06
2.9099999999999879E-02,7.6624951965058005E-06
3.0099999999999873E-02,7.0818628724532710E-06
3.1099999999999867E-02,6.4273020657554895E-06
3.2099999999999893E-02,5.7045207046209504E-06
3.3099999999999921E-02,4.9206061064123821E-06
3.4099999999999950E-02,4.0838210677950345E-06
3.5099999999999978E-02,3.2033557500382019E-06
3.6000000000000004E-02,2.3817296581303438E-06
3.7000000000000033E-02,1.4457920952624604E-06
3.8000000000000062E-02,4.9575990473773807E-07
3.9000000000000090E-02,-4.5784616604004544E-07
4.0000000000000119E-02,-1.4046241478048235E-06
4.1000000000000147E-02,-2.3344206211799621E-06
4.2000000000000176E-02,-3.2374369733696201E-06
4.3000000000000205E-02,-4.1043169877213516E-06
4.4000000000000233E-02,-4.9262201054495474E-06
4.5000000000000262E-02,-5.6948838584310805E-06
4.6000000000000291E-02,-6.4026780579670415E-06
4.7000000000000319E-02,-7.0426524861470739E-06
4.8000000000000348E-02,-7.6085791442414984E-06
4.9000000000000377E-02,-8.0949895856620014E-06
5.0000000000000405E-02,-8.4972074899798571E-06
5.1000000000000434E-02,-8.8113763964874772E-06
5.2000000000000463E-02,-9.0367268003216625E-06
5.3000000000000491E-02,-9.1904987286939529E-06
5.4000000000000520E-02,-9.2926844009438786E-06
5.5000000000000548E-02,-9.3510834771277548E-06
5.6000000000000577E-02,-9.3618906369689816E-06
5.7000000000000606E-02,-9.3133151644788893E-06
5.8000000000000634E-02,-9.1903946125353075E-06
5.9000000000000663E-02,-8.9827479413945011E-06
6.0000000000000692E-02,-8.6897803662785675E-06
6.1000000000000720E-02,-8.3124390483457813E-06
6.2000000000000749E-02,-7.8521053413756578E-06
6.3000000000000778E-02,-7.3111635994223096E-06
6.4000000000000806E-02,-6.6933435714287991E-06
6.5000000000000835E-02,-6.0038431788373943E-06
6.6000000000000864E-02,-5.2492808371813435E-06
6.7000000000000892E-02,-4.4375316362443007E-06
6.8000000000000921E-02,-3.5774976570031284E-06
6.9000000000000949E-02,-2.6788531169102937E-06
7.0000000000000978E-02,-1.7517933030128976E-06
7.1000000000001007E-02,-8.0680499065073618E-07
7.2000000000001035E-02,1.4553319064770212E-07
7.3000000000001064E-02,1.0947186025243386E-06
7.4000000000001093E-02,2.0304629121270749E-06
7.5000000000001121E-02,2.9428051822026640E-06
7.6000000000001150E-02,3.8222046369541308E-06
7.7000000000001179E-02,4.6596176977569107E-06
7.8000000000001207E-02,5.4465631185630803E-06
7.9000000000001236E-02,6.1751781343270617E-06
8.0000000000001265E-02,6.8382676535348764E-06
8.1000000000001293E-02,7.4293477734741162E-06
8.2000000000001322E-02,7.9426843087717957E-06
8.3000000000001350E-02,8.3733265983263534E-06
8.4000000000001379E-02,8.7171365733135881E-06
8.5000000000001408E-02,8.9712429562995534E-06
8.6000000000001436E-02,9.1460898155479757E-06
8.7000000000001465E-02,9.2639178780350487E-06
8.8000000000001494E-02,9.3367723444925147E-06
8.9000000000001522E-02,9.3644140325037641E-06
9.0000000000001551E-02,9.3372053711939183E-06
9.1000000000001580E-02,9.2406851465871916E-06
9.2000000000001608E-02,9.0616274662872908E-06
9.3000000000001637E-02,8.7969833795644583E-06
9.4000000000001666E-02,8.4476339998870819E-06
9.5000000000001694E-02,8.0147450128290300E-06
9.6000000000001723E-02,7.5003165569558135E-06
9.7000000000001751E-02,6.9076064584473639E-06
9.8000000000001780E-02,6.2413213321995167E-06
9.9000000000001809E-02,5.5076197103203438E-06
1.0000000000000001E-01,4.7139810027453217E-06
