"time","qinj@expseu_","lca@PUMP01","x1@INJ01","q@INJ01","volume@INJ01","p1@PUMP01","pa@DVALV01","sacp@INJ01"
0,0,0,1.0000000000000001e-009,0,0,2.5,10,50
1e-005,-1.6379555575971585e-009,1.2744036125307218e-008,1.0000000000000001e-009,-9.8316791061198844e-009,-1.6379555575971584e-015,2.4992857085532982,9.935384922459944,49.999999986889449
2e-005,-3.2765566759229275e-009,2.9559294529896802e-008,1.0000000000000001e-009,-9.8316511699566062e-009,-3.2765566759229274e-015,2.5000541812906927,9.9360167413972249,49.999999986889485
3e-005,-4.9151579251966886e-009,5.1738663568940284e-008,1.0000000000000001e-009,-9.8315952976300564e-009,-4.9151579251966886e-015,2.5000954242019753,9.9746427191227447,49.999999986889556
4e-005,-6.5537592903372108e-009,8.0575031597609205e-008,1.0000000000000001e-009,-9.8316092657116939e-009,-6.5537592903372116e-015,2.4999865888426718,9.9616175538512444,49.999999986889542
5e-005,-8.1923607604191387e-009,1.1736128697107507e-007,1.0000000000000001e-009,-9.8316092657116939e-009,-8.1923607604191395e-015,2.5000183302953993,9.9398468057525005,49.999999986889542
6e-005,-9.830962318078527e-009,1.6339031804450909e-007,1.0000000000000001e-009,-9.8316092657116939e-009,-9.8309623180785268e-015,2.5001100882048441,9.9571538726982087,49.999999986889542
7e-005,-1.1469563949522489e-008,2.1995501317308272e-007,1.0000000000000001e-009,-9.8314416487320411e-009,-1.146956394952249e-014,2.5000443934525491,9.9674520292782613,49.999999986889762
8e-005,-1.3108165615503195e-008,2.8834826071196793e-007,1.0000000000000001e-009,-9.8316022816708743e-009,-1.3108165615503194e-014,2.5000282924964647,9.9531019507031626,49.999999986889549
9e-005,-1.4746767312776905e-008,3.6986294901633573e-007,1.0000000000000001e-009,-9.8316232337933313e-009,-1.4746767312776904e-014,2.5001218604646254,9.9523349756686343,49.99999998688952
0.0001,-1.6385368975447621e-008,4.6579196644135782e-007,1.0000000000000001e-009,-9.8326149675896135e-009,-1.6385368975447623e-014,2.5001581293810631,9.963456421360025,49.999999986888199
0.00011,-1.8023970707102641e-008,5.7742820134220575e-007,1.0000000000000001e-009,-9.8315883135892352e-009,-1.8023970707102642e-014,2.500127171045035,9.9610839290406741,49.99999998688957
0.00012,-1.9662572366346651e-008,7.0606454207405103e-007,1.0000000000000001e-009,-9.8315394253035066e-009,-1.966257236634665e-014,2.5002048082548978,9.9560733906592631,49.999999986889634
0.00013,-2.1301173974335245e-008,8.5299387699206632e-007,1.0000000000000001e-009,-9.8316162497525118e-009,-2.1301173974335245e-014,2.5003216354292497,9.9611932009149076,49.999999986889527
