"Time","temperatureSensor.port.T"
7.38,293.15
7.4,293.15
7.42,293.15
7.44,293.15
7.46,293.15
7.48,293.15
7.5,293.15
7.52,293.15
7.54,293.15
7.56,293.15
7.58,293.15
7.6,293.15
7.62,293.15
7.64,293.15
7.66,293.15
7.68,293.15
7.7,293.15
7.72,293.15
7.74,293.15
7.76,293.15
7.78,293.15
7.8,293.15
7.82,293.15
7.84,293.15
7.86,293.15
7.88,293.15
7.9,293.15
7.92,293.15
7.94,293.15
7.96,293.15
7.98,293.15
8,293.15
8.02,293.15
8.04,293.15
8.06,293.15
8.08,293.15
8.1,293.15
8.12,293.15
8.14,293.15
8.16,293.15
8.18,293.15
8.2,293.15
8.22,293.15
8.24,293.15
8.26,293.15
8.28,293.15
8.3,293.15
8.32,293.15
8.34,293.15
8.36,293.15
8.38,293.15
8.4,293.15
8.42,293.15
8.44,293.15
8.46,293.15
8.48,293.15
8.5,293.15
8.52,293.15
8.54,293.15
8.56,293.15
8.58,293.15
8.6,293.15
8.62,293.15
8.64,293.15
8.66,293.15
8.68,293.15
8.7,293.15
8.72,293.15
8.74,293.15
8.76,293.15
8.78,293.15
8.8,293.15
8.82,293.15
8.84,293.15
8.86,293.15
8.88,293.15
8.9,293.15
8.92,293.15
8.94,293.15
8.96,293.15
8.98,293.15
9,293.15
9.02,293.15
9.04,293.15
9.06,293.15
9.08,293.15
9.1,293.15
9.12,293.15
9.14,293.15
9.16,293.15
9.18,293.15
9.2,293.15
9.22,293.15
9.24,293.15
9.26,293.15
9.28,293.15
9.3,293.15
9.32,293.15
9.34,293.15
9.36,293.15
9.38,293.15
9.4,293.15
9.42,293.15
9.44,293.15
9.46,293.15
9.48,293.15
9.5,293.15
9.52,293.15
9.54,293.15
9.56,293.15
9.58,293.15
9.6,293.15
9.62,293.15
9.64,293.15
9.66,293.15
9.68,293.15
9.7,293.15
9.72,293.15
9.74,293.15
9.76,293.15
9.78,293.15
9.8,293.15
9.82,293.15
9.84,293.15
9.86,293.15
9.88,293.15
9.9,293.15
9.92,293.15
9.94,293.15
9.96,293.15
9.98,293.15
10,293.15
