    "time",    "J1_w",    "J2_w",    "J3_w",    "J4_w"
         0,        10,         0,         0,         0
     0.003, 9.9714123,0.029999952,4.0870085e-015,4.8073323e-015
     0.006, 9.9456345,0.059999524,3.8927195e-015,1.352981e-015
     0.009, 9.9226361,0.089998397,3.7053693e-015,-2.4706205e-015
     0.012, 9.9023498,0.11999608,3.5249581e-015,-7.7604651e-015
     0.015, 9.8846893,0.14999214,2.9976022e-015,-2.0732296e-014
     0.018, 9.8695476,0.17998617,4.2743586e-015,-3.7947331e-014
     0.021,  9.856794,0.20997772,3.1641356e-015,-6.0332928e-014
     0.024, 9.8462763,0.23996637,3.6082248e-015,-8.1583321e-014
     0.027, 9.8378219,0.26995171,2.7200464e-015,-1.0372422e-013
      0.03, 9.8312401, 0.2999333,4.052314e-015,-1.2320828e-013
     0.033, 9.8263247,0.32991072,4.3853809e-015,-1.434672e-013
     0.036, 9.8228542,0.35988354,5.4400928e-015,-1.5335666e-013
     0.039, 9.8205931,0.38985133,3.8857806e-015,-1.5881085e-013
     0.042, 9.8192949,0.41981368,3.2751579e-015,-1.5815072e-013
     0.045, 9.8187052,0.44977014,2.1649349e-015,-1.5734123e-013
     0.048, 9.8185635,0.47972031,2.553513e-015,-1.5591218e-013
     0.051,  9.818606,0.50966375,3.1086245e-015,-1.5550361e-013
     0.054, 9.8185667,0.53960003,1.6653345e-015,-1.5748806e-013
     0.057, 9.8181807,0.56952874,3.3306691e-015,-1.5606556e-013
      0.06, 9.8171861,0.59944944,4.3298698e-015,-1.5486657e-013
     0.063, 9.8153267,0.62936171,4.1078252e-015,-1.5474567e-013
     0.066,  9.812354,0.65926512,5.7731597e-015,-1.5293261e-013
     0.069, 9.8080296,0.68915926,7.9936058e-015,-1.5077806e-013
     0.072, 9.8021268,0.71904369,7.4384943e-015,-1.5143651e-013
     0.075, 9.7944332,  0.748918,7.7715612e-015,-1.5111813e-013
     0.078, 9.7847523,0.77878175,7.2164497e-015,-1.5161771e-013
     0.081, 9.7729055,0.80863452,7.2164497e-015,-1.5157597e-013
     0.084, 9.7587332,0.83847589,7.6605389e-015,-1.5114099e-013
     0.087, 9.7420969,0.86830543,8.8817842e-015,-1.4994921e-013
      0.09, 9.7228799,0.89812273,1.0547119e-014,-1.4829418e-013
     0.093, 9.7009886,0.92792734,1.1657342e-014,-1.4717215e-013
     0.096,  9.676353,0.95771886,1.2434498e-014,-1.4638295e-013
     0.099, 9.6489278,0.98749686,1.2878587e-014,-1.4593948e-013
     0.102, 9.6186927, 1.0172609,1.3544721e-014,-1.4528029e-013
     0.105, 9.5856522, 1.0470106,1.2212453e-014,-1.466154e-013
     0.108, 9.5498359, 1.0767455,1.0658141e-014,-1.4816706e-013
     0.111, 9.5112982, 1.1064652,1.0436096e-014,-1.4838254e-013
     0.114, 9.4701178, 1.1361692,7.9936058e-015,-1.5081598e-013
     0.117,  9.426397, 1.1658572,7.5495166e-015,-1.5124978e-013
      0.12, 9.3802608, 1.1955287,6.2172489e-015,-1.5257163e-013
     0.123, 9.3318557, 1.2251833,7.327472e-015,-1.5145113e-013
     0.126, 9.2813486, 1.2548206,6.2172489e-015,-1.5255084e-013
     0.129, 9.2289252, 1.2844402,5.7731597e-015,-1.5298385e-013
     0.132, 9.1747881, 1.3140416,5.3290705e-015,-1.5342194e-013
     0.135, 9.1191557, 1.3436244,5.1070259e-015,-1.5364288e-013
     0.138, 9.0622595, 1.3731881,4.4408921e-015,-1.5430963e-013
     0.141, 9.0043427, 1.4027325,4.2188475e-015,-1.5453196e-013
     0.144, 8.9456574,  1.432257,3.1086245e-015,-1.5564185e-013
     0.147, 8.8864631, 1.4617613,2.6645353e-015,-1.5608541e-013
      0.15, 8.8270238, 1.4912448,2.4424907e-015,-1.5630724e-013
     0.153, 8.7676057, 1.5207073,3.1086245e-015,-1.5564118e-013
     0.156, 8.7084751, 1.5501482,2.4424907e-015,-1.5630744e-013
     0.159, 8.6498958, 1.5795672,3.3306691e-015,-1.5541927e-013
     0.162, 8.5921271, 1.6089639,4.6629367e-015,-1.5408688e-013
     0.165, 8.5354212, 1.6383378,2.8865799e-015,-1.5586311e-013
     0.168, 8.4800213, 1.6676884,3.5527137e-015,-1.5519689e-013
     0.171, 8.4261588, 1.6970155,3.5527137e-015,-1.551968e-013
     0.174, 8.3740521, 1.7263185,3.3306691e-015,-1.5541882e-013
     0.177, 8.3239039, 1.7555971,3.3306691e-015,-1.5541872e-013
      0.18, 8.2758999, 1.7848508,4.4408921e-015,-1.5430839e-013
     0.183, 8.2302069, 1.8140793,5.5511151e-015,-1.5319807e-013
     0.186, 8.1869714,  1.843282,4.2188475e-015,-1.5453016e-013
     0.189, 8.1463186, 1.8724587,4.8849813e-015,-1.5386383e-013
     0.192, 8.1083506, 1.9016088,5.5511151e-015,-1.5319754e-013
     0.195,  8.073146,  1.930732,4.6629367e-015,-1.540857e-013
     0.198, 8.0407594, 1.9598278,4.6629367e-015,-1.5408579e-013
     0.201, 8.0112203, 1.9888959,3.9968029e-015,-1.5475202e-013
     0.204, 7.9845334, 2.0179358,4.8849813e-015,-1.5386381e-013
     0.207, 7.9606781, 2.0469471,5.7731597e-015,-1.5297557e-013
      0.21, 7.9396091, 2.0759294,5.7731597e-015,-1.5297562e-013
     0.213, 7.9212565, 2.1048823,4.8849813e-015,-1.538637e-013
     0.216, 7.9055269, 2.1338054,3.9968029e-015,-1.5475159e-013
     0.219, 7.8923033, 2.1626982,4.4408921e-015,-1.5430728e-013
     0.222, 7.8814472, 2.1915604,3.5527137e-015,-1.5519545e-013
     0.225, 7.8727991, 2.2203915,3.9968029e-015,-1.5475151e-013
