"time","LoadDiskRev","MotorDiskRev"
0.0,0.0,0.0
1.00000001e-01,1.34014655e-07,1.48034587e-05
2.00000003e-01,5.59348613e-03,1.04295596e-01
3.00000012e-01,1.07243843e-01,6.02582157e-01
4.00000006e-01,4.08364981e-01,1.65227532e+00
5.00000000e-01,8.24969411e-01,2.99364543e+00
6.00000024e-01,1.13557005e+00,4.00037193e+00
6.99999988e-01,1.18489599e+00,4.26137495e+00
8.00000012e-01,1.06546855e+00,4.05242348e+00
8.99999976e-01,9.88389969e-01,3.80174160e+00
1.00000000e+00,1.00507867e+00,3.78261495e+00
1.10000002e+00,1.03419971e+00,3.82453799e+00
1.20000005e+00,1.01708853e+00,3.83836317e+00
1.29999995e+00,1.01882720e+00,3.83832264e+00
1.39999998e+00,1.03370047e+00,3.83832836e+00
1.50000000e+00,1.01939845e+00,3.83832622e+00
1.60000002e+00,1.01747632e+00,3.83823538e+00
1.70000005e+00,1.03259671e+00,3.83821130e+00
1.79999995e+00,1.02153325e+00,3.83819103e+00
1.89999998e+00,1.01612079e+00,3.82943940e+00
2.00000000e+00,1.02644634e+00,3.82755280e+00
2.09999990e+00,1.02009273e+00,3.82751274e+00
2.20000005e+00,1.01522136e+00,3.81871486e+00
2.29999995e+00,1.02042055e+00,3.81638837e+00
2.40000010e+00,1.01772714e+00,3.81631756e+00
2.50000000e+00,1.01470375e+00,3.80954957e+00
2.59999990e+00,1.01561105e+00,3.80650830e+00
2.70000005e+00,1.01492834e+00,3.80527711e+00
2.79999995e+00,1.01358819e+00,3.80057144e+00
2.90000010e+00,1.01209211e+00,3.79500508e+00
3.00000000e+00,1.01049125e+00,3.78911829e+00
3.09999990e+00,1.00871158e+00,3.77506781e+00
3.20000005e+00,9.90255415e-01,3.62123775e+00
3.29999995e+00,8.70188117e-01,3.08551741e+00
3.40000010e+00,5.71286559e-01,2.03175807e+00
3.50000000e+00,1.67459384e-01,7.21929729e-01
3.59999990e+00,-1.35756478e-01,-2.61915147e-01
3.70000005e+00,-1.88307405e-01,-5.24790168e-01
3.79999995e+00,-7.37285167e-02,-3.30362022e-01
3.90000010e+00,2.29554484e-03,-8.17234442e-02
4.00000000e+00,-1.12795159e-02,-6.04302697e-02
4.09999990e+00,-3.97900157e-02,-9.13469270e-02
4.19999981e+00,-2.05738526e-02,-1.04483202e-01
4.30000019e+00,-2.25769784e-02,-1.04432397e-01
4.40000010e+00,-3.92458662e-02,-1.04436733e-01
4.50000000e+00,-2.31470540e-02,-1.04431883e-01
4.59999990e+00,-2.07958259e-02,-9.99814197e-02
4.69999981e+00,-3.59316431e-02,-9.98820439e-02
4.80000019e+00,-2.42593605e-02,-9.98544767e-02
4.90000010e+00,-1.88135207e-02,-8.60635266e-02
5.00000000e+00,-2.73505896e-02,-8.43067020e-02
5.09999990e+00,-2.17843764e-02,-8.08622167e-02
5.19999981e+00,-2.39374605e-03,8.19010735e-02
5.30000019e+00,1.15247913e-01,6.11384034e-01
5.40000010e+00,4.14137840e-01,1.66731739e+00
5.50000000e+00,8.20936799e-01,2.98398829e+00
5.59999990e+00,1.12697411e+00,3.97716880e+00
5.69999981e+00,1.18044806e+00,4.24371576e+00
5.80000019e+00,1.06541824e+00,4.05026722e+00
5.90000010e+00,9.89699721e-01,3.80253887e+00
6.00000000e+00,1.00437474e+00,3.78283620e+00
6.09999990e+00,1.03308809e+00,3.81865454e+00
6.19999981e+00,1.01528776e+00,3.83257127e+00
6.30000019e+00,1.01707089e+00,3.83253121e+00
6.40000010e+00,1.03258502e+00,3.83253956e+00
6.50000000e+00,1.01769185e+00,3.83254099e+00
6.59999990e+00,1.01566374e+00,3.83245993e+00
6.69999981e+00,1.03144991e+00,3.83243990e+00
6.80000019e+00,1.01992095e+00,3.83242464e+00
6.90000010e+00,1.01442409e+00,3.82565427e+00
7.00000000e+00,1.02642179e+00,3.82442808e+00
7.09999990e+00,1.01938760e+00,3.82439494e+00
7.19999981e+00,1.01362205e+00,3.81635571e+00
7.30000019e+00,1.02042592e+00,3.81340432e+00
7.40000010e+00,1.01702166e+00,3.81334853e+00
