"time","LoadDiskRev","MotorDiskRev"
7.50000000e+00,1.01323998e+00,3.80776644e+00
7.59999990e+00,1.01599288e+00,3.80444431e+00
7.69999981e+00,1.01450288e+00,3.80430746e+00
7.80000019e+00,1.01247895e+00,3.79796839e+00
7.90000010e+00,1.01213920e+00,3.79456782e+00
8.00000000e+00,1.01122344e+00,3.79120493e+00
8.10000038e+00,1.00940716e+00,3.77745867e+00
8.19999981e+00,9.90757942e-01,3.62314630e+00
8.30000019e+00,8.70459199e-01,3.08671880e+00
8.39999962e+00,5.71534991e-01,2.03278422e+00
8.50000000e+00,1.67783260e-01,7.23111033e-01
8.60000038e+00,-1.35389864e-01,-2.60657102e-01
8.69999981e+00,-1.88005045e-01,-5.23638129e-01
8.80000019e+00,-7.34867901e-02,-3.29464227e-01
8.89999962e+00,2.48383055e-03,-8.09741989e-02
9.00000000e+00,-1.11182034e-02,-5.97510636e-02
9.10000038e+00,-3.95839363e-02,-9.07018855e-02
9.19999981e+00,-2.04005651e-02,-1.03851587e-01
9.30000019e+00,-2.24486049e-02,-1.03800967e-01
9.39999962e+00,-3.90476175e-02,-1.03805348e-01
9.50000000e+00,-2.29661055e-02,-1.03800409e-01
9.60000038e+00,-2.06837803e-02,-9.97418538e-02
9.69999981e+00,-3.59339602e-02,-9.96603742e-02
9.80000019e+00,-2.41982918e-02,-9.96332094e-02
9.89999962e+00,-1.86752547e-02,-8.56645629e-02
1.00000000e+01,-2.72455439e-02,-8.38843733e-02
1.01000004e+01,-2.16903277e-02,-8.05061311e-02
1.01999998e+01,-2.32738815e-03,8.20992291e-02
1.03000002e+01,1.15242407e-01,6.11430109e-01
1.03999996e+01,4.14125055e-01,1.66730714e+00
1.05000000e+01,8.20956647e-01,2.98405147e+00
1.06000004e+01,1.12701726e+00,3.97730064e+00
1.06999998e+01,1.18048060e+00,4.24381876e+00
1.08000002e+01,1.06542623e+00,4.05031395e+00
1.08999996e+01,9.89706218e-01,3.80256295e+00
1.10000000e+01,1.00438535e+00,3.78286862e+00
1.11000004e+01,1.03309429e+00,3.81866813e+00
1.11999998e+01,1.01528800e+00,3.83259249e+00
1.13000002e+01,1.01708055e+00,3.83255267e+00
1.13999996e+01,1.03259242e+00,3.83256102e+00
1.15000000e+01,1.01769233e+00,3.83256245e+00
1.16000004e+01,1.01567245e+00,3.83248138e+00
1.16999998e+01,1.03145826e+00,3.83246160e+00
1.18000002e+01,1.01992178e+00,3.83244634e+00
1.18999996e+01,1.01443076e+00,3.82566810e+00
1.20000000e+01,1.02642727e+00,3.82444358e+00
1.21000004e+01,1.01938808e+00,3.82441044e+00
1.21999998e+01,1.01362991e+00,3.81639981e+00
1.23000002e+01,1.02044630e+00,3.81344891e+00
1.23999996e+01,1.01703036e+00,3.81339312e+00
1.25000000e+01,1.01324451e+00,3.80778575e+00
1.26000004e+01,1.01599789e+00,3.80445623e+00
