Time,y_00,y_01,y_02
0,0,0,0
0.002,0,0,0
0.002,0,1,2
0.004,0,1,2
0.006,0,1,2
0.008,0,1,2
0.01,0,1,2
0.012,0,1,2
0.012,0.00999933,1,2
0.014,0.00999933,1,2
0.016,0.00999933,1,2
0.018,0.00999933,1,2
0.02,0.00999933,1,2
0.022,0.00999933,1,2
0.022,0.0199947,1.0198,2
0.024,0.0199947,1.0198,2
0.026,0.0199947,1.0198,2
0.028,0.0199947,1.0198,2
0.03,0.0199947,1.0198,2
0.032,0.0199947,1.0198,2
0.032,0.029982,1.0198,2
0.034,0.029982,1.0198,2
0.036,0.029982,1.0198,2
0.038,0.029982,1.0198,2
0.04,0.029982,1.0198,2
0.042,0.029982,1.0198,2
0.042,0.0399573,1.03919,2.03419
0.044,0.0399573,1.03919,2.03419
0.046,0.0399573,1.03919,2.03419
0.048,0.0399573,1.03919,2.03419
0.05,0.0399573,1.03919,2.03419
0.052,0.0399573,1.03919,2.03419
0.052,0.0499167,1.03919,2.03419
0.054,0.0499167,1.03919,2.03419
0.056,0.0499167,1.03919,2.03419
0.058,0.0499167,1.03919,2.03419
0.06,0.0499167,1.03919,2.03419
0.062,0.0499167,1.03919,2.03419
0.062,0.0598561,1.05816,2.03419
0.064,0.0598561,1.05816,2.03419
0.066,0.0598561,1.05816,2.03419
0.068,0.0598561,1.05816,2.03419
0.07,0.0598561,1.05816,2.03419
0.072,0.0598561,1.05816,2.03419
0.072,0.0697716,1.05816,2.03419
0.074,0.0697716,1.05816,2.03419
0.076,0.0697716,1.05816,2.03419
0.078,0.0697716,1.05816,2.03419
0.08,0.0697716,1.05816,2.03419
0.082,0.0697716,1.05816,2.03419
0.082,0.0796591,1.07672,2.05678
0.084,0.0796591,1.07672,2.05678
0.086,0.0796591,1.07672,2.05678
0.088,0.0796591,1.07672,2.05678
0.09,0.0796591,1.07672,2.05678
0.092,0.0796591,1.07672,2.05678
0.092,0.0895148,1.07672,2.05678
0.094,0.0895148,1.07672,2.05678
0.096,0.0895148,1.07672,2.05678
0.098,0.0895148,1.07672,2.05678
0.1,0.0895148,1.07672,2.05678
0.102,0.0895148,1.07672,2.05678
0.102,0.0993347,1.09484,2.05678
0.104,0.0993347,1.09484,2.05678
0.106,0.0993347,1.09484,2.05678
0.108,0.0993347,1.09484,2.05678
0.11,0.0993347,1.09484,2.05678
0.112,0.0993347,1.09484,2.05678
0.112,0.109115,1.09484,2.05678
0.114,0.109115,1.09484,2.05678
0.116,0.109115,1.09484,2.05678
0.118,0.109115,1.09484,2.05678
0.12,0.109115,1.09484,2.05678
0.122,0.109115,1.09484,2.05678
0.122,0.118851,1.11252,2.06786
0.124,0.118851,1.11252,2.06786
0.126,0.118851,1.11252,2.06786
0.128,0.118851,1.11252,2.06786
0.13,0.118851,1.11252,2.06786
0.132,0.118851,1.11252,2.06786
0.132,0.12854,1.11252,2.06786
0.134,0.12854,1.11252,2.06786
0.136,0.12854,1.11252,2.06786
0.138,0.12854,1.11252,2.06786
0.14,0.12854,1.11252,2.06786
0.142,0.12854,1.11252,2.06786
0.142,0.138178,1.12976,2.06786
0.144,0.138178,1.12976,2.06786
0.146,0.138178,1.12976,2.06786
0.148,0.138178,1.12976,2.06786
0.15,0.138178,1.12976,2.06786
0.152,0.138178,1.12976,2.06786
0.152,0.14776,1.12976,2.06786
0.154,0.14776,1.12976,2.06786
0.156,0.14776,1.12976,2.06786
0.158,0.14776,1.12976,2.06786
0.16,0.14776,1.12976,2.06786
0.162,0.14776,1.12976,2.06786
0.162,0.157283,1.14655,2.06761
0.164,0.157283,1.14655,2.06761
0.166,0.157283,1.14655,2.06761
0.168,0.157283,1.14655,2.06761
0.17,0.157283,1.14655,2.06761
0.172,0.157283,1.14655,2.06761
0.172,0.166744,1.14655,2.06761
0.174,0.166744,1.14655,2.06761
0.176,0.166744,1.14655,2.06761
0.178,0.166744,1.14655,2.06761
0.18,0.166744,1.14655,2.06761
0.182,0.166744,1.14655,2.06761
0.182,0.176137,1.16287,2.06761
0.184,0.176137,1.16287,2.06761
0.186,0.176137,1.16287,2.06761
0.188,0.176137,1.16287,2.06761
0.19,0.176137,1.16287,2.06761
0.192,0.176137,1.16287,2.06761
0.192,0.18546,1.16287,2.06761
0.194,0.18546,1.16287,2.06761
0.196,0.18546,1.16287,2.06761
0.198,0.18546,1.16287,2.06761
0.2,0.18546,1.16287,2.06761
0.202,0.18546,1.16287,2.06761
0.202,0.194709,1.17874,2.05632
0.204,0.194709,1.17874,2.05632
0.206,0.194709,1.17874,2.05632
0.208,0.194709,1.17874,2.05632
0.21,0.194709,1.17874,2.05632
0.212,0.194709,1.17874,2.05632
0.212,0.20388,1.17874,2.05632
0.214,0.20388,1.17874,2.05632
0.216,0.20388,1.17874,2.05632
0.218,0.20388,1.17874,2.05632
0.22,0.20388,1.17874,2.05632
0.222,0.20388,1.17874,2.05632
0.222,0.21297,1.19413,2.05632
0.224,0.21297,1.19413,2.05632
0.226,0.21297,1.19413,2.05632
0.228,0.21297,1.19413,2.05632
0.23,0.21297,1.19413,2.05632
0.232,0.21297,1.19413,2.05632
0.232,0.221974,1.19413,2.05632
0.234,0.221974,1.19413,2.05632
0.236,0.221974,1.19413,2.05632
0.238,0.221974,1.19413,2.05632
0.24,0.221974,1.19413,2.05632
0.242,0.221974,1.19413,2.05632
0.242,0.23089,1.20904,2.03438
