"Time","onOffController.reference","temperatureSensor.T"
1.380000000000000E+00,2.500000000000000E+01,2.556468999727300E+01
1.390000000000000E+00,2.500000000000000E+01,2.555913086742700E+01
1.400000000000000E+00,2.500000000000000E+01,2.555357729115800E+01
1.410000000000000E+00,2.500000000000000E+01,2.554802926291700E+01
1.420000000000000E+00,2.500000000000000E+01,2.554248677716100E+01
1.430000000000000E+00,2.500000000000000E+01,2.553694982835400E+01
1.440000000000000E+00,2.500000000000000E+01,2.553141841096500E+01
1.450000000000000E+00,2.500000000000000E+01,2.552589251946700E+01
1.460000000000000E+00,2.500000000000000E+01,2.552037214834000E+01
1.470000000000000E+00,2.500000000000000E+01,2.551485729206900E+01
1.480000000000000E+00,2.500000000000000E+01,2.550934794514500E+01
1.490000000000000E+00,2.500000000000000E+01,2.550384410206500E+01
1.500000000000000E+00,2.500000000000000E+01,2.549834575732900E+01
1.510000000000000E+00,2.500000000000000E+01,2.549285290544400E+01
1.520000000000000E+00,2.500000000000000E+01,2.548736554092500E+01
1.530000000000000E+00,2.500000000000000E+01,2.548188365828800E+01
1.540000000000000E+00,2.500000000000000E+01,2.547640725205700E+01
1.550000000000000E+00,2.500000000000000E+01,2.547093631676100E+01
1.560000000000000E+00,2.500000000000000E+01,2.546547084693600E+01
1.570000000000000E+00,2.500000000000000E+01,2.546001083712000E+01
1.580000000000000E+00,2.500000000000000E+01,2.545455628185900E+01
1.590000000000000E+00,2.500000000000000E+01,2.544910717570500E+01
1.600000000000000E+00,2.500000000000000E+01,2.544366351321300E+01
1.610000000000000E+00,2.500000000000000E+01,2.543822528894500E+01
1.620000000000000E+00,2.500000000000000E+01,2.543279249746800E+01
1.630000000000000E+00,2.500000000000000E+01,2.542736513335600E+01
1.640000000000000E+00,2.500000000000000E+01,2.542194319118600E+01
1.650000000000000E+00,2.500000000000000E+01,2.541652666554100E+01
1.660000000000000E+00,2.500000000000000E+01,2.541111555101100E+01
1.670000000000000E+00,2.500000000000000E+01,2.540570984219000E+01
1.680000000000000E+00,2.500000000000000E+01,2.540030953367800E+01
1.690000000000000E+00,2.500000000000000E+01,2.539491462007800E+01
1.700000000000000E+00,2.500000000000000E+01,2.538952509600300E+01
1.710000000000000E+00,2.500000000000000E+01,2.538414095606800E+01
1.720000000000000E+00,2.500000000000000E+01,2.537876219489400E+01
1.730000000000000E+00,2.500000000000000E+01,2.537338880710800E+01
1.740000000000000E+00,2.500000000000000E+01,2.536802078734100E+01
1.750000000000000E+00,2.500000000000000E+01,2.536265813023200E+01
1.760000000000000E+00,2.500000000000000E+01,2.535730083042200E+01
1.770000000000000E+00,2.500000000000000E+01,2.535194888256100E+01
1.780000000000000E+00,2.500000000000000E+01,2.534660228130000E+01
1.790000000000000E+00,2.500000000000000E+01,2.534126102129900E+01
1.800000000000000E+00,2.500000000000000E+01,2.533592509722300E+01
1.810000000000000E+00,2.500000000000000E+01,2.533059450374000E+01
1.820000000000000E+00,2.500000000000000E+01,2.532526923552500E+01
1.830000000000000E+00,2.500000000000000E+01,2.531994928725900E+01
1.840000000000000E+00,2.500000000000000E+01,2.531463465362500E+01
1.850000000000000E+00,2.500000000000000E+01,2.530932532931700E+01
1.860000000000000E+00,2.500000000000000E+01,2.530402130902800E+01
1.870000000000000E+00,2.500000000000000E+01,2.529872258746100E+01
1.880000000000000E+00,2.500000000000000E+01,2.529342915932300E+01
1.890000000000000E+00,2.500000000000000E+01,2.528814101932400E+01
1.900000000000000E+00,2.500000000000000E+01,2.528285816218200E+01
1.910000000000000E+00,2.500000000000000E+01,2.527758058262000E+01
1.920000000000000E+00,2.500000000000000E+01,2.527230827536500E+01
1.930000000000000E+00,2.500000000000000E+01,2.526704123515000E+01
1.940000000000000E+00,2.500000000000000E+01,2.526177945671400E+01
1.950000000000000E+00,2.500000000000000E+01,2.525652293480000E+01
1.960000000000000E+00,2.500000000000000E+01,2.525127166415600E+01
1.970000000000000E+00,2.500000000000000E+01,2.524602563953700E+01
1.980000000000000E+00,2.500000000000000E+01,2.524078485570100E+01
1.990000000000000E+00,2.500000000000000E+01,2.523554930741400E+01
2.000000000000000E+00,2.500000000000000E+01,2.523031898944500E+01
2.010000000000000E+00,2.504166666670000E+01,2.522509389656900E+01
2.020000000000000E+00,2.508333333330000E+01,2.521987402356600E+01
2.030000000000000E+00,2.512500000000000E+01,2.521465936522100E+01
2.040000000000000E+00,2.516666666670000E+01,2.520944991632500E+01
2.050000000000000E+00,2.520833333330000E+01,2.520424567167300E+01
2.060000000000000E+00,2.525000000000000E+01,2.519904662606700E+01
2.070000000000000E+00,2.529166666670000E+01,2.519385277431300E+01
2.080000000000000E+00,2.533333333330000E+01,2.518866411122200E+01
2.090000000000000E+00,2.537500000000000E+01,2.518348063161100E+01
2.100000000000000E+00,2.541666666670000E+01,2.517830233030000E+01
2.110000000000000E+00,2.545833333330000E+01,2.517312920211800E+01
2.120000000000000E+00,2.550000000000000E+01,2.516796124189600E+01
2.130000000000000E+00,2.554166666670000E+01,2.516279844447200E+01
2.140000000000000E+00,2.558333333330000E+01,2.515764080468700E+01
2.150000000000000E+00,2.562500000000000E+01,2.515248831739000E+01
2.160000000000000E+00,2.566666666670000E+01,2.514734097743200E+01
2.170000000000000E+00,2.570833333330000E+01,2.514219877967300E+01
2.180000000000000E+00,2.575000000000000E+01,2.513706171897400E+01
2.190000000000000E+00,2.579166666670000E+01,2.513192979020300E+01
2.200000000000000E+00,2.583333333330000E+01,2.512680298823500E+01
2.210000000000000E+00,2.587500000000000E+01,2.512168130794700E+01
2.220000000000000E+00,2.591666666670000E+01,2.511656474422300E+01
2.230000000000000E+00,2.595833333330000E+01,2.511145329195100E+01
2.240000000000000E+00,2.600000000000000E+01,2.510634694602400E+01
2.250000000000000E+00,2.604166666670000E+01,2.510124570134300E+01
2.260000000000000E+00,2.608333333330000E+01,2.509614955281000E+01
2.270000000000000E+00,2.612500000000000E+01,2.509105849533400E+01
2.280000000000000E+00,2.616666666670000E+01,2.518388202937100E+01
2.290000000000000E+00,2.620833333330000E+01,2.527657796283700E+01
2.300000000000000E+00,2.625000000000000E+01,2.536914649589200E+01
2.310000000000000E+00,2.629166666670000E+01,2.546158782830200E+01
2.320000000000000E+00,2.633333333330000E+01,2.555390215945300E+01
2.330000000000000E+00,2.637500000000000E+01,2.564608968830400E+01
2.340000000000000E+00,2.641666666670000E+01,2.573815061343700E+01
2.350000000000000E+00,2.645833333330000E+01,2.583008513300300E+01
2.360000000000000E+00,2.650000000000000E+01,2.592189344478100E+01
2.370000000000000E+00,2.654166666670000E+01,2.601357574613700E+01
2.380000000000000E+00,2.658333333330000E+01,2.610513223406300E+01
2.390000000000000E+00,2.662500000000000E+01,2.619656310512300E+01
2.400000000000000E+00,2.666666666670000E+01,2.628786855552600E+01
2.410000000000000E+00,2.670833333330000E+01,2.637904878107200E+01
2.420000000000000E+00,2.675000000000000E+01,2.647010397715100E+01
2.430000000000000E+00,2.679166666670000E+01,2.656103433879900E+01
2.440000000000000E+00,2.683333333330000E+01,2.665184006064500E+01
2.450000000000000E+00,2.687500000000000E+01,2.674252133691000E+01
2.460000000000000E+00,2.691666666670000E+01,2.683307836147800E+01
2.470000000000000E+00,2.695833333330000E+01,2.692351132779200E+01
2.480000000000000E+00,2.700000000000000E+01,2.701382042894200E+01
2.490000000000000E+00,2.704166666670000E+01,2.710400585764800E+01
2.500000000000000E+00,2.708333333330000E+01,2.719406780620500E+01
2.510000000000000E+00,2.712500000000000E+01,2.728400646657600E+01
2.520000000000000E+00,2.716666666670000E+01,2.737382203030000E+01
2.530000000000000E+00,2.720833333330000E+01,2.746351468856600E+01
2.540000000000000E+00,2.725000000000000E+01,2.755308463215900E+01
2.550000000000000E+00,2.729166666670000E+01,2.764253205151200E+01
2.560000000000000E+00,2.733333333330000E+01,2.773185713667600E+01
2.570000000000000E+00,2.737500000000000E+01,2.782106007733100E+01
2.580000000000000E+00,2.741666666670000E+01,2.791014106275700E+01
2.590000000000000E+00,2.745833333330000E+01,2.799910028190100E+01
2.600000000000000E+00,2.750000000000000E+01,2.808793792331000E+01
2.610000000000000E+00,2.754166666670000E+01,2.817665417516500E+01
2.620000000000000E+00,2.758333333330000E+01,2.826524922528100E+01
2.630000000000000E+00,2.762500000000000E+01,2.835372326110700E+01
2.640000000000000E+00,2.766666666670000E+01,2.844207646973000E+01
2.650000000000000E+00,2.770833333330000E+01,2.853030903783300E+01
2.660000000000000E+00,2.775000000000000E+01,2.861842115179400E+01
2.670000000000000E+00,2.779166666670000E+01,2.870641299758600E+01
2.680000000000000E+00,2.783333333330000E+01,2.879140473133500E+01
2.690000000000000E+00,2.787500000000000E+01,2.878261863654100E+01
2.700000000000000E+00,2.791666666670000E+01,2.877384046885800E+01
2.710000000000000E+00,2.795833333330000E+01,2.876507103173000E+01
2.720000000000000E+00,2.800000000000000E+01,2.875631034647900E+01
2.730000000000000E+00,2.804166666670000E+01,2.874755841314300E+01
2.740000000000000E+00,2.808333333330000E+01,2.873881522590300E+01
2.750000000000000E+00,2.812500000000000E+01,2.873008077699500E+01
2.760000000000000E+00,2.816666666670000E+01,2.872135505800900E+01
2.770000000000000E+00,2.820833333330000E+01,2.871263806033000E+01
2.780000000000000E+00,2.825000000000000E+01,2.870392977527600E+01
2.790000000000000E+00,2.829166666670000E+01,2.869523019415100E+01
2.800000000000000E+00,2.833333333330000E+01,2.868653930825900E+01
2.810000000000000E+00,2.837500000000000E+01,2.867785710891200E+01
2.820000000000000E+00,2.841666666670000E+01,2.866918358742800E+01
2.830000000000000E+00,2.845833333330000E+01,2.866051873513200E+01
2.840000000000000E+00,2.850000000000000E+01,2.865186254336000E+01
2.850000000000000E+00,2.854166666670000E+01,2.864321500345600E+01
2.860000000000000E+00,2.858333333330000E+01,2.863457610677300E+01
2.870000000000000E+00,2.862500000000000E+01,2.862594584467100E+01
2.880000000000000E+00,2.866666666670000E+01,2.861732420852100E+01
2.890000000000000E+00,2.870833333330000E+01,2.860871118970000E+01
2.900000000000000E+00,2.875000000000000E+01,2.860010677959500E+01
2.910000000000000E+00,2.879166666670000E+01,2.859151096960300E+01
2.920000000000000E+00,2.883333333330000E+01,2.858292375112700E+01
2.930000000000000E+00,2.887500000000000E+01,2.857434511558000E+01
2.940000000000000E+00,2.891666666670000E+01,2.856577505438400E+01
2.950000000000000E+00,2.895833333330000E+01,2.855721355896800E+01
2.960000000000000E+00,2.900000000000000E+01,2.854866062077100E+01
2.970000000000000E+00,2.904166666670000E+01,2.854011623124000E+01
2.980000000000000E+00,2.908333333330000E+01,2.853158038183100E+01
2.990000000000000E+00,2.912500000000000E+01,2.852305306400700E+01
3.000000000000000E+00,2.916666666670000E+01,2.851453426924200E+01
3.010000000000000E+00,2.920833333330000E+01,2.850602398901700E+01
3.020000000000000E+00,2.925000000000000E+01,2.849752221482000E+01
3.030000000000000E+00,2.929166666670000E+01,2.848902893815100E+01
3.040000000000000E+00,2.933333333330000E+01,2.848054415051700E+01
3.050000000000000E+00,2.937500000000000E+01,2.847206784343200E+01
3.060000000000000E+00,2.941666666670000E+01,2.846360000842000E+01
3.070000000000000E+00,2.945833333330000E+01,2.845514063701300E+01
3.080000000000000E+00,2.950000000000000E+01,2.854335536771600E+01
3.090000000000000E+00,2.954166666670000E+01,2.863144967182200E+01
3.100000000000000E+00,2.958333333330000E+01,2.871942373524200E+01
3.110000000000000E+00,2.962500000000000E+01,2.880727774354400E+01
3.120000000000000E+00,2.966666666670000E+01,2.889501188193200E+01
3.130000000000000E+00,2.970833333330000E+01,2.898262633524800E+01
3.140000000000000E+00,2.975000000000000E+01,2.907012128797200E+01
3.150000000000000E+00,2.979166666670000E+01,2.915749692423900E+01
3.160000000000000E+00,2.983333333330000E+01,2.924475342778800E+01
3.170000000000000E+00,2.987500000000000E+01,2.933189098203200E+01
3.180000000000000E+00,2.991666666670000E+01,2.941890977002400E+01
3.190000000000000E+00,2.995833333330000E+01,2.950580997445700E+01
3.200000000000000E+00,3.000000000000000E+01,2.959259177766200E+01
3.210000000000000E+00,3.004166666670000E+01,2.967925536163000E+01
3.220000000000000E+00,3.008333333330000E+01,2.976580090799300E+01
3.230000000000000E+00,3.012500000000000E+01,2.985222859803900E+01
3.240000000000000E+00,3.016666666670000E+01,2.993853861268400E+01
3.250000000000000E+00,3.020833333330000E+01,3.002473113251700E+01
3.260000000000000E+00,3.025000000000000E+01,3.011080633777200E+01
3.270000000000000E+00,3.029166666670000E+01,3.019676440832500E+01
3.280000000000000E+00,3.033333333330000E+01,3.028260552371100E+01
3.290000000000000E+00,3.037500000000000E+01,3.036832986312900E+01
3.300000000000000E+00,3.041666666670000E+01,3.045393760541800E+01
3.310000000000000E+00,3.045833333330000E+01,3.053942892908100E+01
3.320000000000000E+00,3.050000000000000E+01,3.062480401228200E+01
3.330000000000000E+00,3.054166666670000E+01,3.071006303284700E+01
3.340000000000000E+00,3.058333333330000E+01,3.079520616823100E+01
3.350000000000000E+00,3.062500000000000E+01,3.088023359558600E+01
3.360000000000000E+00,3.066666666670000E+01,3.096514549169100E+01
3.370000000000000E+00,3.070833333330000E+01,3.104994203300800E+01
3.380000000000000E+00,3.075000000000000E+01,3.113462339566300E+01
3.390000000000000E+00,3.079166666670000E+01,3.121918975542800E+01
3.400000000000000E+00,3.083333333330000E+01,3.130364128775600E+01
3.410000000000000E+00,3.087500000000000E+01,3.138797816776800E+01
3.420000000000000E+00,3.091666666670000E+01,3.147220057023000E+01
3.430000000000000E+00,3.095833333330000E+01,3.155630866957600E+01
3.440000000000000E+00,3.100000000000000E+01,3.164030263994000E+01
3.450000000000000E+00,3.104166666670000E+01,3.172418265508600E+01
3.460000000000000E+00,3.108333333330000E+01,3.180794888846500E+01
3.470000000000000E+00,3.112500000000000E+01,3.189160151321100E+01
3.480000000000000E+00,3.116666666670000E+01,3.197514070210700E+01
3.490000000000000E+00,3.120833333330000E+01,3.205856662760500E+01
3.500000000000000E+00,3.125000000000000E+01,3.214187946186100E+01
3.510000000000000E+00,3.129166666670000E+01,3.222507937668000E+01
3.520000000000000E+00,3.133333333330000E+01,3.228922620917500E+01
3.530000000000000E+00,3.137500000000000E+01,3.227694917460700E+01
3.540000000000000E+00,3.141666666670000E+01,3.226468217448600E+01
3.550000000000000E+00,3.145833333330000E+01,3.225242829357500E+01
3.560000000000000E+00,3.150000000000000E+01,3.224018648346100E+01
3.570000000000000E+00,3.154166666670000E+01,3.222795688410700E+01
3.580000000000000E+00,3.158333333330000E+01,3.221573950135000E+01
3.590000000000000E+00,3.162500000000000E+01,3.220353432512400E+01
3.600000000000000E+00,3.166666666670000E+01,3.219134134348700E+01
3.610000000000000E+00,3.170833333330000E+01,3.217916054428500E+01
3.620000000000000E+00,3.175000000000000E+01,3.216699191535000E+01
3.630000000000000E+00,3.179166666670000E+01,3.215483544452200E+01
3.640000000000000E+00,3.183333333330000E+01,3.214269111965400E+01
3.650000000000000E+00,3.187500000000000E+01,3.213055892861000E+01
3.660000000000000E+00,3.191666666670000E+01,3.211843885926800E+01
3.670000000000000E+00,3.195833333330000E+01,3.210633089951500E+01
3.680000000000000E+00,3.200000000000000E+01,3.209423503725300E+01
3.690000000000000E+00,3.204166666670000E+01,3.208215126039500E+01
3.700000000000000E+00,3.208333333330000E+01,3.207007955686500E+01
3.710000000000000E+00,3.212500000000000E+01,3.205801991460100E+01
3.720000000000000E+00,3.216666666670000E+01,3.204597232155200E+01
3.730000000000000E+00,3.220833333330000E+01,3.203393676567900E+01
3.740000000000000E+00,3.225000000000000E+01,3.202191485187400E+01
3.750000000000000E+00,3.229166666670000E+01,3.200990494797300E+01
3.760000000000000E+00,3.233333333330000E+01,3.199790704197800E+01
3.770000000000000E+00,3.237500000000000E+01,3.198592112190300E+01
3.780000000000000E+00,3.241666666670000E+01,3.197394717577400E+01
3.790000000000000E+00,3.245833333330000E+01,3.196198519162900E+01
3.800000000000000E+00,3.250000000000000E+01,3.195003515751800E+01
3.810000000000000E+00,3.254166666670000E+01,3.193809706150300E+01
3.820000000000000E+00,3.258333333330000E+01,3.192617089165800E+01
3.830000000000000E+00,3.262500000000000E+01,3.191425663606900E+01
3.840000000000000E+00,3.266666666670000E+01,3.190235428283200E+01
3.850000000000000E+00,3.270833333330000E+01,3.189046382005900E+01
3.860000000000000E+00,3.275000000000000E+01,3.187858523586900E+01
3.870000000000000E+00,3.279166666670000E+01,3.186671851839700E+01
3.880000000000000E+00,3.283333333330000E+01,3.185486365578800E+01
3.890000000000000E+00,3.287500000000000E+01,3.184302063619800E+01
3.900000000000000E+00,3.291666666670000E+01,3.192662569926300E+01
3.910000000000000E+00,3.295833333330000E+01,3.201011739878600E+01
3.920000000000000E+00,3.300000000000000E+01,3.209349590710900E+01
3.930000000000000E+00,3.304166666670000E+01,3.217676139622800E+01
3.940000000000000E+00,3.308333333330000E+01,3.225991403782300E+01
3.950000000000000E+00,3.312500000000000E+01,3.234295400322400E+01
3.960000000000000E+00,3.316666666670000E+01,3.242588146346900E+01
3.970000000000000E+00,3.320833333330000E+01,3.250869658926300E+01
3.980000000000000E+00,3.325000000000000E+01,3.259139955098100E+01
3.990000000000000E+00,3.329166666670000E+01,3.267399051868600E+01
4.000000000000000E+00,3.333333333330000E+01,3.275646966209400E+01
4.010000000000000E+00,3.337500000000000E+01,3.283883715064500E+01
4.020000000000000E+00,3.341666666670000E+01,3.292113028170200E+01
4.030000000000000E+00,3.345833333330000E+01,3.300332437083100E+01
4.040000000000000E+00,3.350000000000000E+01,3.308541129869000E+01
4.050000000000000E+00,3.354166666670000E+01,3.316738846986800E+01
4.060000000000000E+00,3.358333333330000E+01,3.324925513087400E+01
4.070000000000000E+00,3.362500000000000E+01,3.333101114224200E+01
4.080000000000000E+00,3.366666666670000E+01,3.341265656906700E+01
4.090000000000000E+00,3.370833333330000E+01,3.349419154445700E+01
4.100000000000000E+00,3.375000000000000E+01,3.357561622397000E+01
4.110000000000000E+00,3.379166666670000E+01,3.365693077046000E+01
4.120000000000000E+00,3.383333333330000E+01,3.373813534900600E+01
4.130000000000000E+00,3.387500000000000E+01,3.381923012521000E+01
4.140000000000000E+00,3.391666666670000E+01,3.390021526466900E+01
4.150000000000000E+00,3.395833333330000E+01,3.398109093273400E+01
4.160000000000000E+00,3.400000000000000E+01,3.406185729449700E+01
4.170000000000000E+00,3.404166666670000E+01,3.414251451474300E+01
4.180000000000000E+00,3.408333333330000E+01,3.422306275796600E+01
4.190000000000000E+00,3.412500000000000E+01,3.430350218834600E+01
4.200000000000000E+00,3.416666666670000E+01,3.438383296976300E+01
4.210000000000000E+00,3.420833333330000E+01,3.446405526578500E+01
