"time","Out1","Out2[1]","Out2[2]","Out3","Out4","Out5"
0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
1.0000000000000000E-03,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
2.0000000000000000E-03,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
3.0000000000000001E-03,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
4.0000000000000001E-03,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
5.0000000000000001E-03,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
6.0000000000000001E-03,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
7.0000000000000001E-03,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
8.0000000000000002E-03,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
8.9999999999999993E-03,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00
1.0000000000000000E-02,4.9999618056500002E-05,1.6666597222300000E-07,4.9999618056500002E-05,1.0049999618200000E-02,4.9832952084300003E-05,4.9666286112099997E-05
1.0999999999999999E-02,4.9999618056500002E-05,1.6666597222300000E-07,4.9999618056500002E-05,1.0049999618200000E-02,4.9832952084300003E-05,4.9666286112099997E-05
1.2000000000000000E-02,4.9999618056500002E-05,1.6666597222300000E-07,4.9999618056500002E-05,1.0049999618200000E-02,4.9832952084300003E-05,4.9666286112099997E-05
1.2999999999999999E-02,4.9999618056500002E-05,1.6666597222300000E-07,4.9999618056500002E-05,1.0049999618200000E-02,4.9832952084300003E-05,4.9666286112099997E-05
1.4000000000000000E-02,4.9999618056500002E-05,1.6666597222300000E-07,4.9999618056500002E-05,1.0049999618200000E-02,4.9832952084300003E-05,4.9666286112099997E-05
