"time","yRising","yFalling","yEither"
0,0,0,0
0.0502513,0,0,0
0.100503,0,0,0
0.150754,0,0,0
0.201005,0,0,0
0.251256,0,0,0
0.301508,0,0,0
0.351759,0,0,0
0.40201,0,0,0
0.452261,0,0,0
0.5,-0.756802,0,-0.756802
0.5,-0.756802,0,-0.756802
0.550251,-0.756802,0,-0.756802
0.600503,-0.756802,0,-0.756802
0.650754,-0.756802,0,-0.756802
0.701005,-0.756802,0,-0.756802
0.751256,-0.756802,0,-0.756802
0.801508,-0.756802,0,-0.756802
0.851759,-0.756802,0,-0.756802
0.90201,-0.756802,0,-0.756802
0.952261,-0.756802,0,-0.756802
1,-0.756802,0.989358,0.989358
1,-0.756802,0.989358,0.989358
1,-0.756802,0.989358,0.989358
1,-0.756802,0.989358,0.989358
1.05025,-0.756802,0.989358,0.989358
1.1005,-0.756802,0.989358,0.989358
1.15075,-0.756802,0.989358,0.989358
1.20101,-0.756802,0.989358,0.989358
1.25126,-0.756802,0.989358,0.989358
1.30151,-0.756802,0.989358,0.989358
1.35176,-0.756802,0.989358,0.989358
1.40201,-0.756802,0.989358,0.989358
1.45226,-0.756802,0.989358,0.989358
1.5,-0.536573,0.989358,-0.536573
1.5,-0.536573,0.989358,-0.536573
1.55025,-0.536573,0.989358,-0.536573
1.6005,-0.536573,0.989358,-0.536573
1.65075,-0.536573,0.989358,-0.536573
1.70101,-0.536573,0.989358,-0.536573
1.75126,-0.536573,0.989358,-0.536573
1.80151,-0.536573,0.989358,-0.536573
1.85176,-0.536573,0.989358,-0.536573
1.90201,-0.536573,0.989358,-0.536573
1.95226,-0.536573,0.989358,-0.536573
2,-0.536573,-0.287903,-0.287903
2,-0.536573,-0.287903,-0.287903
2.05025,-0.536573,-0.287903,-0.287903
2.1005,-0.536573,-0.287903,-0.287903
2.15075,-0.536573,-0.287903,-0.287903
2.20101,-0.536573,-0.287903,-0.287903
2.25126,-0.536573,-0.287903,-0.287903
2.30151,-0.536573,-0.287903,-0.287903
2.35176,-0.536573,-0.287903,-0.287903
2.40201,-0.536573,-0.287903,-0.287903
2.45226,-0.536573,-0.287903,-0.287903
2.5,0.912945,-0.287903,0.912945
2.5,0.912945,-0.287903,0.912945
2.55025,0.912945,-0.287903,0.912945
2.6005,0.912945,-0.287903,0.912945
2.65075,0.912945,-0.287903,0.912945
2.70101,0.912945,-0.287903,0.912945
2.75126,0.912945,-0.287903,0.912945
2.80151,0.912945,-0.287903,0.912945
2.85176,0.912945,-0.287903,0.912945
2.90201,0.912945,-0.287903,0.912945
2.95226,0.912945,-0.287903,0.912945
3,0.912945,-0.287903,0.912945
3,0.912945,-0.287903,0.912945
3,0.912945,-0.905578,-0.905578
3,0.912945,-0.905578,-0.905578
3.05025,0.912945,-0.905578,-0.905578
3.1005,0.912945,-0.905578,-0.905578
3.15075,0.912945,-0.905578,-0.905578
3.20101,0.912945,-0.905578,-0.905578
3.25126,0.912945,-0.905578,-0.905578
3.30151,0.912945,-0.905578,-0.905578
3.35176,0.912945,-0.905578,-0.905578
3.40201,0.912945,-0.905578,-0.905578
3.45226,0.912945,-0.905578,-0.905578
3.5,0.270906,-0.905578,0.270906
3.5,0.270906,-0.905578,0.270906
3.55025,0.270906,-0.905578,0.270906
3.6005,0.270906,-0.905578,0.270906
