Time,step2,J1_w,J2_w,J3_w,J4_w,
0.075,0,9.79436,0.748917,0,-6.33914e-018,
0.076,0,9.79138,0.758873,6.66134e-016,6.59775e-016,
0.077,0,9.78817,0.768827,6.66134e-016,6.59774e-016,
0.078,0,9.78473,0.778781,-7.77156e-016,-7.83494e-016,
0.079,0,9.78105,0.788733,-1.11022e-015,-1.11651e-015,
0.08,0,9.77712,0.798684,7.77156e-016,7.70951e-016,
0.081,0,9.77294,0.808633,5.55112e-016,5.49028e-016,
0.082,0,9.76849,0.818582,-5.55112e-016,-5.61031e-016,
0.083,0,9.76378,0.828529,1.11022e-016,1.05318e-016,
0.084,0,9.75879,0.838475,-5.55112e-016,-5.60573e-016,
0.085,0,9.75354,0.848419,-1.55431e-015,-1.55968e-015,
0.086,0,9.74802,0.858362,1.22125e-015,1.21595e-015,
0.087,0,9.74221,0.868304,9.99201e-016,9.9396e-016,
0.088,0,9.73611,0.878245,-9.99201e-016,-1.00442e-015,
0.089,0,9.72972,0.888184,-5.55112e-016,-5.6036e-016,
0.09,0,9.72303,0.898122,-1.66533e-015,-1.67066e-015,
0.091,0,9.71605,0.908058,-1.88738e-015,-1.89284e-015,
0.092,0,9.70876,0.917993,-1.11022e-015,-1.11589e-015,
0.093,0,9.70117,0.927926,-3.33067e-016,-3.39017e-016,
0.094,0,9.69327,0.937858,-1.55431e-015,-1.56056e-015,
0.095,0,9.68507,0.947789,6.66134e-016,6.59553e-016,
0.096,0,9.67656,0.957718,3.33067e-016,3.26087e-016,
0.097,0,9.66774,0.967645,-5.55112e-016,-5.62563e-016,
0.098,0,9.65861,0.977571,-5.55112e-016,-5.63112e-016,
0.099,0,9.64917,0.987496,-5.55112e-016,-5.63743e-016,
0.1,0,9.63941,0.997419,-1.44329e-015,-1.45264e-015,
0.101,0,9.62934,1.00734,-1.33227e-015,-1.34244e-015,
0.102,0,9.61895,1.01726,-2.22045e-016,-2.33129e-016,
0.103,0,9.60825,1.02718,1.9984e-015,1.98637e-015,
0.104,0,9.59724,1.03709,0,-1.28611e-017,
0.105,0,9.58592,1.04701,-2.22045e-016,-2.3574e-016,
0.106,0,9.5743,1.05692,1.77636e-015,1.76183e-015,
0.107,0,9.56236,1.06683,2.22045e-016,2.067e-016,
0.108,0,9.55012,1.07674,2.22045e-015,2.20431e-015,
0.109,0,9.53758,1.08665,8.88178e-016,8.71298e-016,
0.11,0,9.52473,1.09656,1.77636e-015,1.75879e-015,
0.111,0,9.51159,1.10646,1.33227e-015,1.31408e-015,
0.112,0,9.49815,1.11637,6.66134e-016,6.4742e-016,
0.113,0,9.48443,1.12627,-6.66134e-016,-6.85432e-016,
0.114,0,9.47041,1.13617,6.66134e-016,6.46286e-016,
0.115,0,9.45611,1.14607,0,-2.03352e-017,
0.116,0,9.44154,1.15596,-4.44089e-016,-4.64841e-016,
0.117,0,9.42669,1.16586,8.88178e-016,8.67089e-016,
0.118,0,9.41157,1.17575,2.22045e-016,2.00706e-016,
0.119,0,9.39619,1.18564,6.66134e-016,6.44642e-016,
0.12,0,9.38055,1.19553,2.22045e-016,2.00505e-016,
0.121,0,9.36465,1.20541,1.55431e-015,1.53284e-015,
0.122,0,9.34852,1.2153,1.33227e-015,1.31093e-015,
0.123,0,9.33213,1.22518,2.44249e-015,2.42133e-015,
0.124,0,9.31552,1.23506,2.22045e-016,2.01152e-016,
0.125,0,9.29867,1.24494,1.33227e-015,1.31173e-015,
0.126,0,9.28161,1.25482,1.55431e-015,1.53423e-015,
0.127,0,9.26433,1.26469,1.77636e-015,1.75683e-015,
0.128,0,9.24685,1.27457,8.88178e-016,8.69295e-016,
0.129,0,9.22917,1.28444,1.9984e-015,1.98026e-015,
0.13,0,9.2113,1.29431,6.66134e-016,6.48836e-016,
0.131,0,9.19325,1.30418,2.44249e-015,2.42612e-015,
0.132,0,9.17502,1.31404,1.11022e-015,1.09436e-015,
0.133,0,9.15662,1.3239,1.55431e-015,1.53884e-015,
0.134,0,9.13806,1.33376,2.88658e-015,2.87136e-015,
0.135,0,9.11935,1.34362,8.88178e-016,8.7304e-016,
0.136,0,9.1005,1.35348,2.66454e-015,2.64926e-015,
0.137,0,9.08153,1.36333,1.55431e-015,1.53865e-015,
0.138,0,9.06243,1.37319,1.33227e-015,1.31591e-015,
0.139,0,9.04321,1.38304,2.22045e-015,2.20305e-015,
0.14,0,9.0239,1.39289,1.33227e-015,1.31345e-015,
0.141,0,9.00449,1.40273,-2.22045e-016,-2.42176e-016,
0.142,0,8.98499,1.41258,-6.66134e-016,-6.87405e-016,
0.143,0,8.96541,1.42242,4.44089e-016,4.21547e-016,
0.144,0,8.94576,1.43226,-8.88178e-016,-9.12117e-016,
0.145,0,8.92606,1.44209,-2.22045e-016,-2.47497e-016,
0.146,0,8.90631,1.45193,6.66134e-016,6.39062e-016,
0.147,0,8.88653,1.46176,2.22045e-016,1.93259e-016,
0.148,0,8.86672,1.47159,8.88178e-016,8.57597e-016,
0.149,0,8.84689,1.48142,-8.88178e-016,-9.20622e-016,
0.15,0,8.82706,1.49124,8.88178e-016,8.5381e-016,
0.151,0,8.80723,1.50107,1.55431e-015,1.51791e-015,
0.152,0,8.7874,1.51089,4.44089e-016,4.05599e-016,
0.153,0,8.76759,1.52071,6.66134e-016,6.25528e-016,
0.154,0,8.74782,1.53052,1.33227e-015,1.28953e-015,
0.155,0,8.72809,1.54034,8.88178e-016,8.43317e-016,
0.156,0,8.70841,1.55015,1.11022e-015,1.06326e-015,
0.157,0,8.6888,1.55996,1.11022e-015,1.0612e-015,
0.158,0,8.66926,1.56976,8.88178e-016,8.37165e-016,
0.159,0,8.64981,1.57957,8.88178e-016,8.35261e-016,
0.16,0,8.63043,1.58937,8.88178e-016,8.33251e-016,
0.161,0,8.61115,1.59917,2.22045e-015,2.16347e-015,
0.162,0,8.59198,1.60896,2.44249e-015,2.38351e-015,
0.163,0,8.57293,1.61876,1.33227e-015,1.27132e-015,
0.164,0,8.55401,1.62855,1.33227e-015,1.2694e-015,
0.165,0,8.53522,1.63834,2.66454e-015,2.59981e-015,
0.166,0,8.51659,1.64812,2.88658e-015,2.82007e-015,
0.167,0,8.4981,1.65791,1.11022e-015,1.042e-015,
0.168,0,8.47979,1.66769,2.22045e-015,2.15059e-015,
0.169,0,8.46165,1.67747,0,-7.1374e-017,
0.17,0,8.44367,1.68724,1.11022e-015,1.03748e-015,
0.171,0,8.42588,1.69701,4.44089e-016,3.70115e-016,
0.172,0,8.40829,1.70678,4.44089e-016,3.69028e-016,
0.173,0,8.3909,1.71655,0,-7.59889e-017,
0.174,0,8.37372,1.72632,-2.22045e-016,-2.9879e-016,
0.175,0,8.35676,1.73608,2.22045e-016,1.44728e-016,
0.176,0,8.34003,1.74584,1.33227e-015,1.25458e-015,
0.177,0,8.32354,1.7556,8.88178e-016,8.10328e-016,
0.178,0,8.30729,1.76535,1.11022e-015,1.03244e-015,
0.179,0,8.29127,1.7751,0,-7.81072e-017,
0.18,0,8.2755,1.78485,2.22045e-016,1.43552e-016,
0.181,0,8.25998,1.7946,4.44089e-016,3.65174e-016,
0.182,0,8.24473,1.80434,-1.11022e-015,-1.18963e-015,
0.183,0,8.22975,1.81408,1.33227e-015,1.25226e-015,
0.184,0,8.21505,1.82382,-2.22045e-016,-3.02781e-016,
0.185,0,8.20062,1.83355,-2.22045e-016,-3.03693e-016,
0.186,0,8.18648,1.84328,4.44089e-016,3.61311e-016,
0.187,0,8.17264,1.85301,-6.66134e-016,-7.50305e-016,
0.188,0,8.15908,1.86273,1.55431e-015,1.46884e-015,
0.189,0,8.1458,1.87246,1.33227e-015,1.24582e-015,
0.19,0,8.13283,1.88218,1.11022e-015,1.02276e-015,
0.191,0,8.12016,1.89189,1.33227e-015,1.24377e-015,
0.192,0,8.1078,1.90161,6.66134e-016,5.7657e-016,
0.193,0,8.09574,1.91132,1.33227e-015,1.24163e-015,
0.194,0,8.084,1.92103,1.77636e-015,1.68464e-015,
0.195,0,8.07256,1.93073,2.22045e-015,2.12765e-015,
0.196,0,8.06145,1.94043,1.55431e-015,1.46045e-015,
0.197,0,8.05065,1.95013,8.88178e-016,7.93272e-016,
0.198,0,8.04016,1.95983,1.55431e-015,1.45835e-015,
0.199,0,8.02999,1.96952,8.88178e-016,7.91184e-016,
0.2,0,8.02013,1.97921,4.44089e-016,3.46107e-016,
0.201,0,8.01059,1.98889,1.11022e-015,1.01131e-015,
0.202,0,8.00138,1.99858,6.66134e-016,5.6635e-016,
0.203,0,7.99247,2.00826,1.33227e-015,1.2317e-015,
0.204,0,7.98389,2.01793,1.33227e-015,1.23101e-015,
0.205,0,7.97562,2.02761,2.22045e-015,2.11861e-015,
0.206,0,7.96767,2.03728,8.88178e-016,7.85889e-016,
0.207,0,7.96003,2.04695,8.88178e-016,7.85356e-016,
0.208,0,7.95269,2.05661,4.44089e-016,3.40651e-016,
0.209,0,7.94567,2.06627,1.33227e-015,1.22824e-015,
0.21,0,7.93895,2.07593,1.33227e-015,1.22766e-015,
0.211,0,7.93253,2.08558,8.88178e-016,7.83009e-016,
0.212,0,7.92641,2.09523,4.44089e-016,3.38364e-016,
0.213,0,7.92059,2.10488,1.33227e-015,1.22599e-015,
0.214,0,7.91506,2.11453,4.44089e-016,3.37245e-016,
0.215,0,7.90981,2.12417,8.88178e-016,7.80758e-016,
0.216,0,7.90486,2.1338,0,-1.07986e-016,
0.217,0,7.90018,2.14344,-4.44089e-016,-5.52498e-016,
0.218,0,7.89577,2.15307,-4.44089e-016,-5.52887e-016,
0.219,0,7.89164,2.1627,-4.44089e-016,-5.53238e-016,
0.22,0,7.88777,2.17232,-4.44089e-016,-5.53551e-016,
0.221,0,7.88415,2.18194,-4.44089e-016,-5.53823e-016,
0.222,0,7.88079,2.19156,-8.88178e-016,-9.98141e-016,
0.223,0,7.87767,2.20117,-8.88178e-016,-9.98324e-016,
0.224,0,7.8748,2.21078,-4.44089e-016,-5.54369e-016,
0.225,0,7.87215,2.22039,-8.88178e-016,-9.98541e-016,
0.226,0,7.86973,2.22999,0,-1.10458e-016,
0.227,0,7.86754,2.23959,-8.88178e-016,-9.98721e-016,
0.228,0,7.86555,2.24919,0,-1.10605e-016,
0.229,0,7.86377,2.25878,-4.44089e-016,-5.54736e-016,
0.23,0,7.86219,2.26837,-4.44089e-016,-5.5476e-016,
0.231,0,7.86079,2.27796,-4.44089e-016,-5.54769e-016,
0.232,0,7.85957,2.28754,-4.44089e-016,-5.54766e-016,
0.233,0,7.85852,2.29712,-4.44089e-016,-5.54755e-016,
0.234,0,7.85764,2.30669,-8.88178e-016,-9.98827e-016,
0.235,0,7.85691,2.31626,0,-1.10615e-016,
0.236,0,7.85633,2.32583,-4.44089e-016,-5.54635e-016,
0.237,0,7.8559,2.3354,-4.44089e-016,-5.54552e-016,
0.238,0,7.85559,2.34496,0,-1.10369e-016,
0.239,0,7.8554,2.35451,8.88178e-016,7.77914e-016,
0.24,0,7.85532,2.36407,0,-1.10152e-016,
0.241,0,7.85534,2.37362,0,-1.10031e-016,
0.242,0,7.85545,2.38316,-8.88178e-016,-9.98083e-016,
0.243,0,7.85563,2.3927,0,-1.09773e-016,
0.244,0,7.85589,2.40224,0,-1.09638e-016,
0.245,0,7.85622,2.41177,-1.33227e-015,-1.44178e-015,
0.246,0,7.85661,2.4213,-8.88178e-016,-9.97567e-016,
0.247,0,7.85704,2.43083,-4.44089e-016,-5.53361e-016,
0.248,0,7.8575,2.44035,0,-1.09162e-016,
0.249,0,7.85799,2.44987,-1.33227e-015,-1.44133e-015,
0.25,0,7.85848,2.45939,-8.88178e-016,-9.97154e-016,
0.251,0,7.85898,2.4689,-8.88178e-016,-9.97082e-016,
0.252,0,7.85947,2.47841,-8.88178e-016,-9.97027e-016,
0.253,0,7.85995,2.48791,-1.33227e-015,-1.44108e-015,
0.254,0,7.86039,2.49741,-8.88178e-016,-9.9695e-016,
0.255,0,7.86082,2.5069,-4.44089e-016,-5.52802e-016,
0.256,0,7.8612,2.5164,0,-1.08656e-016,
0.257,0,7.86152,2.52588,0,-1.08601e-016,
0.258,0,7.86178,2.53537,-4.44089e-016,-5.52636e-016,
0.259,0,7.86196,2.54485,0,-1.08492e-016,
0.26,0,7.86206,2.55432,-4.44089e-016,-5.52524e-016,
0.261,0,7.86206,2.56379,-4.44089e-016,-5.52462e-016,
0.262,0,7.86195,2.57326,0,-1.08305e-016,
0.263,0,7.86173,2.58272,0,-1.08233e-016,
0.264,0,7.86141,2.59218,4.44089e-016,3.35891e-016,
0.265,0,7.86095,2.60164,-4.44089e-016,-5.52259e-016,
0.266,0,7.86036,2.61109,8.88178e-016,7.8003e-016,
0.267,0,7.85961,2.62054,0,-1.08135e-016,
0.268,0,7.85871,2.62998,0,-1.08129e-016,
0.269,0,7.85765,2.63942,-4.44089e-016,-5.52221e-016,
0.27,0,7.85641,2.64885,4.44089e-016,3.35945e-016,
0.271,0,7.85499,2.65828,-4.44089e-016,-5.52255e-016,
0.272,0,7.85337,2.66771,0,-1.08198e-016,
0.273,0,7.85156,2.67713,-8.88178e-016,-9.96439e-016,
0.274,0,7.84956,2.68655,-4.44089e-016,-5.52444e-016,
0.275,0,7.84735,2.69596,-8.88178e-016,-9.96652e-016,
0.276,0,7.84491,2.70537,-4.44089e-016,-5.52711e-016,
0.277,0,7.84225,2.71478,-1.33227e-015,-1.44107e-015,
0.278,0,7.83936,2.72418,0,-1.09015e-016,
0.279,0,7.83623,2.73358,0,-1.09266e-016,
0.28,0,7.83286,2.74297,-4.44089e-016,-5.53648e-016,
0.281,0,7.82922,2.75236,0,-1.09895e-016,
0.282,0,7.82534,2.76174,-4.44089e-016,-5.54339e-016,
0.283,0,7.8212,2.77112,0,-1.10531e-016,
0.284,0,7.81679,2.78049,0,-1.10811e-016,
0.285,0,7.81212,2.78986,-8.88178e-016,-9.99264e-016,
0.286,0,7.80717,2.79923,-4.44089e-016,-5.55439e-016,
0.287,0,7.80193,2.80859,-4.44089e-016,-5.55686e-016,
0.288,0,7.79642,2.81795,0,-1.1182e-016,
0.289,0,7.79061,2.8273,-1.33227e-015,-1.44428e-015,
0.29,0,7.7845,2.83665,-4.44089e-016,-5.56261e-016,
0.291,0,7.7781,2.84599,-8.88178e-016,-1.00046e-015,
0.292,0,7.77141,2.85533,0,-1.12531e-016,
0.293,0,7.76443,2.86467,0,-1.12836e-016,
0.294,0,7.75713,2.874,0,-1.13172e-016,
0.295,0,7.74954,2.88332,0,-1.13545e-016,
0.296,0,7.74164,2.89265,-4.44089e-016,-5.58052e-016,
0.297,0,7.73343,2.90196,0,-1.1443e-016,
0.298,0,7.72491,2.91127,4.44089e-016,3.29133e-016,
0.299,0,7.71608,2.92058,0,-1.15548e-016,
0.3,0,7.70693,2.92989,-4.44089e-016,-5.60304e-016,
0.301,0,7.69748,2.93918,-4.44089e-016,-5.61021e-016,
0.302,0,7.68772,2.94848,0,-1.17666e-016,
0.303,0,7.67766,2.95777,-4.44089e-016,-5.62554e-016,
0.304,0,7.66728,2.96705,0,-1.19333e-016,
0.305,0,7.6566,2.97633,0,-1.20274e-016,
0.306,0,7.64561,2.98561,4.44089e-016,3.22795e-016,
0.307,0,7.63432,2.99488,4.44089e-016,3.21693e-016,
0.308,0,7.62272,3.00414,0,-1.23587e-016,
0.309,0,7.61082,3.0134,0,-1.2487e-016,
0.31,0,7.59863,3.02266,-4.44089e-016,-5.70341e-016,
0.311,0,7.58614,3.03191,8.88178e-016,7.60704e-016,
0.312,0,7.57336,3.04116,8.88178e-016,7.59481e-016,
0.313,0,7.56029,3.0504,8.88178e-016,7.58264e-016,
0.314,0,7.54694,3.05964,8.88178e-016,7.57065e-016,
0.315,0,7.53331,3.06887,8.88178e-016,7.55896e-016,
0.316,0,7.5194,3.0781,1.33227e-015,1.19886e-015,
0.317,0,7.50523,3.08732,4.44089e-016,3.09619e-016,
0.318,0,7.49078,3.09654,8.88178e-016,7.52719e-016,
0.319,0,7.47608,3.10575,1.33227e-015,1.19591e-015,
0.32,0,7.46112,3.11496,1.77636e-015,1.63903e-015,
0.321,0,7.44591,3.12416,1.33227e-015,1.19384e-015,
0.322,0,7.43045,3.13336,1.77636e-015,1.63682e-015,
0.323,0,7.41476,3.14255,8.88178e-016,7.47518e-016,
0.324,0,7.39884,3.15174,8.88178e-016,7.46386e-016,
0.325,0,7.38269,3.16092,8.88178e-016,7.45238e-016,
0.326,0,7.36633,3.1701,1.77636e-015,1.63225e-015,
0.327,0,7.34976,3.17927,1.77636e-015,1.63105e-015,
0.328,0,7.33298,3.18844,1.33227e-015,1.18573e-015,
0.329,0,7.31601,3.1976,1.77636e-015,1.62856e-015,
0.33,0,7.29885,3.20676,2.22045e-015,2.07141e-015,
0.331,0,7.2815,3.21592,2.22045e-015,2.07014e-015,
0.332,0,7.26399,3.22506,2.22045e-015,2.06884e-015,
0.333,0,7.24631,3.23421,1.77636e-015,1.62342e-015,
0.334,0,7.22848,3.24334,2.22045e-015,2.06614e-015,
0.335,0,7.2105,3.25248,1.77636e-015,1.62064e-015,
0.336,0,7.19238,3.2616,2.22045e-015,2.06327e-015,
0.337,0,7.17414,3.27073,2.22045e-015,2.06175e-015,
0.338,0,7.15578,3.27984,2.22045e-015,2.06019e-015,
0.339,0,7.1373,3.28896,1.33227e-015,1.17045e-015,
0.34,0,7.11872,3.29806,2.22045e-015,2.05707e-015,
0.341,0,7.10005,3.30717,1.33227e-015,1.1673e-015,
0.342,0,7.08129,3.31626,1.77636e-015,1.60977e-015,
0.343,0,7.06246,3.32535,1.77636e-015,1.60812e-015,
0.344,0,7.04357,3.33444,1.33227e-015,1.16236e-015,
0.345,0,7.02463,3.34352,1.33227e-015,1.16067e-015,
0.346,0,7.00565,3.3526,1.77636e-015,1.60305e-015,
0.347,0,6.98663,3.36167,1.77636e-015,1.60131e-015,
0.348,0,6.96759,3.37073,1.33227e-015,1.15547e-015,
0.349,0,6.94853,3.37979,1.77636e-015,1.59781e-015,
0.35,0,6.92945,3.38884,1.33227e-015,1.15195e-015,
0.351,0,6.91039,3.39789,8.88178e-016,7.06099e-016,
0.352,0,6.89134,3.40694,1.33227e-015,1.14842e-015,
0.353,0,6.87232,3.41598,8.88178e-016,7.02566e-016,
0.354,0,6.85333,3.42501,1.33227e-015,1.1449e-015,
0.355,0,6.83439,3.43404,1.33227e-015,1.14315e-015,
0.356,0,6.81551,3.44306,1.33227e-015,1.14142e-015,
0.357,0,6.7967,3.45207,1.33227e-015,1.13971e-015,
0.358,0,6.77795,3.46109,1.77636e-015,1.58209e-015,
0.359,0,6.75928,3.47009,1.77636e-015,1.58038e-015,
0.36,0,6.7407,3.47909,1.33227e-015,1.13461e-015,
0.361,0,6.72222,3.48809,1.33227e-015,1.13296e-015,
0.362,0,6.70386,3.49708,1.33227e-015,1.13133e-015,
0.363,0,6.68562,3.50606,1.33227e-015,1.12973e-015,
0.364,0,6.66752,3.51504,8.88178e-016,6.84083e-016,
0.365,0,6.64955,3.52401,1.77636e-015,1.57074e-015,
0.366,0,6.63174,3.53298,1.33227e-015,1.12517e-015,
0.367,0,6.61409,3.54194,1.77636e-015,1.56781e-015,
0.368,0,6.59659,3.5509,1.33227e-015,1.1223e-015,
0.369,0,6.57926,3.55985,1.33227e-015,1.12093e-015,
0.37,0,6.56211,3.56879,1.77636e-015,1.56369e-015,
0.371,0,6.54516,3.57773,1.33227e-015,1.11831e-015,
0.372,0,6.5284,3.58666,8.88178e-016,6.72987e-016,
0.373,0,6.51186,3.59559,8.88178e-016,6.71802e-016,
0.374,0,6.49553,3.60451,8.88178e-016,6.70671e-016,
0.375,0,6.47942,3.61343,1.33227e-015,1.11368e-015,
0.376,0,6.46355,3.62234,1.33227e-015,1.11267e-015,
0.377,0,6.4479,3.63125,1.33227e-015,1.1117e-015,
0.378,0,6.43248,3.64015,1.77636e-015,1.55488e-015,
0.379,0,6.41732,3.64904,1.77636e-015,1.55403e-015,
0.38,0,6.40241,3.65793,1.77636e-015,1.55324e-015,
0.381,0,6.38776,3.66681,1.77636e-015,1.55251e-015,
0.382,0,6.37338,3.67569,1.77636e-015,1.55185e-015,
0.383,0,6.35928,3.68456,1.33227e-015,1.10716e-015,
0.384,0,6.34545,3.69342,1.77636e-015,1.55071e-015,
0.385,0,6.3319,3.70228,1.33227e-015,1.10616e-015,
0.386,0,6.31864,3.71113,8.88178e-016,6.61569e-016,
0.387,0,6.30567,3.71998,1.33227e-015,1.10511e-015,
0.388,0,6.29298,3.72882,4.44089e-016,2.1637e-016,
0.389,0,6.2806,3.73766,8.88178e-016,6.59883e-016,
0.39,0,6.26852,3.74649,8.88178e-016,6.59279e-016,
0.391,0,6.25674,3.75531,1.33227e-015,1.10272e-015,
0.392,0,6.24527,3.76413,8.88178e-016,6.57934e-016,
0.393,0,6.23412,3.77294,8.88178e-016,6.57165e-016,
0.394,0,6.22328,3.78175,4.44089e-016,2.12223e-016,
0.395,0,6.21276,3.79055,8.88178e-016,6.55412e-016,
0.396,0,6.20255,3.79934,4.44089e-016,2.10656e-016,
0.397,0,6.19265,3.80813,4.44089e-016,2.10004e-016,
0.398,0,6.18307,3.81691,4.44089e-016,2.09374e-016,
0.399,0,6.17382,3.82569,4.44089e-016,2.08771e-016,
0.4,0,6.16488,3.83446,8.88178e-016,6.52292e-016,
0.401,0,6.15629,3.83322,0.01,-3.57353e-016,
0.402,0,6.14801,3.83198,0.02,-1.2837e-015,
0.403,0,6.14004,3.83073,0.03,-8.32667e-016,
0.404,0,6.1324,3.82947,0.04,-1.08247e-015,
0.405,0,6.12507,3.82821,0.05,-1.08247e-015,
0.406,0,6.11804,3.82695,0.06,-8.39606e-016,
0.407,0,6.11133,3.82567,0.07,-8.32667e-016,
0.408,0,6.10494,3.8244,0.08,-1.27676e-015,
0.409,0,6.09886,3.82311,0.09,-1.27676e-015,
0.41,0,6.09308,3.82182,0.1,-1.95677e-015,
0.411,0,6.08759,3.82052,0.11,-1.94289e-015,
0.412,0,6.08241,3.81922,0.12,-2.38698e-015,
0.413,0,6.07753,3.81791,0.13,-1.94289e-015,
0.414,0,6.07295,3.81659,0.14,-1.4988e-015,
0.415,0,6.06864,3.81527,0.15,-1.72085e-015,
0.416,0,6.06461,3.81394,0.16,-2.13718e-015,
0.417,0,6.06088,3.81261,0.17,-2.13718e-015,
0.418,0,6.05743,3.81127,0.18,-2.13718e-015,
0.419,0,6.05425,3.80992,0.19,-1.85962e-015,
0.42,0,6.05134,3.80856,0.2,-2.30371e-015,
0.421,0,6.0487,3.8072,0.21,-2.47025e-015,
