"time","dateOut1","dateOut2"
0,1,1
0.05,1,1
0.1,1,1
0.1501,1,1
0.2002,1,1
0.2503,1,1
0.3004,1,1
0.3505,1,1
0.4006,1,1
0.4507,1,1
0.5008,1,1
0.5509,1,1
0.601,1,1
0.6511,1,1
0.7012,1,1
0.7513,1,1
0.8014,1,1
0.8515,1,1
0.9016,1,1
0.9517,1,1
1.0017,1,1
1.0518,1,1
1.1019,1,1
1.152,1,1
1.2021,1,1
1.2522,1,1
1.3023,1,1
1.3524,1,1
1.4025,1,1
1.4526,1,1
1.5027,1,1
1.5528,1,1
1.6029,1,1
1.653,1,1
1.7031,1,1
1.7532,1,1
1.8033,1,1
1.8534,1,1
1.9035,1,1
1.9536,1,1
2.0036,1,1
2.0536,1,1
2.1036,1,1
2.1536,1,1
2.2036,1,1
2.2536,1,1
2.3036,1,1
2.3536,1,1
2.4036,1,1
2.4536,1,1
2.5036,1,1
2.5536,1,1
2.6036,1,1
2.6536,1,1
2.7036,1,1
2.7536,1,1
2.8036,1,1
2.8536,1,1
2.9036,1,1
2.9536,1,1
3.0036,1,1
3.0536,1,1
3.1036,1,1
3.1536,1,1
3.2036,1,1
3.2536,1,1
3.3036,1,1
3.3536,1,1
3.4036,1,1
3.4536,1,1
3.5036,1,1
3.5536,1,1
3.6036,1,1
3.6536,1,1
3.7036,1,1
3.7536,1,1
3.8036,1,1
3.8536,1,1
3.9036,1,1
3.9536,1,1
4.0036,1,1
4.0537,1,1
4.1038,1,1
4.1539,1,1
4.204,1,1
4.2541,1,1
4.3042,1,1
4.3543,1,1
4.4044,1,1
4.4545,1,1
4.5046,1,1
4.5547,1,1
4.6048,1,1
4.6549,1,1
4.705,1,1
4.7551,1,1
4.8052,1,1
4.8553,1,1
4.9054,1,1
4.9555,1,1
5.0056,1,1
5.0557,1,1
5.1058,1,1
5.1559,1,1
5.206,1,1
5.2561,1,1
5.3062,1,1
5.3563,1,1
5.4064,1,1
5.4565,1,1
5.5066,1,1
5.5567,1,1
5.6068,1,1
5.6569,1,1
5.707,1,1
5.7571,1,1
5.8072,1,1
5.8573,1,1
5.9074,1,1
5.9575,1,1
6.0075,3,3
6.0576,3,3
6.1077,3,3
6.1578,3,3
6.2079,3,3
6.258,3,3
6.3081,3,3
6.3582,3,3
6.4083,3,3
6.4584,3,3
6.5085,3,3
6.5586,3,3
6.6087,3,3
6.6588,3,3
6.7089,3,3
6.759,3,3
6.8091,3,3
6.8592,3,3
6.9093,3,3
6.9594,3,3
7.0094,3,3
7.0595,3,3
7.1096,3,3
7.1597,3,3
7.2098,3,3
7.2599,3,3
7.31,3,3
7.3601,3,3
7.4102,3,3
7.4603,3,3
7.5104,3,3
7.5605,3,3
7.6106,3,3
7.6607,3,3
7.7108,3,3
7.7609,3,3
7.811,3,3
7.8611,3,3
7.9112,3,3
7.9613,3,3
8.0113,3,3
8.0614,3,3
8.1115,3,3
8.1616,3,3
8.2117,3,3
8.2618,3,3
8.3119,3,3
8.362,3,3
8.4121,3,3
8.4622,3,3
8.5123,3,3
8.5624,3,3
8.6125,3,3
8.6626,3,3
8.7127,3,3
8.7628,3,3
8.8129,3,3
8.863,3,3
8.9131,3,3
8.9632,3,3
9.0133,3,3
9.0634,3,3
9.1135,3,3
9.1636,3,3
9.2137,3,3
9.2638,3,3
9.3139,3,3
9.364,3,3
9.4141,3,3
9.4642,3,3
9.5143,3,3
9.5644,3,3
9.6145,3,3
9.6646,3,3
9.7147,3,3
9.7648,3,3
9.8149,3,3
9.865,3,3
9.9151,3,3
9.9652,3,3
10.0152,3,3
10.0653,3,3
10.1154,3,3
10.1655,3,3
10.2156,3,3
10.2657,3,3
10.3158,3,3
10.3659,3,3
10.416,3,3
10.4661,3,3
10.5162,3,3
10.5663,3,3
10.6164,3,3
10.6665,3,3
10.7166,3,3
10.7667,3,3
10.8168,3,3
10.8669,3,3
10.917,3,3
10.9671,3,3
11.0171,3,3
11.0672,3,3
11.1173,3,3
11.1674,3,3
11.2175,3,3
11.2676,3,3
11.3177,3,3
11.3678,3,3
11.4179,3,3
11.468,3,3
11.5181,3,3
11.5682,3,3
11.6183,3,3
11.6684,3,3
11.7185,3,3
11.7686,3,3
11.8187,3,3
11.8688,3,3
11.9189,3,3
11.969,3,3
12.019,3,3
12.0691,3,3
12.1192,3,3
12.1693,3,3
12.2194,3,3
12.2695,3,3
12.3196,3,3
12.3697,3,3
12.4198,3,3
12.4699,3,3
12.52,3,3
12.5701,3,3
12.6202,3,3
12.6703,3,3
12.7204,3,3
12.7705,3,3
12.8206,3,3
12.8707,3,3
12.9208,3,3
12.9709,3,3
13.0209,4,3
13.071,4,3
13.1211,4,3
13.1712,4,3
13.2213,4,3
13.2714,4,3
13.3215,4,3
13.3716,4,3
13.4217,4,3
13.4718,4,3
13.5219,4,3
13.572,4,3
13.6221,4,3
13.6722,4,3
13.7223,4,3
13.7724,4,3
13.8225,4,3
13.8726,4,3
13.9227,4,3
13.9728,4,3
14.0229,4,3
14.073,4,3
14.1231,4,3
14.1732,4,3
14.2233,4,3
14.2734,4,3
14.3235,4,3
14.3736,4,3
14.4237,4,3
14.4738,4,3
14.5239,4,3
14.574,4,3
14.6241,4,3
14.6742,4,3
14.7243,4,3
