"Time","Q","QI","y","y1","y2","y3","y4","y5","y6"
0,1,0,0,0,1,0,1,0,0
1.00E-05,1,0,0,0,1,0,1,0,0
0.00101,1,0,0,0,1,0,1,0,0
0.00201,1,0,0,0,1,0,1,0,0
0.00301,1,0,0,0,1,0,1,0,0
0.00401,1,0,0,0,1,0,1,0,0
0.00501,1,0,0,0,1,0,1,0,0
0.00601,1,0,0,0,1,0,1,0,0
0.00701,1,0,0,0,1,0,1,0,0
0.00801,1,0,0,0,1,0,1,0,0
0.00901,1,0,0,0,1,0,1,0,0
0.01001,1,0,0,0,1,0,1,0,0
0.01101,1,0,0,0,1,0,1,0,0
0.01201,1,0,0,0,1,0,1,0,0
0.01301,1,0,0,0,1,0,1,0,0
0.01401,1,0,0,0,1,0,1,0,0
0.01501,1,0,0,0,1,0,1,0,0
0.01601,1,0,0,0,1,0,1,0,0
0.01701,1,0,0,0,1,0,1,0,0
0.01801,1,0,0,0,1,0,1,0,0
0.01901,1,0,0,0,1,0,1,0,0
0.019999999,1,0,0,0,1,0,1,0,0
0.020009999,1,0,0,0,1,0,1,0,0
0.021009999,1,0,0,0,1,0,1,0,0
0.022009999,1,0,0,0,1,0,1,0,0
0.023009999,1,0,0,0,1,0,1,0,0
0.024009999,1,0,0,0,1,0,1,0,0
0.025009999,1,0,0,0,1,0,1,0,0
0.026009999,1,0,0,0,1,0,1,0,0
0.027009999,1,0,0,0,1,0,1,0,0
0.028009999,1,0,0,0,1,0,1,0,0
0.029009999,1,0,0,0,1,0,1,0,0
0.030009999,1,0,0,0,1,0,1,0,0
0.031009999,1,0,0,0,1,0,1,0,0
0.032009999,1,0,0,0,1,0,1,0,0
0.033009999,1,0,0,0,1,0,1,0,0
0.034009999,1,0,0,0,1,0,1,0,0
0.035009999,1,0,0,0,1,0,1,0,0
0.036009999,1,0,0,0,1,0,1,0,0
0.037009999,1,0,0,0,1,0,1,0,0
0.038009999,1,0,0,0,1,0,1,0,0
0.039009999,1,0,0,0,1,0,1,0,0
0.039999998,1,0,0,0,1,0,1,0,0
0.040009998,1,0,0,0,1,0,1,0,0
0.041009998,1,0,0,0,1,0,1,0,0
0.042009998,1,0,0,0,1,0,1,0,0
0.043009998,1,0,0,0,1,0,1,0,0
0.044009998,1,0,0,0,1,0,1,0,0
0.045009998,1,0,0,0,1,0,1,0,0
0.046009998,1,0,0,0,1,0,1,0,0
0.047009998,1,0,0,0,1,0,1,0,0
0.048009998,1,0,0,0,1,0,1,0,0
0.049009998,1,0,0,0,1,0,1,0,0
0.050009998,1,0,0,0,1,0,1,0,0
0.051009998,1,0,0,0,1,0,1,0,0
0.052009998,1,0,0,0,1,0,1,0,0
0.053009998,1,0,0,0,1,0,1,0,0
0.054009998,1,0,0,0,1,0,1,0,0
0.055009998,1,0,0,0,1,0,1,0,0
0.056009998,1,0,0,0,1,0,1,0,0
0.057009998,1,0,0,0,1,0,1,0,0
0.058009998,1,0,0,0,1,0,1,0,0
0.059009998,1,0,0,0,1,0,1,0,0
0.059999998,1,0,0,0,1,0,1,0,0
0.060009998,1,0,0,0,1,0,1,0,0
0.061009998,1,0,0,0,1,0,1,0,0
0.062009998,1,0,0,0,1,0,1,0,0
0.063009998,1,0,0,0,1,0,1,0,0
0.064009998,1,0,0,0,1,0,1,0,0
0.065009998,1,0,0,0,1,0,1,0,0
0.066009998,1,0,0,0,1,0,1,0,0
0.067009998,1,0,0,0,1,0,1,0,0
0.068009998,1,0,0,0,1,0,1,0,0
0.069009998,1,0,0,0,1,0,1,0,0
0.070009998,1,0,0,0,1,0,1,0,0
0.071009998,1,0,0,0,1,0,1,0,0
0.072009998,1,0,0,0,1,0,1,0,0
0.073009998,1,0,0,0,1,0,1,0,0
0.074009998,1,0,0,0,1,0,1,0,0
0.075009998,1,0,0,0,1,0,1,0,0
0.076009998,1,0,0,0,1,0,1,0,0
0.077009998,1,0,0,0,1,0,1,0,0
0.078009998,1,0,0,0,1,0,1,0,0
0.079009998,1,0,0,0,1,0,1,0,0
0.079999997,1,0,0,0,1,0,1,0,0
0.080009997,1,0,0,0,1,0,1,0,0
0.081009997,1,0,0,0,1,0,1,0,0
0.082009997,1,0,0,0,1,0,1,0,0
0.083009997,1,0,0,0,1,0,1,0,0
0.084009997,1,0,0,0,1,0,1,0,0
0.085009997,1,0,0,0,1,0,1,0,0
0.086009997,1,0,0,0,1,0,1,0,0
0.087009997,1,0,0,0,1,0,1,0,0
0.088009997,1,0,0,0,1,0,1,0,0
0.089009997,1,0,0,0,1,0,1,0,0
0.090009997,1,0,0,0,1,0,1,0,0
0.091009997,1,0,0,0,1,0,1,0,0
0.092009997,1,0,0,0,1,0,1,0,0
0.093009997,1,0,0,0,1,0,1,0,0
0.094009997,1,0,0,0,1,0,1,0,0
0.095009997,1,0,0,0,1,0,1,0,0
0.096009997,1,0,0,0,1,0,1,0,0
0.097009997,1,0,0,0,1,0,1,0,0
0.098009997,1,0,0,0,1,0,1,0,0
0.099009997,1,0,0,0,1,0,1,0,0
0.100000001,1,0,0,0,1,0,1,0,0
0.100010001,1,0,0,0,1,0,1,0,0
0.101010001,1,0,0,0,1,0,1,0,0
0.102010001,1,0,0,0,1,0,1,0,0
0.103010001,1,0,0,0,1,0,1,0,0
