    "time",       "y",       "z"
         0,        10,         0
      0.02,  9.998236,    -0.196
      0.04, 9.9925357,    -0.392
      0.06, 9.9829153,    -0.588
      0.08,  9.969375,    -0.784
       0.1, 9.9519147,     -0.98
      0.12, 9.9305507,    -1.176
      0.14,  9.905234,    -1.372
      0.16, 9.8760137,    -1.568
      0.18, 9.8428733,    -1.764
       0.2, 9.8057967,     -1.96
      0.22, 9.7648163,    -2.156
      0.24,  9.719916,    -2.352
      0.26, 9.6710793,    -2.548
      0.28, 9.6183227,    -2.744
       0.3, 9.5616623,     -2.94
      0.32, 9.5010657,    -3.136
      0.34,  9.436549,    -3.332
      0.36, 9.3681287,    -3.528
      0.38,  9.295772,    -3.724
       0.4, 9.2194953,     -3.92
      0.42,  9.139315,    -4.116
      0.44, 9.0551983,    -4.312
      0.46, 8.9671617,    -4.508
      0.48, 8.8752213,    -4.704
       0.5, 8.7793447,      -4.9
      0.52,  8.679548,    -5.096
      0.54, 8.5758313,    -5.292
      0.56, 8.4681947,    -5.488
      0.58, 8.3566543,    -5.684
       0.6, 8.2411777,     -5.88
      0.62,  8.121781,    -6.076
      0.64, 7.9984643,    -6.272
      0.66, 7.8712277,    -6.468
      0.68,  7.740071,    -6.664
       0.7, 7.6049943,     -6.86
      0.72,  7.466014,    -7.056
      0.74, 7.3230973,    -7.252
      0.76, 7.1762607,    -7.448
      0.78,  7.025504,    -7.644
       0.8, 6.8708273,     -7.84
      0.82, 6.7122307,    -8.036
      0.84, 6.5497303,    -8.232
      0.86, 6.3832937,    -8.428
      0.88,  6.212937,    -8.624
       0.9, 6.0386603,     -8.82
      0.92, 5.8604637,    -9.016
      0.94,  5.678347,    -9.212
      0.96, 5.4923267,    -9.408
      0.98,   5.30237,    -9.604
         1, 5.1084933,      -9.8
      1.02, 4.9106967,    -9.996
      1.04,   4.70898,   -10.192
      1.06, 4.5033433,   -10.388
      1.08, 4.2937867,   -10.584
       1.1,   4.08031,    -10.78
      1.12, 3.8629133,   -10.976
      1.14, 3.6415967,   -11.172
      1.16, 3.4163763,   -11.368
      1.18, 3.1872197,   -11.564
       1.2,  2.954143,    -11.76
      1.22, 2.7171463,   -11.956
      1.24, 2.4762297,   -12.152
      1.26,  2.231393,   -12.348
      1.28, 1.9826363,   -12.544
       1.3, 1.7299597,    -12.74
      1.32,  1.473363,   -12.936
      1.34, 1.2128463,   -13.132
      1.36,0.94840967,   -13.328
      1.38,  0.680053,   -13.524
       1.4,0.40777633,    -13.72
      1.42,  0.131596,   -13.916
      1.44,0.096724333,   10.4125
      1.46,0.30317767,   10.2165
      1.48,  0.505711,   10.0205
       1.5,0.70432433,    9.8245
      1.52,0.89901767,    9.6285
      1.54,  1.089791,    9.4325
      1.56, 1.2766443,    9.2365
      1.58, 1.4595777,    9.0405
       1.6,  1.638591,    8.8445
      1.62, 1.8136843,    8.6485
      1.64, 1.9848577,    8.4525
      1.66,  2.152111,    8.2565
      1.68, 2.3154607,    8.0605
       1.7,  2.474874,    7.8645
      1.72, 2.6303673,    7.6685
      1.74, 2.7819407,    7.4725
      1.76,  2.929594,    7.2765
      1.78, 3.0733273,    7.0805
       1.8, 3.2131407,    6.8845
      1.82,  3.349034,    6.6885
      1.84, 3.4810073,    6.4925
      1.86, 3.6090607,    6.2965
      1.88,  3.733194,    6.1005
       1.9, 3.8534073,    5.9045
      1.92,  3.969717,    5.7085
      1.94, 4.0820903,    5.5125
      1.96, 4.1905437,    5.3165
      1.98,  4.295077,    5.1205
         2, 4.3956903,    4.9245
      2.02,    4.4924,    4.7285
      2.04, 4.5851897,    4.5325
      2.06, 4.6740593,    4.3365
      2.08,  4.759009,    4.1405
       2.1, 4.8400387,    3.9445
      2.12, 4.9171483,    3.7485
      2.14,  4.990338,    3.5525
      2.16, 5.0596077,    3.3565
      2.18, 5.1249573,    3.1605
       2.2,  5.186387,    2.9645
      2.22, 5.2438967,    2.7685
      2.24, 5.2974863,    2.5725
      2.26,  5.347156,    2.3765
      2.28, 5.3929057,    2.1805
       2.3, 5.4347353,    1.9845
      2.32, 5.4726613,    1.7885
      2.34,  5.506651,    1.5925
      2.36, 5.5367207,    1.3965
      2.38, 5.5628703,    1.2005
       2.4,    5.5851,    1.0045
      2.42, 5.6034097,    0.8085
      2.44, 5.6177993,    0.6125
      2.46,  5.628269,    0.4165
      2.48, 5.6348187,    0.2205
       2.5, 5.6374483,    0.0245
      2.52,  5.636158,   -0.1715
      2.54, 5.6309477,   -0.3675
      2.56, 5.6218173,   -0.5635
      2.58,  5.608767,   -0.7595
       2.6, 5.5917967,   -0.9555
      2.62, 5.5709063,   -1.1515
      2.64,  5.546096,   -1.3475
      2.66, 5.5173657,   -1.5435
      2.68, 5.4847153,   -1.7395
       2.7,  5.448145,   -1.9355
      2.72, 5.4076547,   -2.1315
      2.74, 5.3632443,   -2.3275
      2.76,  5.314914,   -2.5235
      2.78, 5.2626637,   -2.7195
       2.8, 5.2064933,   -2.9155
      2.82, 5.1464193,   -3.1115
      2.84,  5.082409,   -3.3075
      2.86, 5.0144787,   -3.5035
      2.88, 4.9426283,   -3.6995
       2.9,  4.866858,   -3.8955
      2.92, 4.7871677,   -4.0915
      2.94, 4.7035573,   -4.2875
      2.96,  4.616027,   -4.4835
      2.98, 4.5245767,   -4.6795
         3, 4.4292063,   -4.8755
      3.02,  4.329916,   -5.0715
      3.04, 4.2267057,   -5.2675
      3.06, 4.1195753,   -5.4635
      3.08,  4.008525,   -5.6595
       3.1, 3.8935547,   -5.8555
      3.12, 3.7746643,   -6.0515
      3.14,  3.651854,   -6.2475
      3.16, 3.5251237,   -6.4435
      3.18, 3.3944733,   -6.6395
       3.2,  3.259903,   -6.8355
      3.22, 3.1214127,   -7.0315
      3.24, 2.9790023,   -7.2275
      3.26,  2.832672,   -7.4235
      3.28, 2.6824217,   -7.6195
       3.3, 2.5282513,   -7.8155
      3.32,  2.370161,   -8.0115
      3.34,  2.208167,   -8.2075
      3.36, 2.0422367,   -8.4035
      3.38, 1.8723863,   -8.5995
       3.4,  1.698616,   -8.7955
      3.42, 1.5209257,   -8.9915
      3.44, 1.3393153,   -9.1875
      3.46,  1.153785,   -9.3835
      3.48,0.96433467,   -9.5795
       3.5,0.77096433,   -9.7755
      3.52,  0.573674,   -9.9715
      3.54,0.37246367,  -10.1675
      3.56,0.16733333,  -10.3635
      3.58,-0.00482735,  7.885325
       3.6,0.15109882,  7.689325
      3.62,0.30310498,  7.493325
      3.64,0.45119115,  7.297325
      3.66,0.59535732,  7.101325
      3.68,0.73560348,  6.905325
       3.7,0.87192965,  6.709325
      3.72, 1.0043358,  6.513325
      3.74,  1.132822,  6.317325
      3.76, 1.2573881,  6.121325
      3.78, 1.3780343,  5.925325
       3.8, 1.4947605,  5.729325
      3.82, 1.6075666,  5.533325
      3.84, 1.7164691,  5.337325
      3.86, 1.8214353,  5.141325
      3.88, 1.9224815,  4.945325
       3.9, 2.0196076,  4.749325
      3.92, 2.1128138,  4.553325
      3.94,    2.2021,  4.357325
      3.96, 2.2874661,  4.161325
      3.98, 2.3689123,  3.965325
         4, 2.4464385,  3.769325
      4.02, 2.5200446,  3.573325
      4.04, 2.5897471,  3.377325
      4.06, 2.6555133,  3.181325
      4.08, 2.7173758,  2.985325
       4.1, 2.7753183,  2.789325
      4.12, 2.8293245,  2.593325
      4.14,  2.879427,  2.397325
      4.16, 2.9255931,  2.201325
      4.18, 2.9678556,  2.005325
       4.2, 3.0061818,  1.809325
      4.22, 3.0406043,  1.613325
      4.24, 3.0710905,  1.417325
      4.26,  3.097673,  1.221325
      4.28, 3.1203191,  1.025325
       4.3, 3.1390616,  0.829325
      4.32, 3.1538678,  0.633325
      4.34, 3.1647703,  0.437325
      4.36, 3.1717365,  0.241325
      4.38,  3.174799,  0.045325
       4.4, 3.1739251, -0.150675
      4.42, 3.1691476, -0.346675
      4.44, 3.1604338, -0.542675
      4.46, 3.1478163, -0.738675
      4.48, 3.1312625, -0.934675
       4.5,  3.110805, -1.130675
      4.52, 3.0864111, -1.326675
      4.54, 3.0581136, -1.522675
      4.56, 3.0258798, -1.718675
      4.58, 2.9897423, -1.914675
       4.6, 2.9496685, -2.110675
