"time","Var_disp"
0.258,0.0097815600
0.259,0.0100417000
0.26,0.0103042000
0.261,0.0105693000
0.262,0.0108371000
0.263,0.0111076000
0.264,0.0113810000
0.265,0.0116573000
0.266,0.0119361000
0.267,0.0122175000
0.268,0.0125010000
0.269,0.0127866000
0.27,0.0130740000
0.271,0.0133629000
0.272,0.0136532000
0.273,0.0139447000
0.274,0.0142372000
0.275,0.0145305000
0.276,0.0148246000
0.277,0.0151198000
0.278,0.0154160000
0.279,0.0157133000
0.28,0.0160120000
0.281,0.0163120000
0.282,0.0166135000
0.283,0.0169167000
0.284,0.0172215000
0.285,0.0175282000
0.286,0.0178366000
0.287,0.0181466000
0.288,0.0184581000
0.289,0.0187707000
0.29,0.0190845000
0.291,0.0193992000
0.292,0.0197147000
0.293,0.0200308000
0.294,0.0203474000
0.295,0.0206642000
0.296,0.0209813000
0.297,0.0212985000
0.298,0.0216157000
0.299,0.0219330000
0.3,0.0222503000
0.301,0.0225675000
0.302,0.0228845000
0.303,0.0232014000
0.304,0.0235180000
0.305,0.0238343000
0.306,0.0241502000
0.307,0.0244658000
0.308,0.0247808000
0.309,0.0250954000
0.31,0.0254094000
0.311,0.0257227000
0.312,0.0260353000
0.313,0.0263473000
0.314,0.0266584000
0.315,0.0269687000
0.316,0.0272780000
0.317,0.0275865000
0.318,0.0278941000
0.319,0.0282010000
0.32,0.0285070000
0.321,0.0288123000
0.322,0.0291169000
0.323,0.0294209000
0.324,0.0297243000
0.325,0.0300271000
0.326,0.0303294000
0.327,0.0306310000
0.328,0.0309316000
0.329,0.0312312000
0.33,0.0315294000
0.331,0.0318259000
0.332,0.0321206000
0.333,0.0324133000
0.334,0.0327036000
0.335,0.0329915000
0.336,0.0332766000
0.337,0.0335588000
0.338,0.0338382000
0.339,0.0341148000
0.34,0.0343886000
0.341,0.0346595000
0.342,0.0349277000
0.343,0.0351930000
0.344,0.0354555000
0.345,0.0357152000
0.346,0.0359722000
0.347,0.0362262000
0.348,0.0364774000
0.349,0.0367256000
0.35,0.0369707000
0.351,0.0372126000
0.352,0.0374512000
0.353,0.0376865000
0.354,0.0379183000
0.355,0.0381465000
0.356,0.0383711000
0.357,0.0385919000
0.358,0.0388089000
0.359,0.0390219000
0.36,0.0392309000
0.361,0.0394358000
0.362,0.0396364000
0.363,0.0398326000
0.364,0.0400244000
0.365,0.0402117000
0.366,0.0403943000
0.367,0.0405721000
0.368,0.0407452000
0.369,0.0409133000
0.37,0.0410765000
0.371,0.0412346000
0.372,0.0413876000
0.373,0.0415354000
0.374,0.0416779000
0.375,0.0418150000
0.376,0.0419467000
0.377,0.0420729000
0.378,0.0421936000
0.379,0.0423085000
0.38,0.0424177000
0.381,0.0425210000
0.382,0.0426184000
0.383,0.0427098000
0.384,0.0427951000
0.385,0.0428742000
0.386,0.0429470000
0.387,0.0430135000
0.388,0.0430735000
0.389,0.0431271000
0.39,0.0431740000
0.391,0.0432142000
0.392,0.0432477000
0.393,0.0432743000
0.394,0.0432940000
0.395,0.0433066000
0.396,0.0433121000
0.397,0.0433105000
0.398,0.0433016000
0.399,0.0432857000
0.4,0.0432627000
0.401,0.0432328000
0.402,0.0431960000
0.403,0.0431524000
0.404,0.0431020000
0.405,0.0430449000
0.406,0.0429813000
0.407,0.0429111000
0.408,0.0428344000
0.409,0.0427514000
0.41,0.0426620000
0.411,0.0425664000
0.412,0.0424647000
0.413,0.0423568000
0.414,0.0422429000
0.415,0.0421231000
0.416,0.0419974000
0.417,0.0418659000
0.418,0.0417287000
0.419,0.0415859000
0.42,0.0414375000
0.421,0.0412836000
0.422,0.0411243000
0.423,0.0409598000
0.424,0.0407900000
0.425,0.0406150000
0.426,0.0404350000
0.427,0.0402501000
0.428,0.0400602000
0.429,0.0398655000
0.43,0.0396660000
0.431,0.0394619000
0.432,0.0392533000
0.433,0.0390401000
0.434,0.0388225000
0.435,0.0386005000
0.436,0.0383743000
0.437,0.0381440000
0.438,0.0379095000
0.439,0.0376710000
0.44,0.0374285000
0.441,0.0371822000
0.442,0.0369322000
0.443,0.0366784000
0.444,0.0364210000
0.445,0.0361601000
0.446,0.0358958000
0.447,0.0356281000
0.448,0.0353571000
0.449,0.0350830000
0.45,0.0348058000
0.451,0.0345256000
0.452,0.0342425000
0.453,0.0339567000
0.454,0.0336682000
0.455,0.0333771000
0.456,0.0330835000
0.457,0.0327876000
0.458,0.0324892000
0.459,0.0321886000
0.46,0.0318857000
0.461,0.0315806000
0.462,0.0312733000
0.463,0.0309638000
0.464,0.0306523000
0.465,0.0303386000
0.466,0.0300229000
0.467,0.0297053000
0.468,0.0293858000
0.469,0.0290647000
0.47,0.0287421000
0.471,0.0284182000
0.472,0.0280932000
0.473,0.0277671000
0.474,0.0274402000
0.475,0.0271126000
0.476,0.0267844000
0.477,0.0264558000
0.478,0.0261266000
0.479,0.0257967000
0.48,0.0254663000
0.481,0.0251351000
0.482,0.0248032000
0.483,0.0244704000
0.484,0.0241368000
0.485,0.0238023000
0.486,0.0234668000
0.487,0.0231306000
0.488,0.0227938000
0.489,0.0224567000
0.49,0.0221196000
0.491,0.0217825000
0.492,0.0214459000
0.493,0.0211099000
0.494,0.0207747000
0.495,0.0204407000
0.496,0.0201079000
0.497,0.0197765000
0.498,0.0194463000
0.499,0.0191174000
0.5,0.0187898000
0.501,0.0184634000
0.502,0.0181382000
0.503,0.0178143000
0.504,0.0174915000
0.505,0.0171700000
0.506,0.0168497000
0.507,0.0165305000
0.508,0.0162127000
0.509,0.0158960000
0.51,0.0155807000
0.511,0.0152666000
0.512,0.0149538000
0.513,0.0146423000
0.514,0.0143321000
0.515,0.0140233000
0.516,0.0137159000
0.517,0.0134100000
0.518,0.0131056000
0.519,0.0128029000
0.52,0.0125019000
0.521,0.0122027000
0.522,0.0119053000
0.523,0.0116099000
0.524,0.0113165000
0.525,0.0110252000
0.526,0.0107360000
0.527,0.0104492000
0.528,0.0101648000
0.529,0.0098829900
0.53,0.0096037800
0.531,0.0093273200
0.532,0.0090537300
0.533,0.0087831200
0.534,0.0085155900
0.535,0.0082512400
0.536,0.0079901600
0.537,0.0077324300
0.538,0.0074781400
0.539,0.0072273700
0.54,0.0069802000
0.541,0.0067367100
0.542,0.0064969800
0.543,0.0062611000
0.544,0.0060291400
0.545,0.0058011200
0.546,0.0055770200
0.547,0.0053567900
0.548,0.0051404300
0.549,0.0049279000
0.55,0.0047191700
0.551,0.0045142100
0.552,0.0043130100
0.553,0.0041155300
0.554,0.0039217600
0.555,0.0037317700
0.556,0.0035456500
0.557,0.0033635000
0.558,0.0031854200
0.559,0.0030115000
0.56,0.0028418500
0.561,0.0026765600
0.562,0.0025157400
0.563,0.0023594800
0.564,0.0022078600
0.565,0.0020609200
0.566,0.0019186500
0.567,0.0017810900
0.568,0.0016482300
0.569,0.0015200900
0.57,0.0013966900
0.571,0.0012780300
0.572,0.0011641400
0.573,0.0010550200
0.574,0.0009507190
0.575,0.0008513700
0.576,0.0007571150
0.577,0.0006680990
0.578,0.0005844690
0.579,0.0005063750
0.58,0.0004339700
0.581,0.0003674100
0.582,0.0003068550
0.583,0.0002524540
0.584,0.0002040960
0.585,0.0001614330
0.586,0.0001241180
0.587,0.0000918236
0.588,0.0000642362
0.589,0.0000410551
0.59,0.0000219921
0.591,0.0000067706
0.592,-0.0000048754
0.593,-0.0000132439
0.594,-0.0000187870
0.595,-0.0000219706
0.596,-0.0000232327
0.597,-0.0000229856
0.598,-0.0000216189
0.599,-0.0000195014
0.6,-0.0000169830
0.601,-0.0000143960
0.602,-0.0000120566
0.603,-0.0000102433
0.604,-0.0000090055
0.605,-0.0000082694
0.606,-0.0000079593
0.607,-0.0000079987
0.608,-0.0000083104
0.609,-0.0000088165
0.61,-0.0000094387
0.611,-0.0000100980
0.612,-0.0000107146
0.613,-0.0000112102
0.614,-0.0000115511
0.615,-0.0000117548
0.616,-0.0000118417
0.617,-0.0000118323
0.618,-0.0000117471
0.619,-0.0000116066
0.62,-0.0000114314
0.621,-0.0000112423
0.622,-0.0000110598
0.623,-0.0000109043
0.624,-0.0000107833
0.625,-0.0000106934
0.626,-0.0000106305
0.627,-0.0000105911
0.628,-0.0000105717
0.629,-0.0000105690
0.63,-0.0000105800
0.631,-0.0000106019
0.632,-0.0000106321
0.633,-0.0000106682
0.634,-0.0000107078
0.635,-0.0000107486
0.636,-0.0000107884
0.637,-0.0000108251
0.638,-0.0000108568
0.639,-0.0000108818
0.64,-0.0000108988
0.641,-0.0000109062
0.642,-0.0000109029
0.643,-0.0000108881
0.644,-0.0000108623
0.645,-0.0000108276
0.646,-0.0000107864
0.647,-0.0000107412
0.648,-0.0000106948
0.649,-0.0000106502
0.65,-0.0000106105
0.651,-0.0000105791
0.652,-0.0000105595
0.653,-0.0000105553
0.654,-0.0000105653
0.655,-0.0000105839
0.656,-0.0000106054
0.657,-0.0000106242
0.658,-0.0000106350
0.659,-0.0000106325
0.66,-0.0000106117
0.661,-0.0000105675
0.662,-0.0000104953
0.663,-0.0000103911
0.664,-0.0000102634
0.665,-0.0000101332
0.666,-0.0000100222
0.667,-0.0000099523
0.668,-0.0000099454
0.669,-0.0000100239
0.67,-0.0000102101
0.671,-0.0000105268
0.672,-0.0000109967
0.673,-0.0000116405
0.674,-0.0000124236
0.675,-0.0000132513
0.676,-0.0000140247
0.677,-0.0000146430
0.678,-0.0000150043
0.679,-0.0000150049
0.68,-0.0000145395
0.681,-0.0000135016
0.682,-0.0000117828
0.683,-0.0000092913
0.684,-0.0000061388
0.685,-0.0000025629
0.686,0.0000012040
0.687,0.0000049370
0.688,0.0000084185
0.689,0.0000114370
0.69,0.0000137879
0.691,0.0000152724
0.692,0.0000156980
0.693,0.0000148852
0.694,0.0000128460
0.695,0.0000097912
0.696,0.0000059486
0.697,0.0000015550
0.698,-0.0000031440
0.699,-0.0000078933
0.7,-0.0000124276
0.701,-0.0000164715
0.702,-0.0000197383
0.703,-0.0000219361
0.704,-0.0000229808
0.705,-0.0000230484
0.706,-0.0000223259
0.707,-0.0000209954
0.708,-0.0000192343
0.709,-0.0000172157
0.71,-0.0000151082
0.711,-0.0000130761
0.712,-0.0000112798
0.713,-0.0000098692
0.714,-0.0000088836
0.715,-0.0000082720
0.716,-0.0000079803
0.717,-0.0000079540
0.718,-0.0000081386
0.719,-0.0000084793
0.72,-0.0000089212
0.721,-0.0000094092
0.722,-0.0000098882
0.723,-0.0000103042
0.724,-0.0000106338
0.725,-0.0000108853
0.726,-0.0000110685
0.727,-0.0000111935
0.728,-0.0000112704
0.729,-0.0000113094
0.73,-0.0000113209
0.731,-0.0000113155
0.732,-0.0000113038
0.733,-0.0000112961
0.734,-0.0000112930
0.735,-0.0000112858
0.736,-0.0000112656
0.737,-0.0000112235
0.738,-0.0000111509
0.739,-0.0000110393
0.74,-0.0000108804
0.741,-0.0000106660
0.742,-0.0000103882
0.743,-0.0000100404
0.744,-0.0000096436
0.745,-0.0000092441
0.746,-0.0000088889
0.747,-0.0000086252
0.748,-0.0000085000
0.749,-0.0000085602
0.75,-0.0000088527
0.751,-0.0000094239
0.752,-0.0000103205
0.753,-0.0000115872
0.754,-0.0000132101
0.755,-0.0000151030
0.756,-0.0000171739
0.757,-0.0000193294
0.758,-0.0000214753
0.759,-0.0000235158
0.76,-0.0000253542
0.761,-0.0000268927
0.762,-0.0000280323
0.763,-0.0000286748
0.764,-0.0000287818
0.765,-0.0000283833
0.766,-0.0000275129
0.767,-0.0000262041
0.768,-0.0000244904
0.769,-0.0000224049
0.77,-0.0000199811
0.771,-0.0000172521
0.772,-0.0000142507
0.773,-0.0000110136
0.774,-0.0000076180
0.775,-0.0000041654
0.776,-0.0000007566
0.777,0.0000025087
0.778,0.0000055321
0.779,0.0000082162
0.78,0.0000104651
0.781,0.0000121839
0.782,0.0000132790
0.783,0.0000136632
0.784,0.0000133377
0.785,0.0000123778
0.786,0.0000108616
0.787,0.0000088684
0.788,0.0000064779
0.789,0.0000037706
0.79,0.0000008278
0.791,-0.0000022685
0.792,-0.0000054359
0.793,-0.0000085914
0.794,-0.0000116572
0.795,-0.0000145639
0.796,-0.0000172414
0.797,-0.0000196190
0.798,-0.0000216252
0.799,-0.0000231877
0.8,-0.0000242336
0.801,-0.0000246890
0.802,-0.0000244794
0.803,-0.0000235375
0.804,-0.0000219450
0.805,-0.0000199129
0.806,-0.0000176507
0.807,-0.0000153622
0.808,-0.0000132454
0.809,-0.0000114931
0.81,-0.0000102927
0.811,-0.0000098267
0.812,-0.0000102725
0.813,-0.0000117996
0.814,-0.0000144020
0.815,-0.0000178219
0.816,-0.0000217698
0.817,-0.0000259422
0.818,-0.0000300206
0.819,-0.0000336705
0.82,-0.0000365404
0.821,-0.0000382602
0.822,-0.0000384395
0.823,-0.0000366971
0.824,-0.0000331113
0.825,-0.0000281175
0.826,-0.0000221352
0.827,-0.0000155602
0.828,-0.0000087667
0.829,-0.0000021092
0.83,0.0000040758
0.831,0.0000094687
0.832,0.0000137652
0.833,0.0000166992
0.834,0.0000182715
0.835,0.0000186450
0.836,0.0000179894
0.837,0.0000164791
0.838,0.0000142934
0.839,0.0000116165
0.84,0.0000086377
0.841,0.0000055512
0.842,0.0000025567
0.843,-0.0000001440
0.844,-0.0000024585
0.845,-0.0000044324
0.846,-0.0000061195
0.847,-0.0000075734
0.848,-0.0000088472
0.849,-0.0000099939
0.85,-0.0000110661
0.851,-0.0000121159
0.852,-0.0000131952
0.853,-0.0000143536
0.854,-0.0000155900
0.855,-0.0000168449
0.856,-0.0000180556
0.857,-0.0000191585
0.858,-0.0000200897
0.859,-0.0000207847
0.86,-0.0000211786
0.861,-0.0000212060
0.862,-0.0000208013
0.863,-0.0000199042
0.864,-0.0000185697
0.865,-0.0000169554
0.866,-0.0000152191
0.867,-0.0000135156
0.868,-0.0000119964
0.869,-0.0000108100
0.87,-0.0000101017
0.871,-0.0000100141
0.872,-0.0000106866
0.873,-0.0000122526
0.874,-0.0000147013
0.875,-0.0000178189
0.876,-0.0000213682
0.877,-0.0000251028
0.878,-0.0000287668
0.879,-0.0000320939
0.88,-0.0000348072
0.881,-0.0000366184
0.882,-0.0000372275
0.883,-0.0000363382
0.884,-0.0000339658
0.885,-0.0000304036
0.886,-0.0000259425
0.887,-0.0000208619
0.888,-0.0000154303
0.889,-0.0000099059
0.89,-0.0000045372
0.891,0.0000004362
0.892,0.0000047837
0.893,0.0000083001
0.894,0.0000109557
0.895,0.0000128185
0.896,0.0000139585
0.897,0.0000144459
0.898,0.0000143514
0.899,0.0000137464
0.9,0.0000127024
0.901,0.0000112915
0.902,0.0000095860
0.903,0.0000076583
0.904,0.0000055733
0.905,0.0000033873
0.906,0.0000011571
0.907,-0.0000010605
0.908,-0.0000032077
0.909,-0.0000052267
0.91,-0.0000070590
0.911,-0.0000086459
0.912,-0.0000099281
0.913,-0.0000108486
0.914,-0.0000114114
0.915,-0.0000116828
0.916,-0.0000117315
0.917,-0.0000116259
0.918,-0.0000114339
0.919,-0.0000112229
0.92,-0.0000110602
0.921,-0.0000110122
0.922,-0.0000111452
0.923,-0.0000115214
0.924,-0.0000121212
0.925,-0.0000128406
0.926,-0.0000135695
0.927,-0.0000141963
0.928,-0.0000146073
0.929,-0.0000146869
0.93,-0.0000143176
0.931,-0.0000133801
0.932,-0.0000117531
0.933,-0.0000093318
0.934,-0.0000062245
0.935,-0.0000026731
0.936,0.0000010860
0.937,0.0000048244
0.938,0.0000083206
0.939,0.0000113602
0.94,0.0000137352
0.941,0.0000152442
0.942,0.0000156918
0.943,0.0000148963
0.944,0.0000128689
0.945,0.0000098208
0.946,0.0000059808
0.947,0.0000015861
0.948,-0.0000031169
0.949,-0.0000078721
0.95,-0.0000124136
0.951,-0.0000164650
0.952,-0.0000197386
0.953,-0.0000219413
0.954,-0.0000229886
0.955,-0.0000230570
0.956,-0.0000223338
0.957,-0.0000210017
0.958,-0.0000192386
0.959,-0.0000172179
0.96,-0.0000151087
0.961,-0.0000130756
0.962,-0.0000112794
0.963,-0.0000098702
0.964,-0.0000088873
0.965,-0.0000082792
0.966,-0.0000079910
0.967,-0.0000079680
0.968,-0.0000081549
0.969,-0.0000084964
0.97,-0.0000089371
0.971,-0.0000094213
0.972,-0.0000098932
0.973,-0.0000102984
0.974,-0.0000106141
0.975,-0.0000108507
0.976,-0.0000110198
0.977,-0.0000111335
0.978,-0.0000112038
0.979,-0.0000112430
0.98,-0.0000112634
0.981,-0.0000112772
0.982,-0.0000112923
0.983,-0.0000113046
0.984,-0.0000113088
0.985,-0.0000112996
0.986,-0.0000112720
0.987,-0.0000112210
0.988,-0.0000111418
0.989,-0.0000110299
0.99,-0.0000108809
0.991,-0.0000106906
0.992,-0.0000104549
0.993,-0.0000101709
0.994,-0.0000098552
0.995,-0.0000095428
0.996,-0.0000092694
0.997,-0.0000090708
0.998,-0.0000089828
0.999,-0.0000090413
1,-0.0000092822
1.001,-0.0000097413
1.002,-0.0000104546
1.003,-0.0000114577
1.004,-0.0000127866
1.005,-0.0000144672
1.006,-0.0000164367
1.007,-0.0000185840
1.008,-0.0000207956
1.009,-0.0000229561
1.01,-0.0000249485
1.011,-0.0000266538
1.012,-0.0000279513
1.013,-0.0000287208
1.014,-0.0000289137
1.015,-0.0000285649
1.016,-0.0000277141
1.017,-0.0000264006
1.018,-0.0000246638
1.019,-0.0000225427
1.02,-0.0000200762
1.021,-0.0000173031
1.022,-0.0000142621
1.023,-0.0000109947
1.024,-0.0000075791
1.025,-0.0000041155
1.026,-0.0000007030
1.027,0.0000025602
1.028,0.0000055771
1.029,0.0000082519
1.03,0.0000104898
1.031,0.0000121973
1.032,0.0000132822
1.033,0.0000136584
1.034,0.0000133274
1.035,0.0000123643
1.036,0.0000108468
1.037,0.0000088539
1.038,0.0000064648
1.039,0.0000037600
1.04,0.0000008201
1.041,-0.0000022731
1.042,-0.0000054376
1.043,-0.0000085906
1.044,-0.0000116548
1.045,-0.0000145604
1.046,-0.0000172375
1.047,-0.0000196151
1.048,-0.0000216217
1.049,-0.0000231849
1.05,-0.0000242316
1.051,-0.0000246878
1.052,-0.0000244790
1.053,-0.0000235378
1.054,-0.0000219457
1.055,-0.0000199139
1.056,-0.0000176518
1.057,-0.0000153633
1.058,-0.0000132464
1.059,-0.0000114939
1.06,-0.0000102933
1.061,-0.0000098270
1.062,-0.0000102727
1.063,-0.0000117995
1.064,-0.0000144017
1.065,-0.0000178214
1.066,-0.0000217692
1.067,-0.0000259415
1.068,-0.0000300199
1.069,-0.0000336699
1.07,-0.0000365399
1.071,-0.0000382598
1.072,-0.0000384394
1.073,-0.0000366972
1.074,-0.0000331118
1.075,-0.0000281184
1.076,-0.0000221364
1.077,-0.0000155616
1.078,-0.0000087682
1.079,-0.0000021107
1.08,0.0000040745
1.081,0.0000094678
1.082,0.0000137650
1.083,0.0000167000
1.084,0.0000182734
1.085,0.0000186481
1.086,0.0000179936
1.087,0.0000164843
1.088,0.0000142992
1.089,0.0000116225
1.09,0.0000086432
1.091,0.0000055553
1.092,0.0000025585
1.093,-0.0000001457
1.094,-0.0000024647
1.095,-0.0000044434
1.096,-0.0000061352
1.097,-0.0000075930
1.098,-0.0000088693
1.099,-0.0000100166
1.1,-0.0000110867
1.101,-0.0000121314
1.102,-0.0000132019
1.103,-0.0000143474
1.104,-0.0000155670
1.105,-0.0000168028
1.106,-0.0000179937
1.107,-0.0000190776
1.108,-0.0000199923
1.109,-0.0000206751
1.11,-0.0000210626
1.111,-0.0000210915
1.112,-0.0000206976
1.113,-0.0000198223
1.114,-0.0000185190
1.115,-0.0000169407
1.116,-0.0000152409
1.117,-0.0000135704
1.118,-0.0000120766
1.119,-0.0000109042
1.12,-0.0000101952
1.121,-0.0000100886
1.122,-0.0000107205
1.123,-0.0000122213
1.124,-0.0000145787
1.125,-0.0000175826
1.126,-0.0000210008
1.127,-0.0000245919
1.128,-0.0000281055
1.129,-0.0000312812
1.13,-0.0000338484
1.131,-0.0000355260
1.132,-0.0000360210
1.133,-0.0000350463
1.134,-0.0000326396
1.135,-0.0000291267
1.136,-0.0000248285
1.137,-0.0000200522
1.138,-0.0000150915
1.139,-0.0000102282
1.14,-0.0000057324
1.141,-0.0000018636
1.142,0.0000011291
1.143,0.0000030194
1.144,0.0000037964
1.145,0.0000036160
1.146,0.0000026427
1.147,0.0000010454
1.148,-0.0000010024
1.149,-0.0000033229
1.15,-0.0000057334
1.151,-0.0000080465
1.152,-0.0000100702
1.153,-0.0000116116
1.154,-0.0000126034
1.155,-0.0000131231
1.156,-0.0000132554
1.157,-0.0000130840
1.158,-0.0000126915
1.159,-0.0000121600
1.16,-0.0000115703
1.161,-0.0000110025
1.162,-0.0000105355
1.163,-0.0000102448
1.164,-0.0000101459
1.165,-0.0000101976
1.166,-0.0000103562
1.167,-0.0000105780
1.168,-0.0000108190
1.169,-0.0000110352
1.17,-0.0000111826
1.171,-0.0000112169
1.172,-0.0000110938
1.173,-0.0000107729
1.174,-0.0000102813
1.175,-0.0000097042
1.176,-0.0000091280
1.177,-0.0000086384
1.178,-0.0000083202
1.179,-0.0000082575
1.18,-0.0000085337
1.181,-0.0000092313
1.182,-0.0000104317
1.183,-0.0000122143
1.184,-0.0000145276
1.185,-0.0000170912
1.186,-0.0000195889
1.187,-0.0000216879
1.188,-0.0000230383
1.189,-0.0000232717
1.19,-0.0000219992
1.191,-0.0000188099
1.192,-0.0000132686
1.193,-0.0000049133
1.194,0.0000066997
1.195,0.0000218532
1.196,0.0000407959
1.197,0.0000637853
1.198,0.0000910880
1.199,0.0001229810
1.2,0.0001597500
1.201,0.0002016960
1.202,0.0002491280
1.203,0.0003023650
1.204,0.0003615140
1.205,0.0004264120
1.206,0.0004968840
1.207,0.0005727590
1.208,0.0006538720
1.209,0.0007400580
1.21,0.0008311600
