"time","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uDC","Losses","uAC[3]"
1.240000E-002,-1.457081E+002,4.480705E+002,-3.023624E+002,-5.369185E+002,5.370752E+002,5.323258E+002,2.959005E+003,-1.566541E-001
1.260000E-002,-2.949045E+002,3.161236E+002,-2.121909E+001,-5.353553E+002,5.350816E+002,5.307453E+002,2.300100E+003,2.736851E-001
1.280000E-002,-3.329322E+002,3.331259E+002,-1.937180E-001,-5.329688E+002,3.633435E+002,5.283038E+002,2.272568E+003,1.696253E+002
1.300000E-002,-3.757816E+002,3.759146E+002,-1.330283E-001,-5.310816E+002,3.320550E+002,5.263310E+002,2.489426E+003,1.990266E+002
1.320000E-002,-4.292812E+002,4.293530E+002,-7.181367E-002,-5.298616E+002,3.008377E+002,5.250040E+002,2.779642E+003,2.290239E+002
1.340000E-002,-4.885203E+002,4.885307E+002,-1.031560E-002,-5.294092E+002,2.698624E+002,5.244332E+002,3.121138E+003,2.595468E+002
1.360000E-002,-5.484706E+002,5.484194E+002,5.122318E-002,-5.297583E+002,2.392675E+002,5.246624E+002,3.486946E+003,2.904907E+002
1.380000E-002,-6.040937E+002,6.039812E+002,1.125598E-001,-5.308758E+002,2.091580E+002,5.256688E+002,3.845123E+003,3.217179E+002
1.400000E-002,-6.504745E+002,6.503010E+002,1.734522E-001,-5.326603E+002,1.796039E+002,5.273606E+002,4.159978E+003,3.530563E+002
1.420000E-002,-6.829466E+002,6.827130E+002,2.336601E-001,-5.349470E+002,1.506433E+002,5.295824E+002,4.394386E+003,3.843036E+002
1.440000E-002,-6.972143E+002,6.969214E+002,2.929458E-001,-5.375130E+002,1.222835E+002,5.321200E+002,4.512988E+003,4.152295E+002
1.460000E-002,-6.894570E+002,6.891060E+002,3.510754E-001,-5.400824E+002,9.450332E+001,5.347049E+002,4.485876E+003,4.455791E+002
1.480000E-002,-6.564166E+002,6.560087E+002,4.078194E-001,-5.423324E+002,6.725630E+001,5.370211E+002,4.292360E+003,4.750761E+002
1.500000E-002,-5.954787E+002,5.950157E+002,4.629540E-001,-5.439016E+002,4.047356E+001,5.387122E+002,3.924466E+003,5.034280E+002
1.520000E-002,-5.047675E+002,5.042513E+002,5.162615E-001,-5.444009E+002,1.406941E+001,5.393929E+002,3.389874E+003,5.303314E+002
1.540000E-002,-3.865049E+002,3.793110E+002,7.193926E+000,-5.434307E+002,3.721167E-001,5.386660E+002,2.713045E+003,5.430586E+002
1.560000E-002,-2.617216E+002,1.983375E+002,6.338412E+001,-5.407614E+002,1.349532E-001,5.363024E+002,2.024815E+003,5.406264E+002
1.580000E-002,-1.550294E+002,2.930515E-001,1.547364E+002,-4.148190E+002,-1.217672E+002,5.322775E+002,1.420874E+003,5.365861E+002
1.600000E-002,-1.724022E+002,2.337677E-001,1.721684E+002,-3.829297E+002,-1.491618E+002,5.277480E+002,1.474233E+003,5.320916E+002
1.620000E-002,-2.110749E+002,1.735613E-001,2.109013E+002,-3.507895E+002,-1.772280E+002,5.235965E+002,1.635522E+003,5.280175E+002
1.640000E-002,-2.664961E+002,1.126699E-001,2.663834E+002,-3.186400E+002,-2.059700E+002,5.200782E+002,1.892367E+003,5.246100E+002
1.660000E-002,-3.337189E+002,5.133384E-002,3.336676E+002,-2.866919E+002,-2.353580E+002,5.173836E+002,2.230074E+003,5.220499E+002
1.680000E-002,-4.075214E+002,-1.020480E-002,4.075317E+002,-2.551224E+002,-2.653272E+002,5.156356E+002,2.629073E+003,5.204496E+002
1.700000E-002,-4.825401E+002,-7.170316E-002,4.826118E+002,-2.240734E+002,-2.957767E+002,5.148860E+002,3.063457E+003,5.198501E+002
1.720000E-002,-5.534051E+002,-1.329185E-001,5.535380E+002,-1.936513E+002,-3.265700E+002,5.151154E+002,3.500796E+003,5.202213E+002
1.740000E-002,-6.148737E+002,-1.936093E-001,6.150673E+002,-1.639262E+002,-3.575358E+002,5.162331E+002,3.903302E+003,5.214620E+002
1.760000E-002,-6.619626E+002,-2.535361E-001,6.622161E+002,-1.349334E+002,-3.884697E+002,5.180800E+002,4.230305E+003,5.234032E+002
1.780000E-002,-6.900643E+002,-3.124622E-001,6.903768E+002,-1.066753E+002,-4.191379E+002,5.204338E+002,4.441710E+003,5.258132E+002
1.800000E-002,-6.950606E+002,-3.701552E-001,6.954307E+002,-7.912396E+001,-4.492795E+002,5.230140E+002,4.502167E+003,5.284035E+002
1.820000E-002,-6.734466E+002,-4.263873E-001,6.738730E+002,-5.222301E+001,-4.786108E+002,5.254875E+002,4.385616E+003,5.308338E+002
1.840000E-002,-6.224051E+002,-4.809367E-001,6.228860E+002,-2.589334E+001,-5.068306E+002,5.274797E+002,4.079298E+003,5.327239E+002
1.860000E-002,-5.398761E+002,-5.445831E-001,5.404207E+002,-5.393310E-001,-5.331242E+002,5.285843E+002,3.586574E+003,5.336636E+002
1.880000E-002,-4.099285E+002,-2.991963E+001,4.398481E+002,-3.800085E-001,-5.329059E+002,5.284372E+002,2.962699E+003,5.332859E+002
1.900000E-002,-2.186832E+002,-1.149219E+002,3.336051E+002,-1.037612E-001,-5.313600E+002,5.269125E+002,2.342810E+003,5.314637E+002
1.920000E-002,-2.734218E-001,-2.373078E+002,2.375812E+002,1.274965E+002,-5.284150E+002,5.239412E+002,1.788297E+003,4.009185E+002
1.940000E-002,-2.137897E-001,-2.724490E+002,2.726628E+002,1.556943E+002,-5.251786E+002,5.206345E+002,1.941380E+003,3.694842E+002
1.960000E-002,-1.533284E-001,-3.254062E+002,3.255596E+002,1.846198E+002,-5.225682E+002,5.179183E+002,2.198231E+003,3.379484E+002
1.980000E-002,-9.226201E-002,-3.913142E+002,3.914064E+002,2.142595E+002,-5.207812E+002,5.159995E+002,2.543722E+003,3.065216E+002
2.000000E-002,-3.083148E-002,-4.649980E+002,4.650288E+002,2.445571E+002,-5.199458E+002,5.150168E+002,2.958165E+003,2.753886E+002
2.020000E-002,3.072072E-002,-5.411009E+002,5.410702E+002,2.754200E+002,-5.201193E+002,5.150382E+002,3.415577E+003,2.446993E+002
2.040000E-002,9.215169E-002,-6.142231E+002,6.141309E+002,3.067196E+002,-5.212873E+002,5.160600E+002,3.883234E+003,2.145678E+002
2.060000E-002,1.532190E-001,-6.790557E+002,6.789025E+002,3.382915E+002,-5.233639E+002,5.180069E+002,4.322573E+003,1.850724E+002
2.080000E-002,2.136816E-001,-7.305132E+002,7.302995E+002,3.699379E+002,-5.261940E+002,5.207342E+002,4.691428E+003,1.562561E+002
2.100000E-002,2.733009E-001,-7.638593E+002,7.635860E+002,4.014296E+002,-5.295580E+002,5.240316E+002,4.947393E+003,1.281284E+002
2.120000E-002,3.318416E-001,-7.748253E+002,7.744934E+002,4.325093E+002,-5.331768E+002,5.276285E+002,5.051973E+003,1.006674E+002
2.140000E-002,3.890726E-001,-7.597170E+002,7.593279E+002,4.628962E+002,-5.367193E+002,5.312013E+002,4.975081E+003,7.382313E+001
2.160000E-002,4.447682E-001,-7.155086E+002,7.150639E+002,4.922898E+002,-5.398110E+002,5.343815E+002,4.699362E+003,4.752114E+001
2.180000E-002,4.987085E-001,-6.399214E+002,6.394227E+002,5.203761E+002,-5.420432E+002,5.367649E+002,4.223836E+003,2.166709E+001
2.200000E-002,1.403558E+000,-5.319012E+002,5.304977E+002,5.424550E+002,-5.429841E+002,5.379228E+002,3.563258E+003,5.290936E-001
2.220000E-002,3.907523E+001,-4.087262E+002,3.696510E+002,5.419574E+002,-5.422879E+002,5.375106E+002,2.810104E+003,3.305754E-001
2.240000E-002,1.319383E+002,-2.794631E+002,1.475248E+002,5.398261E+002,-5.398417E+002,5.354158E+002,2.098343E+003,1.558651E-002
2.260000E-002,2.111916E+002,-2.114452E+002,2.536431E-001,5.361799E+002,-3.949116E+002,5.317583E+002,1.675794E+003,-1.412683E+002
2.280000E-002,2.384347E+002,-2.386284E+002,1.937180E-001,5.325269E+002,-3.631225E+002,5.280509E+002,1.785888E+003,-1.694043E+002
2.300000E-002,2.830672E+002,-2.832002E+002,1.330283E-001,5.293919E+002,-3.312102E+002,5.248267E+002,1.992416E+003,-1.981817E+002
2.320000E-002,3.403900E+002,-3.404619E+002,7.181367E-002,5.269662E+002,-2.993900E+002,5.222864E+002,2.280106E+003,-2.275763E+002
2.340000E-002,4.054172E+002,-4.054275E+002,1.031560E-002,5.253783E+002,-2.678469E+002,5.205685E+002,2.630034E+003,-2.575313E+002
2.360000E-002,4.729721E+002,-4.729209E+002,-5.122318E-002,5.246852E+002,-2.367310E+002,5.197404E+002,3.017854E+003,-2.879542E+002
2.380000E-002,5.378395E+002,-5.377269E+002,-1.125598E-001,5.248749E+002,-2.061575E+002,5.198004E+002,3.413444E+003,-3.187174E+002
2.400000E-002,5.948995E+002,-5.947261E+002,-1.734522E-001,5.258670E+002,-1.762073E+002,5.206785E+002,3.781740E+003,-3.496597E+002
2.420000E-002,6.392653E+002,-6.390316E+002,-2.336601E-001,5.275153E+002,-1.469275E+002,5.222381E+002,4.084828E+003,-3.805878E+002
2.440000E-002,6.663473E+002,-6.660543E+002,-2.929458E-001,5.296097E+002,-1.183318E+002,5.242783E+002,4.284619E+003,-4.112779E+002
2.460000E-002,6.720228E+002,-6.716717E+002,-3.510754E-001,5.318830E+002,-9.040365E+001,5.265404E+002,4.346985E+003,-4.414794E+002
2.480000E-002,6.527477E+002,-6.523398E+002,-4.078194E-001,5.340188E+002,-6.309948E+001,5.287148E+002,4.245917E+003,-4.709193E+002
2.500000E-002,6.056269E+002,-6.051640E+002,-4.629540E-001,5.356587E+002,-3.635213E+001,5.304490E+002,3.967308E+003,-4.993066E+002
2.520000E-002,5.284752E+002,-5.279589E+002,-5.162615E-001,5.364120E+002,-1.007498E+001,5.313566E+002,3.512128E+003,-5.263370E+002
2.540000E-002,4.255847E+002,-4.136090E+002,-1.197574E+001,5.358809E+002,-4.016329E-001,5.310428E+002,2.903878E+003,-5.354793E+002
2.560000E-002,3.169238E+002,-2.406468E+002,-7.627694E+001,5.338661E+002,-1.643697E-001,5.293096E+002,2.275543E+003,-5.337017E+002
2.580000E-002,2.034209E+002,-7.267437E+000,-1.961534E+002,5.303060E+002,1.888858E-001,5.260964E+002,1.727079E+003,-5.304949E+002
2.600000E-002,2.269033E+002,-2.337677E-001,-2.266695E+002,3.802262E+002,1.464583E+002,5.222319E+002,1.721235E+003,-5.266844E+002
2.620000E-002,2.739314E+002,-1.735613E-001,-2.737578E+002,3.484860E+002,1.749245E+002,5.188639E+002,1.935544E+003,-5.234105E+002
2.640000E-002,3.362883E+002,-1.126699E-001,-3.361756E+002,3.167860E+002,2.041160E+002,5.162305E+002,2.245675E+003,-5.209019E+002
2.660000E-002,4.088821E+002,-5.133384E-002,-4.088307E+002,2.853268E+002,2.339929E+002,5.145030E+002,2.634908E+003,-5.193197E+002
2.680000E-002,4.863772E+002,1.020480E-002,-4.863874E+002,2.542747E+002,2.644795E+002,5.137826E+002,3.080698E+003,-5.187543E+002
2.700000E-002,5.633342E+002,7.170316E-002,-5.634059E+002,2.237603E+002,2.954636E+002,5.140982E+002,3.553615E+003,-5.192239E+002
2.720000E-002,6.343461E+002,1.329185E-001,-6.344790E+002,1.938779E+002,3.267966E+002,5.154067E+002,4.017608E+003,-5.206745E+002
2.740000E-002,6.941726E+002,1.936094E-001,-6.943662E+002,1.646858E+002,3.582953E+002,5.175936E+002,4.431661E+003,-5.229811E+002
2.760000E-002,7.378701E+002,2.535361E-001,-7.381236E+002,1.362075E+002,3.897438E+002,5.204763E+002,4.752720E+003,-5.259513E+002
2.780000E-002,7.609143E+002,3.124622E-001,-7.612267E+002,1.084339E+002,4.208965E+002,5.238093E+002,4.939583E+003,-5.293304E+002
2.800000E-002,7.593136E+002,3.701552E-001,-7.596837E+002,8.132614E+001,4.514817E+002,5.272899E+002,4.957366E+003,-5.328078E+002
2.820000E-002,7.297095E+002,4.263874E-001,-7.301359E+002,5.481868E+001,4.812065E+002,5.305664E+002,4.782035E+003,-5.360251E+002
2.840000E-002,6.694628E+002,4.809368E-001,-6.699437E+002,2.882402E+001,5.097613E+002,5.332469E+002,4.404475E+003,-5.385853E+002
2.860000E-002,5.767226E+002,5.335881E-001,-5.772562E+002,3.237051E+000,5.368257E+002,5.349098E+002,3.833605E+003,-5.400627E+002
2.880000E-002,4.392456E+002,2.296416E+001,-4.622097E+002,4.162810E-001,5.396430E+002,5.351589E+002,3.118332E+003,-5.400593E+002
2.900000E-002,2.403234E+002,1.004043E+002,-3.407276E+002,1.399189E-001,5.382710E+002,5.338309E+002,2.404968E+003,-5.384109E+002
2.920000E-002,2.733989E-001,2.220902E+002,-2.223636E+002,-1.309433E+002,5.352859E+002,5.308425E+002,1.731656E+003,-4.043425E+002
2.940000E-002,2.137897E-001,2.460003E+002,-2.462141E+002,-1.589797E+002,5.317494E+002,5.272582E+002,1.825529E+003,-3.727697E+002
2.960000E-002,1.533284E-001,2.883650E+002,-2.885183E+002,-1.876833E+002,5.286951E+002,5.241193E+002,2.020764E+003,-3.410118E+002
2.980000E-002,9.226201E-002,3.445328E+002,-3.446251E+002,-2.170340E+002,5.263300E+002,5.216419E+002,2.302400E+003,-3.092961E+002
3.000000E-002,3.083148E-002,4.095390E+002,-4.095698E+002,-2.469820E+002,5.247954E+002,5.199774E+002,2.652180E+003,-2.778135E+002
3.020000E-002,-3.072072E-002,4.782181E+002,-4.781874E+002,-2.774431E+002,5.241655E+002,5.192101E+002,3.046658E+003,-2.467224E+002
3.040000E-002,-9.215169E-002,5.453274E+002,-5.452352E+002,-3.082976E+002,5.244435E+002,5.193540E+002,3.456428E+003,-2.161459E+002
3.060000E-002,-1.532190E-001,6.056847E+002,-6.055315E+002,-3.393911E+002,5.255631E+002,5.203529E+002,3.846686E+003,-1.861720E+002
3.080000E-002,-2.136816E-001,6.543023E+002,-6.540886E+002,-3.705362E+002,5.273906E+002,5.220833E+002,4.179064E+003,-1.568544E+002
3.100000E-002,-2.733009E-001,6.864994E+002,-6.862261E+002,-4.015150E+002,5.297288E+002,5.243571E+002,4.414452E+003,-1.282138E+002
3.120000E-002,-3.318416E-001,6.980216E+002,-6.976898E+002,-4.320814E+002,5.323210E+002,5.269263E+002,4.516716E+003,-1.002395E+002
3.140000E-002,-3.890726E-001,6.851588E+002,-6.847697E+002,-4.619658E+002,5.348586E+002,5.294898E+002,4.456907E+003,-7.289281E+001
3.160000E-002,-4.447682E-001,6.448345E+002,-6.443897E+002,-4.908790E+002,5.369894E+002,5.317012E+002,4.217293E+003,-4.611037E+001
3.180000E-002,-4.987085E-001,5.746805E+002,-5.741818E+002,-5.185174E+002,5.383258E+002,5.331780E+002,3.794846E+003,-1.980838E+001
3.200000E-002,-2.440334E+000,4.740373E+002,-4.715970E+002,-5.379868E+002,5.384560E+002,5.335114E+002,3.200370E+003,-4.691562E-001
3.220000E-002,-4.540785E+001,3.616470E+002,-3.162392E+002,-5.368049E+002,5.370757E+002,5.323989E+002,2.532982E+003,-2.708311E-001
3.240000E-002,-1.442558E+002,2.445262E+002,-1.002704E+002,-5.341453E+002,5.341014E+002,5.297576E+002,1.913867E+003,4.398541E-002
3.260000E-002,-2.096020E+002,2.098556E+002,-2.536432E-001,-5.302908E+002,3.919671E+002,5.258724E+002,1.652510E+003,1.383237E+002
3.280000E-002,-2.466207E+002,2.468144E+002,-1.937180E-001,-5.267020E+002,3.602101E+002,5.222096E+002,1.811216E+003,1.664919E+002
3.300000E-002,-3.008202E+002,3.009532E+002,-1.330283E-001,-5.237598E+002,3.283941E+002,5.191590E+002,2.069349E+003,1.953657E+002
3.320000E-002,-3.672861E+002,3.673579E+002,-7.181367E-002,-5.216514E+002,2.967326E+002,5.169178E+002,2.411791E+003,2.249188E+002
3.340000E-002,-4.408257E+002,4.408360E+002,-1.031560E-002,-5.204970E+002,2.654063E+002,5.156163E+002,2.818749E+003,2.550907E+002
3.360000E-002,-5.160783E+002,5.160271E+002,5.122318E-002,-5.203439E+002,2.345603E+002,5.153128E+002,3.264068E+003,2.857835E+002
3.380000E-002,-5.876641E+002,5.875515E+002,1.125598E-001,-5.211678E+002,2.043040E+002,5.159937E+002,3.715014E+003,3.168639E+002
3.400000E-002,-6.503205E+002,6.501470E+002,1.734522E-001,-5.228743E+002,1.747109E+002,5.175748E+002,4.133359E+003,3.481633E+002
3.420000E-002,-6.990196E+002,6.987859E+002,2.336601E-001,-5.253002E+002,1.458199E+002,5.199034E+002,4.477661E+003,3.794802E+002
3.440000E-002,-7.290980E+002,7.288051E+002,2.929458E-001,-5.282185E+002,1.176362E+002,5.227616E+002,4.706738E+003,4.105823E+002
3.460000E-002,-7.363835E+002,7.360324E+002,3.510754E-001,-5.313440E+002,9.013415E+001,5.258727E+002,4.783914E+003,4.412099E+002
3.480000E-002,-7.172941E+002,7.168862E+002,4.078194E-001,-5.343413E+002,6.326071E+001,5.289081E+002,4.681423E+003,4.710805E+002
3.500000E-002,-6.689245E+002,6.684615E+002,4.629540E-001,-5.368326E+002,3.693905E+001,5.314963E+002,4.384576E+003,4.998935E+002
3.520000E-002,-5.891205E+002,5.886042E+002,5.162615E-001,-5.384081E+002,1.107305E+001,5.332315E+002,3.895197E+003,5.273351E+002
3.540000E-002,-4.814255E+002,4.710911E+002,1.033446E+001,-5.386490E+002,4.607561E-001,5.336976E+002,3.237203E+003,5.381883E+002
3.560000E-002,-3.658957E+002,2.945966E+002,7.129906E+001,-5.373242E+002,2.232974E-001,5.326648E+002,2.543720E+003,5.371009E+002
3.580000E-002,-2.441037E+002,5.697653E+001,1.871272E+002,-5.343505E+002,-1.301505E-001,5.300505E+002,1.920302E+003,5.344807E+002
3.600000E-002,-2.358888E+002,2.337677E-001,2.356551E+002,-3.823143E+002,-1.485464E+002,5.263902E+002,1.776408E+003,5.308607E+002
3.620000E-002,-2.758986E+002,1.735613E-001,2.757251E+002,-3.506040E+002,-1.770425E+002,5.230959E+002,1.956616E+003,5.276465E+002
3.640000E-002,-3.312132E+002,1.126699E-001,3.311005E+002,-3.188865E+002,-2.062165E+002,5.204418E+002,2.229532E+003,5.251031E+002
3.660000E-002,-3.968991E+002,5.133384E-002,3.968478E+002,-2.873635E+002,-2.360296E+002,5.186004E+002,2.578265E+003,5.233931E+002
3.680000E-002,-4.677743E+002,-1.020480E-002,4.677845E+002,-2.562027E+002,-2.664075E+002,5.176757E+002,2.980841E+003,5.226102E+002
