"time","Capacitor1_i","IdealDiode3_v"
0.0098,-202.055,-505.667
0.0098,-154.946,-504.523
0.0099,-154.946,-504.523
0.0099,-106.128,-503.701
0.01,-106.128,-503.701
0.01,-56.3386,-503.209
0.0101,-56.3386,-503.209
0.0101,-6.32053,-503.05
0.0102,-6.32053,-503.05
0.0102,43.1839,-503.223
0.0103,43.1839,-503.223
0.0103,91.4367,-503.721
0.0104,91.4367,-503.721
0.0104,137.709,-504.532
0.0105,137.709,-504.532
0.0105,181.286,-505.641
0.0106,181.286,-505.641
0.0106,221.471,-507.026
0.0107,221.471,-507.026
0.0107,257.587,-508.661
0.0108,257.587,-508.661
0.0108,288.988,-510.517
0.0109,288.988,-510.517
0.0109,315.054,-512.56
0.011,315.054,-512.56
0.011,335.203,-514.751
0.0111,335.203,-514.751
0.0111,348.887,-517.049
0.0112,348.887,-517.049
0.0112,355.604,-519.408
0.0113,355.604,-519.408
0.0113,354.891,-521.779
0.0114,354.891,-521.779
0.0114,346.338,-524.113
0.0115,346.338,-524.113
0.0115,329.58,-526.354
0.0116,329.58,-526.354
0.0116,304.307,-528.446
0.0117,304.307,-528.446
0.0117,270.264,-530.332
0.0118,270.264,-530.332
0.0118,227.251,-531.953
0.0119,227.251,-531.953
0.0119,176.61,-533.247
0.012,176.61,-533.247
0.012,123.117,-534.179
0.0121,123.117,-534.179
0.0121,67.0184,-534.729
0.0122,67.0184,-534.729
0.0122,8.20181,-534.88
0.0123,8.20181,-534.88
0.0123,-53.424,-534.614
0.0124,-53.424,-534.614
0.0124,-117.926,-533.911
0.0125,-117.926,-533.911
0.0125,-185.345,-532.754
0.0126,-185.345,-532.754
0.0126,-184.132,-376.63
0.0127,-184.132,-376.63
0.0127,-168.167,-361.005
0.0128,-168.167,-361.005
0.0128,-148.372,-345.345
0.0129,-148.372,-345.345
0.0129,-125.322,-329.675
0.013,-125.322,-329.675
0.013,-99.6073,-314.021
0.0131,-99.6073,-314.021
0.0131,-71.838,-298.406
0.0132,-71.838,-298.406
0.0132,-42.6337,-282.85
0.0133,-42.6337,-282.85
0.0133,-12.6229,-267.374
0.0134,-12.6229,-267.374
0.0134,17.5623,-251.992
0.0135,17.5623,-251.992
0.0135,47.2896,-236.721
0.0136,47.2896,-236.721
0.0136,75.9305,-221.572
0.0137,75.9305,-221.572
0.0137,102.864,-206.557
0.0138,102.864,-206.557
0.0138,127.482,-191.683
0.0139,127.482,-191.683
0.0139,149.191,-176.957
0.014,149.191,-176.957
0.014,167.417,-162.384
0.0141,167.417,-162.384
0.0141,181.609,-147.965
0.0142,181.609,-147.965
0.0142,191.241,-133.701
0.0143,191.241,-133.701
0.0143,195.82,-119.591
0.0144,195.82,-119.591
0.0144,194.882,-105.632
0.0145,194.882,-105.632
0.0145,188,-91.8187
0.0146,188,-91.8187
0.0146,174.788,-78.1454
0.0147,174.788,-78.1454
0.0147,154.897,-64.6043
0.0148,154.897,-64.6043
0.0148,128.024,-51.1867
0.0149,128.024,-51.1867
0.0149,93.9099,-37.8823
0.015,93.9099,-37.8823
0.015,52.3442,-24.6804
0.0151,52.3442,-24.6804
0.0151,3.16376,-11.5689
0.0152,3.16376,-11.5689
0.0152,-53.7445,1.4646
0.0153,-53.7445,1.4646
0.0153,-115.12,2.00665
0.0154,-115.12,2.00665
0.0154,-177.154,2.02763
0.0155,-177.154,2.02763
0.0155,-239.912,2.06284
0.0156,-239.912,2.06284
0.0156,-303.461,2.11215
0.0157,-303.461,2.11215
0.0157,-346.475,2.15418
0.0158,-346.475,2.15418
0.0158,-340.704,2.15996
0.0159,-340.704,2.15996
0.0159,-329.074,2.1716
0.016,-329.074,2.1716
0.016,-312.111,2.18858
0.0161,-312.111,2.18858
0.0161,-290.371,2.21033
0.0162,-290.371,2.21033
0.0162,-264.437,2.23627
0.0163,-264.437,2.23627
0.0163,-234.919,2.2658
0.0164,-234.919,2.2658
0.0164,-202.448,2.29829
0.0165,-202.448,2.29829
0.0165,-167.671,2.33308
0.0166,-167.671,2.33308
0.0166,-131.249,2.36952
0.0167,-131.249,2.36952
0.0167,-93.8493,2.40693
0.0168,-93.8493,2.40693
0.0168,-56.1472,2.44465
0.0169,-56.1472,2.44465
0.0169,-18.8163,2.48199
0.017,-18.8163,2.48199
0.017,17.473,2.5183
0.0171,17.473,2.5183
0.0171,52.0585,2.5529
0.0172,52.0585,2.5529
0.0172,84.2899,2.58515
0.0173,84.2899,2.58515
0.0173,113.533,2.6144
0.0174,113.533,2.6144
0.0174,139.174,2.64006
0.0175,139.174,2.64006
0.0175,160.623,2.66153
0.0176,160.623,2.66153
0.0176,177.317,2.67824
0.0177,177.317,2.67824
0.0177,188.725,2.68966
0.0178,188.725,2.68966
0.0178,194.349,2.6953
0.0179,194.349,2.6953
0.0179,193.731,2.6947
0.018,193.731,2.6947
0.018,186.451,2.68744
0.0181,186.451,2.68744
0.0181,172.134,2.67314
0.0182,172.134,2.67314
0.0182,150.45,2.65147
0.0183,150.45,2.65147
0.0183,121.116,2.62215
0.0184,121.116,2.62215
0.0184,83.8991,2.58495
0.0185,83.8991,2.58495
0.0185,38.6249,2.53968
0.0186,38.6249,2.53968
0.0186,-11.0176,2.49004
0.0187,-11.0176,2.49004
0.0187,-61.9236,2.43914
0.0188,-61.9236,2.43914
0.0188,-114.248,2.38681
0.0189,-114.248,2.38681
0.0189,-168.134,2.33292
0.019,-168.134,2.33292
0.019,-223.709,2.27734
0.0191,-223.709,2.27734
0.0191,-263.91,2.23701
0.0192,-263.91,2.23701
0.0192,-248.854,2.25205
0.0193,-248.854,2.25205
0.0193,-228.765,2.27212
0.0194,-228.765,2.27212
0.0194,-204.215,2.29666
0.0195,-204.215,2.29666
0.0195,-175.802,2.32505
0.0196,-175.802,2.32505
0.0196,-144.148,2.35669
0.0197,-144.148,2.35669
0.0197,-109.894,2.39093
0.0198,-109.894,2.39093
0.0198,-73.6964,2.42711
0.0199,-73.6964,2.42711
0.0199,-36.2222,2.46457
0.02,-36.2222,2.46457
0.02,1.85427,2.50263
0.0201,1.85427,2.50263
0.0201,39.8564,2.54061
0.0202,39.8564,2.54061
0.0202,77.1089,2.57785
0.0203,77.1089,2.57785
0.0203,112.942,2.61367
0.0204,112.942,2.61367
0.0204,146.697,2.64741
0.0205,146.697,2.64741
0.0205,177.728,2.67843
0.0206,177.728,2.67843
0.0206,205.406,2.70609
0.0207,205.406,2.70609
0.0207,229.128,2.7298
0.0208,229.128,2.7298
0.0208,248.312,2.74897
0.0209,248.312,2.74897
0.0209,262.409,2.76306
0.021,262.409,2.76306
0.021,270.9,2.77154
0.0211,270.9,2.77154
0.0211,273.304,2.77393
0.0212,273.304,2.77393
0.0212,269.178,2.76979
0.0213,269.178,2.76979
0.0213,258.121,2.75872
0.0214,258.121,2.75872
0.0214,239.778,2.74037
0.0215,239.778,2.74037
0.0215,213.839,2.71442
0.0216,213.839,2.71442
0.0216,180.042,2.68061
0.0217,180.042,2.68061
0.0217,138.18,2.63874
0.0218,138.18,2.63874
0.0218,88.0931,2.58864
0.0219,88.0931,2.58864
0.0219,30.102,2.52978
0.022,30.102,2.52978
0.022,-30.7569,2.45704
0.0221,-30.7569,2.45704
0.0221,-93.0705,2.36892
0.0222,-93.0705,2.36892
0.0222,-156.908,2.26549
0.0223,-156.908,2.26549
0.0223,-222.325,2.14679
0.0224,-222.325,2.14679
0.0224,-289.362,2.01292
0.0225,-289.362,2.01292
0.0225,-290.09,-139.058
0.0226,-290.09,-139.058
0.0226,-278.932,-153.034
0.0227,-278.932,-153.034
0.0227,-262.867,-167.167
0.0228,-262.867,-167.167
0.0228,-242.448,-181.455
0.0229,-242.448,-181.455
0.0229,-218.252,-195.899
0.023,-218.252,-195.899
0.023,-190.878,-210.495
0.0231,-190.878,-210.495
0.0231,-160.945,-225.237
0.0232,-160.945,-225.237
0.0232,-129.087,-240.117
0.0233,-129.087,-240.117
0.0233,-95.9472,-255.127
0.0234,-95.9472,-255.127
0.0234,-62.1757,-270.253
0.0235,-62.1757,-270.253
0.0235,-28.4259,-285.482
0.0236,-28.4259,-285.482
0.0236,4.65088,-300.797
0.0237,4.65088,-300.797
0.0237,36.4086,-316.179
0.0238,36.4086,-316.179
0.0238,66.211,-331.61
0.0239,66.211,-331.61
0.0239,93.4355,-347.064
0.024,93.4355,-347.064
0.024,117.477,-362.519
0.0241,117.477,-362.519
0.0241,137.751,-377.947
0.0242,137.751,-377.947
0.0242,153.699,-393.321
0.0243,153.699,-393.321
0.0243,164.79,-408.609
0.0244,164.79,-408.609
0.0244,170.526,-423.782
0.0245,170.526,-423.782
0.0245,170.442,-438.804
0.0246,170.442,-438.804
0.0246,164.113,-453.643
0.0247,164.113,-453.643
0.0247,151.153,-468.263
0.0248,151.153,-468.263
0.0248,131.219,-482.627
0.0249,131.219,-482.627
0.0249,104.016,-496.697
0.025,104.016,-496.697
0.025,69.2918,-510.436
0.0251,69.2918,-510.436
0.0251,26.8474,-523.804
0.0252,26.8474,-523.804
0.0252,-23.2156,-533.363
0.0253,-23.2156,-533.363
0.0253,-76.0328,-533.044
0.0254,-76.0328,-533.044
0.0254,-129.805,-532.384
0.0255,-129.805,-532.384
0.0255,-184.667,-531.375
0.0256,-184.667,-531.375
0.0256,-240.742,-530.011
0.0257,-240.742,-530.011
0.0257,-298.141,-528.282
0.0258,-298.141,-528.282
0.0258,-290.778,-526.32
0.0259,-290.778,-526.32
0.0259,-274.478,-524.449
0.026,-274.478,-524.449
0.026,-253.155,-522.709
0.0261,-253.155,-522.709
0.0261,-227.389,-521.13
0.0262,-227.389,-521.13
0.0262,-197.785,-519.741
0.0263,-197.785,-519.741
0.0263,-164.974,-518.563
0.0264,-164.974,-518.563
0.0264,-129.602,-517.615
0.0265,-129.602,-517.615
0.0265,-92.3336,-516.912
0.0266,-92.3336,-516.912
0.0266,-53.8415,-516.462
0.0267,-53.8415,-516.462
0.0267,-14.8059,-516.273
0.0268,-14.8059,-516.273
0.0268,24.0914,-516.343
0.0269,24.0914,-516.343
0.0269,62.1702,-516.669
0.027,62.1702,-516.669
0.027,98.7568,-517.243
0.0271,98.7568,-517.243
0.0271,133.188,-518.052
0.0272,133.188,-518.052
0.0272,164.815,-519.079
0.0273,164.815,-519.079
0.0273,193.008,-520.302
0.0274,193.008,-520.302
0.0274,217.16,-521.695
0.0275,217.16,-521.695
0.0275,236.689,-523.231
0.0276,236.689,-523.231
0.0276,251.044,-524.874
0.0277,251.044,-524.874
0.0277,259.707,-526.588
0.0278,259.707,-526.588
0.0278,262.198,-528.334
0.0279,262.198,-528.334
0.0279,258.075,-530.068
0.028,258.075,-530.068
0.028,246.939,-531.744
0.0281,246.939,-531.744
0.0281,228.436,-533.314
0.0282,228.436,-533.314
0.0282,202.26,-534.728
0.0283,202.26,-534.728
0.0283,168.155,-535.933
0.0284,168.155,-535.933
0.0284,125.913,-536.876
0.0285,125.913,-536.876
0.0285,75.3829,-537.501
0.0286,75.3829,-537.501
0.0286,18.6554,-537.759
0.0287,18.6554,-537.759
0.0287,-39.6967,-537.631
0.0288,-39.6967,-537.631
0.0288,-99.6194,-537.108
0.0289,-99.6194,-537.108
0.0289,-161.199,-536.178
0.029,-161.199,-536.178
0.029,-224.505,-534.83
0.0291,-224.505,-534.83
0.0291,-279.284,-533.067
0.0292,-279.284,-533.067
0.0292,-269.915,-531.243
0.0293,-269.915,-531.243
0.0293,-255.386,-529.504
0.0294,-255.386,-529.504
0.0294,-236.237,-527.882
0.0295,-236.237,-527.882
0.0295,-213.04,-526.405
0.0296,-213.04,-526.405
0.0296,-186.385,-525.099
0.0297,-186.385,-525.099
0.0297,-156.888,-523.983
0.0298,-156.888,-523.983
0.0298,-125.179,-523.073
0.0299,-125.179,-523.073
0.0299,-91.8991,-522.382
0.03,-91.8991,-522.382
0.03,-57.7013,-521.917
0.0301,-57.7013,-521.917
0.0301,-23.241,-521.682
0.0302,-23.241,-521.682
0.0302,10.8258,-521.675
0.0303,10.8258,-521.675
0.0303,43.8465,-521.891
0.0304,43.8465,-521.891
0.0304,75.1765,-522.32
0.0305,75.1765,-522.32
0.0305,104.183,-522.948
0.0306,104.183,-522.948
0.0306,130.249,-523.758
0.0307,130.249,-523.758
0.0307,152.778,-524.726
0.0308,152.778,-524.726
0.0308,171.195,-525.827
0.0309,171.195,-525.827
0.0309,184.953,-527.03
0.031,184.953,-527.03
0.031,193.535,-528.303
0.0311,193.535,-528.303
0.0311,196.459,-529.609
0.0312,196.459,-529.609
0.0312,193.279,-530.909
0.0313,193.279,-530.909
0.0313,183.587,-532.159
0.0314,183.587,-532.159
0.0314,167.02,-533.315
0.0315,167.02,-533.315
0.0315,143.256,-534.33
0.0316,143.256,-534.33
0.0316,112.024,-535.154
0.0317,112.024,-535.154
0.0317,73.0981,-535.736
0.0318,73.0981,-535.736
0.0318,26.3037,-536.025
0.0319,26.3037,-536.025
0.0319,-27.5365,-535.967
0.032,-27.5365,-535.967
0.032,-83.1723,-535.529
0.0321,-83.1723,-535.529
0.0321,-139.884,-534.701
0.0322,-139.884,-534.701
0.0322,-197.782,-533.475
0.0323,-197.782,-533.475
0.0323,-256.967,-531.845
0.0324,-256.967,-531.845
0.0324,-302.136,-405.544
0.0325,-302.136,-405.544
0.0325,-291.492,-389.752
0.0326,-291.492,-389.752
0.0326,-275.42,-373.879
0.0327,-275.42,-373.879
0.0327,-254.47,-357.958
0.0328,-254.47,-357.958
0.0328,-229.22,-342.019
0.0329,-229.22,-342.019
0.0329,-200.274,-326.09
0.033,-200.274,-326.09
0.033,-168.259,-310.196
0.0331,-168.259,-310.196
0.0331,-133.819,-294.363
0.0332,-133.819,-294.363
0.0332,-97.6105,-278.613
0.0333,-97.6105,-278.613
0.0333,-60.3023,-262.965
0.0334,-60.3023,-262.965
0.0334,-22.5676,-247.437
0.0335,-22.5676,-247.437
0.0335,14.9191,-232.045
0.0336,14.9191,-232.045
0.0336,51.4859,-216.801
0.0337,51.4859,-216.801
0.0337,86.468,-201.718
0.0338,86.468,-201.718
0.0338,119.212,-186.803
0.0339,119.212,-186.803
0.0339,149.078,-172.063
0.034,149.078,-172.063
0.034,175.449,-157.503
0.0341,175.449,-157.503
0.0341,197.726,-143.124
0.0342,197.726,-143.124
0.0342,215.341,-128.928
0.0343,215.341,-128.928
0.0343,227.755,-114.911
0.0344,227.755,-114.911
0.0344,234.462,-101.071
0.0345,234.462,-101.071
0.0345,234.993,-87.4027
0.0346,234.993,-87.4027
0.0346,228.919,-73.8981
0.0347,228.919,-73.8981
0.0347,215.854,-60.549
0.0348,215.854,-60.549
0.0348,195.457,-47.3455
0.0349,195.457,-47.3455
0.0349,167.434,-34.2763
0.035,167.434,-34.2763
0.035,131.541,-21.3291
0.0351,131.541,-21.3291
0.0351,87.5834,-8.49055
0.0352,87.5834,-8.49055
0.0352,35.534,2.00023
0.0353,35.534,2.00023
0.0353,-20.1434,2.00979
0.0354,-20.1434,2.00979
0.0354,-77.1849,2.03334
0.0355,-77.1849,2.03334
0.0355,-135.699,2.07074
0.0356,-135.699,2.07074
0.0356,-195.782,2.12187
0.0357,-195.782,2.12187
0.0357,-257.516,2.18656
0.0358,-257.516,2.18656
0.0358,-278.419,2.22224
0.0359,-278.419,2.22224
0.0359,-265.592,2.23508
0.036,-265.592,2.23508
0.036,-247.786,2.2529
0.0361,-247.786,2.2529
0.0361,-225.559,2.27514
0.0362,-225.559,2.27514
0.0362,-199.5,2.30121
0.0363,-199.5,2.30121
0.0363,-170.217,2.33051
0.0364,-170.217,2.33051
0.0364,-138.34,2.3624
0.0365,-138.34,2.3624
0.0365,-104.51,2.39624
0.0366,-104.51,2.39624
0.0366,-69.3845,2.43138
0.0367,-69.3845,2.43138
0.0367,-33.623,2.46716
0.0368,-33.623,2.46716
0.0368,2.11,2.50291
0.0369,2.11,2.50291
0.0369,37.1518,2.53796
0.037,37.1518,2.53796
0.037,70.8454,2.57167
0.0371,70.8454,2.57167
0.0371,102.543,2.60339
0.0372,102.543,2.60339
0.0372,131.612,2.63247
0.0373,131.612,2.63247
0.0373,157.435,2.65831
0.0374,157.435,2.65831
0.0374,179.417,2.68031
0.0375,179.417,2.68031
0.0375,196.991,2.6979
0.0376,196.991,2.6979
0.0376,209.613,2.71054
0.0377,209.613,2.71054
0.0377,216.778,2.71772
0.0378,216.778,2.71772
0.0378,218.01,2.71897
0.0379,218.01,2.71897
0.0379,212.875,2.71385
0.038,212.875,2.71385
0.038,200.98,2.70197
0.0381,200.98,2.70197
0.0381,181.974,2.68299
0.0382,181.974,2.68299
0.0382,155.555,2.65658
0.0383,155.555,2.65658
0.0383,121.464,2.62251
0.0384,121.464,2.62251
0.0384,79.4973,2.58055
0.0385,79.4973,2.58055
0.0385,29.4987,2.53057
0.0386,29.4987,2.53057
0.0386,-26.2468,2.47482
0.0387,-26.2468,2.47482
0.0387,-83.2471,2.41782
0.0388,-83.2471,2.41782
0.0388,-141.498,2.35957
0.0389,-141.498,2.35957
0.0389,-201.099,2.29997
0.039,-201.099,2.29997
0.039,-262.135,2.23893
0.0391,-262.135,2.23893
0.0391,-294.274,2.20666
0.0392,-294.274,2.20666
0.0392,-282.911,2.218
0.0393,-282.911,2.218
0.0393,-266.319,2.23458
0.0394,-266.319,2.23458
0.0394,-245.051,2.25583
0.0395,-245.051,2.25583
0.0395,-219.688,2.28117
0.0396,-219.688,2.28117
0.0396,-190.835,2.31001
0.0397,-190.835,2.31001
0.0397,-159.119,2.34171
0.0398,-159.119,2.34171
0.0398,-125.181,2.37563
0.0399,-125.181,2.37563
0.0399,-89.6775,2.41111
0.04,-89.6775,2.41111
0.04,-53.2716,2.4475
0.0401,-53.2716,2.4475
0.0401,-16.6314,2.48413
0.0402,-16.6314,2.48413
0.0402,19.5749,2.52032
0.0403,19.5749,2.52032
0.0403,54.6829,2.55541
0.0404,54.6829,2.55541
0.0404,88.0367,2.58875
0.0405,88.0367,2.58875
0.0405,118.992,2.61969
0.0406,118.992,2.61969
0.0406,146.922,2.64761
0.0407,146.922,2.64761
0.0407,171.218,2.67189
0.0408,171.218,2.67189
0.0408,191.298,2.69196
0.0409,191.298,2.69196
0.0409,206.604,2.70725
0.041,206.604,2.70725
0.041,216.612,2.71725
0.0411,216.612,2.71725
0.0411,220.831,2.72145
0.0412,220.831,2.72145
0.0412,218.809,2.71942
0.0413,218.809,2.71942
0.0413,210.131,2.71073
0.0414,210.131,2.71073
0.0414,194.428,2.69502
0.0415,194.428,2.69502
0.0415,171.377,2.67195
0.0416,171.377,2.67195
0.0416,140.699,2.64126
0.0417,140.699,2.64126
0.0417,102.167,2.60272
0.0418,102.167,2.60272
0.0418,55.6051,2.55614
0.0419,55.6051,2.55614
0.0419,1.84785,2.50045
0.042,1.84785,2.50045
0.042,-53.8965,2.43029
0.0421,-53.8965,2.43029
0.0421,-110.933,2.34484
0.0422,-110.933,2.34484
0.0422,-169.37,2.24413
0.0423,-169.37,2.24413
0.0423,-229.303,2.1282
0.0424,-229.303,2.1282
0.0424,-289.371,-122.747
0.0425,-289.371,-122.747
0.0425,-279.528,-136.597
0.0426,-279.528,-136.597
0.0426,-264.32,-150.615
0.0427,-264.32,-150.615
0.0427,-244.295,-164.802
0.0428,-244.295,-164.802
0.0428,-220.026,-179.16
0.0429,-220.026,-179.16
0.0429,-192.109,-193.684
0.043,-192.109,-193.684
0.043,-161.167,-208.373
0.0431,-161.167,-208.373
0.0431,-127.837,-223.22
0.0432,-127.837,-223.22
0.0432,-92.7712,-238.216
0.0433,-92.7712,-238.216
0.0433,-56.6299,-253.352
0.0434,-56.6299,-253.352
0.0434,-20.0804,-268.614
0.0435,-20.0804,-268.614
0.0435,16.2092,-283.987
0.0436,16.2092,-283.987
0.0436,51.5739,-299.455
0.0437,51.5739,-299.455
0.0437,85.3553,-314.997
0.0438,85.3553,-314.997
0.0438,116.906,-330.594
0.0439,116.906,-330.594
0.0439,145.595,-346.22
0.044,145.595,-346.22
0.044,170.809,-361.85
0.0441,170.809,-361.85
0.0441,191.958,-377.458
0.0442,191.958,-377.458
0.0442,208.479,-393.013
0.0443,208.479,-393.013
0.0443,219.838,-408.485
0.0444,219.838,-408.485
0.0444,225.535,-423.841
0.0445,225.535,-423.841
0.0445,225.108,-439.046
0.0446,225.108,-439.046
0.0446,218.133,-454.067
0.0447,218.133,-454.067
0.0447,204.228,-468.865
0.0448,204.228,-468.865
0.0448,183.056,-483.404
0.0449,183.056,-483.404
0.0449,154.329,-497.644
0.045,154.329,-497.644
0.045,117.806,-511.548
0.0451,117.806,-511.548
0.0451,73.2955,-525.074
0.0452,73.2955,-525.074
0.0452,20.7474,-536.205
0.0453,20.7474,-536.205
0.0453,-35.4579,-536.166
0.0454,-35.4579,-536.166
0.0454,-92.9131,-535.762
0.0455,-92.9131,-535.762
0.0455,-151.724,-534.985
0.0456,-151.724,-534.985
0.0456,-211.985,-533.824
0.0457,-211.985,-533.824
0.0457,-273.776,-532.271
0.0458,-273.776,-532.271
0.0458,-286.942,-530.379
0.0459,-286.942,-530.379
0.0459,-274.033,-528.519
0.046,-274.033,-528.519
0.046,-256.098,-526.767
0.0461,-256.098,-526.767
0.0461,-233.697,-525.155
0.0462,-233.697,-525.155
0.0462,-207.418,-523.709
0.0463,-207.418,-523.709
0.0463,-177.872,-522.452
0.0464,-177.872,-522.452
0.0464,-145.689,-521.405
0.0465,-145.689,-521.405
0.0465,-111.515,-520.58
0.0466,-111.515,-520.58
0.0466,-76.0052,-519.99
0.0467,-76.0052,-519.99
0.0467,-39.824,-519.64
0.0468,-39.824,-519.64
0.0468,-3.6376,-519.532
0.0469,-3.6376,-519.532
0.0469,31.8888,-519.662
0.047,31.8888,-519.662
0.047,66.0953,-520.024
0.0471,66.0953,-520.024
0.0471,98.3316,-520.605
0.0472,98.3316,-520.605
0.0472,127.961,-521.391
0.0473,127.961,-521.391
0.0473,154.364,-522.36
0.0474,154.364,-522.36
0.0474,176.943,-523.49
0.0475,176.943,-523.49
