"time","world.frame_b.f[2]","world.frame_b.f[3]","world.frame_b.t[1]","world.frame_b.t[2]","world.frame_b.t[3]","world.g","world.mue","world.driveTrainMechanics3D","world.axisDiameter","world.gravityArrowTail[1]"
0.019,-112.494,-6.84032,-0.804364,1.02605,-15.3909,9.81,3.986E+14,1,0.0125,0
0.02,-112.442,-7.50456,-0.882475,1.12568,-15.3832,9.81,3.986E+14,1,0.0125,0
0.021,-112.38,-8.23939,-0.968888,1.23591,-15.3738,9.81,3.986E+14,1,0.0125,0
0.022,-112.304,-9.05171,-1.06442,1.35776,-15.3625,9.81,3.986E+14,1,0.0125,0
0.023,-112.212,-9.94916,-1.16995,1.49237,-15.3487,9.81,3.986E+14,1,0.0125,0
0.024,-112.101,-10.9401,-1.2865,1.64102,-15.3319,9.81,3.986E+14,1,0.0125,0
0.025,-111.965,-12.034,-1.41513,1.8051,-15.3116,9.81,3.986E+14,1,0.0125,0
0.026,-111.801,-13.2409,-1.55708,1.98614,-15.2869,9.81,3.986E+14,1,0.0125,0
0.027,-111.601,-14.5723,-1.71365,2.18584,-15.257,9.81,3.986E+14,1,0.0125,0
0.028,-111.359,-16.0405,-1.88633,2.40607,-15.2206,9.81,3.986E+14,1,0.0125,0
0.029,-111.064,-17.6593,-2.07673,2.64889,-15.1765,9.81,3.986E+14,1,0.0125,0
0.03,-110.707,-19.4438,-2.28663,2.91656,-15.1229,9.81,3.986E+14,1,0.0125,0
0.031,-110.274,-21.4106,-2.51799,3.21159,-15.0579,9.81,3.986E+14,1,0.0125,0
0.032,-109.747,-23.578,-2.77297,3.5367,-14.9789,9.81,3.986E+14,1,0.0125,0
0.033,-109.108,-25.9662,-3.05393,3.89493,-14.8831,9.81,3.986E+14,1,0.0125,0
0.034,-108.333,-28.5971,-3.36349,4.28956,-14.7668,9.81,3.986E+14,1,0.0125,0
0.035,-107.392,-31.495,-3.70452,4.72426,-14.6256,9.81,3.986E+14,1,0.0125,0
0.036,-106.25,-34.6865,-4.08015,5.20298,-14.4543,9.81,3.986E+14,1,0.0125,0
0.037,-104.864,-38.2007,-4.49383,5.73011,-14.2464,9.81,3.986E+14,1,0.0125,0
0.038,-103.182,-42.0693,-4.94935,6.3104,-13.9941,9.81,3.986E+14,1,0.0125,0
0.039,-101.141,-46.327,-5.45084,6.94906,-13.688,9.81,3.986E+14,1,0.0125,0
0.04,-98.6657,-51.0117,-6.0028,7.65176,-13.3167,9.81,3.986E+14,1,0.0125,0
0.041,-95.6631,-56.1644,-6.61016,8.42466,-12.8663,9.81,3.986E+14,1,0.0125,0
0.042,-92.0219,-61.8295,-7.27826,9.27442,-12.3201,9.81,3.986E+14,1,0.0125,0
0.043,-87.6072,-68.0548,-8.01291,10.2082,-11.6579,9.81,3.986E+14,1,0.0125,0
0.044,-82.2564,-74.8919,-8.82035,11.2338,-10.8553,9.81,3.986E+14,1,0.0125,0
0.045,-75.7729,-82.3953,-9.70732,12.3593,-9.88278,9.81,3.986E+14,1,0.0125,0
0.046,-67.9206,-90.6229,-10.681,13.5934,-8.70493,9.81,3.986E+14,1,0.0125,0
0.047,-58.4151,-99.635,-11.749,14.9453,-7.2791,9.81,3.986E+14,1,0.0125,0
0.048,-46.9155,-109.494,-12.9194,16.4241,-5.55415,9.81,3.986E+14,1,0.0125,0
0.049,-33.0136,-120.262,-14.2003,18.0393,-3.46888,9.81,3.986E+14,1,0.0125,0
0.05,-16.223,-132.002,-15.6004,19.8003,-0.950281,9.81,3.986E+14,1,0.0125,0
0.051,4.03483,-144.77,-17.1279,21.7155,2.08839,9.81,3.986E+14,1,0.0125,0
0.052,28.4436,-158.619,-18.7911,23.7928,5.74971,9.81,3.986E+14,1,0.0125,0
0.053,57.8074,-173.587,-20.5973,26.0381,10.1543,9.81,3.986E+14,1,0.0125,0
0.054,93.0647,-189.697,-22.5528,28.4545,15.4429,9.81,3.986E+14,1,0.0125,0
0.055,135.301,-206.946,-24.6619,31.0418,21.7783,9.81,3.986E+14,1,0.0125,0
0.056,185.758,-225.295,-26.9265,33.7943,29.3469,9.81,3.986E+14,1,0.0125,0
0.057,245.838,-244.662,-29.3446,36.6992,38.3588,9.81,3.986E+14,1,0.0125,0
0.058,317.091,-264.899,-31.9093,39.7349,49.0467,9.81,3.986E+14,1,0.0125,0
0.059,401.197,-285.786,-34.6073,42.8679,61.6628,9.81,3.986E+14,1,0.0125,0
0.06,499.921,-307.003,-37.4176,46.0504,76.4714,9.81,3.986E+14,1,0.0125,0
0.061,615.036,-328.118,-40.3094,49.2177,93.7385,9.81,3.986E+14,1,0.0125,0
0.062,748.217,-348.569,-43.2413,52.2854,113.716,9.81,3.986E+14,1,0.0125,0
0.063,900.896,-367.649,-46.1598,55.1474,136.618,9.81,3.986E+14,1,0.0125,0
0.064,1074.07,-384.507,-48.9994,57.676,162.594,9.81,3.986E+14,1,0.0125,0
0.065,1268.1,-398.151,-51.6834,59.7226,191.698,9.81,3.986E+14,1,0.0125,0
0.066,1482.44,-407.483,-54.127,61.1225,223.85,9.81,3.986E+14,1,0.0125,0
0.067,1715.46,-411.345,-56.2417,61.7018,258.803,9.81,3.986E+14,1,0.0125,0
0.068,1964.26,-408.588,-57.9419,61.2882,296.122,9.81,3.986E+14,1,0.0125,0
0.069,2224.6,-398.159,-59.153,59.7238,335.173,9.81,3.986E+14,1,0.0125,0
0.07,2491,-379.196,-59.8205,56.8794,375.133,9.81,3.986E+14,1,0.0125,0
0.071,2756.96,-351.11,-59.9172,52.6666,415.027,9.81,3.986E+14,1,0.0125,0
0.072,3015.36,-313.641,-59.4497,47.0462,453.788,9.81,3.986E+14,1,0.0125,0
0.073,3258.94,-266.869,-58.4594,40.0303,490.325,9.81,3.986E+14,1,0.0125,0
0.074,3480.78,-211.176,-57.02,31.6764,523.6,9.81,3.986E+14,1,0.0125,0
0.075,3674.71,-147.154,-55.2305,22.0731,552.69,9.81,3.986E+14,1,0.0125,0
0.076,3835.57,-75.4791,-53.2047,11.3219,576.819,9.81,3.986E+14,1,0.0125,0
0.077,3959.17,3.24135,-51.0596,-0.486202,595.359,9.81,3.986E+14,1,0.0125,0
0.078,4042.11,88.6113,-48.9036,-13.2917,607.799,9.81,3.986E+14,1,0.0125,0
0.079,4081.32,180.574,-46.8272,-27.0861,613.682,9.81,3.986E+14,1,0.0125,0
0.08,4073.58,279.506,-44.896,-41.926,612.52,9.81,3.986E+14,1,0.0125,0
0.081,4014.84,386.28,-43.1465,-57.942,603.709,9.81,3.986E+14,1,0.0125,0
0.082,3899.72,502.28,-41.5855,-75.342,586.441,9.81,3.986E+14,1,0.0125,0
0.083,3721.06,629.395,-40.1899,-94.4092,559.642,9.81,3.986E+14,1,0.0125,0
0.084,3469.61,769.953,-38.9092,-115.493,521.924,9.81,3.986E+14,1,0.0125,0
0.085,3134.02,926.6,-37.6669,-138.99,471.586,9.81,3.986E+14,1,0.0125,0
0.086,2701.13,1102.07,-36.3623,-165.311,406.653,9.81,3.986E+14,1,0.0125,0
0.087,2156.77,1298.78,-34.872,-194.817,324.998,9.81,3.986E+14,1,0.0125,0
0.088,1487.17,1518.12,-33.0517,-227.718,224.558,9.81,3.986E+14,1,0.0125,0
0.089,681.473,1759.38,-30.7429,-263.907,103.704,9.81,3.986E+14,1,0.0125,0
0.09,-264.644,2018.23,-27.7888,-302.735,-38.2134,9.81,3.986E+14,1,0.0125,0
0.091,-1344.11,2284.88,-24.0662,-342.732,-200.133,9.81,3.986E+14,1,0.0125,0
0.092,-2533.28,2542.54,-19.5377,-381.382,-378.508,9.81,3.986E+14,1,0.0125,0
0.093,-3788.56,2767.14,-14.3147,-415.072,-566.8,9.81,3.986E+14,1,0.0125,0
0.094,-5476.44,2965.9,-6.73559,-444.885,-819.983,9.81,3.986E+14,1,0.0125,0
0.095,-6519.29,3000.18,-1.90403,-450.027,-976.41,9.81,3.986E+14,1,0.0125,0
0.096,-7442.62,2937.77,2.25646,-440.665,-1114.91,9.81,3.986E+14,1,0.0125,0
0.097,-8217.13,2772.19,5.38494,-415.828,-1231.09,9.81,3.986E+14,1,0.0125,0
0.098,-9011.67,2390.65,7.60984,-358.597,-1350.27,9.81,3.986E+14,1,0.0125,0
0.099,-9391.03,2047.33,7.79284,-307.099,-1407.17,9.81,3.986E+14,1,0.0125,0
0.1,-9770.9,1427.84,6.37971,-214.175,-1464.15,9.81,3.986E+14,1,0.0125,0
0.101,-9946.69,851.325,4.08138,-127.699,-1490.52,9.81,3.986E+14,1,0.0125,0
0.102,-10024,241.21,1.19234,-36.1815,-1502.12,9.81,3.986E+14,1,0.0125,0
0.103,-10023.4,-253.824,-1.2569,38.0736,-1502.02,9.81,3.986E+14,1,0.0125,0
0.104,-9942.23,-876.354,-4.30078,131.453,-1489.85,9.81,3.986E+14,1,0.0125,0
0.105,-9715.82,-1567.95,-7.50195,235.192,-1455.89,9.81,3.986E+14,1,0.0125,0
0.106,-9475.85,-1973.76,-9.1899,296.064,-1419.89,9.81,3.986E+14,1,0.0125,0
0.107,-9001.5,-2441.14,-10.7684,366.171,-1348.74,9.81,3.986E+14,1,0.0125,0
0.108,-8602.87,-2668.89,-11.2564,400.333,-1288.95,9.81,3.986E+14,1,0.0125,0
0.109,-7862.19,-2894.17,-11.2696,434.126,-1177.85,9.81,3.986E+14,1,0.0125,0
0.11,-6961.67,-2980.99,-10.6592,447.148,-1042.77,9.81,3.986E+14,1,0.0125,0
0.111,-6288.93,-2969.34,-10.1069,445.402,-941.857,9.81,3.986E+14,1,0.0125,0
0.112,-5208.89,-2868.17,-9.39917,430.225,-779.85,9.81,3.986E+14,1,0.0125,0
0.113,-4094.33,-2697.34,-9.18168,404.601,-612.666,9.81,3.986E+14,1,0.0125,0
0.114,-2996.16,-2491.37,-9.7039,373.705,-447.94,9.81,3.986E+14,1,0.0125,0
0.115,-2291.68,-2348.91,-10.5186,352.337,-342.269,9.81,3.986E+14,1,0.0125,0
0.116,-1292.78,-2143.15,-12.4617,321.472,-192.434,9.81,3.986E+14,1,0.0125,0
0.117,-370.983,-1958.62,-15.2787,293.793,-54.1643,9.81,3.986E+14,1,0.0125,0
0.118,299.677,-1833.36,-18.1252,275.003,46.4348,9.81,3.986E+14,1,0.0125,0
0.119,1019.94,-1712.67,-22.1435,256.901,154.474,9.81,3.986E+14,1,0.0125,0
0.12,1696.17,-1617.6,-27.0313,242.64,255.909,9.81,3.986E+14,1,0.0125,0
0.121,2345.44,-1547.62,-32.8775,232.142,353.299,9.81,3.986E+14,1,0.0125,0
0.122,2990.76,-1501.51,-39.7552,225.226,450.098,9.81,3.986E+14,1,0.0125,0
0.123,3662.02,-1477.3,-47.6835,221.594,550.786,9.81,3.986E+14,1,0.0125,0
0.124,4396.71,-1471.66,-56.5663,220.749,660.989,9.81,3.986E+14,1,0.0125,0
0.125,5239.9,-1478.79,-66.0885,221.819,787.468,9.81,3.986E+14,1,0.0125,0
0.126,6187.03,-1488.11,-75.0918,223.217,929.538,9.81,3.986E+14,1,0.0125,0
0.127,7252.91,-1485.72,-82.5491,222.858,1089.42,9.81,3.986E+14,1,0.0125,0
0.128,9192.93,-1416.31,-88.0654,212.446,1380.42,9.81,3.986E+14,1,0.0125,0
0.129,10506.8,-1302.56,-85.1682,195.385,1577.5,9.81,3.986E+14,1,0.0125,0
0.13,12134.2,-1047.17,-71.6842,157.076,1821.61,9.81,3.986E+14,1,0.0125,0
0.131,13356.2,-692.28,-48.6671,103.842,2004.92,9.81,3.986E+14,1,0.0125,0
0.132,14133.6,-98.0743,-6.99449,14.7111,2121.53,9.81,3.986E+14,1,0.0125,0
0.133,14038.7,245.482,13.1463,-36.8223,2107.28,9.81,3.986E+14,1,0.0125,0
0.134,13452.4,603.362,31.2351,-90.5043,2019.35,9.81,3.986E+14,1,0.0125,0
0.135,12386,918.683,44.1853,-137.802,1859.38,9.81,3.986E+14,1,0.0125,0
0.136,11136.6,1139.99,48.9577,-170.999,1671.97,9.81,3.986E+14,1,0.0125,0
0.137,10090.6,1268.82,47.9136,-190.323,1515.07,9.81,3.986E+14,1,0.0125,0
0.138,9066.83,1369.22,43.5169,-205.383,1361.51,9.81,3.986E+14,1,0.0125,0
0.139,7914.09,1474.26,35.312,-221.139,1188.6,9.81,3.986E+14,1,0.0125,0
0.14,7158.12,1551.85,28.5154,-232.777,1075.2,9.81,3.986E+14,1,0.0125,0
0.141,6085.92,1693.57,18.0023,-254.035,914.371,9.81,3.986E+14,1,0.0125,0
0.142,5369.17,1816.38,11.2014,-272.457,806.859,9.81,3.986E+14,1,0.0125,0
0.143,4611.1,1970.41,4.81833,-295.561,693.148,9.81,3.986E+14,1,0.0125,0
0.144,3313.65,2275.27,-3.55512,-341.291,498.53,9.81,3.986E+14,1,0.0125,0
0.145,2283.71,2536.88,-8.0363,-380.532,344.039,9.81,3.986E+14,1,0.0125,0
0.146,1076.32,2849.98,-11.3509,-427.497,162.931,9.81,3.986E+14,1,0.0125,0
0.147,-1134.8,3412.05,-13.4935,-511.808,-168.737,9.81,3.986E+14,1,0.0125,0
0.148,-2892.51,3830.04,-12.6084,-574.505,-432.393,9.81,3.986E+14,1,0.0125,0
0.149,-4850.32,4248.89,-9.66987,-637.333,-726.064,9.81,3.986E+14,1,0.0125,0
0.15,-7581.23,4714.6,-3.03148,-707.191,-1135.7,9.81,3.986E+14,1,0.0125,0
0.151,-10082.1,4952.74,4.78479,-742.911,-1510.84,9.81,3.986E+14,1,0.0125,0
0.152,-12286.3,4894.21,12.0902,-734.131,-1841.46,9.81,3.986E+14,1,0.0125,0
0.153,-14011.1,4482.05,16.7652,-672.307,-2100.19,9.81,3.986E+14,1,0.0125,0
0.154,-14865.1,4013.31,17.7522,-601.997,-2228.28,9.81,3.986E+14,1,0.0125,0
0.155,-15742,3061.63,15.8932,-459.244,-2359.82,9.81,3.986E+14,1,0.0125,0
0.156,-16232.1,1887.29,10.7005,-283.093,-2433.33,9.81,3.986E+14,1,0.0125,0
0.157,-16440.5,582.913,3.43381,-87.4369,-2464.6,9.81,3.986E+14,1,0.0125,0
0.158,-16444.1,-528.31,-3.11969,79.2464,-2465.14,9.81,3.986E+14,1,0.0125,0
0.159,-16247.7,-1836.67,-10.6801,275.501,-2435.67,9.81,3.986E+14,1,0.0125,0
0.16,-15802.4,-2991.67,-16.8125,448.751,-2368.87,9.81,3.986E+14,1,0.0125,0
0.161,-15063.3,-3908.45,-20.8032,586.268,-2258.01,9.81,3.986E+14,1,0.0125,0
0.162,-13872,-4586.23,-22.5172,687.934,-2079.32,9.81,3.986E+14,1,0.0125,0
0.163,-12576.3,-4882.01,-22.2259,732.302,-1884.96,9.81,3.986E+14,1,0.0125,0
0.164,-10595.6,-4942.2,-20.8271,741.33,-1587.86,9.81,3.986E+14,1,0.0125,0
0.165,-8364.69,-4729.1,-19.9843,709.364,-1253.22,9.81,3.986E+14,1,0.0125,0
0.166,-6534.47,-4437.48,-20.8108,665.622,-978.688,9.81,3.986E+14,1,0.0125,0
0.167,-4152.85,-3981.87,-24.9726,597.281,-621.445,9.81,3.986E+14,1,0.0125,0
0.168,-2197.02,-3594.68,-31.95,539.202,-328.069,9.81,3.986E+14,1,0.0125,0
0.169,-422.989,-3274.61,-42.0214,491.192,-61.9652,9.81,3.986E+14,1,0.0125,0
0.17,677.611,-3108.57,-50.4962,466.285,103.125,9.81,3.986E+14,1,0.0125,0
0.171,2259.67,-2934.98,-66.0482,440.247,340.433,9.81,3.986E+14,1,0.0125,0
0.172,3853.5,-2850.86,-85.3731,427.629,579.508,9.81,3.986E+14,1,0.0125,0
0.173,5605.93,-2850.23,-108.823,427.534,842.372,9.81,3.986E+14,1,0.0125,0
0.174,7723.12,-2918.67,-136.175,437.8,1159.95,9.81,3.986E+14,1,0.0125,0
0.175,10376,-3017.01,-164.451,452.551,1557.89,9.81,3.986E+14,1,0.0125,0
0.176,13633.3,-3070.12,-187.465,460.518,2046.47,9.81,3.986E+14,1,0.0125,0
0.177,17331.7,-2982.48,-196.983,447.373,2601.23,9.81,3.986E+14,1,0.0125,0
0.178,22594.7,-2474.23,-174.963,371.134,3390.69,9.81,3.986E+14,1,0.0125,0
0.179,26977,-1348.67,-98.9808,202.301,4048.03,9.81,3.986E+14,1,0.0125,0
0.18,28391.8,148.907,10.0749,-22.3361,4260.25,9.81,3.986E+14,1,0.0125,0
0.181,26317.9,1542.17,101.765,-231.326,3949.17,9.81,3.986E+14,1,0.0125,0
0.182,22123.7,2431.89,150.145,-364.783,3320.04,9.81,3.986E+14,1,0.0125,0
0.183,18213.4,2800.92,157.424,-420.138,2733.49,9.81,3.986E+14,1,0.0125,0
0.184,14367.4,2946.34,142.196,-441.952,2156.59,9.81,3.986E+14,1,0.0125,0
0.185,10767.4,2989,110.993,-448.349,1616.6,9.81,3.986E+14,1,0.0125,0
0.186,8734.88,3034.36,87.635,-455.154,1311.71,9.81,3.986E+14,1,0.0125,0
0.187,6954.22,3137.99,65.8839,-470.699,1044.62,9.81,3.986E+14,1,0.0125,0
0.188,5257.15,3325.06,46.5603,-498.758,790.056,9.81,3.986E+14,1,0.0125,0
0.189,2859.12,3736.91,25.2467,-560.537,430.351,9.81,3.986E+14,1,0.0125,0
0.19,928.378,4150.98,13.7776,-622.647,140.74,9.81,3.986E+14,1,0.0125,0
0.191,-1865.26,4797.6,4.33804,-719.64,-278.306,9.81,3.986E+14,1,0.0125,0
0.192,-5026.92,5515.61,0.847548,-827.342,-752.555,9.81,3.986E+14,1,0.0125,0
0.193,-8627.96,6234.43,3.11233,-935.165,-1292.71,9.81,3.986E+14,1,0.0125,0
0.194,-12408.9,6778.36,10.2448,-1016.75,-1859.86,9.81,3.986E+14,1,0.0125,0
0.195,-15945.8,6934.02,19.3761,-1040.1,-2390.38,9.81,3.986E+14,1,0.0125,0
0.196,-19410.9,6344.43,27.4049,-951.664,-2910.15,9.81,3.986E+14,1,0.0125,0
0.197,-21216.7,5218.29,27.4701,-782.744,-3181.02,9.81,3.986E+14,1,0.0125,0
0.198,-22437.1,3167.32,19.054,-475.098,-3364.08,9.81,3.986E+14,1,0.0125,0
0.199,-22786.1,1607.05,10.0625,-241.058,-3416.43,9.81,3.986E+14,1,0.0125,0
0.2,-22890.2,-26.8085,-0.169938,4.02128,-3432.05,9.81,3.986E+14,1,0.0125,0
0.201,-22686.9,-2214.13,-13.8608,332.119,-3401.56,9.81,3.986E+14,1,0.0125,0
0.202,-22015.5,-4183.63,-25.1736,627.545,-3300.84,9.81,3.986E+14,1,0.0125,0
0.203,-20697,-5720.15,-32.0469,858.022,-3103.07,9.81,3.986E+14,1,0.0125,0
0.204,-18684.8,-6622.64,-33.7692,993.396,-2801.24,9.81,3.986E+14,1,0.0125,0
0.205,-16081.1,-6929.83,-32.3457,1039.47,-2410.68,9.81,3.986E+14,1,0.0125,0
0.206,-12340.4,-6697.87,-30.6652,1004.68,-1849.58,9.81,3.986E+14,1,0.0125,0
0.207,-9387.72,-6251.27,-32.2857,937.69,-1406.68,9.81,3.986E+14,1,0.0125,0
0.208,-5631.94,-5539.76,-40.7472,830.964,-843.307,9.81,3.986E+14,1,0.0125,0
0.209,-3076.4,-5045.89,-52.3093,756.883,-459.977,9.81,3.986E+14,1,0.0125,0
0.21,-5.65826,-4540.71,-74.7301,681.107,0.634427,9.81,3.986E+14,1,0.0125,0
0.211,2379.32,-4283.74,-99.7246,642.562,358.381,9.81,3.986E+14,1,0.0125,0
0.212,5120.42,-4175.6,-135.485,626.34,769.546,9.81,3.986E+14,1,0.0125,0
0.213,8311.68,-4244.84,-180.301,636.726,1248.24,9.81,3.986E+14,1,0.0125,0
0.214,12050.7,-4424.06,-227.612,663.61,1809.09,9.81,3.986E+14,1,0.0125,0
0.215,16269.9,-4594.42,-268.409,689.163,2441.97,9.81,3.986E+14,1,0.0125,0
0.216,24847.5,-4572.86,-305.684,685.929,3728.61,9.81,3.986E+14,1,0.0125,0
0.217,32966.1,-3887.79,-277.72,583.168,4946.39,9.81,3.986E+14,1,0.0125,0
0.218,41550.2,-1490.52,-111.229,223.579,6234.02,9.81,3.986E+14,1,0.0125,0
0.219,42094.1,1048.07,74.2038,-157.21,6315.6,9.81,3.986E+14,1,0.0125,0
0.22,35327.6,3401.63,229.887,-510.245,5300.62,9.81,3.986E+14,1,0.0125,0
0.221,27015,4320.87,266.896,-648.131,4053.73,9.81,3.986E+14,1,0.0125,0
0.222,19278.6,4513.37,238.111,-677.005,2893.28,9.81,3.986E+14,1,0.0125,0
0.223,13719.3,4445.42,186.52,-666.813,2059.38,9.81,3.986E+14,1,0.0125,0
0.224,10379.1,4426.31,145.211,-663.946,1558.35,9.81,3.986E+14,1,0.0125,0
0.225,6916.27,4566.76,99.8956,-685.013,1038.92,9.81,3.986E+14,1,0.0125,0
0.226,3628.29,4957.25,63.2005,-743.588,545.727,9.81,3.986E+14,1,0.0125,0
0.227,759.985,5479.25,40.435,-821.887,115.481,9.81,3.986E+14,1,0.0125,0
0.228,-3475.47,6394.47,21.1141,-959.171,-519.837,9.81,3.986E+14,1,0.0125,0
0.229,-9088.61,7596.96,13.3523,-1139.54,-1361.81,9.81,3.986E+14,1,0.0125,0
0.23,-13404.3,8360.01,16.1298,-1254,-2009.17,9.81,3.986E+14,1,0.0125,0
0.231,-19114,8909.18,26.6853,-1336.38,-2865.62,9.81,3.986E+14,1,0.0125,0
0.232,-23837.7,8500.91,36.8657,-1275.14,-3574.18,9.81,3.986E+14,1,0.0125,0
0.233,-26788.2,7112.01,38.3947,-1066.8,-4016.74,9.81,3.986E+14,1,0.0125,0
0.234,-28415.7,4961.4,30.3105,-744.21,-4260.88,9.81,3.986E+14,1,0.0125,0
0.235,-29160.2,2291.88,14.8759,-343.782,-4372.55,9.81,3.986E+14,1,0.0125,0
0.236,-29308.8,-624.467,-4.10674,93.67,-4394.84,9.81,3.986E+14,1,0.0125,0
0.237,-28863.3,-3735.99,-24.0273,560.399,-4328.01,9.81,3.986E+14,1,0.0125,0
0.238,-27632.5,-6305.5,-38.3084,945.825,-4143.39,9.81,3.986E+14,1,0.0125,0
0.239,-25460.4,-8000.48,-44.5143,1200.07,-3817.58,9.81,3.986E+14,1,0.0125,0
0.24,-21678.3,-8860.74,-43.9111,1329.11,-3250.25,9.81,3.986E+14,1,0.0125,0
0.241,-17165.1,-8750.09,-41.4274,1312.51,-2573.28,9.81,3.986E+14,1,0.0125,0
0.242,-12264.1,-8068.84,-43.7121,1210.33,-1838.13,9.81,3.986E+14,1,0.0125,0
0.243,-7571.3,-7188.91,-55.0842,1078.34,-1134.21,9.81,3.986E+14,1,0.0125,0
0.244,-3369.18,-6394.56,-76.8368,959.184,-503.894,9.81,3.986E+14,1,0.0125,0
0.245,396.139,-5829.98,-109.056,874.497,60.9041,9.81,3.986E+14,1,0.0125,0
0.246,4011.67,-5540.91,-152.381,831.137,603.233,9.81,3.986E+14,1,0.0125,0
0.247,9068.57,-5562.88,-224.471,834.432,1361.77,9.81,3.986E+14,1,0.0125,0
0.248,14488.5,-5838.65,-296.92,875.797,2174.77,9.81,3.986E+14,1,0.0125,0
0.249,21932,-6167.6,-369.829,925.141,3291.28,9.81,3.986E+14,1,0.0125,0
0.25,33573.5,-6112.23,-414.848,916.834,5037.51,9.81,3.986E+14,1,0.0125,0
0.251,46648.5,-4782.22,-348.249,717.333,6998.76,9.81,3.986E+14,1,0.0125,0
0.252,56787,-629.077,-47.3961,94.3615,8519.53,9.81,3.986E+14,1,0.0125,0
0.253,52221.6,3360.01,239.233,-504.001,7834.73,9.81,3.986E+14,1,0.0125,0
0.254,38252.1,5685.77,373.009,-852.866,5739.3,9.81,3.986E+14,1,0.0125,0
0.255,25151.3,6081.17,340.603,-912.176,3774.18,9.81,3.986E+14,1,0.0125,0
0.256,17562.3,5916.32,272.073,-887.448,2635.82,9.81,3.986E+14,1,0.0125,0
0.257,12121.4,5796.21,203.477,-869.431,1819.7,9.81,3.986E+14,1,0.0125,0
0.258,7004.78,5948.99,134.029,-892.348,1052.2,9.81,3.986E+14,1,0.0125,0
0.259,3001.48,6408.9,88.5473,-961.335,451.705,9.81,3.986E+14,1,0.0125,0
0.26,-2363.91,7406.48,49.188,-1110.97,-353.104,9.81,3.986E+14,1,0.0125,0
0.261,-8954.88,8815.21,28.1831,-1322.28,-1341.75,9.81,3.986E+14,1,0.0125,0
0.262,-14647.1,9911.43,25.4701,-1486.71,-2195.58,9.81,3.986E+14,1,0.0125,0
0.263,-22532.7,10848.8,35.4616,-1627.32,-3378.43,9.81,3.986E+14,1,0.0125,0
0.264,-27981.5,10625.5,46.0976,-1593.83,-4195.75,9.81,3.986E+14,1,0.0125,0
0.265,-32634.5,8756.02,48.9271,-1313.4,-4893.69,9.81,3.986E+14,1,0.0125,0
0.266,-34950.2,5363.86,34.3065,-804.579,-5241.04,9.81,3.986E+14,1,0.0125,0
0.267,-35656.7,1985.89,13.2918,-297.883,-5347.02,9.81,3.986E+14,1,0.0125,0
0.268,-35646.7,-2088.84,-14.006,313.326,-5345.52,9.81,3.986E+14,1,0.0125,0
0.269,-34584.1,-6284.49,-40.3403,942.673,-5186.14,9.81,3.986E+14,1,0.0125,0
0.27,-32367.5,-9025.56,-53.4854,1353.83,-4853.64,9.81,3.986E+14,1,0.0125,0
0.271,-28209.7,-10626,-55.9042,1593.91,-4229.98,9.81,3.986E+14,1,0.0125,0
0.272,-22269.4,-10797.4,-52.4146,1619.62,-3338.93,9.81,3.986E+14,1,0.0125,0
0.273,-14631,-9798.26,-55.8806,1469.74,-2193.16,9.81,3.986E+14,1,0.0125,0
