"time","TRes","heatCapacitor_T","switch_Controll"
2.00E-04,293.15,20,0
0.0012,293.16,20.01,0
0.0022,293.16998,20.019997,0
0.0032,293.18,20.029995,0
0.0042,293.19,20.03999,0
0.0052,293.19998,20.049984,0
0.0062,293.20996,20.059977,0
0.0072,293.21997,20.069967,0
0.0082,293.22995,20.079956,0
0.0092,293.23996,20.089945,0
0.0102,293.24994,20.099932,0
0.0112,293.25992,20.109917,0
0.0122,293.2699,20.119902,0
0.0132,293.27988,20.129885,0
0.0142,293.28986,20.139866,0
0.0152,293.29984,20.149845,0
0.0162,293.3098,20.159824,0
0.0172,293.3198,20.169802,0
0.0182,293.32977,20.179777,0
0.0192,293.33975,20.189753,0
0.0202,293.34973,20.199724,0
0.0212,293.3597,20.209696,0
0.0222,293.36966,20.219667,0
0.0232,293.37964,20.229635,0
0.0242,293.38962,20.239603,0
0.0252,293.39957,20.249569,0
0.0262,293.40955,20.259535,0
0.0272,293.4195,20.269497,0
0.0282,293.42947,20.279459,0
0.0292,293.43942,20.28942,0
0.0302,293.44937,20.29938,0
0.0312,293.45935,20.309338,0
0.0322,293.4693,20.319294,0
0.0332,293.47925,20.329248,0
0.0342,293.4892,20.339201,0
0.0352,293.49915,20.349154,0
0.0362,293.5091,20.359104,0
0.0372,293.51904,20.369055,0
0.0382,293.529,20.379002,0
0.0392,293.53894,20.388948,0
0.0402,293.5489,20.398895,0
0.0412,293.55884,20.408838,0
0.0422,293.5688,20.418781,0
0.0432,293.57874,20.428722,0
0.0442,293.58865,20.438662,0
0.0452,293.5986,20.4486,0
0.0462,293.60855,20.458538,0
0.0472,293.61847,20.468473,0
0.0482,293.62842,20.478407,0
0.0492,293.63834,20.48834,0
0.0502,293.6483,20.498272,0
0.0512,293.6582,20.508202,0
0.0522,293.66812,20.518131,0
0.0532,293.67807,20.528057,0
0.0542,293.688,20.537985,0
0.0552,293.6979,20.547909,0
0.0562,293.70782,20.557833,0
0.0572,293.71774,20.567753,0
0.0582,293.72766,20.577675,0
0.0592,293.73758,20.587593,0
0.0602,293.7475,20.597511,0
0.0612,293.75742,20.607428,0
0.0622,293.76733,20.617342,0
0.0632,293.77725,20.627256,0
0.0642,293.78717,20.637167,0
0.0652,293.7971,20.64708,0
0.0662,293.80698,20.656988,0
0.0672,293.8169,20.666897,0
0.0682,293.8268,20.676804,0
0.0692,293.8367,20.686708,0
0.0702,293.84662,20.696611,0
0.0712,293.8565,20.706514,0
0.0722,293.86642,20.716415,0
0.0732,293.8763,20.726316,0
0.0742,293.8862,20.736214,0
0.0752,293.89612,20.74611,0
0.0762,293.906,20.756006,0
0.0772,293.9159,20.765902,0
0.0782,293.92578,20.775793,0
0.0792,293.9357,20.785686,0
0.0802,293.9456,20.795576,0
0.0812,293.95547,20.805464,0
0.0822,293.96536,20.815351,0
0.0832,293.97525,20.825237,0
0.0842,293.98514,20.835123,0
0.0852,293.995,20.845007,0
0.0862,294.00488,20.854887,0
0.0872,294.01477,20.864769,0
0.0882,294.02466,20.874647,0
0.0892,294.03452,20.884525,0
0.0902,294.0444,20.894402,0
0.0912,294.0543,20.904278,0
0.0922,294.06415,20.91415,0
0.0932,294.07404,20.924023,0
0.0942,294.0839,20.933893,0
0.0952,294.09375,20.943764,0
0.0962,294.10364,20.953632,0
0.0972,294.1135,20.9635,0
0.0982,294.12335,20.973364,0
0.0992,294.13324,20.983229,0
0.1002,294.1431,20.993092,0
0.1012,294.15295,21.002953,0
0.1022,294.1628,21.012812,0
0.1032,294.17267,21.02267,0
0.1042,294.18253,21.032528,0
0.1052,294.19238,21.042383,0
0.1062,294.20224,21.052238,0
0.1072,294.2121,21.062092,0
0.1082,294.22195,21.071943,0
0.1092,294.23178,21.081793,0
0.1102,294.24164,21.091642,0
0.1112,294.2515,21.10149,0
0.1122,294.26132,21.111338,0
0.1132,294.27118,21.121181,0
0.1142,294.28104,21.131025,0
0.1152,294.29086,21.140867,0
0.1162,294.30072,21.15071,0
0.1172,294.31055,21.160547,0
0.1182,294.32037,21.170385,0
0.1192,294.33023,21.180223,0
0.1202,294.34006,21.190058,0
0.1212,294.34988,21.199892,0
0.1222,294.3597,21.209724,0
0.1232,294.36957,21.219557,0
0.1242,294.3794,21.229385,0
0.1252,294.38922,21.239214,0
0.1262,294.39905,21.24904,0
0.1272,294.40887,21.258867,0
0.1282,294.4187,21.268692,0
0.1292,294.42853,21.278515,0
0.1302,294.43832,21.288336,0
0.1312,294.44815,21.298157,0
0.1322,294.45798,21.307976,0
0.1332,294.4678,21.317793,0
0.1342,294.4776,21.32761,0
0.1352,294.48743,21.337425,0
0.1362,294.49725,21.347239,0
0.1372,294.50705,21.35705,0
0.1382,294.51688,21.366861,0
0.1392,294.52667,21.37667,0
