"time","Out1"
0,0
0.001,0
0.002,0
0.003,0
0.004,0
0.005,0
0.006,0
0.007,0
0.008,0
0.009,0
0.01,0.0001
0.011,0.0001
0.012,0.0001
0.013,0.0001
0.014,0.0001
0.015,0.0001
0.016,0.0001
0.017,0.0001
0.018,0.0001
0.019,0.0001
0.02,0.00029999
0.021,0.00029999
0.022,0.00029999
0.023,0.00029999
0.024,0.00029999
0.025,0.00029999
0.026,0.00029999
0.027,0.00029999
0.028,0.00029999
0.029,0.00029999
0.03,0.00059995
0.031,0.00059995
0.032,0.00059995
0.033,0.00059995
0.034,0.00059995
0.035,0.00059995
0.036,0.00059995
0.037,0.00059995
0.038,0.00059995
0.039,0.00059995
0.04,0.00099984
0.041,0.00099984
0.042,0.00099984
0.043,0.00099984
0.044,0.00099984
0.045,0.00099984
0.046,0.00099984
0.047,0.00099984
0.048,0.00099984
0.049,0.00099984
0.05,0.0014996
0.051,0.0014996
0.052,0.0014996
0.053,0.0014996
0.054,0.0014996
0.055,0.0014996
0.056,0.0014996
0.057,0.0014996
0.058,0.0014996
0.059,0.0014996
0.06,0.0020993
0.061,0.0020993
0.062,0.0020993
0.063,0.0020993
0.064,0.0020993
0.065,0.0020993
0.066,0.0020993
0.067,0.0020993
0.068,0.0020993
0.069,0.0020993
0.07,0.0027987
0.071,0.0027987
0.072,0.0027987
0.073,0.0027987
0.074,0.0027987
0.075,0.0027987
0.076,0.0027987
0.077,0.0027987
0.078,0.0027987
0.079,0.0027987
0.08,0.0035978
0.081,0.0035978
0.082,0.0035978
0.083,0.0035978
0.084,0.0035978
0.085,0.0035978
0.086,0.0035978
0.087,0.0035978
0.088,0.0035978
0.089,0.0035978
0.09,0.0044966
0.091,0.0044966
0.092,0.0044966
0.093,0.0044966
0.094,0.0044966
0.095,0.0044966
0.096,0.0044966
0.097,0.0044966
0.098,0.0044966
0.099,0.0044966
0.1,0.005495
0.101,0.005495
0.102,0.005495
0.103,0.005495
0.104,0.005495
0.105,0.005495
0.106,0.005495
0.107,0.005495
0.108,0.005495
0.109,0.005495
0.11,0.0065927
0.111,0.0065927
0.112,0.0065927
0.113,0.0065927
0.114,0.0065927
0.115,0.0065927
0.116,0.0065927
0.117,0.0065927
0.118,0.0065927
0.119,0.0065927
0.12,0.0077899
0.121,0.0077899
0.122,0.0077899
0.123,0.0077899
0.124,0.0077899
0.125,0.0077899
0.126,0.0077899
0.127,0.0077899
0.128,0.0077899
0.129,0.0077899
0.13,0.0090862
0.131,0.0090862
0.132,0.0090862
0.133,0.0090862
0.134,0.0090862
0.135,0.0090862
0.136,0.0090862
0.137,0.0090862
0.138,0.0090862
0.139,0.0090862
0.14,0.010482
0.141,0.010482
0.142,0.010482
0.143,0.010482
0.144,0.010482
0.145,0.010482
0.146,0.010482
0.147,0.010482
0.148,0.010482
0.149,0.010482
0.15,0.011976
0.151,0.011976
0.152,0.011976
0.153,0.011976
0.154,0.011976
0.155,0.011976
0.156,0.011976
0.157,0.011976
0.158,0.011976
0.159,0.011976
0.16,0.013569
0.161,0.013569
0.162,0.013569
0.163,0.013569
0.164,0.013569
0.165,0.013569
0.166,0.013569
0.167,0.013569
0.168,0.013569
0.169,0.013569
0.17,0.015261
0.171,0.015261
0.172,0.015261
0.173,0.015261
0.174,0.015261
0.175,0.015261
0.176,0.015261
0.177,0.015261
0.178,0.015261
0.179,0.015261
0.18,0.017051
0.181,0.017051
0.182,0.017051
0.183,0.017051
0.184,0.017051
0.185,0.017051
0.186,0.017051
0.187,0.017051
0.188,0.017051
0.189,0.017051
0.19,0.01894
0.191,0.01894
0.192,0.01894
0.193,0.01894
0.194,0.01894
0.195,0.01894
0.196,0.01894
0.197,0.01894
0.198,0.01894
0.199,0.01894
0.2,0.020927
0.201,0.020927
0.202,0.020927
0.203,0.020927
0.204,0.020927
0.205,0.020927
0.206,0.020927
0.207,0.020927
0.208,0.020927
0.209,0.020927
0.21,0.023011
0.211,0.023011
0.212,0.023011
0.213,0.023011
0.214,0.023011
0.215,0.023011
0.216,0.023011
0.217,0.023011
0.218,0.023011
0.219,0.023011
0.22,0.025194
0.221,0.025194
0.222,0.025194
0.223,0.025194
0.224,0.025194
0.225,0.025194
0.226,0.025194
0.227,0.025194
0.228,0.025194
0.229,0.025194
0.23,0.027473
0.231,0.027473
0.232,0.027473
0.233,0.027473
0.234,0.027473
0.235,0.027473
0.236,0.027473
0.237,0.027473
0.238,0.027473
0.239,0.027473
0.24,0.02985
0.241,0.02985
0.242,0.02985
0.243,0.02985
0.244,0.02985
0.245,0.02985
0.246,0.02985
0.247,0.02985
0.248,0.02985
0.249,0.02985
0.25,0.032324
0.251,0.032324
0.252,0.032324
0.253,0.032324
0.254,0.032324
0.255,0.032324
0.256,0.032324
0.257,0.032324
0.258,0.032324
0.259,0.032324
0.26,0.034895
0.261,0.034895
0.262,0.034895
0.263,0.034895
0.264,0.034895
0.265,0.034895
0.266,0.034895
0.267,0.034895
0.268,0.034895
0.269,0.034895
0.27,0.037562
0.271,0.037562
0.272,0.037562
0.273,0.037562
0.274,0.037562
0.275,0.037562
0.276,0.037562
0.277,0.037562
0.278,0.037562
0.279,0.037562
0.28,0.040326
0.281,0.040326
0.282,0.040326
0.283,0.040326
0.284,0.040326
0.285,0.040326
0.286,0.040326
0.287,0.040326
0.288,0.040326
0.289,0.040326
0.29,0.043186
0.291,0.043186
0.292,0.043186
0.293,0.043186
0.294,0.043186
0.295,0.043186
0.296,0.043186
0.297,0.043186
0.298,0.043186
0.299,0.043186
0.3,0.046141
0.301,0.046141
0.302,0.046141
0.303,0.046141
0.304,0.046141
0.305,0.046141
0.306,0.046141
0.307,0.046141
0.308,0.046141
0.309,0.046141
0.31,0.049191
0.311,0.049191
0.312,0.049191
0.313,0.049191
0.314,0.049191
0.315,0.049191
0.316,0.049191
0.317,0.049191
0.318,0.049191
0.319,0.049191
0.32,0.052337
0.321,0.052337
0.322,0.052337
0.323,0.052337
0.324,0.052337
0.325,0.052337
0.326,0.052337
0.327,0.052337
0.328,0.052337
0.329,0.052337
0.33,0.055577
0.331,0.055577
0.332,0.055577
0.333,0.055577
0.334,0.055577
0.335,0.055577
0.336,0.055577
0.337,0.055577
0.338,0.055577
0.339,0.055577
0.34,0.058912
0.341,0.058912
0.342,0.058912
0.343,0.058912
0.344,0.058912
0.345,0.058912
0.346,0.058912
0.347,0.058912
0.348,0.058912
0.349,0.058912
0.35,0.062341
0.351,0.062341
0.352,0.062341
0.353,0.062341
0.354,0.062341
0.355,0.062341
0.356,0.062341
0.357,0.062341
0.358,0.062341
0.359,0.062341
0.36,0.065864
0.361,0.065864
0.362,0.065864
0.363,0.065864
0.364,0.065864
0.365,0.065864
0.366,0.065864
0.367,0.065864
0.368,0.065864
0.369,0.065864
0.37,0.06948
0.371,0.06948
0.372,0.06948
0.373,0.06948
0.374,0.06948
0.375,0.06948
0.376,0.06948
0.377,0.06948
0.378,0.06948
0.379,0.06948
0.38,0.073189
0.381,0.073189
0.382,0.073189
0.383,0.073189
0.384,0.073189
0.385,0.073189
0.386,0.073189
0.387,0.073189
0.388,0.073189
0.389,0.073189
0.39,0.076991
0.391,0.076991
0.392,0.076991
0.393,0.076991
0.394,0.076991
0.395,0.076991
0.396,0.076991
0.397,0.076991
0.398,0.076991
0.399,0.076991
0.4,0.080885
0.401,0.080885
0.402,0.080885
0.403,0.080885
0.404,0.080885
0.405,0.080885
0.406,0.080885
0.407,0.080885
0.408,0.080885
0.409,0.080885
0.41,0.084872
0.411,0.084872
0.412,0.084872
0.413,0.084872
0.414,0.084872
0.415,0.084872
0.416,0.084872
0.417,0.084872
0.418,0.084872
0.419,0.084872
0.42,0.088949
0.421,0.088949
0.422,0.088949
0.423,0.088949
0.424,0.088949
0.425,0.088949
0.426,0.088949
0.427,0.088949
0.428,0.088949
0.429,0.088949
0.43,0.093118
0.431,0.093118
0.432,0.093118
0.433,0.093118
0.434,0.093118
0.435,0.093118
0.436,0.093118
0.437,0.093118
0.438,0.093118
0.439,0.093118
0.44,0.097377
0.441,0.097377
0.442,0.097377
0.443,0.097377
0.444,0.097377
0.445,0.097377
0.446,0.097377
0.447,0.097377
0.448,0.097377
0.449,0.097377
0.45,0.10173
0.451,0.10173
0.452,0.10173
0.453,0.10173
0.454,0.10173
0.455,0.10173
0.456,0.10173
0.457,0.10173
0.458,0.10173
0.459,0.10173
