"Time","Q","QI","y_0","y1","y2","y3","y4","y5","y6"
0,1,0,0,0,1,0,1,0,0
0.0001,1,0,0,0,1,0,1,0,0
0.0101,1,0,0,0,1,0,1,0,0
0.01999999,1,0,0,0,1,0,1,0,0
0.02009999,1,0,0,0,1,0,1,0,0
0.03009999,1,0,0,0,1,0,1,0,0
0.039999989,1,0,0,0,1,0,1,0,0
0.040099989,1,0,0,0,1,0,1,0,0
0.050099989,1,0,0,0,1,0,1,0,0
0.059999989,1,0,0,0,1,0,1,0,0
0.060099989,1,0,0,0,1,0,1,0,0
0.070099989,1,0,0,0,1,0,1,0,0
0.079999988,1,0,0,0,1,0,1,0,0
0.080099988,1,0,0,0,1,0,1,0,0
0.090099988,1,0,0,0,1,0,1,0,0
0.099999992,1,0,0,0,1,0,1,0,0
0.100099992,1,0,0,0,1,0,1,0,0
0.110099992,1,0,0,0,1,0,1,0,0
0.119999987,1,0,0,0,1,0,1,0,0
0.120099987,1,0,0,0,1,0,1,0,0
0.130099987,1,0,0,0,1,0,1,0,0
0.139999991,1,0,0,0,1,0,1,0,0
0.140099991,1,0,0,0,1,0,1,0,0
0.150099991,1,0,0,0,1,0,1,0,0
0.159999987,1,0,0,0,1,0,1,0,0
0.160099987,1,0,0,0,1,0,1,0,0
0.170099987,1,0,0,0,1,0,1,0,0
0.179999997,1,0,0,0,1,0,1,0,0
0.180099997,1,0,0,0,1,0,1,0,0
0.190099997,1,0,0,0,1,0,1,0,0
0.1999,1,0,0,0,1,0,1,0,0
0.2,1,0,0,0,1,0,1,0,0
0.2001,1,0,0,0,1,0,1,0,0
0.2101,1,0,0,0,1,0,1,0,0
0.219999989,1,0,0,0,1,0,1,0,0
0.220099989,1,0,0,0,1,0,1,0,0
0.230099989,1,0,0,0,1,0,1,0,0
0.239999985,1,0,0,0,1,0,1,0,0
0.240099985,1,0,0,0,1,0,1,0,0
0.250099985,1,0,0,0,1,0,1,0,0
0.259999981,1,0,0,0,1,0,1,0,0
0.260099981,1,0,0,0,1,0,1,0,0
0.270099981,1,0,0,0,1,0,1,0,0
0.279999991,1,0,0,0,1,0,1,0,0
0.280099991,1,0,0,0,1,0,1,0,0
0.290099991,1,0,0,0,1,0,1,0,0
0.2999,1,0,0,0,1,0,1,0,0
0.3,0,1,0,0,1,0,1,0,0
0.3001,0,1,0,0,1,0,1,0,0
0.3101,0,1,0,0,1,0,1,0,0
0.319999983,0,1,0,0,1,0,1,0,0
0.320099983,0,1,0,0,1,0,1,0,0
0.330099983,0,1,0,0,1,0,1,0,0
0.339999994,0,1,0,0,1,0,1,0,0
0.340099994,0,1,0,0,1,0,1,0,0
0.350099994,0,1,0,0,1,0,1,0,0
0.360000004,0,1,0,0,1,0,1,0,0
0.360100004,0,1,0,0,1,0,1,0,0
0.370100004,0,1,0,0,1,0,1,0,0
0.379999985,0,1,0,0,1,0,1,0,0
0.380099985,0,1,0,0,1,0,1,0,0
0.390099985,0,1,0,0,1,0,1,0,0
0.399999996,0,1,0,0,1,0,1,0,0
0.400099996,0,1,0,0,1,0,1,0,0
0.410099996,0,1,0,0,1,0,1,0,0
0.419999977,0,1,0,0,1,0,1,0,0
0.420099977,0,1,0,0,1,0,1,0,0
0.430099977,0,1,0,0,1,0,1,0,0
0.439999988,0,1,0,0,1,0,1,0,0
0.440099988,0,1,0,0,1,0,1,0,0
0.450099988,0,1,0,0,1,0,1,0,0
0.459999998,0,1,0,0,1,0,1,0,0
0.460099998,0,1,0,0,1,0,1,0,0
0.470099998,0,1,0,0,1,0,1,0,0
0.479999979,0,1,0,0,1,0,1,0,0
0.480099979,0,1,0,0,1,0,1,0,0
0.490099979,0,1,0,0,1,0,1,0,0
0.4999,0,1,0,0,1,0,1,0,0
0.5,1,0,0,0,1,0,1,0,0
0.51,1,0,0,0,1,0,1,0,0
0.519999971,1,0,0,0,1,0,1,0,0
0.520099971,1,0,0,0,1,0,1,0,0
0.530099971,1,0,0,0,1,0,1,0,0
0.540000012,1,0,0,0,1,0,1,0,0
0.540100012,1,0,0,0,1,0,1,0,0
0.550100012,1,0,0,0,1,0,1,0,0
0.559999992,1,0,0,0,1,0,1,0,0
0.560099992,1,0,0,0,1,0,1,0,0
0.570099992,1,0,0,0,1,0,1,0,0
0.579999973,1,0,0,0,1,0,1,0,0
0.580099973,1,0,0,0,1,0,1,0,0
0.590099973,1,0,0,0,1,0,1,0,0
0.600000014,1,0,0,0,1,0,1,0,0
0.600100014,1,0,0,0,1,0,1,0,0
0.610100014,1,0,0,0,1,0,1,0,0
0.619999995,1,0,0,0,1,0,1,0,0
0.620099995,1,0,0,0,1,0,1,0,0
0.630099995,1,0,0,0,1,0,1,0,0
0.639999976,1,0,0,0,1,0,1,0,0
0.640099976,1,0,0,0,1,0,1,0,0
0.650099976,1,0,0,0,1,0,1,0,0
0.660000016,1,0,0,0,1,0,1,0,0
0.660100016,1,0,0,0,1,0,1,0,0
0.670100016,1,0,0,0,1,0,1,0,0
0.679999997,1,0,0,0,1,0,1,0,0
0.680099997,1,0,0,0,1,0,1,0,0
0.690099997,1,0,0,0,1,0,1,0,0
0.699999978,1,0,0,0,1,0,1,0,0
0.700099978,1,0,0,0,1,0,1,0,0
0.710099978,1,0,0,0,1,0,1,0,0
0.720000019,1,0,0,0,1,0,1,0,0
0.720100019,1,0,0,0,1,0,1,0,0
0.730100019,1,0,0,0,1,0,1,0,0
0.74,1,0,0,0,1,0,1,0,0
0.7401,1,0,0,0,1,0,1,0,0
0.7501,1,0,0,0,1,0,1,0,0
0.759999981,1,0,0,0,1,0,1,0,0
0.760099981,1,0,0,0,1,0,1,0,0
