    "time",    "J1.w",    "J2.w",    "J3.w",    "J4.w"
         0,        10,        -0,        -0,        -0
     0.001, 9.9901571,0.0099999989,-2.4182045e-015,-2.4182045e-015
     0.002,  9.980628,0.019999989,-1.6722734e-015,-1.6722734e-015
     0.003, 9.9714124,0.029999956,-2.0122792e-016,-2.0122792e-016
     0.004, 9.9625095,0.039999886,7.2858386e-016,7.2858386e-016
     0.005, 9.9539182,0.049999762,1.4502288e-015,1.4502288e-015
     0.006, 9.9456371,0.059999569,1.9012569e-015,1.9012569e-015
     0.007, 9.9376646,0.069999291,2.7061686e-015,2.7061686e-015
     0.008, 9.9299987,0.079998913,2.5257574e-015,2.5257574e-015
     0.009,  9.922637,0.089998419,2.4424907e-015,2.4424907e-015
      0.01, 9.9155773,0.099997794,2.4702462e-015,2.4702462e-015
     0.011, 9.9088167,0.10999702,3.0808689e-015,3.0808689e-015
     0.012, 9.9023521,0.11999609,3.0808689e-015,3.0808689e-015
     0.013, 9.8961798,0.12999498,4.0800696e-015,4.0800696e-015
     0.014, 9.8902959,0.13999367,4.3576254e-015,4.3576254e-015
     0.015, 9.8846966,0.14999215,3.5527137e-015,3.5527137e-015
     0.016, 9.8793773,0.15999041,4.0245585e-015,4.0245585e-015
     0.017, 9.8743336,0.16998842,5.3290705e-015,5.3290705e-015
     0.018, 9.8695605,0.17998617,6.4670491e-015,6.4670491e-015
     0.019, 9.8650529,0.18998365,5.3845817e-015,5.3845817e-015
      0.02, 9.8608054,0.19998084,4.7462034e-015,4.7462034e-015
     0.021, 9.8568124,0.20997772,4.773959e-015,4.773959e-015
     0.022,  9.853068,0.21997428,4.6351811e-015,4.6351811e-015
     0.023,  9.849566,0.22997051,4.968248e-015,4.968248e-015
     0.024,    9.8463,0.23996638,6.8278716e-015,6.8278716e-015
     0.025, 9.8432634,0.24996188,6.605827e-015,6.605827e-015
     0.026, 9.8404492,  0.259957,5.7176486e-015,5.7176486e-015
     0.027, 9.8378505,0.26995172,6.6613381e-015,6.6613381e-015
     0.028,   9.83546,0.27994602,4.4964032e-015,4.4964032e-015
     0.029, 9.8332701,0.28993989,4.4964032e-015,4.4964032e-015
      0.03, 9.8312732,0.29993331,4.1633363e-015,4.1633363e-015
     0.031, 9.8294614,0.30992626,2.553513e-015,2.553513e-015
     0.032, 9.8278266,0.31991874,3.7192471e-015,3.7192471e-015
     0.033, 9.8263607,0.32991072,3.8302694e-015,3.8302694e-015
     0.034, 9.8250552, 0.3399022,5.4400928e-015,5.4400928e-015
     0.035, 9.8239015,0.34989314,4.8294702e-015,4.8294702e-015
     0.036,  9.822891,0.35988354,4.9960036e-015,4.9960036e-015
     0.037, 9.8220148,0.36987339,3.2196468e-015,3.2196468e-015
     0.038,  9.821264,0.37986266,4.4408921e-015,4.4408921e-015
     0.039, 9.8206294,0.38985134,3.1086245e-015,3.1086245e-015
      0.04, 9.8201018,0.39983941,3.3861802e-015,3.3861802e-015
     0.041, 9.8196718,0.40982687,2.9976022e-015,2.9976022e-015
     0.042, 9.8193302,0.41981368,4.1078252e-015,4.1078252e-015
     0.043, 9.8190673,0.42979984,2.9976022e-015,2.9976022e-015
     0.044, 9.8188737,0.43978534,2.4980018e-015,2.4980018e-015
