time,PistonPosition,PressureExtend,PressureRetract,TemperatureExtend,TemperatureRetract,FlowExtend,FlowRetract
0.0,0.0,14.695486454,14.695496152,86.000000001,86.000000001,0.0,0.0
0.01,-1.25733433158e-13,14.6954864537,14.6954961517,86.0000000009,86.0000000014,-2.07931171835e-15,2.41201178275e-13
0.02,-3.92174489175e-13,14.6954864538,14.6954961517,86.0000000011,86.0000000018,-4.15863626911e-15,2.41201178275e-13
0.03,-7.4326340451e-13,14.6954864538,14.6954961518,86.0000000013,86.0000000021,-4.15863626911e-15,2.34963200507e-13
0.04,-1.20149113767e-12,14.6954864538,14.6954961518,86.0000000014,86.0000000024,-4.15864910152e-15,2.32883900249e-13
0.05,-1.7424186202e-12,14.6954864538,14.6954961518,86.0000000015,86.0000000026,-4.15863626912e-15,2.32883887417e-13
0.06,-2.3320304306e-12,14.6954864538,14.6954961519,86.0000000017,86.0000000028,-4.15863626913e-15,2.26645935314e-13
0.07,-2.94868135662e-12,14.6954864539,14.6954961519,86.0000000018,86.000000003,-4.15863626913e-15,2.22487283468e-13
0.08,-3.58019475504e-12,14.6954864539,14.6954961519,86.0000000019,86.0000000031,-4.15863626914e-15,2.18328644455e-13
0.09,-4.21038130596e-12,14.6954864539,14.695496152,86.000000002,86.0000000032,-4.15863626914e-15,2.13844385892e-13
0.1,-4.82848586021e-12,14.6954864539,14.695496152,86.0000000021,86.0000000033,-4.15863626915e-15,2.07932040506e-13
0.11,-5.41917122284e-12,14.6954864539,14.695496152,86.0000000021,86.0000000034,-4.15863626915e-15,2.03773401492e-13
0.12,-5.97643824755e-12,14.695486454,14.6954961521,86.0000000022,86.0000000034,-4.15863626916e-15,2.01694088402e-13
0.13,-6.500145402e-12,14.695486454,14.6954961521,86.0000000023,86.0000000034,-4.15863626916e-15,1.97535436556e-13
0.14,-6.97854946505e-12,14.695486454,14.6954961521,86.0000000023,86.0000000035,-4.15863626916e-15,1.93376797543e-13
0.15,-7.41161404307e-12,14.695486454,14.6954961521,86.0000000024,86.0000000035,-4.15863626917e-15,1.91297484453e-13
0.16,-7.79969088883e-12,14.695486454,14.6954961521,86.0000000024,86.0000000035,-4.15863626917e-15,1.87138832607e-13
0.17,-8.13235463767e-12,14.695486454,14.6954961522,86.0000000024,86.0000000034,-3.83921698191e-15,1.82980193593e-13
0.18,-8.41583455588e-12,14.6954864541,14.6954961522,86.0000000025,86.0000000034,-3.83921698191e-15,1.80900880503e-13
0.19,-8.6576647593e-12,14.6954864541,14.6954961522,86.0000000025,86.0000000034,-4.15864910159e-15,1.7882155458e-13
0.2,-8.85083677712e-12,14.6954864541,14.6954961522,86.0000000025,86.0000000034,-3.83921698191e-15,1.74662928399e-13
0.21,-9.00108325211e-12,14.6954864541,14.6954961522,86.0000000025,86.0000000034,-3.83921698191e-15,1.74662915567e-13
0.22,-9.11253890724e-12,14.6954864541,14.6954961523,86.0000000025,86.0000000033,-3.83921698191e-15,1.72583602477e-13
0.23,-9.18077378123e-12,14.6954864541,14.6954961523,86.0000000025,86.0000000033,-3.83921698191e-15,1.7199692079e-13
0.24,-9.21387977708e-12,14.6954864542,14.6954961523,86.0000000025,86.0000000033,-3.83921698191e-15,1.70504276554e-13
0.25,-9.2191535842e-12,14.6954864542,14.6954961523,86.0000000025,86.0000000032,-3.83921698191e-15,1.7199692079e-13
0.26,-9.19415025282e-12,14.6954864542,14.6954961523,86.0000000025,86.0000000032,-3.83921698191e-15,1.70077312299e-13
0.27,-9.14443931334e-12,14.6954864542,14.6954961524,86.0000000025,86.0000000032,-3.83921698191e-15,1.70077312299e-13
0.28,-9.07384354605e-12,14.6954864542,14.6954961524,86.0000000025,86.0000000032,-3.45529528372e-15,1.70077312299e-13
0.29,-8.98197449245e-12,14.6954864542,14.6954961524,86.0000000025,86.0000000032,-3.45529528372e-15,1.68424950632e-13
0.3,-8.87440722123e-12,14.6954864542,14.6954961524,86.0000000025,86.0000000031,-3.83921698191e-15,1.68424950632e-13
0.31,-8.75536226926e-12,14.6954864543,14.6954961524,86.0000000025,86.0000000031,-3.83921698191e-15,1.68424963465e-13
0.32,-8.62517851707e-12,14.6954864543,14.6954961524,86.0000000025,86.0000000031,-3.83921698191e-15,1.70461233997e-13
0.33,-8.48714276711e-12,14.6954864543,14.6954961525,86.0000000025,86.0000000031,-3.83921698191e-15,1.70504276556e-13
0.34,-8.34344333704e-12,14.6954864543,14.6954961525,86.0000000025,86.0000000031,-3.83921698191e-15,1.70504276556e-13
0.35,-8.19549445725e-12,14.6954864543,14.6954961525,86.0000000025,86.0000000031,-4.15863626926e-15,1.70077312299e-13
0.36,-8.04578060688e-12,14.6954864543,14.6954961525,86.0000000025,86.0000000031,-3.83921698191e-15,1.70461233997e-13
0.37,-7.89570991387e-12,14.6954864544,14.6954961525,86.0000000025,86.0000000031,-3.83921698191e-15,1.70504276556e-13
0.38,-7.74659140005e-12,14.6954864544,14.6954961526,86.0000000025,86.0000000031,-3.83921698191e-15,1.71612999091e-13
0.39,-7.59926348565e-12,14.6954864544,14.6954961526,86.0000000025,86.0000000031,-3.83921698191e-15,1.7258360248e-13
0.4,-7.45504573813e-12,14.6954864544,14.6954961526,86.0000000025,86.0000000031,-4.15864910168e-15,1.7258360248e-13
0.41,-7.31485907186e-12,14.6954864544,14.6954961526,86.0000000025,86.0000000031,-3.83921698191e-15,1.7258360248e-13
0.42,-7.17882140481e-12,14.6954864544,14.6954961526,86.0000000025,86.0000000031,-3.83921698191e-15,1.72583602481e-13
0.43,-7.04814285987e-12,14.6954864544,14.6954961526,86.0000000025,86.0000000031,-3.83921698191e-15,1.74662915571e-13
0.44,-6.92300342504e-12,14.6954864545,14.6954961527,86.0000000025,86.0000000031,-3.83921698191e-15,1.72583602481e-13
0.45,-6.80287105374e-12,14.6954864545,14.6954961527,86.0000000025,86.0000000031,-3.83921698191e-15,1.74662928404e-13
0.46,-6.68854043034e-12,14.6954864545,14.6954961527,86.0000000025,86.0000000031,-3.83921698191e-15,1.74662915572e-13
0.47,-6.58007916945e-12,14.6954864545,14.6954961527,86.0000000025,86.0000000031,-3.83921698191e-15,1.74662915572e-13
0.48,-6.47747869617e-12,14.6954864545,14.6954961527,86.0000000025,86.0000000032,-4.15863626931e-15,1.74662928405e-13
0.49,-6.38062634539e-12,14.6954864545,14.6954961528,86.0000000025,86.0000000032,-3.83921698191e-15,1.74662915573e-13
0.5,-6.28951924937e-12,14.6954864545,14.6954961528,86.0000000025,86.0000000032,-3.83921698191e-15,1.76742241496e-13
0.51,-6.20419665498e-12,14.6954864546,14.6954961528,86.0000000025,86.0000000032,-4.15863626933e-15,1.74662928406e-13
0.52,-6.12415592807e-12,14.6954864546,14.6954961528,86.0000000025,86.0000000032,-4.15863626933e-15,1.76742241497e-13
0.53,-6.0484241793e-12,14.6954864546,14.6954961528,86.0000000025,86.0000000032,-3.83921698191e-15,1.76742241497e-13
0.54,-5.97742083731e-12,14.6954864546,14.6954961529,86.0000000025,86.0000000032,-3.83921698191e-15,1.76742241497e-13
0.55,-5.910935404e-12,14.6954864546,14.6954961529,86.0000000025,86.0000000032,-3.83921698191e-15,1.76742241497e-13
0.56,-5.84869732137e-12,14.6954864546,14.6954961529,86.0000000025,86.0000000032,-4.15864910175e-15,1.76742241497e-13
0.57,-5.78993249022e-12,14.6954864547,14.6954961529,86.0000000025,86.0000000032,-4.15864910175e-15,1.78821554588e-13
0.58,-5.73482954329e-12,14.6954864547,14.695496153,86.0000000026,86.0000000032,-4.15863626936e-15,1.78821567421e-13
0.59,-5.68297886555e-12,14.6954864547,14.695496153,86.0000000026,86.0000000032,-4.15864910176e-15,1.76742241498e-13
0.6,-5.63377923118e-12,14.6954864547,14.695496153,86.0000000026,86.0000000032,-4.15864910177e-15,1.78821554589e-13
0.61,-5.58727616739e-12,14.6954864547,14.695496153,86.0000000026,86.0000000032,-3.83921698191e-15,1.78821554589e-13
0.62,-5.54321145934e-12,14.6954864547,14.695496153,86.0000000026,86.0000000032,-3.83921698191e-15,1.7882155459e-13
0.63,-5.50141007457e-12,14.6954864547,14.6954961531,86.0000000026,86.0000000032,-3.83921698191e-15,1.76742241499e-13
0.64,-5.46165093723e-12,14.6954864548,14.6954961531,86.0000000026,86.0000000032,-4.15864910179e-15,1.76742241499e-13
0.65,-5.4235872718e-12,14.6954864548,14.6954961531,86.0000000026,86.0000000032,-4.15863626939e-15,1.7882155459e-13
0.66,-5.38709410141e-12,14.6954864548,14.6954961531,86.0000000026,86.0000000032,-4.99098207649e-15,1.767422415e-13
0.67,-5.35195234727e-12,14.6954864548,14.6954961531,86.0000000026,86.0000000032,-3.83921698191e-15,1.78821554591e-13
0.68,-5.31806177933e-12,14.6954864548,14.6954961532,86.0000000026,86.0000000032,-4.1586362694e-15,1.767422415e-13
0.69,-5.28536569535e-12,14.6954864548,14.6954961532,86.0000000026,86.0000000032,-3.83921698191e-15,1.76742241501e-13
0.7,-5.25368448992e-12,14.6954864549,14.6954961532,86.0000000026,86.0000000033,-4.15863626941e-15,1.78821554591e-13
0.71,-5.2227526949e-12,14.6954864549,14.6954961532,86.0000000026,86.0000000033,-4.15863626941e-15,1.76742241501e-13
0.72,-5.19266510919e-12,14.6954864549,14.6954961532,86.0000000026,86.0000000033,-4.15863626942e-15,1.76742241501e-13
0.73,-5.16343030744e-12,14.6954864549,14.6954961533,86.0000000026,86.0000000033,-4.15863626942e-15,1.78821554592e-13
0.74,-5.13481622103e-12,14.6954864549,14.6954961533,86.0000000026,86.0000000033,-4.15863626942e-15,1.78821567425e-13
0.75,-5.10674164823e-12,14.6954864549,14.6954961533,86.0000000026,86.0000000033,-4.15863626943e-15,1.7674222867e-13
0.76,-5.07926140094e-12,14.6954864549,14.6954961533,86.0000000026,86.0000000033,-4.15864910184e-15,1.78821567425e-13
0.77,-5.05228060474e-12,14.695486455,14.6954961533,86.0000000026,86.0000000033,-4.15863626944e-15,1.7674222867e-13
0.78,-5.02580272355e-12,14.695486455,14.6954961534,86.0000000026,86.0000000033,-4.15863626944e-15,1.78821554593e-13
0.79,-4.99982390067e-12,14.695486455,14.6954961534,86.0000000026,86.0000000033,-4.15863626945e-15,1.78821554594e-13
0.8,-4.97424641298e-12,14.695486455,14.6954961534,86.0000000026,86.0000000033,-4.15863626945e-15,1.76742241503e-13
0.81,-4.94913967336e-12,14.695486455,14.6954961534,86.0000000026,86.0000000033,-4.15863626945e-15,1.78821554594e-13
0.82,-4.9245126937e-12,14.695486455,14.6954961534,86.0000000026,86.0000000033,-4.15863626946e-15,1.76742241504e-13
0.83,-4.90036701854e-12,14.695486455,14.6954961535,86.0000000026,86.0000000033,-4.15863626946e-15,1.76742241504e-13
0.84,-4.87665782999e-12,14.6954864551,14.6954961535,86.0000000026,86.0000000033,-4.15864910187e-15,1.76742241504e-13
0.85,-4.85336987899e-12,14.6954864551,14.6954961535,86.0000000026,86.0000000033,-4.15863626947e-15,1.76742228672e-13
0.86,-4.83057131022e-12,14.6954864551,14.6954961535,86.0000000026,86.0000000033,-4.15864910188e-15,1.76742228672e-13
0.87,-4.80823134748e-12,14.6954864551,14.6954961535,86.0000000026,86.0000000033,-4.15863626948e-15,1.78821554596e-13
0.88,-4.78626789081e-12,14.6954864551,14.6954961536,86.0000000026,86.0000000033,-4.15863626948e-15,1.78821554596e-13
0.89,-4.76477676304e-12,14.6954864551,14.6954961536,86.0000000026,86.0000000033,-4.15863626949e-15,1.78821554596e-13
0.9,-4.74378030944e-12,14.6954864552,14.6954961536,86.0000000026,86.0000000033,-4.15863626949e-15,1.76742241505e-13
0.91,-4.7232911716e-12,14.6954864552,14.6954961536,86.0000000026,86.0000000033,-4.1586362695e-15,1.76742241506e-13
0.92,-4.70325755779e-12,14.6954864552,14.6954961536,86.0000000026,86.0000000033,-4.1586362695e-15,1.76742228674e-13
0.93,-4.68366355515e-12,14.6954864552,14.6954961537,86.0000000026,86.0000000033,-4.15863626951e-15,1.78821567429e-13
0.94,-4.66452166406e-12,14.6954864552,14.6954961537,86.0000000026,86.0000000033,-4.15863626951e-15,1.7882156743e-13
0.95,-4.64583076279e-12,14.6954864552,14.6954961537,86.0000000026,86.0000000033,-4.15863626952e-15,1.76742241507e-13
0.96,-4.62760231483e-12,14.6954864552,14.6954961537,86.0000000026,86.0000000033,-4.15863626952e-15,1.7882156743e-13
0.97,-4.60986059908e-12,14.6954864553,14.6954961537,86.0000000026,86.0000000033,-4.15863626952e-15,1.76742241507e-13
0.98,-4.59261312716e-12,14.6954864553,14.6954961538,86.0000000026,86.0000000033,-4.15863626953e-15,1.78821567431e-13
0.99,-4.57581846571e-12,14.6954864553,14.6954961538,86.0000000026,86.0000000033,-4.15863626953e-15,1.78821567431e-13
1.0,-4.55939874607e-12,14.6954864553,14.6954961538,86.0000000026,86.0000000033,-4.15863626954e-15,1.78821567431e-13
1.01,-4.54343803157e-12,14.6954864553,14.6954961538,86.0000000026,86.0000000033,-4.15863626954e-15,1.8044319815e-13
1.02,-4.5278663061e-12,14.6954864553,14.6954961538,86.0000000026,86.0000000033,-4.15863626955e-15,1.78821567432e-13
1.03,-4.51275709883e-12,14.6954864554,14.6954961539,86.0000000026,86.0000000033,-4.15863626955e-15,1.8044319815e-13
1.04,-4.49808541389e-12,14.6954864554,14.6954961539,86.0000000026,86.0000000033,-4.15863626955e-15,1.788215546e-13
1.05,-4.48376391866e-12,14.6954864554,14.6954961539,86.0000000026,86.0000000033,-4.15863626956e-15,1.788215546e-13
1.06,-4.46984047974e-12,14.6954864554,14.6954961539,86.0000000026,86.0000000033,-4.15863626956e-15,1.76742241509e-13
1.07,-4.45632669227e-12,14.6954864554,14.6954961539,86.0000000026,86.0000000033,-4.15863626957e-15,1.788215546e-13
1.08,-4.44322844242e-12,14.6954864554,14.695496154,86.0000000026,86.0000000033,-4.15863626957e-15,1.7674224151e-13
1.09,-4.43047970271e-12,14.6954864554,14.695496154,86.0000000026,86.0000000033,-4.15863626958e-15,1.78821554601e-13
1.1,-4.41807953156e-12,14.6954864555,14.695496154,86.0000000026,86.0000000033,-4.15863626958e-15,1.78821554601e-13
1.11,-4.406035143e-12,14.6954864555,14.695496154,86.0000000026,86.0000000033,-4.15864910199e-15,1.76742228678e-13
1.12,-4.39427455328e-12,14.6954864555,14.695496154,86.0000000026,86.0000000033,-4.15863626959e-15,1.76742241511e-13
1.13,-4.38287898293e-12,14.6954864555,14.6954961541,86.0000000026,86.0000000033,-4.15863626959e-15,1.78821554602e-13
1.14,-4.37183750589e-12,14.6954864555,14.6954961541,86.0000000026,86.0000000033,-4.1586362696e-15,1.78821554602e-13
1.15,-4.36106192643e-12,14.6954864555,14.6954961541,86.0000000026,86.0000000033,-4.1586362696e-15,1.78821554602e-13
1.16,-4.35059580396e-12,14.6954864556,14.6954961541,86.0000000026,86.0000000033,-4.15863626961e-15,1.78821554603e-13
1.17,-4.3404373923e-12,14.6954864556,14.6954961541,86.0000000026,86.0000000033,-4.15863626961e-15,1.78821554603e-13
1.18,-4.33056441935e-12,14.6954864556,14.6954961542,86.0000000026,86.0000000033,-4.15863626961e-15,1.78821554603e-13
1.19,-4.32096507418e-12,14.6954864556,14.6954961542,86.0000000026,86.0000000033,-4.15864910202e-15,1.78821554603e-13
1.2,-4.31161428917e-12,14.6954864556,14.6954961542,86.0000000026,86.0000000033,-4.15863626962e-15,1.78821554604e-13
1.21,-4.30259453463e-12,14.6954864556,14.6954961542,86.0000000026,86.0000000033,-4.60706037829e-15,1.76742241513e-13
1.22,-4.29380737425e-12,14.6954864556,14.6954961543,86.0000000026,86.0000000033,-4.15863626963e-15,1.78821567436e-13
1.23,-4.28523681442e-12,14.6954864557,14.6954961543,86.0000000026,86.0000000033,-4.15863626964e-15,1.78821554604e-13
