time,x,der(x),k
0.0,1.0,-1.0,1.0
0.1,0.905,-0.905,1.0
0.2,0.819025,-0.819025,1.0
0.3,0.741217625,-0.741217625,1.0
0.4,0.670801950625,-0.670801950625,1.0
0.5,0.60707576531562,-0.60707576531562,1.0
0.6,0.54940356761064,-0.54940356761064,1.0
0.7,0.49721022868763,-0.49721022868763,1.0
0.8,0.4499752569623,-0.4499752569623,1.0
0.9,0.40722760755089,-0.40722760755089,1.0
1.0,0.36854098483355,-0.36854098483355,1.0
