"Time","x0","x1","der_x0_","der_x1_"
0,2,1.00E-25,1.00E-25,-2
1.00E-07,2,-2.00E-07,-2.00E-07,-1.9999994
6.00E-07,2,-1.20E-06,-1.20E-06,-1.9999964
3.10E-06,2,-6.20E-06,-6.20E-06,-1.9999814
1.56E-05,2,-3.12E-05,-3.12E-05,-1.999906402
7.81E-05,1.999999994,-0.000156182,-0.000156182,-1.999531449
0.0003906,1.999999848,-0.000780742,-0.000780742,-1.99765762
0.0019531,1.999996195,-0.003894781,-0.003894781,-1.98831191
0.007674476,1.999941646,-0.015173719,-0.015173719,-1.954424031
0.017674476,1.999693637,-0.034428097,-0.034428097,-1.896451534
0.027674476,1.999255942,-0.053110763,-0.053110763,-1.840081695
0.037674476,1.9986342,-0.071237722,-0.071237722,-1.785310088
0.047674476,1.997833887,-0.088824914,-0.088824914,-1.732128348
0.057674476,1.996860321,-0.105888178,-0.105888178,-1.680524562
0.067674476,1.995718664,-0.122443219,-0.122443219,-1.630483644
0.077674476,1.99441392,-0.138505576,-0.138505576,-1.581987683
0.087674476,1.992950939,-0.154090596,-0.154090596,-1.535016271
0.097674476,1.991334419,-0.169213411,-0.169213411,-1.489546809
0.107674476,1.989568908,-0.183888919,-0.183888919,-1.445554791
0.117674476,1.987658804,-0.198131764,-0.198131764,-1.403014069
0.127674476,1.985608364,-0.211956319,-0.211956319,-1.361897098
0.137674476,1.983421699,-0.225376681,-0.225376681,-1.322175164
0.147674476,1.981102782,-0.238406649,-0.238406649,-1.283818587
0.157674476,1.97865545,-0.251059727,-0.251059727,-1.246796916
0.167674476,1.976083406,-0.263349107,-0.263349107,-1.211079103
0.177674476,1.973390222,-0.275287671,-0.275287671,-1.176633659
0.187674476,1.970579344,-0.286887983,-0.286887983,-1.143428802
0.197674476,1.967654093,-0.29816229,-0.29816229,-1.111432587
0.207674476,1.964617669,-0.309122518,-0.309122518,-1.080613022
0.217674476,1.961473155,-0.319780274,-0.319780274,-1.050938177
0.227674476,1.958223519,-0.330146846,-0.330146846,-1.022376277
0.237674476,1.954871619,-0.340233207,-0.340233207,-0.994895785
0.247674476,1.951420203,-0.350050013,-0.350050013,-0.968465481
0.257674476,1.947871915,-0.359607613,-0.359607613,-0.943054526
0.267674476,1.944229296,-0.368916048,-0.368916048,-0.918632516
0.277674476,1.940494791,-0.377985059,-0.377985059,-0.895169539
0.287674476,1.936670745,-0.386824087,-0.386824087,-0.872636213
0.297674476,1.932759413,-0.395442287,-0.395442287,-0.851003726
0.307674476,1.928762959,-0.403848525,-0.403848525,-0.830243863
0.317674476,1.92468346,-0.412051389,-0.412051389,-0.810329037
0.327674476,1.920522907,-0.420059196,-0.420059196,-0.791232304
0.337674476,1.916283211,-0.427879995,-0.427879995,-0.772927387
0.347674476,1.911966203,-0.435521575,-0.435521575,-0.75538868
0.357674476,1.907573638,-0.442991475,-0.442991475,-0.738591263
0.367674476,1.903107195,-0.450296986,-0.450296986,-0.722510905
0.377674476,1.898568485,-0.45744516,-0.45744516,-0.70712407
0.387674476,1.893959045,-0.46444282,-0.46444282,-0.692407912
0.397674476,1.889280348,-0.471296561,-0.471296561,-0.67834028
0.407674476,1.884533801,-0.478012761,-0.478012761,-0.664899706
0.417674476,1.879720749,-0.484597587,-0.484597587,-0.652065407
0.427674476,1.874842476,-0.491057,-0.491057,-0.639817272
0.437674476,1.869900208,-0.497396766,-0.497396766,-0.628135858
0.447674476,1.864895111,-0.503622457,-0.503622457,-0.617002377
0.457674476,1.859828302,-0.509739462,-0.509739462,-0.606398685
0.467674476,1.85470084,-0.515752992,-0.515752992,-0.596307272
0.477674476,1.849513734,-0.521668085,-0.521668085,-0.586711252
0.487674476,1.844267946,-0.527489613,-0.527489613,-0.577594344
0.497674476,1.838964386,-0.533222289,-0.533222289,-0.568940864
0.507674476,1.833603921,-0.538870672,-0.538870672,-0.560735708
0.517674476,1.828187372,-0.544439172,-0.544439172,-0.552964341
0.527674476,1.822715516,-0.549932057,-0.549932057,-0.54561278
0.537674476,1.817189088,-0.555353459,-0.555353459,-0.538667581
0.547674476,1.811608784,-0.560707376,-0.560707376,-0.532115827
0.557674476,1.805975259,-0.565997681,-0.565997681,-0.525945108
0.567674476,1.80028913,-0.571228124,-0.571228124,-0.520143511
