"time","y_0","y_1","y_2"
0,0,0,0
0.01,0,0,0
0.02,0.79973,0,0
0.03,1.7987,2.6991,0
0.04,3.1957,2.6991,0
0.05,4.9896,4.4956,5.2455
0.06,7.1784,4.4956,5.2455
0.07,9.76,6.288,5.2455
0.08,12.732,6.288,5.2455
0.09,16.091,8.0745,9.4241
0.1,19.834,8.0745,9.4241
0.11,23.957,9.8535,9.4241
0.12,28.456,9.8535,9.4241
0.13,33.326,11.623,13.572
0.14,38.564,11.623,13.572
0.15,44.162,13.382,13.572
0.16,50.116,13.382,13.572
0.17,56.42,15.129,17.676
0.18,63.068,15.129,17.676
0.19,70.052,16.861,17.676
0.2,77.365,16.861,17.676
0.21,85.002,18.578,21.722
0.22,92.953,18.578,21.722
0.23,101.21,20.278,21.722
0.24,109.77,20.278,21.722
0.25,118.61,21.959,25.699
0.26,127.74,21.959,25.699
0.27,137.14,23.619,25.699
0.28,146.8,23.619,25.699
0.29,156.71,25.258,29.593
0.3,166.86,25.258,29.593
0.31,177.25,26.874,29.593
0.32,187.86,26.874,29.593
0.33,198.68,28.464,33.392
0.34,209.69,28.464,33.392
0.35,220.9,30.029,33.392
0.36,232.28,30.029,33.392
0.37,243.83,31.567,37.085
0.38,255.54,31.567,37.085
0.39,267.38,33.075,37.085
0.4,279.35,33.075,37.085
0.41,291.44,34.553,40.66
0.42,303.64,34.553,40.66
0.43,315.92,36,40.66
0.44,328.29,36,40.66
0.45,340.72,37.415,44.108
0.46,353.21,37.415,44.108
0.47,365.73,38.795,44.108
0.48,378.29,38.795,44.108
0.49,390.85,40.141,47.418
0.5,403.42,40.141,47.418
0.51,415.98,41.451,47.418
0.52,428.51,41.451,47.418
0.53,441,42.724,50.581
0.54,453.45,42.724,50.581
0.55,465.82,43.959,50.581
0.56,478.12,43.959,50.581
0.57,490.33,45.154,53.589
0.58,502.43,45.154,53.589
0.59,514.41,46.31,53.589
0.6,526.27,46.31,53.589
0.61,537.98,47.425,56.434
0.62,549.53,47.425,56.434
0.63,560.92,48.499,56.434
0.64,572.12,48.499,56.434
0.65,583.13,49.53,59.11
0.66,593.94,49.53,59.11
0.67,604.52,50.519,59.11
0.68,614.87,50.519,59.11
0.69,624.99,51.464,61.61
0.7,634.84,51.464,61.61
0.71,644.44,52.365,61.61
0.72,653.75,52.365,61.61
0.73,662.78,53.221,63.929
0.74,671.51,53.221,63.929
0.75,679.93,54.032,63.929
