"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6","Out7","Out8","Out9","SineWave1_Amp","SineWave1_Bias","SineWave1_Freq","SineWave1_Phase","Gain1_Gain[0]","Gain1_Gain[1]","Gain_Gain","SineWave2_Amp","SineWave2_Bias","SineWave2_Freq","SineWave2_Phase","DeadZone_Start","DeadZone_End","SineWave5_Amp","SineWave5_Bias","SineWave5_Freq","SineWave5_Phase","SineWave3_Amp","SineWave3_Bias","SineWave3_Freq","SineWave3_Phase","SineWave4_Amp","SineWave4_Bias","SineWave4_Freq","SineWave4_Phase","Step_Time","Step_Y0","Step_YFinal","HitCrossing_Offset","SineWave6_Amp","SineWave6_Bias","SineWave6_Freq","SineWave6_Phase","Quantizer_Interval","SineWave7_Amp","SineWave7_Bias","SineWave7_Freq","SineWave7_Phase","Relay_OnVal","Relay_OffVal","Relay_YOn","Relay_YOff","SineWave10_Amp","SineWave10_Bias","SineWave10_Freq","SineWave10_Phase","Saturation_UpperSat","Saturation_LowerSat","Step2_Time","Step2_Y0","Step2_YFinal","SineWave11_Amp","SineWave11_Bias","SineWave11_Freq","SineWave11_Phase","Step3_Time","Step3_Y0","Step3_YFinal","Constant_Value","SineWave12_Amp","SineWave12_Bias","SineWave12_Freq","SineWave12_Phase","FixPtSwitch_Threshold"
1.4,2.97089946,4.97089946,1.47089946,1.675264541,1,4,12,0.5,-0.1,-3.804226065,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
1.5,2.994989973,4.994989973,1.494989973,1.695741477,1,4,12,0.5,-0.1,-4,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
1.6,2.999147206,4.999147206,1.499147206,1.699275125,1,4,12,0.5,-0.1,-3.804226065,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
1.7,2.983329621,4.983329621,1.483329621,1.685830178,1,4,12,0.5,-0.1,-3.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
1.8,2.947695262,4.947695262,1.447695262,1.655540972,1,4,12,0.5,-0.1,-2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
1.9,2.892600175,4.892600175,1.392600175,1.608710149,1,4,12,0.5,-0.1,-1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
2,2.818594854,4.818594854,1.318594854,1.545805626,1,3.5,12,0.5,-9.797174393e-016,-9.797174393e-016,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
2.1,2.726418733,4.726418733,1.226418733,1.467455923,1,3.5,12,0.5,0.1,1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
2.2,2.616992808,4.616992808,1.116992808,1.374443886,1,3,12,0.5,0.1,2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
2.3,2.491410424,4.491410424,0.9914104244,1.267698861,1,3,12,0.5,0.1,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
2.4,2.350926361,4.350926361,0.8509263611,1.148287407,1,2.5,12,0.5,0.1,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
2.5,2.196944288,4.196944288,0.6969442882,1.017402645,1,2.5,12,0.5,0.1,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
2.6,2.031002744,4.031002744,0.5310027436,0.8763523321,1,2,12,0.5,0.1,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
2.7,1.85475976,3.85475976,0.3547597605,0.7265457964,1,1.5,12,0.5,0.1,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
2.8,1.6699763,3.6699763,0.1699763003,0.5694798553,1,1.5,12,0.5,0.1,2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
2.9,1.478498658,3.478498658,0,0.4067238597,1,1,12,0.5,0.1,1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
3,1.282240016,3.282240016,0,0.2399040137,1,0.5,12,0.5,1.469576159e-015,1.469576159e-015,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
3.1,1.083161325,3.083161325,0,0.07068712614,1,0,12,0.1663226497,-0.1,-1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
3.2,-1.116748287,-3.116748287,0,0,1,-0,12,-0.2334965737,-0.1,-2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
3.3,-1.315491388,-3.315491388,0,0,1,-0.5,-12,-0.5,-0.1,-3.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
3.4,-1.511082204,-3.511082204,-0.01108220405,0,1,-1,-12,-0.5,-0.1,-3.804226065,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
3.5,-1.701566455,-3.701566455,-0.2015664554,-0.001566455379,1,-1.5,-12,-0.5,-0.1,-4,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
3.6,-1.885040887,-3.885040887,-0.3850408866,-0.2193013252,1,-2,-12,-0.5,-0.1,-3.804226065,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
3.7,-2.059672282,-4.059672282,-0.5596722818,-0.4933603858,1,-2,-12,-0.5,-0.1,-3.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
3.8,-2.223715782,-4.223715782,-0.7237157819,-0.8122661053,1,-2.5,-12,-0.5,-0.1,-2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
3.9,-2.375532318,-4.375532318,-0.8755323184,-1.159220422,1,-3,-12,-0.5,-0.1,-1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
4,-2.513604991,-4.513604991,-1.013604991,-1.513604991,1,-3,-12,-0.5,-1.959434879e-015,-1.959434879e-015,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
4.1,-2.636554222,-4.636554222,-1.136554222,-1.852866118,1,-3.5,-12,-0.5,0.1,1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
4.2,-2.743151545,-4.743151545,-1.243151545,-2.154601221,1,-3.5,-12,-0.5,0.1,2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
4.3,-2.832331873,-4.832331873,-1.332331873,-2.39864377,1,-3.5,-12,-0.5,0.1,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
4.4,-2.903204148,-4.903204148,-1.403204148,-2.568943709,1,-4,-12,-0.5,0.1,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
4.5,-2.955060235,-4.955060235,-1.455060235,-2.655060235,1,-4,-12,-0.5,0.1,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
4.6,-2.987382007,-4.987382007,-1.487382007,-2.653121569,1,-4,-12,-0.5,0.1,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
4.7,-2.999846515,-4.999846515,-1.499846515,-2.566158411,1,-4,-12,-0.5,0.1,0,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
4.8,-2.992329218,-4.992329218,-1.492329218,-2.403778894,1,-4,-12,-0.5,0.1,2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
4.9,-2.964905225,-4.964905225,-1.464905225,-2.181217121,1,-4,-12,-0.5,0.1,1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
5,-2.917848549,-4.917848549,-1.417848549,-1.917848549,1,-4,-12,-0.5,2.449293598e-015,2.449293598e-015,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
5.1,-2.851629365,-4.851629365,-1.351629365,-1.635317469,1,-3.5,-12,-0.5,-0.3,-1.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
5.2,-2.766909311,-4.766909311,-1.266909311,-1.355459635,1,-3.5,-12,-0.5,-0.3,-2.351141009,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
5.3,-2.664534884,-4.664534884,-1.164534884,-1.098222988,1,-3.5,-12,-0.5,-0.3,-3.236067977,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
5.4,-2.545528975,-4.545528975,-1.045528975,-0.8797894137,1,-3,-12,-0.5,-0.3,-3.804226065,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
5.5,-2.411080651,-4.411080651,-0.9110806511,-0.7110806511,1,-3,-12,-0.5,-0.3,-4,2,0,1,0,1,3,1,2,0,1,0,-0.5,0.5,2,0,1,0,0.3,0,1,0,0.7,0,3.141592654,0,1,0,4,4,4,0,1,0,0.5,4,0,1,0,0.5,-0.5,12,-12,4,0,1,0,0.5,-0.5,5,0.1,0.3,4,0,3.141592654,0,5,-0.1,-0.3,0,4,0,3.141592654,0,3
