    "time","accelPedal","egsCarSpeed", "egsGear","egsTargetGear",     "k15",   "nAtIn",  "nAtOut",    "prnd","tShiftStart","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","valves_mv1","valves_mv2","valves_mv3"
     16.94,       100,   143.402,         4,         4,         1, 3642.9026, 3187.7382,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     16.95,       100,   143.448,         4,         4,         1, 3644.0741, 3188.7633,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     16.96,       100,   143.494,         4,         4,         1, 3645.2427, 3189.7859,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     16.97,       100,    143.54,         4,         4,         1, 3646.4091, 3190.8066,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     16.98,       100,   143.586,         4,         4,         1,  3647.576, 3191.8277,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     16.99,       100,   143.632,         4,         4,         1, 3648.7441, 3192.8498,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
        17,       100,   143.678,         4,         4,         1, 3649.9125, 3193.8722,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.01,       100,   143.724,         4,         4,         1,   3651.08, 3194.8939,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.02,       100,    143.77,         4,         4,         1, 3652.2463, 3195.9144,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.03,       100,   143.816,         4,         4,         1, 3653.4115,  3196.934,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.04,       100,   143.862,         4,         4,         1, 3654.5759, 3197.9529,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.05,       100,   143.907,         4,         4,         1, 3655.7395, 3198.9712,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.06,       100,   143.953,         4,         4,         1, 3656.9023, 3199.9887,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.07,       100,   143.999,         4,         4,         1, 3658.0643, 3201.0055,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.08,       100,   144.045,         4,         4,         1, 3659.2254, 3202.0216,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.09,       100,    144.09,         4,         4,         1, 3660.3857, 3203.0369,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      17.1,       100,   144.136,         4,         4,         1, 3661.5451, 3204.0514,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.11,       100,   144.182,         4,         4,         1, 3662.7036, 3205.0652,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.12,       100,   144.227,         4,         4,         1, 3663.8613, 3206.0782,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.13,       100,   144.273,         4,         4,         1, 3665.0181, 3207.0905,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.14,       100,   144.319,         4,         4,         1, 3666.1741,  3208.102,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.15,       100,   144.364,         4,         4,         1, 3667.3292, 3209.1128,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.16,       100,    144.41,         4,         4,         1, 3668.4835, 3210.1228,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.17,       100,   144.455,         4,         4,         1, 3669.6369, 3211.1321,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.18,       100,     144.5,         4,         4,         1, 3670.7894, 3212.1407,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.19,       100,   144.546,         4,         4,         1, 3671.9411, 3213.1485,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      17.2,       100,   144.591,         4,         4,         1,  3673.092, 3214.1555,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.21,       100,   144.637,         4,         4,         1,  3674.242, 3215.1618,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.22,       100,   144.682,         4,         4,         1, 3675.3911, 3216.1674,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.23,       100,   144.727,         4,         4,         1, 3676.5394, 3217.1722,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.24,       100,   144.772,         4,         4,         1, 3677.6869, 3218.1763,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.25,       100,   144.817,         4,         4,         1, 3678.8335, 3219.1797,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.26,       100,   144.863,         4,         4,         1, 3679.9792, 3220.1823,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.27,       100,   144.908,         4,         4,         1, 3681.1241, 3221.1841,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.28,       100,   144.953,         4,         4,         1, 3682.2682, 3222.1852,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.29,       100,   144.998,         4,         4,         1, 3683.4114, 3223.1856,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      17.3,       100,   145.043,         4,         4,         1, 3684.5537, 3224.1852,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.31,       100,   145.088,         4,         4,         1, 3685.6953, 3225.1841,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.32,       100,   145.133,         4,         4,         1, 3686.8359, 3226.1822,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.33,       100,   145.178,         4,         4,         1, 3687.9758, 3227.1797,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.34,       100,   145.223,         4,         4,         1, 3689.1147, 3228.1763,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.35,       100,   145.267,         4,         4,         1, 3690.2529, 3229.1723,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.36,       100,   145.312,         4,         4,         1, 3691.3902, 3230.1674,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.37,       100,   145.357,         4,         4,         1, 3692.5266, 3231.1619,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.38,       100,   145.402,         4,         4,         1, 3693.6622, 3232.1556,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.39,       100,   145.447,         4,         4,         1,  3694.797, 3233.1486,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      17.4,       100,   145.491,         4,         4,         1, 3695.9309, 3234.1408,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.41,       100,   145.536,         4,         4,         1,  3697.064, 3235.1323,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.42,       100,    145.58,         4,         4,         1, 3698.1962, 3236.1231,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.43,       100,   145.625,         4,         4,         1, 3699.3276, 3237.1132,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.44,       100,    145.67,         4,         4,         1, 3700.4582, 3238.1025,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.45,       100,   145.714,         4,         4,         1, 3701.5879,  3239.091,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.46,       100,   145.759,         4,         4,         1, 3702.7168, 3240.0789,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.47,       100,   145.803,         4,         4,         1, 3703.8448,  3241.066,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.48,       100,   145.847,         4,         4,         1, 3704.9721, 3242.0523,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.49,       100,   145.892,         4,         4,         1, 3706.0984,  3243.038,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      17.5,       100,   145.936,         4,         4,         1,  3707.224, 3244.0229,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.51,       100,   145.981,         4,         4,         1, 3708.3487, 3245.0071,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.52,       100,   146.025,         4,         4,         1, 3709.4725, 3245.9905,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.53,       100,   146.069,         4,         4,         1, 3710.5956, 3246.9732,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.54,       100,   146.113,         4,         4,         1, 3711.7178, 3247.9552,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.55,       100,   146.157,         4,         4,         1, 3712.8391, 3248.9365,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.56,       100,   146.202,         4,         4,         1, 3713.9596,  3249.917,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.57,       100,   146.246,         4,         4,         1, 3715.0793, 3250.8968,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.58,       100,    146.29,         4,         4,         1, 3716.1982, 3251.8758,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.59,       100,   146.334,         4,         4,         1, 3717.3162, 3252.8542,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      17.6,       100,   146.378,         4,         4,         1, 3718.4334, 3253.8318,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.61,       100,   146.422,         4,         4,         1, 3719.5498, 3254.8087,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.62,       100,   146.466,         4,         4,         1, 3720.6653, 3255.7848,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.63,       100,    146.51,         4,         4,         1, 3721.7801, 3256.7603,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.64,       100,   146.554,         4,         4,         1, 3722.8939,  3257.735,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.65,       100,   146.598,         4,         4,         1,  3724.007,  3258.709,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.66,       100,   146.641,         4,         4,         1, 3725.1192, 3259.6822,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.67,       100,   146.685,         4,         4,         1, 3726.2306, 3260.6547,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.68,       100,   146.729,         4,         4,         1, 3727.3412, 3261.6266,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.69,       100,   146.773,         4,         4,         1, 3728.4509, 3262.5976,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      17.7,       100,   146.816,         4,         4,         1, 3729.5598,  3263.568,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.71,       100,    146.86,         4,         4,         1, 3730.6679, 3264.5376,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.72,       100,   146.904,         4,         4,         1, 3731.7752, 3265.5066,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.73,       100,   146.947,         4,         4,         1, 3732.8816, 3266.4748,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.74,       100,   146.991,         4,         4,         1, 3733.9873, 3267.4422,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.75,       100,   147.034,         4,         4,         1, 3735.0921,  3268.409,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.76,       100,   147.078,         4,         4,         1,  3736.196,  3269.375,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.77,       100,   147.121,         4,         4,         1, 3737.2992, 3270.3403,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.78,       100,   147.165,         4,         4,         1, 3738.4015, 3271.3049,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.79,       100,   147.208,         4,         4,         1,  3739.503, 3272.2688,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      17.8,       100,   147.252,         4,         4,         1, 3740.6037,  3273.232,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.81,       100,   147.295,         4,         4,         1, 3741.7036, 3274.1944,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.82,       100,   147.338,         4,         4,         1, 3742.8026, 3275.1561,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.83,       100,   147.382,         4,         4,         1, 3743.9008, 3276.1171,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.84,       100,   147.425,         4,         4,         1, 3744.9982, 3277.0774,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.85,       100,   147.468,         4,         4,         1, 3746.0948,  3278.037,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.86,       100,   147.511,         4,         4,         1, 3747.1906, 3278.9959,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.87,       100,   147.554,         4,         4,         1, 3748.2855,  3279.954,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.88,       100,   147.597,         4,         4,         1, 3749.3797, 3280.9114,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.89,       100,    147.64,         4,         4,         1,  3750.473, 3281.8681,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      17.9,       100,   147.684,         4,         4,         1, 3751.5655, 3282.8241,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.91,       100,   147.727,         4,         4,         1, 3752.6572, 3283.7794,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.92,       100,    147.77,         4,         4,         1,  3753.748,  3284.734,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.93,       100,   147.813,         4,         4,         1, 3754.8381, 3285.6879,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.94,       100,   147.855,         4,         4,         1, 3755.9273,  3286.641,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.95,       100,   147.898,         4,         4,         1, 3757.0158, 3287.5934,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.96,       100,   147.941,         4,         4,         1, 3758.1034, 3288.5452,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.97,       100,   147.984,         4,         4,         1, 3759.1902, 3289.4962,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.98,       100,   148.027,         4,         4,         1, 3760.2762, 3290.4465,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     17.99,       100,    148.07,         4,         4,         1, 3761.3614, 3291.3961,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
        18,       100,   148.112,         4,         4,         1, 3762.4457,  3292.345,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.01,       100,   148.155,         4,         4,         1, 3763.5293, 3293.2931,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.02,       100,   148.198,         4,         4,         1, 3764.6121, 3294.2406,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.03,       100,    148.24,         4,         4,         1,  3765.694, 3295.1873,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.04,       100,   148.283,         4,         4,         1, 3766.7751, 3296.1334,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.05,       100,   148.325,         4,         4,         1, 3767.8555, 3297.0787,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.06,       100,   148.368,         4,         4,         1,  3768.935, 3298.0234,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.07,       100,   148.411,         4,         4,         1, 3770.0137, 3298.9673,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.08,       100,   148.453,         4,         4,         1, 3771.0916, 3299.9105,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.09,       100,   148.495,         4,         4,         1, 3772.1687,  3300.853,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      18.1,       100,   148.538,         4,         4,         1,  3773.245, 3301.7949,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.11,       100,    148.58,         4,         4,         1, 3774.3204,  3302.736,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.12,       100,   148.623,         4,         4,         1, 3775.3951, 3303.6764,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.13,       100,   148.665,         4,         4,         1,  3776.469, 3304.6161,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.14,       100,   148.707,         4,         4,         1, 3777.5421, 3305.5551,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.15,       100,   148.749,         4,         4,         1, 3778.6143, 3306.4934,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.16,       100,   148.792,         4,         4,         1, 3779.6858, 3307.4309,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.17,       100,   148.834,         4,         4,         1, 3780.7565, 3308.3678,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.18,       100,   148.876,         4,         4,         1, 3781.8263,  3309.304,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.19,       100,   148.918,         4,         4,         1, 3782.8954, 3310.2395,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      18.2,       100,    148.96,         4,         4,         1, 3783.9637, 3311.1743,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.21,       100,   149.002,         4,         4,         1, 3785.0311, 3312.1084,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.22,       100,   149.044,         4,         4,         1, 3786.0978, 3313.0418,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.23,       100,   149.086,         4,         4,         1, 3787.1636, 3313.9745,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.24,       100,   149.128,         4,         4,         1, 3788.2287, 3314.9064,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.25,       100,    149.17,         4,         4,         1,  3789.293, 3315.8377,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.26,       100,   149.212,         4,         4,         1, 3790.3564, 3316.7683,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.27,       100,   149.254,         4,         4,         1, 3791.4191, 3317.6982,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.28,       100,   149.296,         4,         4,         1,  3792.481, 3318.6274,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.29,       100,   149.338,         4,         4,         1,  3793.542, 3319.5559,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      18.3,       100,    149.38,         4,         4,         1, 3794.6023, 3320.4837,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.31,       100,   149.421,         4,         4,         1, 3795.6618, 3321.4108,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.32,       100,   149.463,         4,         4,         1, 3796.7205, 3322.3372,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.33,       100,   149.505,         4,         4,         1, 3797.7784, 3323.2629,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.34,       100,   149.546,         4,         4,         1, 3798.8355,  3324.188,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.35,       100,   149.588,         4,         4,         1, 3799.8918, 3325.1123,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.36,       100,    149.63,         4,         4,         1, 3800.9473, 3326.0359,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.37,       100,   149.671,         4,         4,         1,  3802.002, 3326.9589,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.38,       100,   149.713,         4,         4,         1,  3803.056, 3327.8811,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.39,       100,   149.754,         4,         4,         1, 3804.1091, 3328.8027,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      18.4,       100,   149.796,         4,         4,         1, 3805.1615, 3329.7235,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.41,       100,   149.837,         4,         4,         1,  3806.213, 3330.6437,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.42,       100,   149.878,         4,         4,         1, 3807.2638, 3331.5632,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.43,       100,    149.92,         4,         4,         1, 3808.3138,  3332.482,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.44,       100,   149.961,         4,         4,         1,  3809.363, 3333.4001,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.45,       100,   150.003,         4,         4,         1, 3810.4114, 3334.3175,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.46,       100,   150.044,         4,         4,         1,  3811.459, 3335.2342,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.47,       100,   150.085,         4,         4,         1, 3812.5058, 3336.1502,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.48,       100,   150.126,         4,         4,         1, 3813.5519, 3337.0656,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.49,       100,   150.167,         4,         4,         1, 3814.5971, 3337.9802,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      18.5,       100,   150.209,         4,         4,         1, 3815.6416, 3338.8942,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.51,       100,    150.25,         4,         4,         1, 3816.6853, 3339.8075,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.52,       100,   150.291,         4,         4,         1, 3817.7282, 3340.7201,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.53,       100,   150.332,         4,         4,         1, 3818.7703,  3341.632,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.54,       100,   150.373,         4,         4,         1, 3819.8116, 3342.5432,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.55,       100,   150.414,         4,         4,         1, 3820.8522, 3343.4538,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.56,       100,   150.455,         4,         4,         1, 3821.8919, 3344.3636,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.57,       100,   150.496,         4,         4,         1, 3822.9309, 3345.2728,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.58,       100,   150.537,         4,         4,         1, 3823.9691, 3346.1813,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.59,       100,   150.578,         4,         4,         1, 3825.0065, 3347.0891,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      18.6,       100,   150.619,         4,         4,         1, 3826.0432, 3347.9962,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.61,       100,   150.659,         4,         4,         1,  3827.079, 3348.9026,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.62,       100,     150.7,         4,         4,         1, 3828.1141, 3349.8084,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.63,       100,   150.741,         4,         4,         1, 3829.1484, 3350.7134,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.64,       100,   150.782,         4,         4,         1,  3830.182, 3351.6178,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.65,       100,   150.822,         4,         4,         1, 3831.2147, 3352.5215,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.66,       100,   150.863,         4,         4,         1, 3832.2467, 3353.4246,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.67,       100,   150.904,         4,         4,         1, 3833.2779, 3354.3269,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.68,       100,   150.944,         4,         4,         1, 3834.3083, 3355.2286,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.69,       100,   150.985,         4,         4,         1, 3835.3379, 3356.1296,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      18.7,       100,   151.025,         4,         4,         1, 3836.3668, 3357.0299,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.71,       100,   151.066,         4,         4,         1, 3837.3948, 3357.9295,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.72,       100,   151.106,         4,         4,         1, 3838.4222, 3358.8285,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.73,       100,   151.147,         4,         4,         1, 3839.4487, 3359.7267,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.74,       100,   151.187,         4,         4,         1, 3840.4745, 3360.6243,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.75,       100,   151.228,         4,         4,         1, 3841.4995, 3361.5213,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.76,       100,   151.268,         4,         4,         1, 3842.5237, 3362.4175,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.77,       100,   151.308,         4,         4,         1, 3843.5471, 3363.3131,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.78,       100,   151.349,         4,         4,         1, 3844.5698,  3364.208,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.79,       100,   151.389,         4,         4,         1, 3845.5917, 3365.1022,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
      18.8,       100,   151.429,         4,         4,         1, 3846.6128, 3365.9957,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.81,       100,   151.469,         4,         4,         1, 3847.6332, 3366.8886,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.82,       100,    151.51,         4,         4,         1, 3848.6528, 3367.7808,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.83,       100,    151.55,         4,         4,         1, 3849.6716, 3368.6723,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.84,       100,    151.59,         4,         4,         1, 3850.6896, 3369.5632,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.85,       100,    151.63,         4,         4,         1, 3851.7069, 3370.4534,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.86,       100,    151.67,         4,         4,         1, 3852.7234, 3371.3429,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.87,       100,    151.71,         4,         4,         1, 3853.7392, 3372.2317,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.88,       100,    151.75,         4,         4,         1, 3854.7542, 3373.1199,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
     18.89,       100,    151.79,         4,         4,         1, 3855.7684, 3374.0074,         3,     12.38,         0,         0,         0,         1,         0,         1,         0,         1,         0
