"time","light_intensity","light_switch","resetReq","HYSTERESE_TIME_ON","HYSTERESE_TIME_OFF","MIN_LIGHT_ON","MIN_LIGHT_OFF","headlight","on_counter","off_counter","on_counter_byType","off_counter_byType","light_switch_old_byType","solver.numSteps","solver.minStepSize","solver.maxStepSize","solver.minOrder","solver.maxOrder","solver.numStateEvents","solver.numTimeEvents","qtronic.silver.real_time","qtronic.silver.allow_non_virtual_can","qtronic.silver.env.PROCESSOR_LEVEL","qtronic.silver.env.NUMBER_OF_PROCESSORS","qtronic.silver.env.EulerSteps","qtronic.silver.env.Timestep","qtronic.silver.macro_step","qtronic.silver.version.sp","qtronic.silver.version.minor","qtronic.silver.version.major","qtronic.silver.internal.stepDisabled","qtronic.silver.internal.pauseDisabled"
       2.2,     30.75,         2,         0,       0.7,       1.1,        40,        50,         0,        53,         0,        53,         0,         2,       732,         0,0.0099983365,         0,         1,         1,       219,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.21,    30.825,         2,         0,       0.7,       1.1,        40,        50,         0,        54,         0,        54,         0,         2,       735,         0,0.0099983349,         0,         1,         1,       220,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.22,      30.9,         2,         0,       0.7,       1.1,        40,        50,         0,        55,         0,        55,         0,         2,       738,         0,0.0099983334,         0,         1,         1,       221,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.23,    30.975,         2,         0,       0.7,       1.1,        40,        50,         0,        56,         0,        56,         0,         2,       741,         0,0.009998332,         0,         1,         1,       222,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.24,     31.05,         2,         0,       0.7,       1.1,        40,        50,         0,        57,         0,        57,         0,         2,       744,         0,0.0099983305,         0,         1,         1,       223,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.25,    31.125,         2,         0,       0.7,       1.1,        40,        50,         0,        58,         0,        58,         0,         2,       747,         0,0.009998329,         0,         1,         1,       224,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.26,      31.2,         2,         0,       0.7,       1.1,        40,        50,         0,        59,         0,        59,         0,         2,       750,         0,0.0099983275,         0,         1,         1,       225,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.27,    31.275,         2,         0,       0.7,       1.1,        40,        50,         0,        60,         0,        60,         0,         2,       753,         0,0.009998326,         0,         1,         1,       226,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.28,     31.35,         2,         0,       0.7,       1.1,        40,        50,         0,        61,         0,        61,         0,         2,       756,         0,0.0099983246,         0,         1,         1,       227,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.29,    31.425,         2,         0,       0.7,       1.1,        40,        50,         0,        62,         0,        62,         0,         2,       759,         0,0.0099983231,         0,         1,         1,       228,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       2.3,      31.5,         2,         0,       0.7,       1.1,        40,        50,         0,        63,         0,        63,         0,         2,       762,         0,0.0099983216,         0,         1,         1,       229,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.31,    31.575,         2,         0,       0.7,       1.1,        40,        50,         0,        64,         0,        64,         0,         2,       765,         0,0.0099983202,         0,         1,         1,       230,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.32,     31.65,         2,         0,       0.7,       1.1,        40,        50,         0,        65,         0,        65,         0,         2,       768,         0,0.0099983187,         0,         1,         1,       231,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.33,    31.725,         2,         0,       0.7,       1.1,        40,        50,         0,        66,         0,        66,         0,         2,       771,         0,0.0099983173,         0,         1,         1,       232,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.34,      31.8,         2,         0,       0.7,       1.1,        40,        50,         0,        67,         0,        67,         0,         2,       774,         0,0.0099983158,         0,         1,         1,       233,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.35,    31.875,         2,         0,       0.7,       1.1,        40,        50,         0,        68,         0,        68,         0,         2,       777,         0,0.0099983144,         0,         1,         1,       234,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.36,     31.95,         2,         0,       0.7,       1.1,        40,        50,         0,        69,         0,        69,         0,         2,       780,         0,0.009998313,         0,         1,         1,       235,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.37,    32.025,         2,         0,       0.7,       1.1,        40,        50,         0,        70,         0,        70,         0,         2,       783,         0,0.0099983115,         0,         1,         1,       236,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.38,      32.1,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       786,         0,0.0099983101,         0,         1,         1,       237,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.39,    32.175,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       789,         0,0.0099983087,         0,         1,         1,       238,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       2.4,     32.25,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       792,         0,0.0099983073,         0,         1,         1,       239,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.41,    32.325,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       795,         0,0.0099983059,         0,         1,         1,       240,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.42,      32.4,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       798,         0,0.0099983045,         0,         1,         1,       241,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.43,    32.475,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       801,         0,0.0099983031,         0,         1,         1,       242,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.44,     32.55,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       804,         0,0.0099983017,         0,         1,         1,       243,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.45,    32.625,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       807,         0,0.0099983003,         0,         1,         1,       244,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.46,      32.7,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       810,         0,0.0099982989,         0,         1,         1,       245,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.47,    32.775,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       813,         0,0.0099982975,         0,         1,         1,       246,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.48,     32.85,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       816,         0,0.0099982961,         0,         1,         1,       247,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.49,    32.925,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       819,         0,0.0099982948,         0,         1,         1,       248,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
       2.5,        33,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       822,         0,0.0099982934,         0,         1,         1,       249,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.51,        48,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       825,         0,0.009998292,         0,         1,         1,       250,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.52,        60,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         0,         0,         0,         2,       828,         0,0.0099982907,         0,         1,         1,       251,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.53,        72,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         1,         0,         1,         2,       831,         0,0.0099982893,         0,         1,         1,       252,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.54,        88,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         2,         0,         2,         2,       834,         0,0.0099982879,         0,         1,         1,       253,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.55,       100,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         3,         0,         3,         2,       837,         0,0.0099982866,         0,         1,         1,       254,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
      2.56,       100,         2,         0,       0.7,       1.1,        40,        50,         1,         0,         4,         0,         4,         2,       840,         0,0.0099982852,         0,         1,         1,       255,         0,         0,         6,         2,        10,      0.01,      0.01,         0,         0,1.4821969e-323,         0,         0
