    "time",    "J1.w",    "J2.w",    "J3.w",    "J4.w"
         0,        10,         0,         0,         0
      0.01, 9.9155784,0.099997836,-1.1168214e-018,-1.1168214e-018
      0.02, 9.8608238,0.19998088,3.4265748e-017,3.4265748e-017
      0.03, 9.8312925,0.29993335,3.0822243e-017,3.0822243e-017
      0.04, 9.8201272,0.39983946,3.4056905e-017,3.4056905e-017
      0.05, 9.8186401,0.49968342,2.7972875e-017,2.7972875e-017
      0.06, 9.8172404,0.59944949,2.6174891e-017,2.6174891e-017
      0.07, 9.8062999,0.69912189,3.1615087e-017,3.1615087e-017
      0.08, 9.7771685,0.79868489,2.3358439e-017,2.3358439e-017
      0.09, 9.7229396,0.89812277,1.8213658e-017,1.8213658e-017
       0.1, 9.6392265,0.99741983,2.4736723e-017,2.4736723e-017
      0.11, 9.5244938, 1.0965603,2.8272538e-017,2.8272538e-017
      0.12, 9.3803575, 1.1955285,3.1035982e-017,3.1035982e-017
      0.13, 9.2111835, 1.2943091,3.4732332e-017,3.4732332e-017
      0.14, 9.0238788, 1.3928863,3.4553366e-017,3.4553366e-017
      0.15, 8.8271522, 1.4912446,3.7059548e-017,3.7059548e-017
      0.16, 8.6306653, 1.5893684,2.8786385e-017,2.8786385e-017
      0.17, 8.4440508, 1.6872422,4.6100442e-017,4.6100442e-017
      0.18, 8.2760274, 1.7848506,8.5288213e-017,8.5288213e-017
      0.19, 8.1334855, 1.8821781,8.8310195e-017,8.8310195e-017
       0.2, 8.0209116,  1.979209,7.7067344e-017,7.7067344e-017
      0.21, 7.9397457, 2.0759285,8.3676663e-017,8.3676663e-017
      0.22, 7.8885534, 2.1723214,8.3365391e-017,8.3365391e-017
      0.23, 7.8629121, 2.2683724,9.0932332e-017,9.0932332e-017
      0.24, 7.8559119, 2.3640661,9.7269947e-017,9.7269947e-017
      0.25, 7.8589604, 2.4593875,9.6909654e-017,9.6909654e-017
      0.26, 7.8623878, 2.5543215,9.7068439e-017,9.7068439e-017
      0.27, 7.8566027, 2.6488532,9.7066507e-017,9.7066507e-017
      0.28, 7.8329122, 2.7429676,9.7066903e-017,9.7066903e-017
      0.29, 7.7844391, 2.8366499,9.164031e-017,9.164031e-017
       0.3, 7.7067893, 2.9298852,9.8565135e-017,9.8565135e-017
      0.31, 7.5984039, 3.0226583,9.6927035e-017,9.6927035e-017
      0.32, 7.4609148, 3.1149555,9.3630933e-017,9.3630933e-017
      0.33, 7.2986992,  3.206762,9.6888935e-017,9.6888935e-017
      0.34, 7.1186687, 3.2980631,1.1633491e-016,1.1633491e-016
