"time","Input_value","TempInput_value"
0,25,20.4983
0.001,25,20.4983
0.002,25,20.4983
0.003,25,20.4983
0.004,25,20.4983
0.005,25,20.4983
0.006,25,20.4983
0.007,25,20.4983
0.008,25,20.4983
0.009,25,20.4983
0.01,25,20.4983
0.011,25,20.4983
0.012,25,20.4983
0.013,25,20.4983
0.014,25,20.4983
0.015,25,20.4983
0.016,25,20.4983
0.017,25,20.4983
0.018,25,20.4983
0.019,25,20.4983
0.02,25,20.4983
0.021,25,20.4983
0.022,25,20.4983
0.023,25,20.4983
0.024,25,20.4983
0.025,25,20.4983
0.026,25,20.4983
0.027,25,20.4983
0.028,25,20.4983
0.029,25,20.4983
0.03,25,20.4983
0.031,25,20.4983
0.032,25,20.4983
0.033,25,20.4983
0.034,25,20.4983
0.035,25,20.4983
0.036,25,20.4983
0.037,25,20.4983
0.038,25,20.4983
0.039,25,20.4983
0.04,25,20.4983
0.041,25,20.4983
0.042,25,20.4983
0.043,25,20.4983
0.044,25,20.4983
0.045,25,20.4983
0.046,25,20.4983
0.047,25,20.4983
0.048,25,20.4983
0.049,25,20.4983
0.05,25,20.4983
0.051,25,20.4983
0.052,25,20.4983
0.053,25,20.4983
0.054,25,20.4983
0.055,25,20.4983
0.056,25,20.4983
0.057,25,20.4983
0.058,25,20.4983
0.059,25,20.4983
0.06,25,20.4983
0.061,25,20.4983
0.062,25,20.9931
0.063,25,20.9931
0.064,25,20.9931
0.065,25,20.9931
0.066,25,20.9931
0.067,25,20.9931
0.068,25,20.9931
0.069,25,20.9931
0.07,25,20.9931
0.071,25,20.9931
0.072,25,20.9931
0.073,25,20.9931
0.074,25,20.9931
0.075,25,20.9931
0.076,25,20.9931
0.077,25,20.9931
0.078,25,20.9931
0.079,25,20.9931
0.08,25,20.9931
0.081,25,20.9931
0.082,25,20.9931
0.083,25,20.9931
0.084,25,20.9931
0.085,25,20.9931
0.086,25,20.9931
0.087,25,20.9931
0.088,25,20.9931
0.089,25,20.9931
0.09,25,20.9931
0.091,25,20.9931
0.092,25,20.9931
0.093,25,20.9931
0.094,25,20.9931
0.095,25,20.9931
0.096,25,20.9931
0.097,25,20.9931
0.098,25,20.9931
0.099,25,20.9931
0.1,25,20.9931
0.101,25,20.9931
0.102,25,20.9931
0.103,25,20.9931
0.104,25,20.9931
0.105,25,20.9931
0.106,25,20.9931
0.107,25,20.9931
0.108,25,20.9931
0.109,25,21.4846
0.11,25,21.4846
0.111,25,21.4846
0.112,25,21.4846
0.113,25,21.4846
0.114,25,21.4846
0.115,25,21.4846
0.116,25,21.4846
0.117,25,21.4846
0.118,25,21.4846
0.119,25,21.4846
0.12,25,21.4846
0.121,25,21.4846
0.122,25,21.4846
0.123,25,21.4846
0.124,25,21.4846
0.125,25,21.4846
0.126,25,21.4846
0.127,25,21.4846
0.128,25,21.4846
0.129,25,21.4846
0.13,25,21.4846
0.131,25,21.4846
0.132,25,21.4846
0.133,25,21.4846
0.134,25,21.4846
0.135,25,21.4846
0.136,25,21.4846
0.137,25,21.4846
0.138,25,21.4846
0.139,25,21.4846
0.14,25,21.4846
0.141,25,21.4846
0.142,25,21.4846
0.143,25,21.4846
0.144,25,21.4846
0.145,25,21.4846
0.146,25,21.4846
0.147,25,21.4846
0.148,25,21.4846
0.149,25,21.4846
0.15,25,21.4846
0.151,25,21.4846
0.152,25,21.4846
0.153,25,21.4846
0.154,25,21.4846
0.155,25,21.4846
0.156,25,21.9726
0.157,25,21.9726
0.158,25,21.9726
0.159,25,21.9726
0.16,25,21.9726
0.161,25,21.9726
0.162,25,21.9726
0.163,25,21.9726
0.164,25,21.9726
0.165,25,21.9726
0.166,25,21.9726
0.167,25,21.9726
0.168,25,21.9726
0.169,25,21.9726
0.17,25,21.9726
0.171,25,21.9726
0.172,25,21.9726
0.173,25,21.9726
0.174,25,21.9726
0.175,25,21.9726
0.176,25,21.9726
0.177,25,21.9726
0.178,25,21.9726
0.179,25,21.9726
0.18,25,21.9726
0.181,25,21.9726
0.182,25,21.9726
0.183,25,21.9726
0.184,25,21.9726
0.185,25,21.9726
0.186,25,21.9726
0.187,25,21.9726
0.188,25,21.9726
0.189,25,21.9726
0.19,25,21.9726
0.191,25,21.9726
0.192,25,21.9726
0.193,25,21.9726
0.194,25,21.9726
0.195,25,21.9726
0.196,25,21.9726
0.197,25,21.9726
0.198,25,21.9726
0.199,25,21.9726
0.2,25,21.9726
0.201,25,21.9726
0.202,25,21.9726
0.203,25,22.4572
0.204,25,22.4572
0.205,25,22.4572
0.206,25,22.4572
0.207,25,22.4572
0.208,25,22.4572
0.209,25,22.4572
0.21,25,22.4572
0.211,25,22.4572
0.212,25,22.4572
0.213,25,22.4572
0.214,25,22.4572
0.215,25,22.4572
0.216,25,22.4572
0.217,25,22.4572
0.218,25,22.4572
0.219,25,22.4572
0.22,25,22.4572
0.221,25,22.4572
0.222,25,22.4572
0.223,25,22.4572
0.224,25,22.4572
0.225,25,22.4572
0.226,25,22.4572
0.227,25,22.4572
0.228,25,22.4572
0.229,25,22.4572
0.23,25,22.4572
0.231,25,22.4572
0.232,25,22.4572
0.233,25,22.4572
0.234,25,22.4572
0.235,25,22.4572
0.236,25,22.4572
0.237,25,22.4572
0.238,25,22.4572
0.239,25,22.4572
0.24,25,22.4572
0.241,25,22.4572
0.242,25,22.4572
0.243,25,22.4572
0.244,25,22.4572
0.245,25,22.4572
0.246,25,22.4572
0.247,25,22.4572
0.248,25,22.4572
0.249,25,22.4572
0.25,25,22.4572
0.251,25,22.4572
0.252,25,22.4572
0.253,25,22.4572
0.254,25,22.4572
0.255,25,22.4572
0.256,25,22.4572
0.257,25,22.4572
0.258,25,22.4572
0.259,25,22.4572
0.26,25,22.4572
0.261,25,22.4572
0.262,25,22.4572
0.263,25,22.4572
0.264,25,22.4572
0.265,25,22.9385
0.266,25,22.9385
0.267,25,22.9385
0.268,25,22.9385
0.269,25,22.9385
0.27,25,22.9385
0.271,25,22.9385
0.272,25,22.9385
0.273,25,22.9385
0.274,25,22.9385
0.275,25,22.9385
0.276,25,22.9385
0.277,25,22.9385
0.278,25,22.9385
0.279,25,22.9385
0.28,25,22.9385
0.281,25,22.9385
0.282,25,22.9385
0.283,25,22.9385
0.284,25,22.9385
0.285,25,22.9385
0.286,25,22.9385
0.287,25,22.9385
0.288,25,22.9385
0.289,25,22.9385
0.29,25,22.9385
0.291,25,22.9385
0.292,25,22.9385
0.293,25,22.9385
0.294,25,22.9385
0.295,25,22.9385
0.296,25,22.9385
0.297,25,22.9385
0.298,25,22.9385
0.299,25,22.9385
0.3,25,22.9385
0.301,25,22.9385
0.302,25,22.9385
0.303,25,22.9385
0.304,25,22.9385
0.305,25,22.9385
0.306,25,22.9385
0.307,25,22.9385
0.308,25,22.9385
0.309,25,22.9385
0.31,25,22.9385
0.311,25,22.9385
0.312,25,23.4165
0.313,25,23.4165
0.314,25,23.4165
0.315,25,23.4165
0.316,25,23.4165
0.317,25,23.4165
0.318,25,23.4165
0.319,25,23.4165
0.32,25,23.4165
0.321,25,23.4165
0.322,25,23.4165
0.323,25,23.4165
0.324,25,23.4165
0.325,25,23.4165
0.326,25,23.4165
0.327,25,23.4165
0.328,25,23.4165
0.329,25,23.4165
0.33,25,23.4165
0.331,25,23.4165
0.332,25,23.4165
0.333,25,23.4165
0.334,25,23.4165
0.335,25,23.4165
0.336,25,23.4165
0.337,25,23.4165
0.338,25,23.4165
0.339,25,23.4165
0.34,25,23.4165
0.341,25,23.4165
0.342,25,23.4165
0.343,25,23.4165
0.344,25,23.4165
0.345,25,23.4165
0.346,25,23.4165
0.347,25,23.4165
0.348,25,23.4165
0.349,25,23.4165
0.35,25,23.4165
0.351,25,23.4165
0.352,25,23.4165
0.353,25,23.4165
0.354,25,23.4165
0.355,25,23.4165
0.356,25,23.4165
0.357,25,23.4165
0.358,25,23.4165
0.359,25,23.8912
0.36,25,23.8912
0.361,25,23.8912
0.362,25,23.8912
0.363,25,23.8912
0.364,25,23.8912
0.365,25,23.8912
0.366,25,23.8912
0.367,25,23.8912
0.368,25,23.8912
0.369,25,23.8912
0.37,25,23.8912
0.371,25,23.8912
0.372,25,23.8912
0.373,25,23.8912
0.374,25,23.8912
0.375,25,23.8912
0.376,25,23.8912
0.377,25,23.8912
0.378,25,23.8912
0.379,25,23.8912
0.38,25,23.8912
0.381,25,23.8912
0.382,25,23.8912
0.383,25,23.8912
0.384,25,23.8912
0.385,25,23.8912
0.386,25,23.8912
0.387,25,23.8912
0.388,25,23.8912
0.389,25,23.8912
0.39,25,23.8912
0.391,25,23.8912
0.392,25,23.8912
0.393,25,23.8912
0.394,25,23.8912
0.395,25,23.8912
0.396,25,23.8912
0.397,25,23.8912
0.398,25,23.8912
0.399,25,23.8912
0.4,25,23.8912
0.401,25,23.8912
0.402,25,23.8912
0.403,25,23.8912
0.404,25,23.8912
0.405,25,23.8912
0.406,25,24.3627
0.407,25,24.3627
0.408,25,24.3627
0.409,25,24.3627
0.41,25,24.3627
0.411,25,24.3627
0.412,25,24.3627
0.413,25,24.3627
0.414,25,24.3627
0.415,25,24.3627
0.416,25,24.3627
0.417,25,24.3627
0.418,25,24.3627
0.419,25,24.3627
0.42,25,24.3627
0.421,25,24.3627
0.422,25,24.3627
0.423,25,24.3627
0.424,25,24.3627
0.425,25,24.3627
0.426,25,24.3627
0.427,25,24.3627
0.428,25,24.3627
0.429,25,24.3627
0.43,25,24.3627
0.431,25,24.3627
0.432,25,24.3627
0.433,25,24.3627
0.434,25,24.3627
0.435,25,24.3627
0.436,25,24.3627
0.437,25,24.3627
0.438,25,24.3627
0.439,25,24.3627
0.44,25,24.3627
0.441,25,24.3627
0.442,25,24.3627
0.443,25,24.3627
0.444,25,24.3627
0.445,25,24.3627
0.446,25,24.3627
0.447,25,24.3627
0.448,25,24.3627
0.449,25,24.3627
0.45,25,24.3627
0.451,25,24.3627
0.452,25,24.8309
0.453,25,24.8309
0.454,25,24.8309
0.455,25,24.8309
0.456,25,24.8309
0.457,25,24.8309
0.458,25,24.8309
0.459,25,24.8309
0.46,25,24.8309
0.461,25,24.8309
0.462,25,24.8309
0.463,25,24.8309
0.464,25,24.8309
0.465,25,24.8309
0.466,25,24.8309
0.467,25,24.8309
0.468,25,24.8309
0.469,25,24.8309
0.47,25,24.8309
0.471,25,24.8309
0.472,25,24.8309
0.473,25,24.8309
0.474,25,24.8309
0.475,25,24.8309
0.476,25,24.8309
0.477,25,24.8309
0.478,25,24.8309
0.479,25,24.8309
0.48,25,24.8309
0.481,25,24.8309
0.482,25,24.8309
0.483,25,24.8309
0.484,25,24.8309
0.485,25,24.8309
0.486,25,24.8309
0.487,25,24.8309
0.488,25,24.8309
0.489,25,24.8309
0.49,25,24.8309
0.491,25,24.8309
0.492,25,24.8309
0.493,25,24.8309
0.494,25,24.8309
0.495,25,24.8309
0.496,25,24.8309
0.497,25,24.8309
0.498,25,24.8309
0.499,25,24.8309
0.5,25,24.8309
0.501,25,24.8309
0.502,25,24.8309
0.503,25,24.8309
0.504,25,24.8309
0.505,25,24.8309
0.506,25,24.8309
0.507,25,24.8309
0.508,25,24.8309
0.509,25,24.8309
0.51,25,24.8309
0.511,25,24.8309
0.512,25,24.8309
0.513,25,24.8309
0.514,25,24.8309
0.515,25,25.2958
0.516,25,25.2958
0.517,25,25.2958
0.518,25,25.2958
0.519,25,25.2958
0.52,25,25.2958
0.521,25,25.2958
0.522,25,25.2958
0.523,25,25.2958
0.524,25,25.2958
0.525,25,25.2958
0.526,25,25.2958
0.527,25,25.2958
0.528,25,25.2958
0.529,25,25.2958
0.53,25,25.2958
0.531,25,25.2958
0.532,25,25.2958
0.533,25,25.2958
0.534,25,25.2958
0.535,25,25.2958
0.536,25,25.2958
0.537,25,25.2958
0.538,25,25.2958
0.539,25,25.2958
0.54,25,25.2958
0.541,25,25.2958
0.542,25,25.2958
0.543,25,25.2958
0.544,25,25.2958
0.545,25,25.2958
0.546,25,25.2958
0.547,25,25.2958
0.548,25,25.2958
0.549,25,25.2958
0.55,25,25.2958
0.551,25,25.2958
0.552,25,25.2958
0.553,25,25.2958
0.554,25,25.2958
0.555,25,25.2958
0.556,25,25.2958
0.557,25,25.2958
0.558,25,25.2958
0.559,25,25.2958
0.56,25,25.2958
0.561,25,25.2958
0.562,25,25.7576
0.563,25,25.7576
0.564,25,25.7576
0.565,25,25.7576
0.566,25,25.7576
0.567,25,25.7576
0.568,25,25.7576
0.569,25,25.7576
0.57,25,25.7576
0.571,25,25.7576
0.572,25,25.7576
0.573,25,25.7576
0.574,25,25.7576
0.575,25,25.7576
0.576,25,25.7576
0.577,25,25.7576
0.578,25,25.7576
0.579,25,25.7576
0.58,25,25.7576
0.581,25,25.7576
0.582,25,25.7576
0.583,25,25.7576
0.584,25,25.7576
0.585,25,25.7576
0.586,25,25.7576
0.587,25,25.7576
0.588,25,25.7576
0.589,25,25.7576
0.59,25,25.7576
0.591,25,25.7576
0.592,25,25.7576
0.593,25,25.7576
0.594,25,25.7576
0.595,25,25.7576
0.596,25,25.7576
0.597,25,25.7576
0.598,25,25.7576
0.599,25,25.7576
0.6,25,25.7576
0.601,25,25.7576
0.602,25,25.7576
0.603,25,25.7576
0.604,25,25.7576
0.605,25,25.7576
0.606,25,25.7576
0.607,25,25.7576
0.608,25,25.9919
0.609,25,25.9919
0.61,25,25.9919
0.611,25,25.9919
0.612,25,25.9919
0.613,25,25.9919
0.614,25,25.9919
0.615,25,25.9919
0.616,25,25.9919
0.617,25,25.9919
0.618,25,25.9919
0.619,25,25.9919
0.62,25,25.9919
0.621,25,25.9919
0.622,25,25.9919
0.623,25,25.9919
0.624,25,25.9919
0.625,25,25.9919
0.626,25,25.9919
0.627,25,25.9919
0.628,25,25.9919
0.629,25,25.9919
0.63,25,25.9919
0.631,25,25.9919
0.632,25,25.9919
0.633,25,25.9919
0.634,25,25.9919
0.635,25,25.9919
0.636,25,25.9919
0.637,25,25.9919
0.638,25,25.9919
0.639,25,25.9919
0.64,25,25.9919
0.641,25,25.9919
0.642,25,25.9919
0.643,25,25.9919
0.644,25,25.9919
0.645,25,25.9919
0.646,25,25.9919
0.647,25,25.9919
0.648,25,25.9919
0.649,25,25.9919
0.65,25,25.9919
0.651,25,25.9919
0.652,25,25.9919
0.653,25,25.9919
0.654,25,25.9919
0.655,25,25.962
0.656,25,25.962
0.657,25,25.962
0.658,25,25.962
0.659,25,25.962
0.66,25,25.962
0.661,25,25.962
0.662,25,25.962
0.663,25,25.962
0.664,25,25.962
0.665,25,25.962
0.666,25,25.962
0.667,25,25.962
0.668,25,25.962
0.669,25,25.962
0.67,25,25.962
0.671,25,25.962
0.672,25,25.962
0.673,25,25.962
0.674,25,25.962
0.675,25,25.962
0.676,25,25.962
0.677,25,25.962
0.678,25,25.962
0.679,25,25.962
0.68,25,25.962
0.681,25,25.962
0.682,25,25.962
0.683,25,25.962
0.684,25,25.962
0.685,25,25.962
0.686,25,25.962
0.687,25,25.962
0.688,25,25.962
0.689,25,25.962
0.69,25,25.962
0.691,25,25.962
0.692,25,25.962
0.693,25,25.962
0.694,25,25.962
0.695,25,25.962
0.696,25,25.962
0.697,25,25.962
0.698,25,25.962
0.699,25,25.962
0.7,25,25.962
0.701,25,25.962
0.702,25,25.9322
0.703,25,25.9322
0.704,25,25.9322
0.705,25,25.9322
0.706,25,25.9322
0.707,25,25.9322
0.708,25,25.9322
0.709,25,25.9322
0.71,25,25.9322
0.711,25,25.9322
0.712,25,25.9322
0.713,25,25.9322
0.714,25,25.9322
0.715,25,25.9322
0.716,25,25.9322
0.717,25,25.9322
0.718,25,25.9322
0.719,25,25.9322
0.72,25,25.9322
0.721,25,25.9322
0.722,25,25.9322
0.723,25,25.9322
0.724,25,25.9322
0.725,25,25.9322
0.726,25,25.9322
0.727,25,25.9322
0.728,25,25.9322
0.729,25,25.9322
0.73,25,25.9322
0.731,25,25.9322
0.732,25,25.9322
0.733,25,25.9322
0.734,25,25.9322
0.735,25,25.9322
0.736,25,25.9322
0.737,25,25.9322
0.738,25,25.9322
0.739,25,25.9322
0.74,25,25.9322
0.741,25,25.9322
0.742,25,25.9322
0.743,25,25.9322
0.744,25,25.9322
0.745,25,25.9322
0.746,25,25.9322
0.747,25,25.9322
0.748,25,25.9322
0.749,25,25.9322
0.75,25,25.9322
0.751,25,25.9322
0.752,25,25.9322
0.753,25,25.9322
0.754,25,25.9322
0.755,25,25.9322
0.756,25,25.9322
0.757,25,25.9322
0.758,25,25.9322
0.759,25,25.9322
0.76,25,25.9322
0.761,25,25.9322
0.762,25,25.9322
0.763,25,25.9322
0.764,25,25.9027
0.765,25,25.9027
0.766,25,25.9027
0.767,25,25.9027
0.768,25,25.9027
0.769,25,25.9027
0.77,25,25.9027
0.771,25,25.9027
0.772,25,25.9027
0.773,25,25.9027
0.774,25,25.9027
0.775,25,25.9027
0.776,25,25.9027
0.777,25,25.9027
0.778,25,25.9027
0.779,25,25.9027
0.78,25,25.9027
0.781,25,25.9027
0.782,25,25.9027
0.783,25,25.9027
0.784,25,25.9027
0.785,25,25.9027
0.786,25,25.9027
0.787,25,25.9027
0.788,25,25.9027
0.789,25,25.9027
0.79,25,25.9027
0.791,25,25.9027
0.792,25,25.9027
0.793,25,25.9027
0.794,25,25.9027
0.795,25,25.9027
0.796,25,25.9027
0.797,25,25.9027
0.798,25,25.9027
0.799,25,25.9027
0.8,25,25.9027
0.801,25,25.9027
0.802,25,25.9027
0.803,25,25.9027
0.804,25,25.9027
0.805,25,25.9027
0.806,25,25.9027
0.807,25,25.9027
0.808,25,25.9027
0.809,25,25.9027
0.81,25,25.9027
0.811,25,25.8732
0.812,25,25.8732
0.813,25,25.8732
0.814,25,25.8732
0.815,25,25.8732
0.816,25,25.8732
0.817,25,25.8732
0.818,25,25.8732
0.819,25,25.8732
0.82,25,25.8732
0.821,25,25.8732
0.822,25,25.8732
0.823,25,25.8732
0.824,25,25.8732
0.825,25,25.8732
0.826,25,25.8732
0.827,25,25.8732
0.828,25,25.8732
0.829,25,25.8732
0.83,25,25.8732
0.831,25,25.8732
0.832,25,25.8732
0.833,25,25.8732
0.834,25,25.8732
0.835,25,25.8732
0.836,25,25.8732
0.837,25,25.8732
0.838,25,25.8732
0.839,25,25.8732
0.84,25,25.8732
0.841,25,25.8732
0.842,25,25.8732
0.843,25,25.8732
0.844,25,25.8732
0.845,25,25.8732
0.846,25,25.8732
0.847,25,25.8732
0.848,25,25.8732
0.849,25,25.8732
0.85,25,25.8732
0.851,25,25.8732
0.852,25,25.8732
0.853,25,25.8732
0.854,25,25.8732
0.855,25,25.8732
0.856,25,25.8732
0.857,25,25.8732
0.858,25,25.8439
0.859,25,25.8439
0.86,25,25.8439
0.861,25,25.8439
0.862,25,25.8439
0.863,25,25.8439
0.864,25,25.8439
0.865,25,25.8439
0.866,25,25.8439
0.867,25,25.8439
0.868,25,25.8439
0.869,25,25.8439
0.87,25,25.8439
0.871,25,25.8439
0.872,25,25.8439
0.873,25,25.8439
0.874,25,25.8439
0.875,25,25.8439
0.876,25,25.8439
0.877,25,25.8439
0.878,25,25.8439
0.879,25,25.8439
0.88,25,25.8439
0.881,25,25.8439
0.882,25,25.8439
0.883,25,25.8439
0.884,25,25.8439
0.885,25,25.8439
0.886,25,25.8439
0.887,25,25.8439
0.888,25,25.8439
0.889,25,25.8439
0.89,25,25.8439
0.891,25,25.8439
0.892,25,25.8439
0.893,25,25.8439
0.894,25,25.8439
0.895,25,25.8439
0.896,25,25.8439
0.897,25,25.8439
0.898,25,25.8439
0.899,25,25.8439
0.9,25,25.8439
0.901,25,25.8439
0.902,25,25.8439
0.903,25,25.8439
0.904,25,25.8439
0.905,25,25.8148
0.906,25,25.8148
0.907,25,25.8148
0.908,25,25.8148
0.909,25,25.8148
0.91,25,25.8148
0.911,25,25.8148
0.912,25,25.8148
0.913,25,25.8148
0.914,25,25.8148
0.915,25,25.8148
0.916,25,25.8148
0.917,25,25.8148
0.918,25,25.8148
0.919,25,25.8148
0.92,25,25.8148
0.921,25,25.8148
0.922,25,25.8148
0.923,25,25.8148
0.924,25,25.8148
0.925,25,25.8148
0.926,25,25.8148
0.927,25,25.8148
0.928,25,25.8148
0.929,25,25.8148
0.93,25,25.8148
0.931,25,25.8148
0.932,25,25.8148
0.933,25,25.8148
0.934,25,25.8148
0.935,25,25.8148
0.936,25,25.8148
0.937,25,25.8148
0.938,25,25.8148
0.939,25,25.8148
0.94,25,25.8148
0.941,25,25.8148
0.942,25,25.8148
0.943,25,25.8148
0.944,25,25.8148
0.945,25,25.8148
0.946,25,25.8148
0.947,25,25.8148
0.948,25,25.8148
0.949,25,25.8148
0.95,25,25.8148
0.951,25,25.8148
0.952,25,25.7858
0.953,25,25.7858
0.954,25,25.7858
0.955,25,25.7858
0.956,25,25.7858
0.957,25,25.7858
0.958,25,25.7858
0.959,25,25.7858
0.96,25,25.7858
0.961,25,25.7858
0.962,25,25.7858
0.963,25,25.7858
0.964,25,25.7858
0.965,25,25.7858
0.966,25,25.7858
0.967,25,25.7858
0.968,25,25.7858
0.969,25,25.7858
0.97,25,25.7858
0.971,25,25.7858
0.972,25,25.7858
0.973,25,25.7858
0.974,25,25.7858
0.975,25,25.7858
0.976,25,25.7858
0.977,25,25.7858
0.978,25,25.7858
0.979,25,25.7858
0.98,25,25.7858
0.981,25,25.7858
0.982,25,25.7858
0.983,25,25.7858
0.984,25,25.7858
0.985,25,25.7858
0.986,25,25.7858
0.987,25,25.7858
0.988,25,25.7858
0.989,25,25.7858
0.99,25,25.7858
0.991,25,25.7858
0.992,25,25.7858
0.993,25,25.7858
0.994,25,25.7858
0.995,25,25.7858
0.996,25,25.7858
0.997,25,25.7858
0.998,25,25.7858
0.999,25,25.7858
1,25,25.7858
1.001,25,25.7858
1.002,25,25.7858
1.003,25,25.7858
1.004,25,25.7858
1.005,25,25.7858
1.006,25,25.7858
1.007,25,25.7858
1.008,25,25.7858
1.009,25,25.7858
1.01,25,25.7858
1.011,25,25.7858
1.012,25,25.7858
1.013,25,25.7858
1.014,25,25.7569
1.015,25,25.7569
1.016,25,25.7569
1.017,25,25.7569
1.018,25,25.7569
1.019,25,25.7569
1.02,25,25.7569
1.021,25,25.7569
1.022,25,25.7569
1.023,25,25.7569
1.024,25,25.7569
1.025,25,25.7569
1.026,25,25.7569
1.027,25,25.7569
1.028,25,25.7569
1.029,25,25.7569
1.03,25,25.7569
1.031,25,25.7569
1.032,25,25.7569
1.033,25,25.7569
1.034,25,25.7569
1.035,25,25.7569
1.036,25,25.7569
1.037,25,25.7569
1.038,25,25.7569
1.039,25,25.7569
1.04,25,25.7569
1.041,25,25.7569
1.042,25,25.7569
1.043,25,25.7569
1.044,25,25.7569
1.045,25,25.7569
1.046,25,25.7569
1.047,25,25.7569
1.048,25,25.7569
1.049,25,25.7569
1.05,25,25.7569
1.051,25,25.7569
1.052,25,25.7569
1.053,25,25.7569
1.054,25,25.7569
1.055,25,25.7569
1.056,25,25.7569
1.057,25,25.7569
1.058,25,25.7569
1.059,25,25.7569
1.06,25,25.7569
1.061,25,25.7282
1.062,25,25.7282
1.063,25,25.7282
1.064,25,25.7282
1.065,25,25.7282
1.066,25,25.7282
1.067,25,25.7282
1.068,25,25.7282
1.069,25,25.7282
1.07,25,25.7282
1.071,25,25.7282
1.072,25,25.7282
1.073,25,25.7282
1.074,25,25.7282
1.075,25,25.7282
1.076,25,25.7282
1.077,25,25.7282
1.078,25,25.7282
1.079,25,25.7282
1.08,25,25.7282
1.081,25,25.7282
1.082,25,25.7282
1.083,25,25.7282
1.084,25,25.7282
1.085,25,25.7282
1.086,25,25.7282
