"time","y_00","y_01","y_02"
0,0,0,0
0.004,0,0,0
0.004,0,0,0
0.008,0,0,0
0.012,0,0,0
0.016,0,0,0
0.016,0.511861,0,0
0.02,0.511861,0,0
0.024,0.511861,0,0
0.024,0.511861,2.15945,0
0.028,0.511861,2.15945,0
0.028,1.56692,2.15945,0
0.032,1.56692,2.15945,0
0.036,1.56692,2.15945,0
0.04,1.56692,2.15945,0
0.04,3.19574,2.15945,0
0.044,3.19574,2.15945,0
0.044,3.19574,3.95691,4.61685
0.048,3.19574,3.95691,4.61685
0.052,3.19574,3.95691,4.61685
0.052,5.3956,3.95691,4.61685
0.056,5.3956,3.95691,4.61685
0.06,5.3956,3.95691,4.61685
0.064,5.3956,3.95691,4.61685
0.064,8.16358,5.75067,4.61685
0.068,8.16358,5.75067,4.61685
0.072,8.16358,5.75067,4.61685
0.076,8.16358,5.75067,4.61685
0.076,11.4958,5.75067,4.61685
0.08,11.4958,5.75067,4.61685
0.084,11.4958,5.75067,4.61685
0.084,11.4958,7.53907,8.79869
0.088,11.4958,7.53907,8.79869
0.088,15.3877,7.53907,8.79869
0.092,15.3877,7.53907,8.79869
0.096,15.3877,7.53907,8.79869
0.1,15.3877,7.53907,8.79869
0.1,19.8338,7.53907,8.79869
0.104,19.8338,7.53907,8.79869
0.104,19.8338,9.32044,8.79869
0.108,19.8338,9.32044,8.79869
0.112,19.8338,9.32044,8.79869
0.112,24.8257,9.32044,8.79869
0.116,24.8257,9.32044,8.79869
0.12,24.8257,9.32044,8.79869
0.124,24.8257,9.32044,8.79869
0.124,30.358,11.0931,12.9519
0.128,30.358,11.0931,12.9519
0.132,30.358,11.0931,12.9519
0.136,30.358,11.0931,12.9519
0.136,36.4228,11.0931,12.9519
0.14,36.4228,11.0931,12.9519
0.144,36.4228,11.0931,12.9519
0.144,36.4228,12.8555,12.9519
0.148,36.4228,12.8555,12.9519
0.148,43.012,12.8555,12.9519
0.152,43.012,12.8555,12.9519
0.156,43.012,12.8555,12.9519
0.16,43.012,12.8555,12.9519
0.16,50.1162,12.8555,12.9519
0.164,50.1162,12.8555,12.9519
0.164,50.1162,14.6059,17.0631
0.168,50.1162,14.6059,17.0631
0.172,50.1162,14.6059,17.0631
0.172,57.72,14.6059,17.0631
0.176,57.72,14.6059,17.0631
0.18,57.72,14.6059,17.0631
0.184,57.72,14.6059,17.0631
0.184,65.8172,16.3427,17.0631
0.188,65.8172,16.3427,17.0631
0.192,65.8172,16.3427,17.0631
0.196,65.8172,16.3427,17.0631
0.196,74.3964,16.3427,17.0631
