"time","egsCarSpeed","egsGear","egsTargetGear","valves_0eds","valves_0eds1","valves_0eds2","valves_0eds3","valves_0eds4","valves_0eds5","valves_0mv1","valves_0mv2","valves_0mv3"
1.04036,0.226,-2,0,0,0,1,1,0,0,0,0,0
1.04036,0.24,-2,0,0,0,1,1,0,0,0,0,0
1.07392,0.24,-2,0,0,0,1,1,0,0,0,0,0
1.07392,0.961,-2,0,0,0,1,1,0,0,0,0,0
1.10748,0.961,-2,0,0,0,1,1,0,0,0,0,0
1.10748,1.495,-2,0,0,0,1,1,0,0,0,0,0
1.14104,1.495,-2,0,0,0,1,1,0,0,0,0,0
1.14104,1.752,0,1,0,0,1,1,0,0,0,0,0
1.1746,1.752,0,1,0,0,1,1,0,0,0,0,0
1.1746,2.895,0,1,0,0,0.94,1,0,0.06,0,0,0
1.20816,2.895,0,1,0,0,0.94,1,0,0.06,0,0,0
1.20816,3.959,0,1,0,0,0.88,1,0,0.12,0,0,0
1.24172,3.959,0,1,0,0,0.88,1,0,0.12,0,0,0
1.24172,5.248,0,1,0,0,0.82,1,0,0.18,0,0,0
1.27528,5.248,0,1,0,0,0.82,1,0,0.18,0,0,0
1.27528,6.248,0,1,0,0,0.76,1,0,0.24,0,0,0
1.30884,6.248,0,1,0,0,0.76,1,0,0.24,0,0,0
1.30884,7.689,0,1,0,0,0.7,1,0,0.3,0,0,0
1.3424,7.689,0,1,0,0,0.7,1,0,0.3,0,0,0
1.3424,9.446,0,1,0,0,0.64,1,0,0.36,0,0,0
1.37596,9.446,0,1,0,0,0.64,1,0,0.36,0,0,0
1.37596,11.13,0,1,0,0,0.58,1,0,0.42,0,0,0
1.40952,11.13,0,1,0,0,0.58,1,0,0.42,0,0,0
1.40952,10.822,0,1,0,0,0.52,1,0,0.48,0,0,0
1.44308,10.822,0,1,0,0,0.52,1,0,0.48,0,0,0
1.44308,13.535,0,1,0,0,0.46,1,0,0.54,0,0,0
1.47664,13.535,0,1,0,0,0.46,1,0,0.54,0,0,0
1.47664,14.815,0,1,0,0,0.4,1,0,0.6,0,0,0
1.5102,14.815,0,1,0,0,0.4,1,0,0.6,0,0,0
1.5102,15.719,0,1,0,0,0.34,1,0,0.66,0,0,0
1.54376,15.719,0,1,0,0,0.34,1,0,0.66,0,0,0
1.54376,16.822,0,1,0,0,0.28,1,0,0.72,0,0,0
1.57732,16.822,0,1,0,0,0.28,1,0,0.72,0,0,0
1.57732,17.86,0,1,0,0,0.22,1,0,0.78,0,0,0
1.61088,17.86,0,1,0,0,0.22,1,0,0.78,0,0,0
1.61088,18.853,0,1,0,0,0.16,1,0,0.84,0,0,0
1.64444,18.853,0,1,0,0,0.16,1,0,0.84,0,0,0
1.64444,19.829,0,1,0,0,0.1,1,0,0.9,0,0,0
1.678,19.829,0,1,0,0,0.1,1,0,0.9,0,0,0
1.678,20.783,0,1,0,0,0.04,1,0,0.96,0,0,0
1.71156,20.783,0,1,0,0,0.04,1,0,0.96,0,0,0
1.71156,21.714,0,1,0,0,0,1,0,1,0,0,0
1.74512,21.714,0,1,0,0,0,1,0,1,0,0,0
1.74512,22.623,0,1,0,0,0,1,0,1,0,0,0
1.77868,22.623,0,1,0,0,0,1,0,1,0,0,0
1.77868,23.513,0,1,0,0,0,1,0,1,0,0,0
1.81224,23.513,0,1,0,0,0,1,0,1,0,0,0
1.81224,24.383,0,1,0,0,0,1,0,1,0,0,0
1.8458,24.383,0,1,0,0,0,1,0,1,0,0,0
1.8458,25.214,0,1,0,0,0,1,0,1,0,0,0
1.87936,25.214,0,1,0,0,0,1,0,1,0,0,0
1.87936,26.061,0,1,0,0,0,1,0,1,0,0,0
1.91292,26.061,0,1,0,0,0,1,0,1,0,0,0
1.91292,26.938,0,1,0,0,0,1,0,1,0,0,0
1.94648,26.938,0,1,0,0,0,1,0,1,0,0,0
1.94648,27.717,0,1,0,0,0,1,0,1,0,0,0
1.98004,27.717,0,1,0,0,0,1,0,1,0,0,0
1.98004,28.503,0,1,0,0,0,1,0,1,0,0,0
2.0136,28.503,0,1,0,0,0,1,0,1,0,0,0
2.0136,29.307,0,1,0,0,0,1,0,1,0,0,0
2.04716,29.307,0,1,0,0,0,1,0,1,0,0,0
2.04716,30.095,0,1,0,0,0,1,0,1,0,0,0
2.08072,30.095,0,1,0,0,0,1,0,1,0,0,0
2.08072,30.864,0,1,0,0,0,1,0,1,0,0,0
2.11428,30.864,0,1,0,0,0,1,0,1,0,0,0
2.11428,31.627,0,1,0,0,0,1,0,1,0,0,0
2.14784,31.627,0,1,0,0,0,1,0,1,0,0,0
2.14784,32.381,0,1,0,0,0,1,0,1,0,0,0
2.1814,32.381,0,1,0,0,0,1,0,1,0,0,0
2.1814,33.124,0,1,0,0,0,1,0,1,0,0,0
2.21496,33.124,0,1,0,0,0,1,0,1,0,0,0
2.21496,33.857,0,1,0,0,0,1,0,1,0,0,0
2.24852,33.857,0,1,0,0,0,1,0,1,0,0,0
2.24852,34.581,0,1,0,0,0,1,0,1,0,0,0
2.28208,34.581,0,1,0,0,0,1,0,1,0,0,0
2.28208,35.295,1,1,0,0,0,1,0,1,0,0,0
2.31564,35.295,1,1,0,0,0,1,0,1,0,0,0
2.31564,35.999,1,1,0,0,0,1,0,1,0,0,0
2.3492,35.999,1,1,0,0,0,1,0,1,0,0,0
2.3492,36.694,1,1,0,0,0,1,0,1,0,0,0
2.38276,36.694,1,1,0,0,0,1,0,1,0,0,0
2.38276,37.382,1,1,0,0,0,1,0,1,0,0,0
2.41632,37.382,1,1,0,0,0,1,0,1,0,0,0
2.41632,38.058,1,1,0,0,0,1,0,1,0,0,0
2.44988,38.058,1,1,0,0,0,1,0,1,0,0,0
2.44988,38.725,1,1,0,0,0,1,0,1,0,0,0
2.48344,38.725,1,1,0,0,0,1,0,1,0,0,0
2.48344,38.69,1,1,0,0,0,1,0,1,0,0,0
2.517,38.69,1,1,0,0,0,1,0,1,0,0,0
2.517,38.59,1,1,0,0,0,1,0,1,0,0,0
2.55056,38.59,1,1,0,0,0,1,0,1,0,0,0
2.55056,38.752,1,1,0,0,0,1,0,1,0,0,0
2.58412,38.752,1,1,0,0,0,1,0,1,0,0,0
2.58412,38.469,1,1,0,0,0,1,0,1,0,0,0
2.61768,38.469,1,1,0,0,0,1,0,1,0,0,0
2.61768,39.273,1,1,0,0,0,1,0,1,0,0,0
2.65124,39.273,1,1,0,0,0,1,0,1,0,0,0
2.65124,39.7,1,1,0,0,0,1,0,1,0,0,0
2.6848,39.7,1,1,0,0,0,1,0,1,0,0,0
2.6848,37.49,1,1,0,0,0,1,0,1,0,0,0
2.71836,37.49,1,1,0,0,0,1,0,1,0,0,0
2.71836,39.032,1,1,0,0,0,1,0,1,0,0,0
2.75192,39.032,1,1,0,0,0,1,0,1,0,0,0
2.75192,39.066,1,1,0,0,0,1,0,1,0,0,0
2.78548,39.066,1,1,0,0,0,1,0,1,0,0,0
2.78548,39.186,1,1,0,0,0,1,0,1,0,0,0
2.81904,39.186,1,1,0,0,0,1,0,1,0,0,0
2.81904,39.368,1,1,0,0,0,1,0,1,0,0,0
2.8526,39.368,1,1,0,0,0,1,0,1,0,0,0
2.8526,39.628,1,1,0,0,0,1,0,1,0,0,0
2.88616,39.628,1,1,0,0,0,1,0,1,0,0,0
2.88616,39.962,1,1,0,0,0,1,0,1,0,0,0
2.91972,39.962,1,1,0,0,0,1,0,1,0,0,0
2.91972,40.367,1,2,0,0,0,0.98,0,0.98,1,0,0
2.95328,40.367,1,2,0,0,0,0.98,0,0.98,1,0,0
2.95328,40.841,1,2,0,0,0,0.92,0,0.92,1,0,0
2.98684,40.841,1,2,0,0,0,0.92,0,0.92,1,0,0
2.98684,41.165,1,2,0,0,0,0.86,0,0.86,1,0,0
3.0204,41.165,1,2,0,0,0,0.86,0,0.86,1,0,0
3.0204,41.678,1,2,0,0,0,0.8,0,0.8,1,0,0
3.05396,41.678,1,2,0,0,0,0.8,0,0.8,1,0,0
3.05396,42.192,1,2,0,0,0,0.74,0,0.74,1,0,0
3.08752,42.192,1,2,0,0,0,0.74,0,0.74,1,0,0
3.08752,42.7,1,2,0,0,0,0.68,0,0.68,1,0,0
3.12108,42.7,1,2,0,0,0,0.68,0,0.68,1,0,0
3.12108,43.204,1,2,0,0,0,0.62,0,0.62,1,0,0
3.15464,43.204,1,2,0,0,0,0.62,0,0.62,1,0,0
3.15464,43.704,1,2,0,0,0,0.56,0,0.56,1,0,0
3.1882,43.704,1,2,0,0,0,0.56,0,0.56,1,0,0
3.1882,44.201,1,2,0,0,0,0.5,0,0.5,1,0,0
3.22176,44.201,1,2,0,0,0,0.5,0,0.5,1,0,0
3.22176,44.693,1,2,0,0,0,0.44,0,0.44,1,0,0
3.25532,44.693,1,2,0,0,0,0.44,0,0.44,1,0,0
3.25532,45.181,1,2,0,0,0,0.38,0,0.38,1,0,0
3.28888,45.181,1,2,0,0,0,0.38,0,0.38,1,0,0
3.28888,45.68,1,2,0,0,0,0.32,0,0.32,1,0,0
3.32244,45.68,1,2,0,0,0,0.32,0,0.32,1,0,0
3.32244,46.164,1,2,0,0,0,0.26,0,0.26,1,0,0
3.356,46.164,1,2,0,0,0,0.26,0,0.26,1,0,0
3.356,46.651,1,2,0,0,0,0.2,0,0.2,1,0,0
3.38956,46.651,1,2,0,0,0,0.2,0,0.2,1,0,0
3.38956,47.136,1,2,0,0,0,0.14,0,0.14,1,0,0
3.42312,47.136,1,2,0,0,0,0.14,0,0.14,1,0,0
3.42312,47.615,1,2,0,0,0,0.08,0,0.08,1,0,0
3.45668,47.615,1,2,0,0,0,0.08,0,0.08,1,0,0
3.45668,48.099,1,2,0,0,0,0.02,0,0.02,1,0,0
3.49024,48.099,1,2,0,0,0,0.02,0,0.02,1,0,0
3.49024,48.579,1,2,0,0,0,0,0,0,1,0,0
3.5238,48.579,1,2,0,0,0,0,0,0,1,0,0
3.5238,49.058,1,2,0,0,0,0,0,0,1,0,0
3.55736,49.058,1,2,0,0,0,0,0,0,1,0,0
3.55736,49.534,1,2,0,0,0,0,0,0,1,0,0
3.59092,49.534,1,2,0,0,0,0,0,0,1,0,0
3.59092,50.009,1,2,0,0,0,0,0,0,1,0,0
3.62448,50.009,1,2,0,0,0,0,0,0,1,0,0
3.62448,50.481,1,2,0,0,0,0,0,0,1,0,0
3.65804,50.481,1,2,0,0,0,0,0,0,1,0,0
3.65804,50.951,1,2,0,0,0,0,0,0,1,0,0
3.6916,50.951,1,2,0,0,0,0,0,0,1,0,0
3.6916,51.42,1,2,0,0,0,0,0,0,1,0,0
3.72516,51.42,1,2,0,0,0,0,0,0,1,0,0
3.72516,51.886,1,2,0,0,0,0,0,0,1,0,0
3.75872,51.886,1,2,0,0,0,0,0,0,1,0,0
3.75872,52.35,1,2,0,0,0,0,0,0,1,0,0
3.79228,52.35,1,2,0,0,0,0,0,0,1,0,0
3.79228,52.812,1,2,0,0,0,0,0,0,1,0,0
3.82584,52.812,1,2,0,0,0,0,0,0,1,0,0
3.82584,53.272,1,2,0,0,0,0,0,0,1,0,0
3.8594,53.272,1,2,0,0,0,0,0,0,1,0,0
3.8594,53.73,1,2,0,0,0,0,0,0,1,0,0
3.89296,53.73,1,2,0,0,0,0,0,0,1,0,0
3.89296,54.186,1,2,0,0,0,0,0,0,1,0,0
3.92652,54.186,1,2,0,0,0,0,0,0,1,0,0
3.92652,54.64,1,2,0,0,0,0,0,0,1,0,0
3.96008,54.64,1,2,0,0,0,0,0,0,1,0,0
3.96008,55.092,1,2,0,0,0,0,0,0,1,0,0
3.99364,55.092,1,2,0,0,0,0,0,0,1,0,0
3.99364,55.541,1,2,0,0,0,0,0,0,1,0,0
4.0272,55.541,1,2,0,0,0,0,0,0,1,0,0
4.0272,55.989,1,2,0,0,0,0,0,0,1,0,0
4.06076,55.989,1,2,0,0,0,0,0,0,1,0,0
4.06076,56.435,2,2,0,0,0,0,0,0,1,0,0
4.09432,56.435,2,2,0,0,0,0,0,0,1,0,0
4.09432,56.879,2,2,0,0,0,0,0,0,1,0,0
4.12788,56.879,2,2,0,0,0,0,0,0,1,0,0
4.12788,57.32,2,2,0,0,0,0,0,0,1,0,0
4.16144,57.32,2,2,0,0,0,0,0,0,1,0,0
4.16144,57.76,2,2,0,0,0,0,0,0,1,0,0
4.195,57.76,2,2,0,0,0,0,0,0,1,0,0
4.195,58.198,2,2,0,0,0,0,0,0,1,0,0
4.22856,58.198,2,2,0,0,0,0,0,0,1,0,0
4.22856,58.634,2,2,0,0,0,0,0,0,1,0,0
4.26212,58.634,2,2,0,0,0,0,0,0,1,0,0
4.26212,59.067,2,2,0,0,0,0,0,0,1,0,0
4.29568,59.067,2,2,0,0,0,0,0,0,1,0,0
4.29568,59.499,2,2,0,0,0,0,0,0,1,0,0
4.32924,59.499,2,2,0,0,0,0,0,0,1,0,0
4.32924,59.929,2,2,0,0,0,0,0,0,1,0,0
4.3628,59.929,2,2,0,0,0,0,0,0,1,0,0
4.3628,60.357,2,2,0,0,0,0,0,0,1,0,0
4.39636,60.357,2,2,0,0,0,0,0,0,1,0,0
4.39636,60.783,2,2,0,0,0,0,0,0,1,0,0
4.42992,60.783,2,2,0,0,0,0,0,0,1,0,0
4.42992,61.207,2,2,0,0,0,0,0,0,1,0,0
4.46348,61.207,2,2,0,0,0,0,0,0,1,0,0
4.46348,61.628,2,2,0,0,0,0,0,0,1,0,0
4.49704,61.628,2,2,0,0,0,0,0,0,1,0,0
4.49704,62.048,2,2,0,0,0,0,0,0,1,0,0
4.5306,62.048,2,2,0,0,0,0,0,0,1,0,0
4.5306,62.467,2,2,0,0,0,0,0,0,1,0,0
4.56416,62.467,2,2,0,0,0,0,0,0,1,0,0
4.56416,62.883,2,2,0,0,0,0,0,0,1,0,0
4.59772,62.883,2,2,0,0,0,0,0,0,1,0,0
4.59772,63.297,2,2,0,0,0,0,0,0,1,0,0
4.63128,63.297,2,2,0,0,0,0,0,0,1,0,0
4.63128,63.709,2,2,0,0,0,0,0,0,1,0,0
4.66484,63.709,2,2,0,0,0,0,0,0,1,0,0
4.66484,64.119,2,2,0,0,0,0,0,0,1,0,0
4.6984,64.119,2,2,0,0,0,0,0,0,1,0,0
4.6984,64.528,2,2,0,0,0,0,0,0,1,0,0
4.73196,64.528,2,2,0,0,0,0,0,0,1,0,0
4.73196,64.934,2,2,0,0,0,0,0,0,1,0,0
4.76552,64.934,2,2,0,0,0,0,0,0,1,0,0
4.76552,65.339,2,2,0,0,0,0,0,0,1,0,0
4.79908,65.339,2,2,0,0,0,0,0,0,1,0,0
4.79908,65.741,2,2,0,0,0,0,0,0,1,0,0
4.83264,65.741,2,2,0,0,0,0,0,0,1,0,0
4.83264,66.142,2,2,0,0,0,0,0,0,1,0,0
4.8662,66.142,2,2,0,0,0,0,0,0,1,0,0
4.8662,66.542,2,2,0,0,0,0,0,0,1,0,0
4.89976,66.542,2,2,0,0,0,0,0,0,1,0,0
4.89976,66.938,2,2,0,0,0,0,0,0,1,0,0
4.93332,66.938,2,2,0,0,0,0,0,0,1,0,0
4.93332,67.334,2,2,0,0,0,0,0,0,1,0,0
4.96688,67.334,2,2,0,0,0,0,0,0,1,0,0
4.96688,67.727,2,2,0,0,0,0,0,0,1,0,0
5.00044,67.727,2,2,0,0,0,0,0,0,1,0,0
5.00044,68.119,2,2,0,0,0,0,0,0,1,0,0
5.034,68.119,2,2,0,0,0,0,0,0,1,0,0
5.034,68.509,2,2,0,0,0,0,0,0,1,0,0
5.06756,68.509,2,2,0,0,0,0,0,0,1,0,0
5.06756,68.897,2,2,0,0,0,0,0,0,1,0,0
5.10112,68.897,2,2,0,0,0,0,0,0,1,0,0
5.10112,69.283,2,2,0,0,0,0,0,0,1,0,0
5.13468,69.283,2,2,0,0,0,0,0,0,1,0,0
5.13468,69.668,2,2,0,0,0,0,0,0,1,0,0
5.16824,69.668,2,2,0,0,0,0,0,0,1,0,0
5.16824,70.05,2,2,0,0,0,0,0,0,1,0,0
5.2018,70.05,2,2,0,0,0,0,0,0,1,0,0
5.2018,70.429,2,2,0,0,0,0,0,0,1,0,0
5.23536,70.429,2,2,0,0,0,0,0,0,1,0,0
5.23536,70.804,2,2,0,0,0,0,0,0,1,0,0
5.26892,70.804,2,2,0,0,0,0,0,0,1,0,0
5.26892,71.179,2,2,0,0,0,0,0,0,1,0,0
5.30248,71.179,2,2,0,0,0,0,0,0,1,0,0
5.30248,71.55,2,2,0,0,0,0,0,0,1,0,0
5.33604,71.55,2,2,0,0,0,0,0,0,1,0,0
5.33604,71.919,2,2,0,0,0,0,0,0,1,0,0
5.3696,71.919,2,2,0,0,0,0,0,0,1,0,0
5.3696,72.284,2,2,0,0,0,0,0,0,1,0,0
5.40316,72.284,2,2,0,0,0,0,0,0,1,0,0
5.40316,72.645,2,2,0,0,0,0,0,0,1,0,0
5.43672,72.645,2,2,0,0,0,0,0,0,1,0,0
5.43672,73.004,2,2,0,0,0,0,0,0,1,0,0
5.47028,73.004,2,2,0,0,0,0,0,0,1,0,0
5.47028,73.36,2,2,0,0,0,0,0,0,1,0,0
5.50384,73.36,2,2,0,0,0,0,0,0,1,0,0
5.50384,73.712,2,2,0,0,0,0,0,0,1,0,0
5.5374,73.712,2,2,0,0,0,0,0,0,1,0,0
5.5374,74.062,2,2,0,0,0,0,0,0,1,0,0
5.57096,74.062,2,2,0,0,0,0,0,0,1,0,0
5.57096,74.408,2,2,0,0,0,0,0,0,1,0,0
5.60452,74.408,2,2,0,0,0,0,0,0,1,0,0
5.60452,74.752,2,2,0,0,0,0,0,0,1,0,0
5.63808,74.752,2,2,0,0,0,0,0,0,1,0,0
5.63808,75.092,2,2,0,0,0,0,0,0,1,0,0
5.67164,75.092,2,2,0,0,0,0,0,0,1,0,0
5.67164,75.43,2,2,0,0,0,0,0,0,1,0,0
5.7052,75.43,2,2,0,0,0,0,0,0,1,0,0
5.7052,75.765,2,2,0,0,0,0,0,0,1,0,0
5.73876,75.765,2,2,0,0,0,0,0,0,1,0,0
5.73876,76.097,2,2,0,0,0,0,0,0,1,0,0
5.77232,76.097,2,2,0,0,0,0,0,0,1,0,0
5.77232,76.425,2,2,0,0,0,0,0,0,1,0,0
5.80588,76.425,2,2,0,0,0,0,0,0,1,0,0
5.80588,76.751,2,2,0,0,0,0,0,0,1,0,0
5.83944,76.751,2,2,0,0,0,0,0,0,1,0,0
5.83944,77.075,2,2,0,0,0,0,0,0,1,0,0
5.873,77.075,2,2,0,0,0,0,0,0,1,0,0
5.873,76.514,2,2,0,0,0,0,0,0,1,0,0
5.90656,76.514,2,2,0,0,0,0,0,0,1,0,0
5.90656,78.188,2,2,0,0,0,0,0,0,1,0,0
5.94012,78.188,2,2,0,0,0,0,0,0,1,0,0
5.94012,78.542,2,2,0,0,0,0,0,0,1,0,0
5.97368,78.542,2,2,0,0,0,0,0,0,1,0,0
5.97368,78.838,2,2,0,0,0,0,0,0,1,0,0
6.00724,78.838,2,2,0,0,0,0,0,0,1,0,0
6.00724,79.135,2,2,0,0,0,0,0,0,1,0,0
6.0408,79.135,2,2,0,0,0,0,0,0,1,0,0
6.0408,79.432,2,2,0,0,0,0,0,0,1,0,0
6.07436,79.432,2,2,0,0,0,0,0,0,1,0,0
6.07436,79.728,2,2,0,0,0,0,0,0,1,0,0
6.10792,79.728,2,2,0,0,0,0,0,0,1,0,0
6.10792,80.023,2,3,0,0,0,0,0,0,0,0,0
6.14148,80.023,2,3,0,0,0,0,0,0,0,0,0
6.14148,80.318,2,3,0,0,0,0,0,0,0,0,0
6.17504,80.318,2,3,0,0,0,0,0,0,0,0,0
6.17504,80.612,2,3,0,0,0,0,0,0,0,0,0
6.2086,80.612,2,3,0,0,0,0,0,0,0,0,0
6.2086,80.906,2,3,0,0,0,0,0,0,0,0,0
6.24216,80.906,2,3,0,0,0,0,0,0,0,0,0
6.24216,81.199,2,3,0,0,0,0,0,0,0,0,0
6.27572,81.199,2,3,0,0,0,0,0,0,0,0,0
6.27572,81.491,2,3,0,0,0,0,0,0,0,0,0
6.30928,81.491,2,3,0,0,0,0,0,0,0,0,0
6.30928,81.783,2,3,0,0,0,0,0,0,0,0,0
6.34284,81.783,2,3,0,0,0,0,0,0,0,0,0
6.34284,82.074,2,3,0,0,0,0,0,0,0,0,0
6.3764,82.074,2,3,0,0,0,0,0,0,0,0,0
6.3764,82.364,2,3,0,0,0,0,0,0,0,0,0
6.40996,82.364,2,3,0,0,0,0,0,0,0,0,0
6.40996,82.654,2,3,0,0,0,0,0,0,0,0,0
6.44352,82.654,2,3,0,0,0,0,0,0,0,0,0
6.44352,82.944,2,3,0,0,0,0,0,0,0,0,0
6.47708,82.944,2,3,0,0,0,0,0,0,0,0,0
6.47708,83.232,2,3,0,0,0,0,0,0,0,0,0
6.51064,83.232,2,3,0,0,0,0,0,0,0,0,0
6.51064,83.52,2,3,0,0,0,0,0,0,0,0,0
6.5442,83.52,2,3,0,0,0,0,0,0,0,0,0
6.5442,83.808,2,3,0,0,0,0,0,0,0,0,0
6.57776,83.808,2,3,0,0,0,0,0,0,0,0,0
6.57776,84.095,2,3,0,0,0,0,0,0,0,0,0
6.61132,84.095,2,3,0,0,0,0,0,0,0,0,0
6.61132,84.381,2,3,0,0,0,0,0,0,0,0,0
6.64488,84.381,2,3,0,0,0,0,0,0,0,0,0
6.64488,84.667,2,3,0,0,0,0,0,0,0,0,0
6.67844,84.667,2,3,0,0,0,0,0,0,0,0,0
6.67844,84.952,2,3,0,0,0,0,0,0,0,0,0
6.712,84.952,2,3,0,0,0,0,0,0,0,0,0
6.712,85.236,2,3,0,0,0,0,0,0,0,0,0
6.74556,85.236,2,3,0,0,0,0,0,0,0,0,0
6.74556,85.52,2,3,0,0,0,0,0,0,0,0,0
6.77912,85.52,2,3,0,0,0,0,0,0,0,0,0
6.77912,85.803,2,3,0,0,0,0,0,0,0,0,0
6.81268,85.803,2,3,0,0,0,0,0,0,0,0,0
6.81268,86.086,2,3,0,0,0,0,0,0,0,0,0
6.84624,86.086,2,3,0,0,0,0,0,0,0,0,0
6.84624,86.368,2,3,0,0,0,0,0,0,0,0,0
6.8798,86.368,2,3,0,0,0,0,0,0,0,0,0
6.8798,86.649,2,3,0,0,0,0,0,0,0,0,0
6.91336,86.649,2,3,0,0,0,0,0,0,0,0,0
6.91336,86.93,2,3,0,0,0,0,0,0,0,0,0
6.94692,86.93,2,3,0,0,0,0,0,0,0,0,0
6.94692,87.21,2,3,0,0,0,0,0,0,0,0,0
6.98048,87.21,2,3,0,0,0,0,0,0,0,0,0
6.98048,87.49,2,3,0,0,0,0,0,0,0,0,0
7.01404,87.49,2,3,0,0,0,0,0,0,0,0,0
7.01404,87.769,2,3,0,0,0,0,0,0,0,0,0
7.0476,87.769,2,3,0,0,0,0,0,0,0,0,0
7.0476,88.047,2,3,0,0,0,0,0,0,0,0,0
7.08116,88.047,2,3,0,0,0,0,0,0,0,0,0
7.08116,88.325,2,3,0,0,0,0,0,0,0,0,0
7.11472,88.325,2,3,0,0,0,0,0,0,0,0,0
7.11472,88.603,2,3,0,0,0,0,0,0,0,0,0
7.14828,88.603,2,3,0,0,0,0,0,0,0,0,0
7.14828,88.879,2,3,0,0,0,0,0,0,0,0,0
7.18184,88.879,2,3,0,0,0,0,0,0,0,0,0
7.18184,89.155,2,3,0,0,0,0,0,0,0,0,0
7.2154,89.155,2,3,0,0,0,0,0,0,0,0,0
7.2154,89.431,2,3,0,0,0,0,0,0,0,0,0
7.24896,89.431,2,3,0,0,0,0,0,0,0,0,0
7.24896,89.706,3,3,0,0,0,0,0,0,0,0,0
7.28252,89.706,3,3,0,0,0,0,0,0,0,0,0
7.28252,89.98,3,3,0,0,0,0,0,0,0,0,0
7.31608,89.98,3,3,0,0,0,0,0,0,0,0,0
7.31608,90.253,3,3,0,0,0,0,0,0,0,0,0
7.34964,90.253,3,3,0,0,0,0,0,0,0,0,0
7.34964,90.527,3,3,0,0,0,0,0,0,0,0,0
7.3832,90.527,3,3,0,0,0,0,0,0,0,0,0
7.3832,90.799,3,3,0,0,0,0,0,0,0,0,0
7.41676,90.799,3,3,0,0,0,0,0,0,0,0,0
7.41676,91.071,3,3,0,0,0,0,0,0,0,0,0
7.45032,91.071,3,3,0,0,0,0,0,0,0,0,0
7.45032,91.342,3,3,0,0,0,0,0,0,0,0,0
7.48388,91.342,3,3,0,0,0,0,0,0,0,0,0
7.48388,91.613,3,3,0,0,0,0,0,0,0,0,0
7.51744,91.613,3,3,0,0,0,0,0,0,0,0,0
7.51744,91.883,3,3,0,0,0,0,0,0,0,0,0
7.551,91.883,3,3,0,0,0,0,0,0,0,0,0
7.551,92.153,3,3,0,0,0,0,0,0,0,0,0
7.58456,92.153,3,3,0,0,0,0,0,0,0,0,0
7.58456,92.422,3,3,0,0,0,0,0,0,0,0,0
7.61812,92.422,3,3,0,0,0,0,0,0,0,0,0
7.61812,92.69,3,3,0,0,0,0,0,0,0,0,0
7.65168,92.69,3,3,0,0,0,0,0,0,0,0,0
7.65168,92.958,3,3,0,0,0,0,0,0,0,0,0
7.68524,92.958,3,3,0,0,0,0,0,0,0,0,0
7.68524,93.225,3,3,0,0,0,0,0,0,0,0,0
7.7188,93.225,3,3,0,0,0,0,0,0,0,0,0
7.7188,93.492,3,3,0,0,0,0,0,0,0,0,0
7.75236,93.492,3,3,0,0,0,0,0,0,0,0,0
7.75236,93.758,3,3,0,0,0,0,0,0,0,0,0
7.78592,93.758,3,3,0,0,0,0,0,0,0,0,0
7.78592,94.023,3,3,0,0,0,0,0,0,0,0,0
7.81948,94.023,3,3,0,0,0,0,0,0,0,0,0
7.81948,94.288,3,3,0,0,0,0,0,0,0,0,0
7.85304,94.288,3,3,0,0,0,0,0,0,0,0,0
7.85304,94.552,3,3,0,0,0,0,0,0,0,0,0
7.8866,94.552,3,3,0,0,0,0,0,0,0,0,0
7.8866,94.816,3,3,0,0,0,0,0,0,0,0,0
7.92016,94.816,3,3,0,0,0,0,0,0,0,0,0
7.92016,95.079,3,3,0,0,0,0,0,0,0,0,0
7.95372,95.079,3,3,0,0,0,0,0,0,0,0,0
7.95372,95.342,3,3,0,0,0,0,0,0,0,0,0
7.98728,95.342,3,3,0,0,0,0,0,0,0,0,0
7.98728,95.603,3,3,0,0,0,0,0,0,0,0,0
8.02084,95.603,3,3,0,0,0,0,0,0,0,0,0
8.02084,95.865,3,3,0,0,0,0,0,0,0,0,0
8.0544,95.865,3,3,0,0,0,0,0,0,0,0,0
8.0544,96.126,3,3,0,0,0,0,0,0,0,0,0
8.08796,96.126,3,3,0,0,0,0,0,0,0,0,0
8.08796,96.386,3,3,0,0,0,0,0,0,0,0,0
8.12152,96.386,3,3,0,0,0,0,0,0,0,0,0
8.12152,96.646,3,3,0,0,0,0,0,0,0,0,0
8.15508,96.646,3,3,0,0,0,0,0,0,0,0,0
8.15508,96.905,3,3,0,0,0,0,0,0,0,0,0
8.18864,96.905,3,3,0,0,0,0,0,0,0,0,0
8.18864,97.163,3,3,0,0,0,0,0,0,0,0,0
8.2222,97.163,3,3,0,0,0,0,0,0,0,0,0
8.2222,97.421,3,3,0,0,0,0,0,0,0,0,0
8.25576,97.421,3,3,0,0,0,0,0,0,0,0,0
8.25576,97.678,3,3,0,0,0,0,0,0,0,0,0
8.28932,97.678,3,3,0,0,0,0,0,0,0,0,0
8.28932,97.935,3,3,0,0,0,0,0,0,0,0,0
8.32288,97.935,3,3,0,0,0,0,0,0,0,0,0
8.32288,98.191,3,3,0,0,0,0,0,0,0,0,0
8.35644,98.191,3,3,0,0,0,0,0,0,0,0,0
8.35644,98.447,3,3,0,0,0,0,0,0,0,0,0
8.39,98.447,3,3,0,0,0,0,0,0,0,0,0
8.39,98.702,3,3,0,0,0,0,0,0,0,0,0
