"time","egsCarSpeed","egsGear","egsTargetGear","valves_0eds","valves_0eds1","valves_0eds2","valves_0eds3","valves_0eds4","valves_0eds5","valves_0mv1","valves_0mv2","valves_0mv3"
0.70476,0.234,-2,0,0,0,1,1,0,0,0,0,0
0.73832,0.234,-2,0,0,0,1,1,0,0,0,0,0
0.73832,0.233,-2,0,0,0,1,1,0,0,0,0,0
0.77188,0.233,-2,0,0,0,1,1,0,0,0,0,0
0.77188,0.232,-2,0,0,0,1,1,0,0,0,0,0
0.80544,0.232,-2,0,0,0,1,1,0,0,0,0,0
0.80544,0.231,-2,0,0,0,1,1,0,0,0,0,0
0.839,0.231,-2,0,0,0,1,1,0,0,0,0,0
0.839,0.23,-2,0,0,0,1,1,0,0,0,0,0
0.87256,0.23,-2,0,0,0,1,1,0,0,0,0,0
0.87256,0.229,-2,0,0,0,1,1,0,0,0,0,0
0.90612,0.229,-2,0,0,0,1,1,0,0,0,0,0
0.90612,0.228,-2,0,0,0,1,1,0,0,0,0,0
0.93968,0.228,-2,0,0,0,1,1,0,0,0,0,0
0.93968,0.227,-2,0,0,0,1,1,0,0,0,0,0
0.97324,0.227,-2,0,0,0,1,1,0,0,0,0,0
0.97324,0.226,-2,0,0,0,1,1,0,0,0,0,0
1.0068,0.226,-2,0,0,0,1,1,0,0,0,0,0
1.0068,0.226,-2,0,0,0,1,1,0,0,0,0,0
