Time,heatCapacitor_T,switch_Controll,
4.74,35.4968,1,
4.76,35.5222,0,
4.78,35.6794,0,
4.8,35.8362,0,
4.82,35.9925,0,
4.84,36.1484,0,
4.86,36.304,0,
4.88,36.4591,0,
4.9,36.6138,0,
4.92,36.7681,0,
4.94,36.922,0,
4.96,37.0755,0,
4.98,37.2286,0,
5,37.3813,0,
5.02,37.5336,0,
5.04,37.6855,0,
5.06,37.837,0,
5.08,37.9881,0,
5.1,38.1388,0,
5.12,38.2891,0,
5.14,38.439,0,
5.16,38.5885,0,
5.18,38.7376,0,
5.2,38.8863,0,
5.22,39.0346,0,
5.24,39.1824,0,
5.26,39.3299,0,
5.28,39.477,0,
5.3,39.6237,0,
5.32,39.77,0,
5.34,39.9163,0,
5.36,39.8775,1,
5.38,39.8378,1,
5.4,39.7982,1,
5.42,39.7587,1,
5.44,39.7192,1,
5.46,39.6799,1,
5.48,39.6406,1,
5.5,39.6013,1,
5.52,39.5622,1,
5.54,39.5231,1,
5.56,39.4841,1,
5.58,39.4452,1,
5.6,39.4064,1,
5.62,39.3676,1,
5.64,39.3289,1,
5.66,39.2903,1,
5.68,39.3761,0,
5.7,39.5229,0,
5.72,39.6695,0,
5.74,39.8155,0,
5.76,39.9612,0,
5.78,40.1065,0,
5.8,40.2514,0,
5.82,40.396,0,
5.84,40.5401,0,
5.86,40.6839,0,
5.88,40.8274,0,
5.9,40.9704,0,
5.92,41.1131,0,
5.94,41.2554,0,
5.96,41.3974,0,
5.98,41.539,0,
6,41.6802,0,
6.02,41.821,0,
6.04,41.9615,0,
6.06,42.1016,0,
6.08,42.2413,0,
6.1,42.3806,0,
6.12,42.5196,0,
6.14,42.6582,0,
6.16,42.7965,0,
6.18,42.9343,0,
6.2,43.0718,0,
6.22,43.2089,0,
6.24,43.3457,0,
6.26,43.482,0,
6.28,43.618,0,
6.3,43.7544,0,
6.32,43.8905,0,
6.34,44.0263,0,
6.36,44.1617,0,
6.38,44.131,1,
6.4,44.0828,1,
6.42,44.0346,1,
6.44,43.9867,1,
6.46,43.9388,1,
6.48,43.891,1,
6.5,43.8433,1,
6.52,43.7956,1,
6.54,43.7481,1,
6.56,43.7007,1,
6.58,43.6534,1,
6.6,43.6061,1,
6.62,43.5589,1,
6.64,43.5119,1,
6.66,43.4649,1,
6.68,43.5332,0,
6.7,43.669,0,
6.72,43.8045,0,
6.74,43.9395,0,
6.76,44.0742,0,
6.78,44.2086,0,
6.8,44.3426,0,
6.82,44.4763,0,
6.84,44.6096,0,
6.86,44.7426,0,
6.88,44.8752,0,
6.9,45.0075,0,
6.92,45.1395,0,
6.94,45.2711,0,
6.96,45.4024,0,
6.98,45.5333,0,
7,45.6639,0,
7.02,45.7942,0,
7.04,45.9241,0,
7.06,46.0537,0,
7.08,46.183,0,
7.1,46.3119,0,
7.12,46.4404,0,
7.14,46.5686,0,
7.16,46.6965,0,
7.18,46.8241,0,
7.2,46.9513,0,
7.22,47.0781,0,
7.24,47.2046,0,
7.26,47.3308,0,
7.28,47.4566,0,
7.3,47.5821,0,
7.32,47.7075,0,
7.34,47.8331,0,
7.36,47.9583,0,
7.38,48.0832,0,
7.4,48.2078,0,
7.42,48.3321,0,
7.44,48.4561,0,
7.46,48.5798,0,
7.48,48.7031,0,
7.5,48.8261,0,
7.52,48.9488,0,
7.54,49.0712,0,
7.56,49.0693,1,
7.58,49.0112,1,
7.6,48.9533,1,
7.62,48.8955,1,
7.64,48.8378,1,
7.66,48.7802,1,
7.68,48.7227,1,
7.7,48.6653,1,
7.72,48.6081,1,
7.74,48.5509,1,
7.76,48.4939,1,
7.78,48.437,1,
7.8,48.3802,1,
7.82,48.3235,1,
7.84,48.3523,0,
7.86,48.4755,0,
7.88,48.5982,0,
7.9,48.7207,0,
7.92,48.8428,0,
7.94,48.9647,0,
7.96,49.0862,0,
7.98,49.2074,0,
8,49.3284,0,
8.02,49.4489,0,
8.04,49.569,0,
8.06,49.6889,0,
8.08,49.8085,0,
8.1,49.9277,0,
8.12,50.0466,0,
8.14,50.1652,0,
8.16,50.2835,0,
8.18,50.4016,0,
8.2,50.5193,0,
8.22,50.6367,0,
8.24,50.7538,0,
8.26,50.8706,0,
8.28,50.9871,0,
8.3,50.9449,1,
8.32,50.8831,1,
8.34,50.8214,1,
8.36,50.7599,1,
8.38,50.6985,1,
8.4,50.6372,1,
8.42,50.576,1,
8.44,50.5149,1,
8.46,50.454,1,
8.48,50.3932,1,
8.5,50.3324,1,
8.52,50.2719,1,
8.54,50.2114,1,
8.56,50.151,1,
8.58,50.0908,1,
8.6,50.0307,1,
8.62,49.9707,1,
8.64,49.9107,1,
8.66,49.851,1,
8.68,49.7913,1,
8.7,49.7317,1,
8.72,49.6723,1,
8.74,49.613,1,
8.76,49.5538,1,
8.78,49.4947,1,
8.8,49.4357,1,
8.82,49.3769,1,
8.84,49.3181,1,
8.86,49.2595,1,
8.88,49.201,1,
8.9,49.1426,1,
8.92,49.0844,1,
8.94,49.0262,1,
8.96,49.0666,0,
8.98,49.1878,0,
9,49.3087,0,
9.02,49.4292,0,
9.04,49.5494,0,
9.06,49.6694,0,
9.08,49.789,0,
9.1,49.9083,0,
9.12,50.0273,0,
9.14,50.146,0,
9.16,50.2644,0,
9.18,50.3825,0,
9.2,50.5003,0,
9.22,50.6178,0,
9.24,50.735,0,
9.26,50.8519,0,
9.28,50.9685,0,
9.3,50.9548,1,
9.32,50.893,1,
9.34,50.8313,1,
9.36,50.7697,1,
9.38,50.7083,1,
9.4,50.647,1,
9.42,50.5858,1,
9.44,50.5247,1,
9.46,50.4637,1,
9.48,50.4029,1,
9.5,50.3421,1,
9.52,50.2815,1,
9.54,50.221,1,
9.56,50.1607,1,
9.58,50.1004,1,
9.6,50.0403,1,
9.62,49.9803,1,
9.64,49.9203,1,
9.66,49.8605,1,
9.68,49.8008,1,
9.7,49.7413,1,
9.72,49.6818,1,
9.74,49.6225,1,
9.76,49.5633,1,
9.78,49.5042,1,
9.8,49.4452,1,
9.82,49.3863,1,
9.84,49.3275,1,
9.86,49.2689,1,
9.88,49.2104,1,
9.9,49.152,1,
9.92,49.0937,1,
9.94,49.0355,1,
9.96,49.0472,0,
9.98,49.1684,0,
10,49.2894,0,
