"time","V","X"
0.000,0.00000000,2.00000000
0.001,-0.00199402,1.99999900
0.002,-0.00397612,1.99999600
0.003,-0.00594634,1.99999100
0.004,-0.00790477,1.99998400
0.005,-0.00985149,1.99997500
0.006,-0.01178654,1.99996400
0.007,-0.01371001,1.99995200
0.008,-0.01562197,1.99993700
0.009,-0.01752247,1.99992000
0.010,-0.01941159,1.99990200
0.011,-0.02128940,1.99988200
0.012,-0.02315595,1.99985900
0.013,-0.02501132,1.99983500
0.014,-0.02685558,1.99980900
0.015,-0.02868879,1.99978200
0.016,-0.03051101,1.99975200
0.017,-0.03232231,1.99972100
0.018,-0.03412275,1.99968700
0.019,-0.03591241,1.99965200
0.020,-0.03769133,1.99961600
0.021,-0.03945960,1.99957700
0.022,-0.04121726,1.99953700
0.023,-0.04296439,1.99949500
0.024,-0.04470105,1.99945100
0.025,-0.04642730,1.99940500
0.026,-0.04814320,1.99935800
0.027,-0.04984881,1.99930900
0.028,-0.05154421,1.99925800
0.029,-0.05322944,1.99920600
0.030,-0.05490456,1.99915200
0.031,-0.05656965,1.99909600
0.032,-0.05822476,1.99903900
0.033,-0.05986995,1.99898000
0.034,-0.06150528,1.99891900
0.035,-0.06313081,1.99885700
0.036,-0.06474660,1.99879300
0.037,-0.06635271,1.99872700
0.038,-0.06794920,1.99866000
0.039,-0.06953612,1.99859100
0.040,-0.07111354,1.99852100
0.041,-0.07268151,1.99844900
0.042,-0.07424009,1.99837500
0.043,-0.07578934,1.99830000
0.044,-0.07732930,1.99822400
0.045,-0.07886005,1.99814600
0.046,-0.08038164,1.99806600
0.047,-0.08189411,1.99798500
0.048,-0.08339754,1.99790200
0.049,-0.08489197,1.99781800
0.050,-0.08637746,1.99773300
0.051,-0.08785406,1.99764500
0.052,-0.08932183,1.99755700
0.053,-0.09078082,1.99746700
0.054,-0.09223109,1.99737500
0.055,-0.09367270,1.99728200
0.056,-0.09510569,1.99718800
0.057,-0.09653011,1.99709200
0.058,-0.09794602,1.99699500
0.059,-0.09935347,1.99689600
0.060,-0.10075250,1.99679600
0.061,-0.10214320,1.99669500
0.062,-0.10352560,1.99659200
0.063,-0.10489970,1.99648800
0.064,-0.10626570,1.99638200
0.065,-0.10762350,1.99627500
0.066,-0.10897320,1.99616700
0.067,-0.11031480,1.99605700
0.068,-0.11164850,1.99594600
0.069,-0.11297420,1.99583400
0.070,-0.11429200,1.99572000
0.071,-0.11560200,1.99560500
0.072,-0.11690410,1.99548900
0.073,-0.11819850,1.99537200
0.074,-0.11948520,1.99525300
0.075,-0.12076430,1.99513300
0.076,-0.12203580,1.99501100
0.077,-0.12329960,1.99488900
0.078,-0.12455600,1.99476500
0.079,-0.12580490,1.99463900
0.080,-0.12704640,1.99451300
0.081,-0.12828060,1.99438500
0.082,-0.12950740,1.99425600
0.083,-0.13072690,1.99412600
0.084,-0.13193920,1.99399500
0.085,-0.13314430,1.99386200
0.086,-0.13434220,1.99372900
0.087,-0.13553310,1.99359400
0.088,-0.13671690,1.99345800
0.089,-0.13789370,1.99332000
0.090,-0.13906360,1.99318200
0.091,-0.14022650,1.99304200
0.092,-0.14138250,1.99290100
0.093,-0.14253170,1.99275900
0.094,-0.14367420,1.99261600
0.095,-0.14480980,1.99247200
0.096,-0.14593880,1.99232700
0.097,-0.14706110,1.99218000
0.098,-0.14817680,1.99203300
0.099,-0.14928590,1.99188400
0.100,-0.15038850,1.99173400
0.101,-0.15148460,1.99158300
0.102,-0.15257420,1.99143100
0.103,-0.15365740,1.99127800
0.104,-0.15473430,1.99112400
0.105,-0.15580480,1.99096900
0.106,-0.15686910,1.99081200
0.107,-0.15792700,1.99065500
0.108,-0.15897880,1.99049600
0.109,-0.16002440,1.99033700
0.110,-0.16106390,1.99017600
0.111,-0.16209730,1.99001500
0.112,-0.16312460,1.98985200
0.113,-0.16414590,1.98968800
0.114,-0.16516120,1.98952400
0.115,-0.16617060,1.98935800
0.116,-0.16717420,1.98919100
0.117,-0.16817180,1.98902400
0.118,-0.16916360,1.98885500
0.119,-0.17014960,1.98868500
0.120,-0.17112990,1.98851500
0.121,-0.17210450,1.98834300
0.122,-0.17307340,1.98817100
0.123,-0.17403660,1.98799700
0.124,-0.17499430,1.98782300
0.125,-0.17594630,1.98764700
0.126,-0.17689290,1.98747100
0.127,-0.17783390,1.98729300
0.128,-0.17876950,1.98711500
0.129,-0.17969970,1.98693600
0.130,-0.18062440,1.98675600
0.131,-0.18154390,1.98657400
0.132,-0.18245790,1.98639200
0.133,-0.18336670,1.98621000
0.134,-0.18427030,1.98602600
0.135,-0.18516860,1.98584100
