"Time [s]","FMI_Link_CoupledClutches1.J1_w0 [rad_per_sec]","FMI_Link_CoupledClutches1.J2_w0 [rad_per_sec]","FMI_Link_CoupledClutches1.J3_w0 [rad_per_sec]","FMI_Link_CoupledClutches1.J4_w0 [rad_per_sec]"
0,10,0,0,0
1.5E-005,9.99985007073117,0.000149999954663471,-1.21680009818048E-015,-1.21681303478616E-015
9E-005,9.99910219147843,0.000899999779612415,-1.34441069388203E-015,-1.34448789734036E-015
0.000465,9.99538488317547,0.00464999929985233,-2.86229373536173E-015,-2.86268707105292E-015
0.001965,9.98095715119215,0.0196499886357806,-7.0533856533217E-015,-7.05399748301264E-015
0.002999998991077,9.97141346273652,0.0299999484254894,-6.54684639833647E-015,-6.54816210782254E-015
0.003014998991077,9.97127761483144,0.0301499477581082,-6.3352101342673E-015,-6.33654488457199E-015
0.003089998991077,9.97060031049453,0.0308999441852613,-7.45584149974832E-015,-7.45722389561422E-015
0.003464998991077,9.96723576395044,0.0346499233855404,-1.07414077632484E-014,-1.07431409684735E-014
0.004964998991077,9.95421584463124,0.0496497648220711,-1.25593979660721E-014,-1.25629022203235E-014
0.005999999017153,9.9456396644333,0.059999570763237,-1.25038868148408E-014,-1.25078670895978E-014
0.006014999017153,9.94551780976141,0.0601495673430996,-1.25038868148408E-014,-1.25078687040487E-014
0.006089999017153,9.94491044580367,0.0608995497133513,-1.13520304267922E-014,-1.13560434899631E-014
0.006464999017153,9.9418952933083,0.0646494552981736,-8.65973959207622E-015,-8.66402117919589E-015
0.007964999017153,9.93026582639222,0.0796489356543368,-1.08801856413265E-014,-1.08859108151516E-014
0.00899999857756922,9.92264157178688,0.0899984256469946,-1.28508315100362E-014,-1.28574585387155E-014
0.00901499857756921,9.92253346268828,0.0901484173423182,-1.32810429320784E-014,-1.32876777586052E-014
0.00908999857756921,9.92199478386693,0.0908983749967618,-1.14075415780235E-014,-1.14141914027931E-014
0.00946499857756922,9.91932255694161,0.0946481536716863,-7.68829444552921E-015,-7.69513203350888E-015
0.0109649985775692,9.90905384291781,0.109647059771765,-1.20181642415673E-014,-1.20256539258612E-014
0.0119999990693066,9.90235746180097,0.119996100695584,-1.28230759344206E-014,-1.28305989378982E-014
0.0120149990693066,9.90226272865868,0.120146085374653,-1.30589983271534E-014,-1.30665259784205E-014
0.0120899990693066,9.90179087032734,0.120896007654718,-1.35585986882347E-014,-1.35661727041995E-014
0.0124649990693066,9.89945205794362,0.124645606127036,-1.40165656858926E-014,-1.40243667024972E-014
0.0139649990693066,9.89050232487402,0.13964372480317,-9.88098491916389E-015,-9.88959844005781E-015
0.0149999986297233,9.8847015551428,0.149992150950824,-1.02973185533983E-014,-1.0306404498224E-014
0.0150149986297233,9.88461970966779,0.150142126482027,-1.07414077632484E-014,-1.07505000311321E-014
0.0150899986297233,9.88421221434889,0.150892002729671,-1.20736753927986E-014,-1.20827988680819E-014
0.0154649986297233,9.88219434745817,0.154641367709353,-1.61259894326804E-014,-1.61352643269879E-014
0.0169649986297233,9.87451012219948,0.169638485805335,-1.98729921407903E-014,-1.98827815183117E-014
0.017999998190139,9.86956473945123,0.179986159415233,-2.07334149848748E-014,-2.07434753485536E-014
0.018014998190139,9.86949517904798,0.180136123667086,-2.02615701994091E-014,-2.02716316379681E-014
0.018089998190139,9.86914901840243,0.180885943224915,-1.91791027503996E-014,-1.91891809525271E-014
0.018464998190139,9.86743678139637,0.18463502142521,-1.60427227058335E-014,-1.60528214751955E-014
0.019964998190139,9.86095336735526,0.199630925798871,-1.45161660469739E-014,-1.45264965204391E-014
0.0209999986818764,9.85681556394767,0.209977709117885,-1.33226762955019E-014,-1.33334125886656E-014
0.0210149986818764,9.85675757708092,0.21012765995906,-1.39332989590457E-014,-1.39440383119544E-014
0.0210899986818764,9.85646917887861,0.210877412170454,-1.40443212615082E-014,-1.40550873271021E-014
0.0214649986818764,9.85504454598476,0.214626150308556,-1.31838984174237E-014,-1.31947939589054E-014
0.0229649986818764,9.84968659917811,0.229620627834485,-8.93729534823251E-015,-8.94862859201658E-015
0.0239999991736148,9.84630141537914,0.239966364500628,-9.13158437754191E-015,-9.14314621331894E-015
0.0240149991736148,9.846254187901,0.240116299799991,-9.32587340685131E-015,-9.33743812389281E-015
0.0240899991736148,9.84601946778539,0.24086597400931,-1.0325074129014E-014,-1.03366293672569E-014
0.0244649991736148,9.8448618633522,0.244614318807333,-1.26565424807268E-014,-1.26681054367482E-014
0.0259649991736148,9.8405440623279,0.259607156380739,-1.22124532708767E-014,-1.22242089990664E-014
0.0269999996653531,9.83784986279317,0.269951699358133,-1.27675647831893E-014,-1.27793863951076E-014
0.0270149996653531,9.83781248519237,0.270101616984773,-1.17128529097954E-014,-1.17246750836116E-014
0.0270899996653531,9.83762688304751,0.270851202537484,-1.17128529097954E-014,-1.17246775903246E-014
0.0274649996653531,9.83671336474484,0.27459910072314,-1.12132525487141E-014,-1.1225115789572E-014
0.0289649996653531,9.83334117017319,0.289590085262549,-8.43769498715119E-015,-8.44976385425363E-015
0.029999998294448,9.83127020045796,0.299933268918553,-8.21565038222616E-015,-8.22784151683288E-015
0.030014998294448,9.83124167594644,0.300083166741818,-8.04911692853238E-015,-8.06130948440152E-015
0.030089998294448,9.83110019644153,0.300832652984711,-8.43769498715119E-015,-8.44989143627198E-015
0.030464998294448,9.83040565924285,0.304580051292378,-8.32667268468867E-015,-8.33888557205761E-015
0.031964998294448,9.82787615445326,0.319568969743997,-2.94209101525666E-015,-2.95431111239858E-015
0.0329999987861846,9.8263551292282,0.329910684307203,-8.32667268468867E-016,-8.44900461021225E-016
0.0330149987861846,9.82633438262368,0.330060560196701,-1.22124532708767E-015,-1.2334792871834E-015
0.0330899987861846,9.82623163972696,0.330809936477857,-1.94289029309402E-015,-1.95512491386941E-015
0.0334649987861846,9.82572903961487,0.334556781648397,-3.71924713249427E-015,-3.73148979974113E-015
0.0349649987861846,9.82393184751515,0.349543420985222,-3.77475828372553E-015,-3.78702709964531E-015
0.0359999974152795,9.82288262634239,0.359883482254302,-3.66373598126302E-015,-3.67600330227604E-015
0.0360149974152795,9.82286851361014,0.360033334079983,-2.16493489801906E-015,-2.17720212395506E-015
0.0360899974152795,9.82279877838768,0.360782589749181,-2.38697950294409E-015,-2.39924624246282E-015
0.0364649974152795,9.82245937236283,0.364528828532007,-4.05231403988182E-015,-4.06457800496395E-015
0.0379649974152795,9.82127763509594,0.379512975762266,-8.88178419700125E-015,-8.89404717823452E-015
0.0389999997696593,9.82061789378277,0.389851292603716,-8.38218383591993E-015,-8.39443996615222E-015
0.0390149997696593,9.82060921222979,0.390001118235816,-9.93649607039515E-015,-9.94875189422148E-015
0.0390899997696593,9.82056646389375,0.390750242644316,-8.82627304576999E-015,-8.83853012627365E-015
0.0394649997696593,9.82036006608322,0.394495821796285,-4.71844785465692E-015,-4.73070213016574E-015
0.0409649997696593,9.81967148608533,0.409477263958795,9.99200722162641E-016,9.87019353320527E-016
0.0419999983987562,9.81931546888864,0.419813615021356,1.49880108324396E-015,1.48665742455163E-015
0.0420149983987562,9.81931096783309,0.41996341233056,2.1094237467878E-015,2.09728078961482E-015
0.0420899983987562,9.81928894715456,0.420712394831808,5.55111512312578E-016,5.42975120694344E-016
0.0424649983987562,9.81918419661164,0.424457261120772,-3.21964677141295E-015,-3.23176379529242E-015
0.0439649983987562,9.81886212177212,0.439435785299484,-3.27515792264421E-015,-3.28723354846616E-015
0.0450000007531359,9.81872138651539,0.449770098087619,-3.83026943495679E-015,-3.84225669718926E-015
0.0450150007531359,9.81871977843035,0.449919864944937,-2.77555756156289E-015,-2.78754344165851E-015
0.0450900007531359,9.818712043509,0.45066869489405,-3.71924713249427E-015,-3.73122308613402E-015
0.0454650007531359,9.81867668362679,0.454412795096243,-5.21804821573824E-015,-5.22998847721866E-015
0.0469650007531359,9.81859123547253,0.469388188409358,-1.16573417585641E-015,-1.17763626261664E-015
0.0479999993822328,9.81857545144134,0.479720241657562,-8.88178419700125E-016,-9.00084646166626E-016
0.0480149993822328,9.81857542338437,0.479869975934513,2.22044604925031E-016,2.10138954377249E-016
0.0480899993822328,9.81857540683503,0.480618642689153,-1.11022302462516E-016,-1.22927988307673E-016
0.0484649993822328,9.81857657170751,0.484361923593589,-5.55111512312578E-016,-5.67002362441332E-016
0.0499649993822328,9.81859579861012,0.499333973211563,4.9960036108132E-016,4.87831137818929E-016
0.050999998011326,9.8186135441714,0.509663657276182,-1.11022302462516E-015,-1.12190729453023E-015
0.051014998011326,9.81861376946875,0.50981335684471,-2.33146835171283E-015,-2.34315139806348E-015
0.051089998011326,9.81861483686547,0.510561849764676,-1.66533453693773E-015,-1.67699970385532E-015
0.051464998011326,9.81861934375745,0.514304258171096,-7.7715611723761E-016,-7.8879096227859E-016
0.052964998011326,9.81861039499256,0.529272751308158,-2.66453525910038E-015,-2.67617295372992E-015
0.0540000003657058,9.81856997230005,0.539599956550804,-1.99840144432528E-015,-2.00992731775781E-015
0.0540150003657058,9.81856912233463,0.539749619283306,-1.22124532708767E-015,-1.23276964228795E-015
0.0540900003657058,9.81856463115976,0.540497927730629,-1.11022302462516E-015,-1.12173666170437E-015
0.0544650003657058,9.81853927534641,0.544239410449991,-2.22044604925031E-016,-2.33520255393316E-016
0.0559650003657058,9.81836958151417,0.559204134366109,1.11022302462516E-015,1.09882433503963E-015
0.0569999989948026,9.81817983173886,0.569528639673409,7.7715611723761E-016,7.65834017101565E-016
0.0570149989948026,9.81817658776676,0.56967826344289,4.44089209850063E-016,4.32768691991536E-016
0.0570899989948026,9.81815994648946,0.570426376782683,5.55111512312578E-016,5.4379880646243E-016
0.0574649989948026,9.8180717965866,0.574166880641402,1.4432899320127E-015,1.4320151204578E-015
0.0589649989948026,9.81761024887166,0.589127622659463,3.44169137633799E-015,3.43048357471678E-015
0.0599999976238958,9.81718136193131,0.599449318469734,2.44249065417534E-015,2.4312624296286E-015
0.0600149976238958,9.81717442680276,0.599598901149713,3.77475828372553E-015,3.76353018238538E-015
0.0600899976238958,9.81713915346349,0.600346808749638,2.88657986402541E-015,2.87535518173918E-015
0.0604649976238958,9.81695584410924,0.60408628058692,1.22124532708767E-015,1.2100361034206E-015
0.0619649976238958,9.81607395937911,0.619042828081861,4.9960036108132E-015,4.98482118156355E-015
0.0629999999782756,9.81531826981746,0.629361604839634,6.32827124036339E-015,6.31709291789283E-015
0.0630149999782756,9.81530637950282,0.629511144304153,5.21804821573824E-015,5.20687002601079E-015
0.0630899999782756,9.81524615930981,0.630258835534525,5.77315972805081E-015,5.7619820208748E-015
