"time","valves_mv1","valves_mv2","valves_mv3","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","egsCarSpeed","egsGear","egsTargetGear","tShiftStart"
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,0,0,0,0,0,0,-2,0,0
0.02,0,0,0,0,0,0.02,0.02,0,0,0,-2,0,0
0.03,0,0,0,0,0,0.040000000000000001,0.040000000000000001,0,0,0,-2,0,0
0.04,0,0,0,0,0,0.059999999999999998,0.059999999999999998,0,0,0,-2,0,0
0.05,0,0,0,0,0,0.080000000000000002,0.080000000000000002,0,0,0,-2,0,0
0.06,0,0,0,0,0,0.10000000000000001,0.10000000000000001,0,0,0,-2,0,0
0.07,0,0,0,0,0,0.12,0.12,0,0,0,-2,0,0
0.08,0,0,0,0,0,0.14000000000000001,0.14000000000000001,0,0,0,-2,0,0
0.09,0,0,0,0,0,0.16,0.16,0,0,0,-2,0,0
0.1,0,0,0,0,0,0.17999999999999999,0.17999999999999999,0,0,0,-2,0,0
0.11,0,0,0,0,0,0.20000000000000001,0.20000000000000001,0,0,0,-2,0,0
0.12,0,0,0,0,0,0.22,0.22,0,0,0,-2,0,0
0.13,0,0,0,0,0,0.23999999999999999,0.23999999999999999,0,0,0,-2,0,0
0.14,0,0,0,0,0,0.26000000000000001,0.26000000000000001,0,0,0,-2,0,0
0.15,0,0,0,0,0,0.28000000000000003,0.28000000000000003,0,0,0,-2,0,0
0.16,0,0,0,0,0,0.29999999999999999,0.29999999999999999,0,0,0,-2,0,0
0.17,0,0,0,0,0,0,0,0,0,0,-2,0,0
0.18,0,0,0,0,0,0,0,0,0,0,-2,0,0.17000000000000001
0.19,0,0,0,0,0,0.02,0.02,0,0,0,-2,0,0.17000000000000001
0.2,0,0,0,0,0,0.040000000000000001,0.040000000000000001,0,0,0,-2,0,0.17000000000000001
0.21,0,0,0,0,0,0.059999999999999998,0.059999999999999998,0,0,0,-2,0,0.17000000000000001
