time,U@resistance,I@variable_resistance
0.0,0.0,-0.0
1e-07,0.000131933165504,-3.49315424191e-09
1e-07,0.000131933165504,-3.49315424191e-09
2e-07,0.0010460052079299998,-1.39389004476e-08
2e-07,0.0010460052079299998,-1.39389004476e-08
3e-07,0.00347944673101,-3.12413476359e-08
3e-07,0.00347944673101,-3.12413476359e-08
4e-07,0.00815148798874,-5.52389846837e-08
4e-07,0.00815148798874,-5.52389846837e-08
5e-07,0.0157268951229,-8.57091273826e-08
5e-07,0.0157268951229,-8.57091273826e-08
6e-07,0.0268146696515,-1.22370378867e-07
6e-07,0.0268146696515,-1.22370378867e-07
7e-07,0.041960164729300004,-1.64885766627e-07
7e-07,0.041960164729300004,-1.64885766627e-07
8e-07,0.061638105117,-2.12866529571e-07
8e-07,0.061638105117,-2.12866529571e-07
9.000000000000001e-07,0.0862465255773,-2.65876406164e-07
9.000000000000001e-07,0.0862465255773,-2.65876406164e-07
1e-06,0.11610168743100001,-3.23436373291e-07
1e-06,0.11610168743100001,-3.23436373291e-07
1.1e-06,0.151434021018,-3.85029781405e-07
1.1e-06,0.151434021018,-3.85029781405e-07
1.2e-06,0.19238505342599999,-4.5010780936000006e-07
1.2e-06,0.19238505342599999,-4.5010780936000006e-07
1.3e-06,0.239005713097,-5.18095277404e-07
1.3e-06,0.239005713097,-5.18095277404e-07
1.4e-06,0.291255322582,-5.88396544142e-07
1.4e-06,0.291255322582,-5.88396544142e-07
1.5e-06,0.349001937324,-6.60401640458e-07
1.5e-06,0.349001937324,-6.60401640458e-07
1.6e-06,0.41202384273000003,-7.334924614920001e-07
1.6e-06,0.41202384273000003,-7.334924614920001e-07
1.7e-06,0.480011602678,-8.07048968667e-07
1.7e-06,0.480011602678,-8.07048968667e-07
1.8000000000000001e-06,0.552571881305,-8.804553811659999e-07
1.8000000000000001e-06,0.552571881305,-8.804553811659999e-07
1.9e-06,0.6292317388440001,-9.531061972020001e-07
1.9e-06,0.6292317388440001,-9.531061972020001e-07
2e-06,0.709443977282,-1.02441207583e-06
2e-06,0.709443977282,-1.02441207583e-06
2.1000000000000002e-06,0.792593346955,-1.09380548221e-06
2.1000000000000002e-06,0.792593346955,-1.09380548221e-06
2.2e-06,0.878003502994,-1.1607460175e-06
2.2e-06,0.878003502994,-1.1607460175e-06
2.3e-06,0.964944668783,-1.2247254205e-06
2.3e-06,0.964944668783,-1.2247254205e-06
2.4e-06,1.05264189688,-1.28527217087e-06
2.4e-06,1.05264189688,-1.28527217087e-06
2.5e-06,1.14028383441,-1.34195565419e-06
2.5e-06,1.14028383441,-1.34195565419e-06
2.6e-06,1.22703189181,-1.39438984968e-06
2.6e-06,1.22703189181,-1.39438984968e-06
2.7000000000000004e-06,1.31202971017,-1.44223650764e-06
2.7000000000000004e-06,1.31202971017,-1.44223650764e-06
2.8e-06,1.39441282043,-1.48520778907e-06
2.8e-06,1.39441282043,-1.48520778907e-06
2.8999999999999998e-06,1.4733183859399999,-1.52306834607e-06
2.8999999999999998e-06,1.4733183859399999,-1.52306834607e-06
3e-06,1.5478949205399999,-1.55563682788e-06
3e-06,1.5478949205399999,-1.55563682788e-06
3.1e-06,1.6173118749200002,-1.5827868037299999e-06
3.1e-06,1.6173118749200002,-1.5827868037299999e-06
3.2e-06,1.68076898676,-1.60444710009e-06
3.2e-06,1.68076898676,-1.60444710009e-06
3.3e-06,1.7375052935900002,-1.62060155571e-06
3.3e-06,1.7375052935900002,-1.62060155571e-06
3.4e-06,1.7868077115,-1.63128820481e-06
3.4e-06,1.7868077115,-1.63128820481e-06
3.5000000000000004e-06,1.8280190884999998,-1.63659790401e-06
3.5000000000000004e-06,1.8280190884999998,-1.63659790401e-06
3.6000000000000003e-06,1.8605456479700002,-1.63667242502e-06
3.6000000000000003e-06,1.8605456479700002,-1.63667242502e-06
3.7000000000000006e-06,1.88386374478,-1.6317020399700002e-06
3.7000000000000006e-06,1.88386374478,-1.6317020399700002e-06
3.8e-06,1.8975258576700003,-1.6219226259e-06
3.8e-06,1.8975258576700003,-1.6219226259e-06
3.9e-06,1.90116578643,-1.6076123544700002e-06
3.9e-06,1.90116578643,-1.6076123544700002e-06
4e-06,1.89450295568,-1.5890879517700001e-06
4e-06,1.89450295568,-1.5890879517700001e-06
4.1e-06,1.87734582087,-1.56670062725e-06
4.1e-06,1.87734582087,-1.56670062725e-06
4.2000000000000004e-06,1.8495943311400003,-1.5408316942299999e-06
4.2000000000000004e-06,1.8495943311400003,-1.5408316942299999e-06
4.2999999999999995e-06,1.8112414301900002,-1.5118879378399999e-06
4.2999999999999995e-06,1.8112414301900002,-1.5118879378399999e-06
4.4e-06,1.7623736245,-1.48029679272e-06
4.4e-06,1.7623736245,-1.48029679272e-06
4.5e-06,1.7031704128100003,-1.4465013327700002e-06
4.5e-06,1.7031704128100003,-1.4465013327700002e-06
4.6e-06,1.63390301977,-1.41095524385e-06
4.6e-06,1.63390301977,-1.41095524385e-06
4.7e-06,1.55493199284,-1.37411770693e-06
4.7e-06,1.55493199284,-1.37411770693e-06
4.8e-06,1.46670392158,-1.33644832289e-06
