    "time","Piston.body.r_0[2]","Inertia.w"
         0,0.39999993,         0
   0.00025,0.39999992,0.0023511883
    0.0005,0.39999992,0.0047037585
   0.00075,0.39999992,0.0070590934
     0.001,0.39999992,0.0094185773
   0.00125,0.39999992,0.011783597
    0.0015,0.39999992,0.014155543
   0.00175,0.39999992,0.016535809
     0.002,0.39999992,0.018925794
   0.00225,0.39999992,0.021326903
    0.0025,0.39999992,0.023740547
   0.00275,0.39999992,0.026168146
     0.003,0.39999992,0.028611124
   0.00325,0.39999992,0.03107092
    0.0035,0.39999992,0.033548977
   0.00375,0.39999991,0.036046754
     0.004,0.39999991,0.038565717
   0.00425,0.39999991,0.041107348
    0.0045,0.39999991,0.043673141
   0.00475,0.39999991,0.046264603
     0.005,0.39999991,0.048883257
   0.00525, 0.3999999,0.051530643
    0.0055, 0.3999999,0.054208317
   0.00575, 0.3999999,0.056917853
     0.006, 0.3999999,0.059660843
   0.00625,0.39999989,0.062438899
    0.0065,0.39999989,0.065253654
   0.00675,0.39999989,0.068106763
     0.007,0.39999988,0.070999903
   0.00725,0.39999988,0.073934773
    0.0075,0.39999988, 0.0769131
   0.00775,0.39999987,0.079936633
     0.008,0.39999987,0.083007149
   0.00825,0.39999987,0.086126454
    0.0085,0.39999986,0.08929638
   0.00875,0.39999986,0.092518791
     0.009,0.39999985,0.095795581
   0.00925,0.39999985,0.099128676
    0.0095,0.39999984,0.10252003
   0.00975,0.39999984,0.10597165
      0.01,0.39999983,0.10948555
   0.01025,0.39999982, 0.1130638
    0.0105,0.39999982,0.11670851
   0.01075,0.39999981,0.12042181
     0.011, 0.3999998,0.12420589
   0.01125,0.39999979,0.12806297
    0.0115,0.39999979,0.13199532
   0.01175,0.39999978,0.13600526
     0.012,0.39999977,0.14009513
   0.01225,0.39999976,0.14426734
    0.0125,0.39999975,0.14852434
   0.01275,0.39999974,0.15286864
     0.013,0.39999973,0.15730279
   0.01325,0.39999972,0.16182939
    0.0135, 0.3999997,0.16645111
   0.01375,0.39999969,0.17117066
     0.014,0.39999968,0.17599081
   0.01425,0.39999966,0.18091441
    0.0145,0.39999965,0.18594433
   0.01475,0.39999963,0.19108354
     0.015,0.39999962,0.19633505
   0.01525, 0.3999996,0.20170197
    0.0155,0.39999958,0.20718743
   0.01575,0.39999956,0.21279466
     0.016,0.39999954,0.21852695
   0.01625,0.39999952,0.22438769
    0.0165, 0.3999995, 0.2303803
   0.01675,0.39999948,0.23650832
     0.017,0.39999945,0.24277533
   0.01725,0.39999943,0.24918504
    0.0175, 0.3999994,0.25574119
   0.01775,0.39999938,0.26244765
     0.018,0.39999935,0.26930836
   0.01825,0.39999932,0.27632734
    0.0185,0.39999928,0.28350873
   0.01875,0.39999925,0.29085674
     0.019,0.39999921,0.29837568
   0.01925,0.39999918,0.30606999
    0.0195,0.39999914,0.31394417
   0.01975, 0.3999991,0.32200286
      0.02,0.39999906,0.33025079
   0.02025,0.39999901, 0.3386928
    0.0205,0.39999896,0.34733387
   0.02075,0.39999891,0.35617905
     0.021,0.39999886,0.36523356
   0.02125,0.39999881, 0.3745027
    0.0215,0.39999875,0.38399194
   0.02175,0.39999869,0.39370683
     0.022,0.39999863,0.40365309
   0.02225,0.39999856,0.41383656
    0.0225,0.39999849,0.42426323
   0.02275,0.39999842,0.43493921
     0.023,0.39999834,0.44587079
   0.02325,0.39999826,0.45706437
    0.0235,0.39999817,0.46852654
   0.02375,0.39999809,0.48026403
     0.024,0.39999799,0.49228372
   0.02425,0.39999789,0.50459269
    0.0245,0.39999779,0.51719816
   0.02475,0.39999768,0.53010753
     0.025,0.39999757,0.54332838
   0.02525,0.39999745,0.55686849
    0.0255,0.39999733,0.57073578
   0.02575, 0.3999972,0.58493842
     0.026,0.39999706,0.59948474
   0.02625,0.39999691,0.61438327
    0.0265,0.39999676,0.62964277
   0.02675, 0.3999966,0.64527219
     0.027,0.39999644,0.66128071
   0.02725,0.39999626,0.67767773
    0.0275,0.39999608,0.69447285
   0.02775,0.39999589,0.71167595
     0.028,0.39999568,0.72929712
   0.02825,0.39999547, 0.7473467
    0.0285,0.39999525,0.76583528
   0.02875,0.39999501, 0.7847737
     0.029,0.39999477,0.80417307
   0.02925,0.39999451,0.82404478
    0.0295,0.39999424,0.84440047
   0.02975,0.39999395,0.86525209
      0.03,0.39999365,0.88661186
   0.03025,0.39999334,0.90849231
    0.0305,0.39999301,0.93090625
   0.03075,0.39999267,0.95386684
     0.031, 0.3999923,0.97738752
   0.03125,0.39999192, 1.0014821
    0.0315,0.39999153, 1.0261646
   0.03175,0.39999111, 1.0514497
     0.032,0.39999067, 1.0773519
   0.03225, 0.3999902, 1.1038866
    0.0325,0.39998972, 1.1310693
   0.03275,0.39998921, 1.1589159
     0.033,0.39998868, 1.1874426
   0.03325,0.39998812, 1.2166662
    0.0335,0.39998753, 1.2466038
   0.03375,0.39998691, 1.2772728
     0.034,0.39998626, 1.3086913
   0.03425,0.39998558, 1.3408775
    0.0345,0.39998487, 1.3738503
   0.03475,0.39998412,  1.407629
     0.035,0.39998333, 1.4422333
   0.03525, 0.3999825, 1.4776833
    0.0355,0.39998164, 1.5139998
   0.03575,0.39998073,  1.551204
     0.036,0.39997977, 1.5893175
   0.03625,0.39997877, 1.6283626
    0.0365,0.39997772, 1.6683621
   0.03675,0.39997661, 1.7093392
     0.037,0.39997545, 1.7513178
   0.03725,0.39997423, 1.7943224
    0.0375,0.39997296, 1.8383779
   0.03775,0.39997161,   1.88351
     0.038,0.39997021,  1.929745
   0.03825,0.39996873, 1.9771095
    0.0385,0.39996718, 2.0256313
   0.03875,0.39996555, 2.0753383
     0.039,0.39996384, 2.1262595
   0.03925,0.39996205, 2.1784243
    0.0395,0.39996016, 2.2318629
   0.03975,0.39995819, 2.2866063
      0.04,0.39995611,  2.342686
   0.04025,0.39995394, 2.4001345
    0.0405,0.39995165, 2.4589849
   0.04075,0.39994925, 2.5192712
     0.041,0.39994674, 2.5810281
   0.04125,0.39994409,  2.644291
    0.0415,0.39994132, 2.7090965
   0.04175,0.39993841, 2.7754816
     0.042,0.39993535, 2.8434844
   0.04225,0.39993215,  2.913144
    0.0425,0.39992878,    2.9845
   0.04275,0.39992525, 3.0575934
     0.043,0.39992154, 3.1324658
   0.04325,0.39991765, 3.2091598
    0.0435,0.39991356,  3.287719
   0.04375,0.39990928, 3.3681881
     0.044,0.39990478, 3.4506126
   0.04425,0.39990005, 3.5350392
    0.0445, 0.3998951, 3.6215156
   0.04475,0.39988989, 3.7100904
     0.045,0.39988443, 3.8008135
   0.04525, 0.3998787, 3.8937358
    0.0455,0.39987269, 3.9889092
   0.04575,0.39986638,  4.086387
     0.046,0.39985975, 4.1862234
   0.04625, 0.3998528, 4.2884738
    0.0465,0.39984551, 4.3931948
   0.04675,0.39983785, 4.5004444
     0.047,0.39982981, 4.6102815
   0.04725,0.39982138, 4.7227664
    0.0475,0.39981253, 4.8379605
   0.04775,0.39980324, 4.9559266
     0.048,0.39979349, 5.0767288
   0.04825,0.39978327, 5.2004322
    0.0485,0.39977253, 5.3271034
   0.04875,0.39976127, 5.4568103
     0.049,0.39974945,  5.589622
   0.04925,0.39973705,  5.725609
    0.0495,0.39972403,  5.864843
   0.04975,0.39971038, 6.0073971
      0.05,0.39969605, 6.1533457
   0.05025,0.39968101, 6.3027644
    0.0505,0.39966524, 6.4557303
   0.05075,0.39964868, 6.6123215
     0.051,0.39963132, 6.7726177
   0.05125,0.39961309, 6.9366997
    0.0515,0.39959398, 7.1046496
