"Time","FMU"
8.1930659288334114e-05,281.47489875885401
8.2292979275665337e-05,281.46885001972993
8.272719658512094e-05,281.46160099454852
8.3195799681572743e-05,281.45377791883118
8.3609127157349285e-05,281.44687764126138
8.3952592671559913e-05,281.44114367224108
8.4289382491602836e-05,281.43552115122918
8.4687856545656123e-05,281.42886884702602
8.5154573278771884e-05,281.42107727065741
8.5605965200226687e-05,281.41354153520433
8.597681892349151e-05,281.40735034114192
8.6303637792698026e-05,281.40189428510769
8.6664871168133816e-05,281.39586369939377
8.7105605091800925e-05,281.38850589870526
8.7581345958915528e-05,281.38056367891824
8.7993120306010945e-05,281.37368934484596
8.8329959486307545e-05,281.36806601098982
8.8662572326887894e-05,281.36251323432811
8.9063599745689158e-05,281.35581831754223
8.9537731707488795e-05,281.34790296513216
8.9991887860336019e-05,281.34032109875886
9.0358286671001788e-05,281.33420429016036
9.0679685487098389e-05,281.32883873041527
9.1040093737706368e-05,281.32282193265507
9.1485642379224909e-05,281.31538376903831
9.1966691871598933e-05,281.30735294213605
9.2377345920821691e-05,281.30049732558291
9.2709412461651527e-05,281.29495368011641
9.3038977850501688e-05,281.2894517907298
9.3441666649992088e-05,281.2827291526491
9.3921009032381624e-05,281.27472683259703
9.428443271108366e-05,281.26865970376389
9.4647856389785696e-05,281.26259257601436
9.5067044894607335e-05,281.25559449121732
9.5520923881878912e-05,281.24801727256096
9.593913606627678e-05,281.24103548980378
9.6298138397521056e-05,281.23504217851081
9.6643375389688209e-05,281.22927867163071
9.7033973327541562e-05,281.22275789446456
9.7483166879081397e-05,281.21525890338876
9.7929889607504067e-05,281.20780116272073
9.8313145245806531e-05,281.20140296447386
9.8652864069248474e-05,281.19573158543153
9.9013962887899645e-05,281.18970328267392
9.9440652756485986e-05,281.18257998267552
9.9904080421353534e-05,281.17484337159874
0.00010032145531114754,281.16787558192453
0.00010067188258357105,281.16202543825193
0.00010101088949956996,281.1563659505768
0.00010140436362942148,281.14979717134713
0.0001018636194821016,281.14213021322524
0.00010231503997358342,281.13459406270943
0.00010269243820398849,281.12829366353674
0.00010302405032884012,281.12275763229491
0.00010338341940679781,281.11675821925468
0.00010381714634204943,281.10951745569059
0.00010428901805027687,281.101639893943
0.0001047051914667556,281.09469217697688
0.00010504801799477363,281.08896893481824
0.00010538183230318769,281.08339614610315
0.00010577797542572667,281.07678282404737
0.00010624591023724559,281.06897099347606
0.00010670104334132592,281.06137287979482
0.00010707335189944795,281.05515746247841
0.00010739833087476525,281.04973217863238
0.00010775643529155903,281.04375389101824
0.00010819588621948967,281.03641758517062
0.00010867446933495427,281.02842799839965
0.0001090895391865124,281.0214987195277
0.00010942642287448285,281.01587470086332
0.00010975626646287219,281.01036821224022
0.00011015441421383396,281.0037214385934
0.00011062894751039836,280.99579946809405
0.00011108686301183108,280.98815492071816
0.00011145539576219252,280.98200255092053
0.00011177549609554006,280.97665872383897
0.00011213261600998073,280.97069688451649
0.00011257606851014079,280.96329379124347
0.0001130594826914205,280.95522357072991
0.00011347387360108736,280.94830564110288
0.00011380666240303424,280.94274999536134
0.00011413367422450939,280.93729079261703
0.00011453299555353938,280.93062444123245
0.00011501196798469214,280.92262837988238
0.00011537813347943359,280.91651554130101
0.00011574429897417504,280.91040270381166
0.00011616318098347513,280.90340980798578
0.0001166134695507378,280.89589260670925
0.00011702930302378886,280.88895060666408
0.00011738970012831318,280.8829340726316
0.00011773817567727583,280.87711656019542
0.00011813040159366041,280.87056867257121
0.00011857735522870176,280.86310715242502
0.00011902034120231485,280.85571187069843
0.00011940303212743713,280.84932316585275
0.00011974542304298421,280.84360723696255
0.00012010947050978827,280.83752977117604
0.00012053614469187977,280.83040680650583
0.00012099591988122697,280.82273125016673
0.00012141063050010204,280.81580801003628
0.0001217622084747778,280.80993871665805
0.00012210447957654796,280.80422479452233
0.000122499954432096,280.79762268258878
0.00012295730435761193,280.78998762126412
0.00012340482658406394,280.78251662651746
0.00012378124929702619,280.77623257763406
0.00012411525981513376,280.77065656431614
0.00012447777769266556,280.76460464660357
0.00012491209917458676,280.75735403215663
0.00012538054679152254,280.74953371367161
0.00012579365628036273,280.7426372177502
0.00012613709557473206,280.73690380488671
0.00012647405253682299,280.73127860971209
0.0001268727211343748,280.72462319515574
0.00012733942966609071,280.71683191658104
0.00012779058455060209,280.70930029381663
0.00012816128630205821,280.70311176458063
0.00012848817855647484,280.69765459605412
0.00012884962810962586,280.69162052590093
0.00012929050582056515,280.68426047663428
0.00012976609926627496,280.6763208817631
0.00013017762545867702,280.6694508322019
0.00013051440993086904,280.66382852762456
0.00013084718988778292,280.65827307562029
0.000131248443719721,280.65157451712372
0.00013172260094763898,280.6436589061052
0.00013217650763290651,280.63608136064363
0.000132542721086912,280.62996777246673
0.00013286417448962211,280.62460141202018
0.00013322481388835795,280.61858087943767
0.00013367054632294718,280.61113980081348
0.00013415146147017248,280.60311138210159
0.00013456183998119284,280.59626050659011
0.00013489382276134229,280.59071837358709
0.00013522355223220795,280.58521385829636
0.00013562649477071037,280.57848712269396
0.00013610589530616089,280.57048399655986
0.0001361582358676973,280.56961022185379
0.0001361582358677012,280.56961022185368
0.00013652144459515322,280.56354680668193
0.00013730051387329963,280.55054101192917
0.00013796589353002174,280.53943316246716
0.00013863127318674385,280.52832532348953
0.00013925785479959338,280.51786518999904
0.00013980941306482146,280.50865750451192
0.00014033853278597663,280.49982441744112
0.0001409215383945199,280.49009177638334
0.0001415796150095241,280.47910592529769
0.00014224043657704288,280.46807427182256
0.00014282363810780706,280.45833841482306
0.00014334730915627284,280.44959636534719
0.00014389361836671517,280.44047641745999
0.00014452295915019894,280.42997038585537
0.00014520312508536521,280.41861592526766
0.00014582964694412557,280.40815701140025
0.0001463683867587385,280.39916352189414
0.00014688735272023955,280.39050015133108
0.00014747431162161786,280.38070176721277
0.00014814815497099382,280.36945301834345
0.00014881742598097763,280.35828064037588
0.00014939204352726925,280.34868838192205
0.00014990237922288773,280.34016922797031
0.0001504452481786993,280.33110701946504
0.00015108603212048098,280.32041034097091
0.00015178081738873763,280.30881226610722
0.00015240632014002861,280.29837077652866
0.00015293224569608221,280.28959156244053
0.00015344179929632299,280.28108567745238
0.00015403311493968392,280.27121499674229
0.00015472236704279965,280.25970954802443
0.00015539908682803307,280.2484133621619
0.00015596508712531653,280.23896541918407
0.00015646315218164418,280.23065152277087
0.00015700327878536647,280.22163556150377
0.00015765477496476135,280.21076064555615
0.00015836272714798565,280.19894343131102
0.00015898682318311587,280.18852602184336
0.00015950133279862572,280.17993787840322
0.00016000282940524383,280.171566991063
0.00016059803114200098,280.16163205313393
0.00016130068432684545,280.14990364893788
0.00016198359677401888,280.13850483712798
0.00016254219895239422,280.12918101226398
0.00016303008000777687,280.12103766802824
0.00016356795590964014,280.11205990189683
0.00016422808075391556,280.10104174028447
0.00016494674958155854,280.0890465214249
0.00016556976836045836,280.07864787442861
0.00016607535278610438,280.07020935534013
0.00016657046304515273,280.06194571063162
0.00016716834891288294,280.05196676059415
0.00016788123843545371,280.04006845978802
0.00016856913103275895,280.02858747463381
0.00016912243489319108,280.01935286727803
0.00016960272205258212,280.01133696329504
0.00017013857866696029,280.00239368117474
0.00017080454218477571,279.99127905305528
0.00017153114895942199,279.97915244288725
0.00017215392137544952,279.96875886964705
0.0001726534424257942,279.96042233543784
0.00017314377892917065,279.95223914615485
0.00017374287716523515,279.94224092699096
0.00017446260689526238,279.93022964301923
0.00017501290151533702,279.92104608988501
0.00017556319613541165,279.91186262071238
0.00017619207202591763,279.9013678697163
0.00017686769330253348,279.89009315213093
0.00017749195631154693,279.8796756148638
0.00017803352708768868,279.87063811646368
0.00017855723045188447,279.8618988645224
0.00017914620498179362,279.85207050445484
0.00017981700113930922,279.84087689576188
0.00018048207876005161,279.8297788496435
0.00018105709928226054,279.82018368370882
0.00018157162388464677,279.81159808068946
0.00018211825592254059,279.80247681048445
0.00018275862753676608,279.79179149589584
0.00018344898861638142,279.78027220183253
0.00018407223154214819,279.76987297023038
0.00018460064317359583,279.76105616536614
0.00018511454054274609,279.75248162890472
0.00018570789328351938,279.74258146762469
0.00018639448207059749,279.73112580410464
0.00018706719269908728,279.7199018566281
0.00018763324619411361,279.71045757148505
0.00018813487325154476,279.70208830134953
0.00018867852076632916,279.69301805434344
0.0001893301016344011,279.68214718329847
0.00019003418068532472,279.6704006173477
0.00019065585318695869,279.66002904246977
0.00019117208196281005,279.65141673223127
0.00019167733163657567,279.6429876860866
0.00019227481623692393,279.63302001755943
0.00019297566719628641,279.6213280936135
0.00019365485128018201,279.60999781052828
0.00019421283367860131,279.60068957474431
0.00019470338252525576,279.59250636514128
0.00019524457424985393,279.58347845669419
0.00019590558647981078,279.57245192001545
0.00019662118115767568,279.56051508006357
0.00019724146585673157,279.55016827849084
0.00019774778436209057,279.54172263567079
0.00019824600337284184,279.53341220206602
0.00019884653393586422,279.52339532328915
0.00019955867936790155,279.51151690372734
0.00020024312238376329,279.50010076110306
0.00020079501204030447,279.49089568665698
0.00020127703789754736,279.48285599390073
0.00020181605500942627,279.47386586815969
0.00020248373753544249,279.46272994583626
0.0002032080615236047,279.45064955823813
0.00020382774791252262,279.44031452242911
0.00020432706892020629,279.43198705055119
0.00020481994936822888,279.42376710480886
0.00020542202319030121,279.41372625516556
0.00020614195228047791,279.40172014401077
0.00020669013209675884,279.39257842510079
0.00020723831191303977,279.38343684951496
0.00020786747259463845,279.3729449959028
0.00020854605668315398,279.36162917473479
0.00020917240043835211,279.35118469379404
0.00020971300956480152,279.34217002011877
0.00021023416587259369,279.33347985977929
0.00021082181384336242,279.32368112879698
0.00021149444666163116,279.31246553148594
0.00021216269478087281,279.30132327204109
0.00021273835300989475,279.29172502370051
0.0002132507851182118,279.28318112033463
0.00021379497694006851,279.27410782811535
0.00021443531461051872,279.26343169646213
0.00021512873923644257,279.25187070616732
0.0002157543480109526,279.24144058034528
0.0002162819349692253,279.23264483206128
0.00021679312741778423,279.22412254925206
0.00021738473289158655,279.21425984578491
0.00021807287442999736,279.20278801985484
0.00021874895246443076,279.19151755265682
0.00021931597318320886,279.18206530398885
0.00021981563784127388,279.17373602953109
0.0002203565637961315,279.16471909666978
0.00022100754291494264,279.15386785580995
0.00022171452812583768,279.14208331321174
0.00022233892525191359,279.13167564399077
0.00022285472641989619,279.12307825757483
0.00022335728131113065,279.11470180697125
0.00022395250296659128,279.10478099963598
0.00022465431445368799,279.09308387882101
0.00022533695497390226,279.08170655683534
0.0002258964190803266,279.07238237536671
0.00022638535957060637,279.06423371098845
0.0002269236026739746,279.05526353503916
0.00022758325902146601,279.04427016302623
0.00022830137698356243,279.03230280742963
0.00022892478628390407,279.02191401362046
0.00022943125480025722,279.0134741513333
0.00022992692143428435,279.00521444474879
0.00023052465834731036,278.99525405645255
0.00023123698990460699,278.98338440831191
0.0002319248819839998,278.97192229644224
0.00023247884281039731,278.96269205028648
0.00023295973217670111,278.95467949687304
0.00023349564574790411,278.9457503048547
0.00023416120420195771,278.93466127155057
0.00023488756342481177,278.92255954386576
0.00023551073532461115,278.91217726940533
0.00023601080884391303,278.90384604055339
0.00023650134620739686,278.89567384147921
0.00023710018837947604,278.88569753036478
0.00023781954450461374,278.87371384722576
0.00023837031784094062,278.864538798171
0.00023892109117726749,278.85536394955858
0.00023954987214486916,278.84488988664589
0.00024022490390832643,278.83364568419898
0.00024084888314841751,278.82325215054959
0.00024139080289551244,278.81422568325411
0.00024191507301929001,278.80549338562031
0.00024250424555156099,278.79568028992151
0.00024317458960147509,278.78451551237754
0.00024383908751790341,278.77344840869443
0.0002444141242264569,278.76387151290004
0.00024492914622407594,278.75529432135068
0.00024547620592190627,278.74618377544709
0.00024611643886331234,278.73552182011269
0.00024680612931870252,278.72403655930941
0.00024742899417371514,278.7136644192318
0.0002479576687163472,278.70486098183545
0.00024847208674173593,278.69629513393664
0.00024906563845545048,278.68641182442764
0.00024975175075177952,278.67498759199702
0.00025042377769740962,278.66379822003881
0.00025098972328072147,278.65437537666452
0.0002514917711474359,278.64601660882028
0.00025203585874012074,278.63695811550491
0.00025268735349228029,278.62611169091161
0.00025339070511253069,278.61440227807515
0.00025401184219106781,278.60406187998211
0.00025452820261587971,278.59546597328557
0.0002550339577586803,278.58704680726561
0.00025563173256017461,278.57709606319844
0.00025633215240842438,278.56543700093101
0.00025701051294229336,278.55414548843396
0.00025756819871907766,278.54486290546726
0.00025805908649084258,278.53669236039491
0.00025860079757890678,278.52767610493578
0.0002592618645943011,278.51667359198797
0.00025997668452628232,278.5047768190762
0.00026059621139921496,278.49446633292291
0.00026110249767509415,278.486040677554
0.00026160124340774717,278.47774070867882
0.00026220223205828004,278.46773950507628
0.00026291404270739664,278.4558944531675
0.00026359748306613344,278.44452188139996
0.00026414883938695894,278.43534748281064
0.00026463112815377121,278.42732254596268
0.00026517080032205381,278.41834301166335
0.00026583874043553982,278.40722956813505
0.00026656223953597154,278.39519211924721
0.00026718089707004363,278.3848993422082
0.00026768000856797864,278.37659571275765
0.00026817347141179683,278.36838625894177
0.00026877622197520208,278.35835891967673
0.00026949594006317034,278.34638610373548
0.00027004332522890178,278.33728040539677
0.00027059071039463322,278.32817495531685
0.00027121981513731101,278.31771045287405
0.00027189910280225557,278.30641158063088
0.00027252582611547109,278.29598737582751
0.00027306593077641955,278.2870041524136
0.00027358619949829108,278.27835108050596
0.00027417337259926644,278.26858553498482
0.00027484638968195644,278.25739263897344
0.00027551527789323619,278.24626879254379
0.00027609083142049852,278.23669744123276
0.00027660250133351195,278.22818870173586
0.00027714596137845917,278.21915155987671
0.00027778622544861678,278.20850500118206
0.00027848025040439118,278.19696488721451
0.00027910614317710325,278.18655802167314
0.00027963325441111755,278.1777938853071
0.00028014366365603839,278.16930768040112
0.0002807348299054009,278.15947907341086
0.00028142324262888198,278.14803405513436
0.0002820998028624541,278.13678649579822
0.0002826666987376592,278.12736237815045
0.00028316572812674996,278.11906671476311
0.00028370603872357437,278.11008506008193
0.00028435688095382593,278.09926637077848
0.00028506425730143083,278.08750836948735
0.00028568882555988698,278.0771271786183
0.00028620425098544632,278.06856035901802
0.000286706201532458,278.060217735474
0.00028730103030969714,278.05033173474158
0.0002880029252510619,278.03866671966807
0.00028868582653945543,278.02731779952342
0.00028924517246898499,278.01802252623662
0.00028973366631435533,278.00990491687662
0.00029027145195627881,278.00096844996375
0.00029093089877025793,277.9900106867392
0.00029164913709681589,277.97807646890612
0.00029227258350566262,277.96771770007882
0.00029277880068678309,277.95930700152985
0.00029327408079309986,277.95107825322339
0.00029387150218704826,277.94115280294699
0.00029458372177930067,277.9293205567418
0.00029527161884582793,277.91789284178873
0.00029582545366858349,277.90869256756019
0.00029630609121801625,277.90070847945344
0.00029684173482421997,277.89181092091104
0.00029750705791556706,277.88075964346325
0.0002982332699331041,277.86869746271702
0.0002988563110771654,277.85834932692984
0.00029935622447885892,277.85004650023745
0.00029984659393273545,277.84190241989091
0.00030044524822149928,277.83196025643542
0.000301164357177149,277.82001810143151
0.00030171494423049405,277.81087491085663
0.0003022655312838391,277.80173201745146
0.00030289418279382983,277.79129317201068
0.00030356907531700936,277.78008692172097
0.00030419283942001652,277.7697300334936
0.00030473452751104014,277.76073623633027
0.00030525863545484059,277.75203460480094
0.00030584771649928161,277.74225456801287
0.00030651793348030029,277.73112791838975
0.00030718217543803571,277.72010090752951
0.00030775692553051601,277.71055989944438
0.00030827177482981114,277.70201354338354
0.0003088187944775786,277.69293346168911
0.00030945897523650438,277.68230736590903
0.00031014841244133233,277.67086414796881
0.00031077089631841026,277.66053263108415
0.00031129932326144606,277.65176251044005
0.00031181371605412586,277.64322558415466
0.00031240732591140518,277.63337429889975
0.00031309328937753151,277.6219908053792
0.00031376486366798111,277.61084656866143
0.00031433041190530189,277.60146211085015
0.00031483236756634663,277.59313315778439
0.00031537660023542866,277.58410299772851
0.00031602813900728641,277.57329277069203
0.0003167310868406466,277.56163006958144
0.00031735164050157431,277.55133481089746
0.00031786773912141511,277.54277281509161
0.00031837363502872041,277.53438035251338
0.00031897165071813219,277.52446003440275
0.00031967190245049183,277.51284423080244
0.00032034957721935396,277.50160342927177
0.00032090673486824772,277.49236204786177
0.00032139761647018421,277.48422023811509
0.00032193968474021368,277.47522973993296
0.00032260092508720625,277.46426313305483
0.00032331518154084726,277.45241778560779
0.00032393389159930409,277.44215743845916
0.00032443988464360722,277.43376663469422
0.00032493894538041153,277.42549105896444
0.00032554038922778388,277.41551809350494
0.00032625204138589788,277.40371819263055
0.00032693454887621637,277.3924020563714
0.00032748521782205133,277.38327220438055
0.00032796756951387353,277.37527529479746
0.00032850782331249665,277.36631872825961
0.00032917610842165342,277.35524004469272
0.00032989890419264124,277.3432582478095
0.0003305164888919915,277.3330209924801
0.00033101524402202339,277.3247537964395
0.00033150918539687918,277.31656666280429
0.00033211262940761454,277.30656487773018
0.00033283224359041219,277.29463815854416
0.00033337875247826471,277.28558083174005
0.00033392526136611722,277.27652383821834
0.00033455433223048724,277.26609900358454
0.00033523442732930699,277.25482910459732
0.00033586157189512253,277.24443711268714
0.00033640110589046226,277.2354972110686
0.0003369203937043438,277.22689309213985
0.00033750706796144471,277.2171728087917
0.00033818055251626195,277.20601469389754
0.00033885017795841436,277.19492102617829
0.00033942562068975548,277.18538808854913
0.00033993644947084742,277.17692587909016
0.00034047911801742209,277.16793654974072
0.00034111934170740583,277.15733164822865
0.00034181408340044596,277.1458242221222
0.00034244032476627681,277.13545188362883
0.00034296692295540307,277.12673026915206
0.00034347647523691731,277.11829127665129
0.00034406718202339927,277.10850861267068
0.00034475595222667742,277.09710243592116
0.00034543311431922555,277.08588902865512
0.00034599991315235185,277.07650358230779
0.00034649825186436632,277.06825205518612
0.00034703788794664559,277.05931705027285
0.00034768861619104634,277.04854309386502
0.00034839651328323086,277.03682316968701
0.00034902135663623712,277.02647876987004
0.00034953640191559695,277.01795244335432
0.00035003767854020686,277.00965435056975
0.00035063207499499364,276.9998151441568
0.00035133413317992647,276.98819432222359
0.00035201745158754268,276.97688425172078
0.00035257675238643929,276.96762729434187
0.00035306476033919096,276.95955060515519
0.00035360200903404815,276.95065929410384
0.00035426124192837949,276.9397496506727
0.00035497974956665696,276.92785966189979
0.00035560339235815586,276.91754001482843
0.00035610938745378706,276.90916747084816
0.00035660420013556725,276.90098025673547
0.00035720122843126151,276.89110216690347
0.00035791340381827061,276.87931948181608
0.00035860151289668113,276.86793554798709
0.00035915534819606134,276.8587734285872
0.0003596357034281242,276.85082719447286
0.00036017096028693801,276.8419730855889
0.00036083600299316812,276.83097257210403
0.00036156224169780257,276.81896042831573
0.00036218537918571061,276.80865411486474
0.00036268519567085486,276.80038779927401
0.00036317529330107573,276.79228251855955
0.00036377362964412819,276.78238757597626
0.00036449254145689875,276.77049920843325
0.00036504312856398173,276.76139479264856
0.00036559371567106472,276.75229075134831
0.00036622225461145722,276.74189822318152
0.0003668968598770177,276.73074455978224
0.00036752034073974055,276.72043667004812
0.00036806192659197728,276.71148312728121
0.00036858608079824907,276.70281811392169
0.00036917517846542659,276.69307990207892
0.00036984518546679605,276.68200472741677
0.00037050904504906174,276.67103172354769
0.0003710835539003837,276.6615360533292
