"time","J1.w","J2.w","J3.w","J4.w"
0,10,0,0,0
0.0106,9.911604262,0.1059973474,0,0
0.0206,9.85849826,0.205979003,0,0
0.0306,9.83028316,0.3059291343,0,0
0.0406,9.819951456,0.4058319565,0,0
0.0506,9.818751052,0.5056716938,0,0
0.0606,9.817042212,0.6054325804,0,0
0.0706,9.805242672,0.7050988628,0,0
0.0806,9.774767161,0.8046548026,0,0
0.0906,9.718869326,0.9040846788,0,0
0.1006,9.633303649,1.00337279,0,0
0.1106,9.516742559,1.102503458,0,0
0.1206,9.370907918,1.201461029,0,0
0.1306,9.200404018,1.300229875,0,0
0.1406,9.012268377,1.398794401,0,0
0.1506,8.815284402,1.497139041,0,0
0.1606,8.61912313,1.595248267,0,0
0.1706,8.43339807,1.693106585,0,0
0.1806,8.266725683,1.790698543,0,0
0.1906,8.125883456,1.888008729,0,0
0.2006,8.015147973,1.985021778,0,0
0.2106,7.935877801,2.081722369,0,0
0.2206,7.886382001,2.178095233,0,0
0.2306,7.862087136,2.274125151,-2.414172447e-034,0
0.2406,7.855986444,2.369796959,-2.344172675e-034,0
0.2506,7.859327187,2.465095549,-2.342000516e-034,0
0.2606,7.86246891,2.560005873,-2.341932939e-034,0
0.2706,7.855828583,2.654512943,-2.341930876e-034,0
0.2806,7.830820119,2.748601835,-2.341930814e-034,0
0.2906,7.780696303,2.842257691,-2.341930812e-034,0
0.3006,7.701210706,2.935465723,-9.455424377e-034,0
0.3106,7.591034796,3.028211212,-1.142612331e-033,0
0.3206,7.451889425,3.120479511,-1.142666014e-033,0
0.3306,7.288377819,3.212256052,-1.142664797e-033,0
0.3406,7.107536398,3.30352634,-1.142664798e-033,0
0.3506,6.918147421,3.394275964,-1.142664798e-033,0
0.3606,6.729880726,3.484490594,-1.142664798e-033,0
0.3706,6.552348595,3.574155982,-1.142664798e-033,0
0.3806,6.394166178,3.66325797,-1.142664798e-033,0
0.3906,6.262109618,3.751782489,-1.142664798e-033,0
0.4,6.165656619,3.834456506,-1.06708962e-033,0
0.4104083118,6.091695937,3.821290108,0.1040831176,0
0.4204083118,6.051320108,3.808010475,0.2040831176,0
0.4304083118,6.036549475,3.794098526,0.3040831176,0
0.4404083118,6.040414548,3.779540426,0.4040831176,0
0.4504083118,6.054187059,3.764322684,0.5040831176,0
0.4604083118,6.068233168,3.748431912,0.6040831176,0
0.4704083118,6.07295802,3.731854827,0.7040831176,0
0.4804083118,6.059745791,3.714578256,0.8040831176,0
0.4904083118,6.021805572,3.696589137,0.9040831176,0
0.5004083118,5.954836389,3.677874519,1.004083118,0
0.5104083118,5.857449708,3.658421566,1.104083118,0
0.5204083118,5.731306631,3.638217558,1.204083118,0
0.5304083118,5.580956533,3.617249895,1.304083118,0
0.5404083118,5.413392974,3.595506097,1.404083118,0
0.5504083118,5.237370337,3.572973806,1.504083118,0
0.5604083118,5.062548099,3.54964079,1.604083118,0
0.5704083118,4.898546487,3.525494941,1.704083118,0
0.5804083118,4.754005965,3.500524281,1.804083118,0
0.5904083118,4.635742622,3.474716963,1.904083118,0
0.6004083118,4.548082116,3.44806127,2.004083118,0
0.6104083118,4.492437399,3.420545621,2.104083118,0
0.6204083118,4.467171535,3.392158569,2.204083118,0
0.6304083118,4.467759059,3.362888806,2.304083118,0
0.6404083118,4.487230059,3.332725163,2.404083118,0
0.6504083118,4.516853538,3.301656612,2.504083118,0
0.6604083118,4.546993137,3.269672267,2.604083118,0
0.6704083118,4.568051477,3.236761389,2.704083118,0
0.6804083118,4.571410664,3.202913383,2.804083118,0
0.6904083118,4.550276906,3.168117803,2.904083118,0
0.7004083118,4.500346556,3.132364352,3.004083118,0
0.709792826,4.42601536,3.097931183,3.09792826,0
0.7201704289,4.314395472,3.130276518,3.130276519,0
0.7301704289,4.182264381,3.160944664,3.160944664,0
0.7401704289,4.032950283,3.191114159,3.191114159,0
0.7501704289,3.875173097,3.220780241,3.220780241,0
0.7601704289,3.718578694,3.249938224,3.249938224,0
0.7701704289,3.57279646,3.278583504,3.278583504,0
0.7801704289,3.446497625,3.306711558,3.306711558,0
0.7901704289,3.346547341,3.334317943,3.334317944,0
0.7912753545,3.337336317,3.33733605,3.33733605,0
0.8018753545,3.333599097,3.333599097,3.333599097,0
0.8118753545,3.340711668,3.340711669,3.340711669,0
0.8218753545,3.357492707,3.357492707,3.357492707,0
0.8311672414,3.380326805,3.380326805,3.380326805,0
0.8311672417,3.380326806,3.380326805,3.380326806,0
0.8414893492,3.422419362,3.405998305,3.405998305,0
0.8514893492,3.472771647,3.430313688,3.430313688,0
0.8614893492,3.522591806,3.45405707,3.45405707,0
0.8714893492,3.562680868,3.477266771,3.477266771,0
0.8814893492,3.584406236,3.49991822,3.49991822,0
0.8914893492,3.581239126,3.522007767,3.522007767,0
0.9,3.555840773,3.540362184,3.540362184,0
0.9065534484,3.521428196,3.521428196,3.521428196,0.06553448391
0.9171534484,3.473292539,3.473292539,3.47329254,0.1715344839
0.9271534484,3.418675861,3.418675861,3.418675861,0.2715344839
0.9371534484,3.357228433,3.357228433,3.357228433,0.3715344839
0.9471534484,3.291702171,3.291702172,3.291702172,0.4715344839
0.9571534484,3.225248346,3.225248346,3.225248346,0.5715344839
0.9671534484,3.161109021,3.161109021,3.161109022,0.6715344839
0.9771534484,3.102299702,3.102299703,3.102299703,0.7715344839
0.9871534484,3.051314156,3.051314156,3.051314156,0.8715344839
0.9971534484,3.009880304,3.009880304,3.009880305,0.9715344839
1.000333289,2.998862669,2.998862669,2.998862669,1.003332892
1.00033329,2.998862668,2.998862668,2.998862668,1.003332896
1.010643997,2.985232378,2.96294008,2.96294008,1.106439971
1.021643997,3.006447583,2.923913196,2.923913196,1.216439971
1.032643997,3.058387555,2.884157318,2.884157318,1.326439971
1.043643997,3.131311277,2.843669534,2.843669534,1.436439971
1.054643997,3.213170039,2.80244707,2.80244707,1.546439971
1.065643997,3.291032184,2.760487294,2.760487294,1.656439971
1.076643997,3.352612682,2.717787714,2.717787714,1.766439971
1.087643997,3.387726285,2.674345981,2.674345981,1.876439971
1.098643997,3.389492348,2.630159885,2.630159885,1.986439971
1.109643997,3.355148159,2.58522736,2.58522736,2.096439971
1.120643997,3.286378402,2.539546484,2.539546484,2.206439971
1.131643997,3.189114131,2.493115474,2.493115474,2.316439971
1.142643997,3.072832631,2.445932694,2.445932694,2.426439971
1.144009681,3.057639836,2.440047117,2.440047117,2.440047117
1.154609681,2.938721805,2.444533648,2.444533648,2.444533648
1.165609681,2.822256912,2.448695672,2.448695672,2.448695672
1.176609681,2.725028658,2.45235375,2.452353751,2.452353751
