    "time","tempc@tpf_st_chamber","press@tpf_st_chamber","out2@division","tau@tpf_st_chamber","dm2@tpf_pump","torque@expseu_"
         0, 19.903957,   0.02337,      0.24,        25,0.13032082,         0
         1, 22.561553,0.027505973,0.24768548, 25.768548,0.089520187,         0
         2, 29.444853,0.041314685,0.25219112, 26.219112,0.042530036,0.73804092
         3, 35.559942,0.058278203, 0.2545442,  26.45442,0.017916286,0.87180674
         4, 41.336836,0.079532417,0.25578638, 26.578638,0.0048805816, 0.9970292
         5, 46.982196,0.10644545,0.25648776, 26.648776,         0, 1.1109685
         6, 52.632719, 0.1408665,0.25716018, 26.716018,         0, 1.2078935
         7, 58.304264,0.18457698,0.25789298, 26.789298,         0, 1.2762153
         8, 63.990416,0.23951086,0.25868228, 26.868228,         0, 1.3008425
         9, 69.685438,0.30786314,0.25952441, 26.952441,         0, 1.2635987
        10, 75.383523,0.39208732,0.26041583, 27.041583,         0, 1.1430408
        11, 81.079274,0.49489943,0.26135314, 27.135314,         0,0.91435813
        12, 86.767613,0.61927206,0.26233305, 27.233305,         0,0.54912529
        13, 92.443574,0.76841828, 0.2633523,  27.33523,         0,0.015569665
        14,  98.09361,0.94547479,0.26440145, 27.440145,         0,-0.90873149
        15, 103.72044, 1.1542081,0.26548218, 27.548218,         0,-2.1415464
        16, 109.31881, 1.3983298,0.26659062, 27.659062,         0,-3.7417846
        17, 114.88262, 1.6815918,0.26772205, 27.772205,         0,-5.8077584
        18, 120.40459, 2.0076765, 0.2688706,  27.88706,         0,-8.4218048
        19, 125.87567, 2.3800289,0.27002863, 28.002863,         0,-11.673852
        20, 131.27949, 2.8012181,0.27118487, 28.118487,         0,-15.653689
        21, 136.50385, 3.2640793,0.27230332, 28.230332,         0,-20.362871
        22,  141.4395, 3.7564146,0.27334386, 28.334386,         0,-25.717416
        23, 145.97211, 4.2597249,0.27426059, 28.426059,         0,-31.517594
        24, 149.99119, 4.7501171,0.27500492, 28.500492,         0,-37.456403
        25,  153.4009, 5.2007785,0.27553026, 28.553026,         0,-43.162349
        26, 156.13033, 5.5856549,0.27579752, 28.579752,         0,-48.257962
        27, 158.14112, 5.8834969,0.27578049, 28.578049,         0,-52.417158
        28, 159.43108, 6.0811477,0.27546959, 28.546959,         0,-55.414043
        29, 160.03317, 6.1751956, 0.2748733,  28.48733,         0,-57.154055
        30, 160.00989, 6.1715384,0.27401648, 28.401648,         0,-57.676167
        31, 159.44396, 6.0831474,0.27293625, 28.293625,         0,-57.126335
        32, 158.42861,  5.927096,0.27167686, 28.167686,         0,-55.711994
        33, 157.05789, 5.7215119, 0.2702841,  28.02841,         0,-53.670305
        34,  155.4194, 5.4832836,0.26880114, 27.880114,         0,-51.221873
        35, 153.76431, 5.2507608,0.26730908, 27.730908,         0,-48.844236
        36, 153.25586,  5.180937,0.26611213, 27.611213,         0,-48.456454
        37, 154.48203, 5.3506038,0.26535052, 27.535052,         0,-51.019878
        38, 157.51011, 5.7886971,0.26503292, 27.503292,         0,-56.980634
        39, 161.13021, 6.3495365, 0.2648468,  27.48468,         0, -64.62569
        40,  164.5131, 6.9119621,0.26456885, 27.456885,         0,-72.434963
        41, 167.37133, 7.4174112, 0.2641123,  27.41123,         0,-79.612713
        42, 169.64726, 7.8405031,0.26345116, 27.345116,         0,-85.765327
        43, 171.38103, 8.1754623,0.26258875, 27.258875,         0,-90.762015
        44, 172.65149, 8.4280264, 0.2615431,  27.15431,         0,-94.642055
        45, 173.54739, 8.6098111,0.26033886, 27.033886,         0,  -97.5413
        46,  174.1531, 8.7344597,0.25900249, 26.900249,         0,-99.636405
        47, 174.54166, 8.8151698,0.25755911, 26.755911,         0,-101.10621
        48, 174.77083, 8.8630491,0.25603513, 26.603513,0.00084844367,-102.10598
        49, 174.79209, 8.8675005,0.25468194, 26.468194,0.006193143,-102.50237
        50, 174.62358, 8.8322612,0.25360343, 26.360343,0.010454885, -102.3397
        51, 174.34292, 8.7738152,0.25275686, 26.275686,0.013801761,-101.84954
        52, 174.01009, 8.7049014,0.25210399, 26.210399,0.016384301,-101.21165
        53, 173.66591,   8.63409,0.25161001, 26.161001,0.018339635,-100.54624
        54, 173.33526, 8.5664901,0.25124379, 26.124379,0.019790512,-99.924141
        55, 173.03125,  8.504708,0.25097823, 26.097823,0.020843795,-99.380657
        56, 172.75918, 8.4497152,0.25079044, 26.079044,0.021589747, -98.92811
        57, 172.51954, 8.4015116,0.25066163, 26.066163,0.022102591,-98.565335
        58, 172.31021, 8.3595829,0.25057669, 26.057669,0.022441946,-98.284174
        59, 172.12783, 8.3231877,0.25052377, 26.052377,0.022654603, -98.07353
        60, 171.96868, 8.2915292,0.25049375, 26.049375,0.022776651,-97.921753
        61, 171.82915, 8.2638535,0.25047972, 26.047972,0.022835333,-97.817938
        62, 171.70597, 8.2394804, 0.2504765,  26.04765,0.022851184,-97.752441
        63,  171.5963, 8.2178291,0.25048031, 26.048031,0.022839108,-97.717084
        64, 171.49775, 8.1984131,0.25048845, 26.048845,0.022809771,-97.705143
        65, 171.40838, 8.1808344,0.25049903, 26.049903,0.022770714,-97.711141
        66, 171.32657, 8.1647718,0.25051072, 26.051072,0.022727124,-97.730747
        67, 171.25108, 8.1499691,0.25052266, 26.052266,0.022682456,-97.760566
        68, 171.18087, 8.1362228, 0.2505343,  26.05343,0.022638923,-97.797957
        69, 171.11514, 8.1233705,0.25054529, 26.054529,0.022597851,-97.840886
        70, 171.05325, 8.1112834,0.25055545, 26.055545,0.022559961,-97.887752
        71,  170.9947, 8.0998599,0.25056472, 26.056472,0.022525553,-97.937368
        72, 170.93906, 8.0890192,0.25057308, 26.057308,0.022494653,-97.988823
        73, 170.88603, 8.0786955,0.25058057, 26.058057,0.022467119, -98.04142
        74, 170.83534, 8.0688364,0.25058726, 26.058726,0.02244271, -98.09463
        75, 170.78676, 8.0593987,0.25059321, 26.059321,0.022421135,-98.148052
        76, 170.74013, 8.0503468,0.25059851, 26.059851,0.022402087,-98.201379
        77, 170.69529, 8.0416509,0.25060323, 26.060323,0.022385263, -98.25438
        78, 170.65212, 8.0332857,0.25060744, 26.060744,0.022370376,-98.306877
        79, 170.61051, 8.0252293,0.25061122, 26.061122,0.022357163,-98.358735
        80, 170.57037, 8.0174624,0.25061462, 26.061462,0.022345394,-98.409833
        81, 170.53161, 8.0099684, 0.2506177,  26.06177,0.022334854,-98.460109
        82, 170.49415, 8.0027315,0.25062049, 26.062049,0.022325363,-98.509501
        83, 170.45792, 7.9957381,0.25062305, 26.062305,0.022316765,-98.557942
        84, 170.42287, 7.9889761,0.25062541, 26.062541,0.022308922,  -98.6054
        85, 170.38893, 7.9824339,0.25062759, 26.062759,0.02230172,-98.651852
        86, 170.35607, 7.9761013,0.25062963, 26.062963,0.022295061,-98.697277
        87, 170.32422, 7.9699688,0.25063154, 26.063154,0.022288858,-98.741664
        88, 170.29334, 7.9640273,0.25063334, 26.063334,0.022283045,-98.785006
        89,  170.2634, 7.9582684,0.25063504, 26.063504,0.022277562,-98.827294
        90, 170.23434, 7.9526838,0.25063667, 26.063667,0.022272362,-98.868523
        91, 170.20614, 7.9472657,0.25063822, 26.063822,0.022267403, -98.90869
        92, 170.17875,  7.942007,0.25063971, 26.063971,0.022262651,-98.947794
        93, 170.15214, 7.9369009,0.25064115, 26.064115,0.022258077,-98.985839
        94, 170.12629, 7.9319413,0.25064254, 26.064254,0.022253655,-99.022836
        95, 170.10115, 7.9271226,0.25064389, 26.064389,0.022249364,-99.058795
        96, 170.07671,  7.922439, 0.2506452,  26.06452,0.02224519,-99.093736
        97, 170.05294, 7.9178856,0.25064648, 26.064648,0.022241113,-99.127657
        98, 170.02981, 7.9134573,0.25064773, 26.064773,0.022237119,-99.160587
        99,  170.0073, 7.9091493,0.25064896, 26.064896,0.022233198,-99.192532
       100, 169.98538, 7.9049571,0.25065016, 26.065016,0.022229343,-99.223507
