Time,Sa1_UPI
1.89E-01,2.90E+00
1.90E-01,2.90E+00
1.91E-01,2.90E+00
1.92E-01,2.90E+00
1.93E-01,2.90E+00
1.94E-01,2.90E+00
1.95E-01,2.90E+00
1.96E-01,2.90E+00
1.97E-01,2.90E+00
1.98E-01,2.90E+00
1.99E-01,2.90E+00
2.00E-01,-1.91E+01
2.01E-01,-1.48E+01
2.02E-01,-4.74E+00
2.03E-01,-3.89E+00
2.04E-01,-3.17E+00
2.05E-01,-2.56E+00
2.06E-01,-2.05E+00
2.07E-01,-1.63E+00
2.08E-01,-1.27E+00
2.09E-01,-9.80E-01
2.10E-01,-7.46E-01
2.11E-01,-5.55E-01
2.12E-01,-3.98E-01
2.13E-01,-2.71E-01
2.14E-01,-1.74E-01
2.15E-01,-9.57E-02
2.16E-01,-3.71E-02
2.17E-01,9.77E-03
2.18E-01,4.49E-02
2.19E-01,7.03E-02
2.20E-01,8.79E-02
2.21E-01,9.96E-02
2.22E-01,1.05E-01
2.23E-01,1.09E-01
2.24E-01,1.07E-01
2.25E-01,1.05E-01
2.26E-01,1.02E-01
2.27E-01,9.57E-02
2.28E-01,9.18E-02
2.29E-01,8.59E-02
2.30E-01,8.01E-02
2.31E-01,7.42E-02
2.32E-01,6.64E-02
2.33E-01,5.86E-02
2.34E-01,5.66E-02
2.35E-01,5.08E-02
2.36E-01,4.49E-02
2.37E-01,4.10E-02
2.38E-01,3.52E-02
2.39E-01,3.13E-02
2.40E-01,2.73E-02
2.41E-01,2.54E-02
2.42E-01,2.34E-02
2.43E-01,1.95E-02
2.44E-01,1.56E-02
2.45E-01,1.56E-02
2.46E-01,1.37E-02
2.47E-01,1.17E-02
2.48E-01,9.77E-03
2.49E-01,7.81E-03
2.50E-01,7.81E-03
2.51E-01,5.86E-03
2.52E-01,5.86E-03
2.53E-01,3.91E-03
2.54E-01,3.91E-03
2.55E-01,3.91E-03
2.56E-01,1.95E-03
2.57E-01,1.95E-03
2.58E-01,1.95E-03
2.59E-01,1.95E-03
2.60E-01,3.91E-03
2.61E-01,1.95E-03
2.62E-01,1.95E-03
2.63E-01,0.00E+00
2.64E-01,0.00E+00
2.65E-01,0.00E+00
2.66E-01,0.00E+00
2.67E-01,0.00E+00
2.68E-01,0.00E+00
2.69E-01,0.00E+00
2.70E-01,0.00E+00
2.71E-01,0.00E+00
2.72E-01,0.00E+00
2.73E-01,0.00E+00
2.74E-01,0.00E+00
2.75E-01,0.00E+00
2.76E-01,0.00E+00
2.77E-01,0.00E+00
2.78E-01,0.00E+00
2.79E-01,0.00E+00
2.80E-01,0.00E+00
2.81E-01,0.00E+00
2.82E-01,0.00E+00
2.83E-01,0.00E+00
2.84E-01,0.00E+00
2.85E-01,0.00E+00
2.86E-01,0.00E+00
2.87E-01,0.00E+00
2.88E-01,0.00E+00
2.89E-01,0.00E+00
2.90E-01,0.00E+00
2.91E-01,0.00E+00
2.92E-01,0.00E+00
2.93E-01,0.00E+00
2.94E-01,0.00E+00
2.95E-01,0.00E+00
2.96E-01,0.00E+00
2.97E-01,0.00E+00
2.98E-01,0.00E+00
2.99E-01,0.00E+00
3.00E-01,2.20E+01
3.01E-01,1.38E+01
3.02E-01,9.67E+00
3.03E-01,7.52E+00
3.04E-01,6.22E+00
3.05E-01,5.60E+00
3.06E-01,5.17E+00
3.07E-01,4.42E+00
3.08E-01,4.15E+00
3.09E-01,4.12E+00
3.10E-01,3.82E+00
3.11E-01,3.50E+00
3.12E-01,3.42E+00
3.13E-01,3.35E+00
3.14E-01,3.27E+00
3.15E-01,2.92E+00
3.16E-01,3.10E+00
3.17E-01,3.02E+00
3.18E-01,2.95E+00
3.19E-01,2.87E+00
3.20E-01,2.80E+00
3.21E-01,2.72E+00
3.22E-01,2.92E+00
3.23E-01,2.87E+00
3.24E-01,2.82E+00
3.25E-01,2.77E+00
3.26E-01,2.72E+00
3.27E-01,2.95E+00
3.28E-01,2.92E+00
3.29E-01,2.90E+00
3.30E-01,2.87E+00
3.31E-01,2.85E+00
3.32E-01,2.82E+00
3.33E-01,2.80E+00
3.34E-01,2.77E+00
3.35E-01,2.75E+00
3.36E-01,2.72E+00
3.37E-01,2.70E+00
3.38E-01,2.67E+00
3.39E-01,2.65E+00
3.40E-01,2.90E+00
3.41E-01,2.90E+00
3.42E-01,2.90E+00
3.43E-01,2.90E+00
3.44E-01,2.90E+00
3.45E-01,2.90E+00
3.46E-01,2.90E+00
3.47E-01,2.90E+00
3.48E-01,2.90E+00
3.49E-01,2.90E+00
3.50E-01,2.90E+00
