"time","Out1"
0,0
0.1,0.00499391
0.2,0.0199212
0.3,0.0446373
0.4,0.0788976
0.5,0.122363
0.6,0.174596
0.7,0.235077
0.8,0.30321
0.9,0.378305
1,0.459611
1.1,0.546316
1.2,0.637556
1.3,0.732418
1.4,0.829952
1.5,0.929185
1.6,1.02912
1.7,1.12877
1.8,1.22713
1.9,1.32322
2,1.41608
2.1,1.50478
2.2,1.58843
2.3,1.66621
2.4,1.73732
2.5,1.80107
2.6,1.85681
2.7,1.90399
2.8,1.94214
2.9,1.97087
3,1.9899
3.1,1.99904
3.2,1.9982
3.3,1.98738
3.4,1.96669
3.5,1.93635
3.6,1.89664
3.7,1.84798
3.8,1.79084
3.9,1.7258
4,1.65351
4.1,1.57469
4.2,1.49012
4.3,1.40066
4.4,1.30719
4.5,1.21065
4.6,1.112
4.7,1.01224
4.8,0.912346
4.9,0.813331
5,0.716181
5.1,0.621865
5.2,0.531326
5.3,0.445469
5.4,0.365152
5.5,0.291176
5.6,0.224282
5.7,0.165137
5.8,0.114334
5.9,0.0723776
6,0.0396894
6.1,0.0165941
6.2,0.00332271
6.3,8.02272e-006
6.4,0.00668262
6.5,0.0232812
6.6,0.0496363
6.7,0.085486
6.8,0.130472
6.9,0.184145
7,0.245969
7.1,0.315326
7.2,0.391522
7.3,0.473797
7.4,0.561328
7.5,0.65324
7.6,0.748616
7.7,0.846503
7.8,0.945921
7.9,1.04588
8,1.14538
8.1,1.24342
8.2,1.33903
8.3,1.43125
8.4,1.51916
8.5,1.60189
8.6,1.67859
8.7,1.74851
8.8,1.81095
8.9,1.86528
9,1.91097
9.1,1.94756
9.2,1.97468
9.3,1.99206
9.4,1.99952
9.5,1.997
9.6,1.98451
9.7,1.96218
9.8,1.93023
9.9,1.88899
10,1.83887
10,1.83887
