"time","Piston.body.r_0[1]","Piston.body.r_0[2]","Piston.body.r_0[3]","Inertia.w"
0,0.14999999999999999,0.39999992500001091,0,0
0.001,0.14999999999999999,0.39999992408380103,0,0.0094342454443646449
0.002,0.14999999999999999,0.39999992171770493,0,0.018982666127889843
0.003,0.14999999999999999,0.39999991794815537,0,0.028710483335726459
0.004,0.14999999999999999,0.39999991257541856,0,0.038701135337704452
0.005,0.14999999999999999,0.39999990532673768,0,0.049057741225675577
0.006,0.14999999999999999,0.39999989593094232,0,0.059872616209870985
0.007,0.14999999999999999,0.39999988403325226,0,0.07124900404855497
0.008,0.14999999999999999,0.39999986918240826,0,0.083296536037492402
0.009,0.14999999999999999,0.39999985081611578,0,0.096129032269482828
0.01,0.14999999999999999,0.39999982824230296,0,0.10986698120303746
0.011,0.14999999999999999,0.39999980061158946,0,0.12463897271987481
0.012,0.14999999999999999,0.39999976688365324,0,0.14058338314537047
0.013,0.14999999999999999,0.39999972578532772,0,0.15785040446041573
0.014,0.14999999999999999,0.39999967576471174,0,0.17660279632175008
0.015,0.14999999999999999,0.39999961493336367,0,0.19701724743323595
0.016,0.14999999999999999,0.39999954099559931,0,0.21928592393341381
0.017,0.14999999999999999,0.39999945116155844,0,0.24361836209277371
0.018,0.14999999999999999,0.39999934204166154,0,0.27024349455162416
0.019,0.14999999999999999,0.39999920951852719,0,0.29941183599509169
0.02,0.14999999999999999,0.39999904859222046,0,0.33139771915334371
0.021,0.14999999999999999,0.39999885319224493,0,0.36650181548345351
0.022,0.14999999999999999,0.39999861594621988,0,0.40505440407032656
0.023,0.14999999999999999,0.39999832790276058,0,0.44741821343283655
0.024,0.14999999999999999,0.39999797819319893,0,0.49399187785466486
0.025,0.14999999999999999,0.39999755362356215,0,0.54521339460081319
0.026,0.14999999999999999,0.39999703817594312,0,0.60156440053600846
0.027,0.14999999999999999,0.39999641240545436,0,0.6635745786657623
0.028,0.14999999999999999,0.39999565270646309,0,0.73182669475735995
0.029,0.14999999999999999,0.39999473042192302,0,0.8069620780642911
0.03,0.14999999999999999,0.39999361076367523,0,0.88968651673699473
0.031,0.14999999999999999,0.39999225150252349,0,0.98077672509445468
0.032,0.14999999999999999,0.39999060137797993,0,1.0810874988233536
0.033,0.14999999999999999,0.39998859816811272,0,1.1915595808711401
0.034,0.14999999999999999,0.39998616634792739,0,1.3132282480572801
0.035,0.14999999999999999,0.39998321424921157,0,1.4472326711992032
0.036,0.14999999999999999,0.39997963061591668,0,1.5948261261444614
0.037,0.14999999999999999,0.39997528042697572,0,1.7573871207280234
0.038,0.14999999999999999,0.39996999983209436,0,1.9364314807056562
0.039,0.14999999999999999,0.39996359001424409,0,2.133625425796096
0.04,0.14999999999999999,0.39995580975419076,0,2.3507996585474213
0.041,0.14999999999999999,0.39994636642650738,0,2.589964469473049
0.042,0.14999999999999999,0.39993490510204655,0,2.85332582625457
0.043,0.14999999999999999,0.39992099536742176,0,3.1433023639792768
0.044,0.14999999999999999,0.3999041153961187,0,3.4625431260874002
0.045,0.14999999999999999,0.39988363271703753,0,3.8139458150827403
0.046,0.14999999999999999,0.39985878102339567,0,4.2006751885664961
0.047,0.14999999999999999,0.39982863224731058,0,4.6261810700444199
0.048,0.14999999999999999,0.39979206299307946,0,5.0942152236093063
0.049,0.14999999999999999,0.3997477142765834,0,5.608846062390425
0.05,0.14999999999999999,0.39969394336308872,0,6.1744697839200242
0.051,0.14999999999999999,0.39962876633811129,0,6.7958160701249595
0.052,0.14999999999999999,0.39954978989815049,0,7.4779459185263484
0.053,0.14999999999999999,0.39945413072943781,0,8.2262384780701208
0.054,0.14999999999999999,0.39933832042360051,0,9.0463612929661785
