    "time","tempc@tpf_st_chamber","press@tpf_st_chamber","out2@division","tau@tpf_st_chamber","dm2@tpf_pump","torque@expseu_"
         0, 19.903957,   0.02337,      0.24,        25,0.13032082,         0
      0.05, 20.335262,0.024001804,0.24043615, 25.043615,0.13033783,0.56231143
       0.1, 20.771178,0.024655467,0.24087316, 25.087316,0.13035481,0.57104912
      0.15, 21.205996,0.025322912,0.24131077, 25.131077,0.13037176,0.57984573
       0.2, 21.639712,0.026004323,0.24174897, 25.174897,0.13038868,0.58869993
      0.25, 22.072326,0.026699885,0.24218775, 25.218775,0.13040557,0.59761036
       0.3, 22.503836,0.027409782,0.24262711, 25.262711,0.13042244,0.60657562
      0.35, 22.934239,0.028134202,0.24306703, 25.306703,0.13043928,0.61559426
       0.4, 23.363535,0.028873329,0.24350753, 25.350753,0.13045609,0.62466483
      0.45, 23.791211,0.029626439,0.24394706, 25.394706,0.12841594,0.63377521
       0.5, 24.213583,0.030386952,0.24437466, 25.437466, 0.1239687, 0.6428357
      0.55,  24.63012,0.031153558,0.24478848, 25.478848, 0.1196641,0.65182711
       0.6, 25.041058,0.03192631,0.24518896, 25.518896,0.11549764,0.66075069
      0.65, 25.446621,0.032705266,0.24557653, 25.557653,0.11146494,0.66960774
       0.7, 25.847026,0.033490492,0.24595159, 25.595159,0.10756179,0.67839953
      0.75,  26.24248,0.03428206,0.24631455, 25.631455,0.10378407,0.68712736
       0.8,  26.63318,0.035080048,0.24666579, 25.666579,0.10012779, 0.6957925
      0.85, 27.019316,0.035884542,0.24700568, 25.700568,0.096589092,0.70439624
       0.9, 27.401072,0.036695632, 0.2473346,  25.73346,0.093164234,0.71293983
      0.95, 27.778621,0.037513414,0.24765288, 25.765288,0.089849582,0.72142453
         1,  28.15213,0.038337989,0.24796087, 25.796087,0.086641615,0.72985158
      1.05, 28.521762,0.039169463,0.24825891, 25.825891,0.083536922,0.73822218
       1.1, 28.887669,0.040007946,0.24854731, 25.854731,0.080532197,0.74653752
      1.15,     29.25,0.040853553,0.24882637, 25.882637,0.077624235,0.75479876
       1.2, 29.608897,0.041706402,0.24909642, 25.909642,0.074809929,0.76300704
      1.25, 29.964496,0.042566617,0.24935772, 25.935772,0.072086271,0.77116346
       1.3, 30.316927,0.043434324,0.24961057, 25.961057,0.069450346,0.77926911
      1.35, 30.666318,0.044309653,0.24985524, 25.985524,0.066899327,0.78732502
       1.4, 31.012787,0.045192737,  0.250092,   26.0092,0.064430478,0.79533222
      1.45,  31.35645,0.046083712, 0.2503211,  26.03211,0.06204115,0.80329166
       1.5,  31.69742,0.046982717,0.25054278, 26.054278,0.059728774, 0.8112043
      1.55, 32.035802,0.047889895,0.25075729, 26.075729,0.057490862,0.81907105
       1.6, 32.371699,0.04880539,0.25096487, 26.096487,0.055325007,0.82689276
      1.65, 32.705211,0.04972935,0.25116574, 26.116574,0.053228876,0.83467027
       1.7,  33.03643,0.050661924,0.25136011, 26.136011,0.051200208,0.84240437
      1.75, 33.365449,0.051603264, 0.2515482,  26.15482,0.049236818,0.85009581
       1.8, 33.692355,0.052553524,0.25173021, 26.173021,0.047336586,0.85774531
      1.85, 34.017232,0.053512861,0.25190634, 26.190634,0.045497461,0.86535356
       1.9,  34.34016,0.054481433,0.25207679, 26.207679,0.043717457,0.87292117
      1.95, 34.661218, 0.0554594,0.25224173, 26.224173,0.041994652,0.88044875
         2, 34.980479,0.056446923,0.25240135, 26.240135,0.040327184,0.88793687
      2.05, 35.298015,0.057444168,0.25255582, 26.255582,0.038713251,0.89538603
       2.1, 35.613896,0.058451299,0.25270532, 26.270532,0.037151108,0.90279673
      2.15, 35.928188,0.059468483,0.25284999, 26.284999,0.035639067,0.91016938
       2.2, 36.240954,0.060495889,0.25299001, 26.299001,0.034175493,0.91750441
      2.25, 36.552256,0.061533688,0.25312552, 26.312552,0.032758807,0.92480217
       2.3, 36.862152,0.062582051,0.25325668, 26.325668,0.031387476,0.93206299
      2.35,   37.1707,0.063641151,0.25338362, 26.338362,0.030060016,0.93928715
       2.4, 37.477954,0.064711163,0.25350648, 26.350648,0.028774991, 0.9464749
      2.45, 37.783965,0.065792261,0.25362539, 26.362539,0.027531015,0.95362644
       2.5, 38.088786,0.066884623, 0.2537405,  26.37405,0.026326742,0.96074195
      2.55, 38.392463,0.067988427,0.25385191, 26.385191,0.025160874,0.96782156
       2.6, 38.695044,0.069103854,0.25395976, 26.395976,0.024032151,0.97486536
      2.65, 38.996574,0.070231083,0.25406416, 26.406416,0.022939357,0.98187342
       2.7, 39.297096,0.071370298,0.25416523, 26.416523,0.021881313,0.98884577
      2.75, 39.596651,0.07252168,0.25426306, 26.426306,0.020856879,0.99578238
       2.8, 39.895279,0.073685415,0.25435778, 26.435778,0.019864952, 1.0026832
      2.85,  40.19302,0.074861692,0.25444948, 26.444948,0.018904472, 1.0095482
       2.9,  40.48991,0.076050697,0.25453826, 26.453826,0.017974406, 1.0163773
      2.95, 40.785984,0.07725261,0.25462423, 26.462423,0.017073739, 1.0231701
         3, 41.081276,0.078467624,0.25470746, 26.470746,0.016201509, 1.0299267
      3.05, 41.375819,0.079695928,0.25478806, 26.478806,0.015356784, 1.0366467
       3.1, 41.669645,0.080937715, 0.2548661,  26.48661,0.014538659, 1.0433298
      3.15, 41.962785,0.082193177,0.25494168, 26.494168,0.01374626, 1.0499759
       3.2, 42.255268,0.083462508,0.25501487, 26.501487,0.012978741, 1.0565846
      3.25, 42.547122,0.084745902,0.25508576, 26.508576,0.012235281, 1.0631555
       3.3, 42.838374,0.086043554,0.25515441, 26.515441,0.011515089, 1.0696882
      3.35, 43.129052,0.087355661,0.25522091, 26.522091,0.010817398, 1.0761824
       3.4, 43.419179,0.088682422,0.25528532, 26.528532,0.010141467, 1.0826375
      3.45,  43.70878,0.090024034,0.25534772, 26.534772,0.0094865777, 1.0890531
       3.5, 43.997878,0.091380699,0.25540817, 26.540817,0.0088520375, 1.0954287
      3.55, 44.286496,0.092752617,0.25546673, 26.546673,0.0082371749, 1.1017637
       3.6, 44.574656,0.09413999,0.25552347, 26.552347,0.0076413407, 1.1080576
      3.65, 44.862378,0.095543022,0.25557845, 26.557845,0.0070639076, 1.1143097
